name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"408,564,000","147,135,000","98,209,000","21,064,000","142,156,000","141,026,000","83,878,000","58,284,000","-31,604,000","28,291,000","136,677,000","48,483,000","48,560,000","83,883,000","132,878,000","55,113,000","48,548,000","51,535,000","185,987,000","39,880,000","46,938,000","136,197,000","117,025,000","18,140,000","74,691,000","130,725,000","150,136,000","49,867,000","101,465,000","95,962,000","192,458,000","62,302,000","57,419,000","39,827,000","250,591,000","31,953,000","76,620,000","18,100,000","259,141,000","23,246,000","55,608,000","2,096,000","216,033,000","4,670,000","60,103,000","41,644,000"
	CashFlowFromContinuingOperatingActivities,"408,564,000","147,135,000","98,209,000","21,064,000","142,156,000","141,026,000","83,878,000","58,284,000","-31,604,000","28,291,000","136,677,000","48,483,000","48,560,000","83,883,000","132,878,000","55,113,000","48,548,000","51,535,000","185,987,000","39,880,000","46,938,000","136,197,000","117,025,000","18,140,000","74,691,000","130,725,000","150,136,000","49,867,000","101,465,000","95,962,000","192,458,000","62,302,000","57,419,000","39,827,000","250,591,000","31,953,000","76,620,000","18,100,000","259,141,000","23,246,000","55,608,000","2,096,000","216,033,000","4,670,000","60,103,000","41,644,000"
		NetIncomeFromContinuingOperations,"230,809,000","77,694,000","63,178,000","5,051,000","84,886,000","69,798,000","-14,175,000","-17,778,000","-92,428,000","-34,414,000","29,286,000","9,373,000","29,809,000","65,649,000","12,425,000","4,253,000","26,723,000","66,137,000","17,260,000","4,046,000","36,329,000","44,923,000","-2,699,000","21,228,000","-8,065,000","35,883,000","19,017,000","17,405,000","33,056,000","62,082,000","23,934,000","-10,830,000","27,722,000","55,100,000","60,914,000","12,134,000","76,464,000","65,056,000","20,663,000","-33,755,000","20,564,000","53,832,000","33,253,000","1,368,000","16,443,000","58,115,000"
		OperatingGainsLosses,,"4,067,000","2,083,000","1,483,000","838,000","434,000","206,000","41,000","455,000","796,000","233,000","-3,225,000","47,000","167,000","-3,099,000","-3,095,000","-3,073,000","-3,069,000","-2,072,000","-11,523,000","-9,943,000","-2,897,000","-5,530,000","-1,666,000","0","26,580,000","307,000","161,000","2,840,000","-1,253,000","1,387,000","363,000","9,828,000","-461,000","-37,857,000","-3,399,000","11,394,000","-5,868,000","3,301,000","6,048,000","-449,000","-2,031,000","778,000","2,314,000","-650,000","-3,636,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0","0","0","-8,000","47,000","167,000","0",,,,"155,000","-8,503,000",,,"451,000",,,,"14,000","71,000","-54,000","1,151,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-104,000","-509,000","-1,143,000","434,000","206,000","41,000","218,000","796,000","233,000","-3,217,000","0","0","-3,099,000","-3,095,000","-3,073,000","-3,069,000","-3,036,000","-3,020,000","-2,919,000","-2,897,000",,,,,"-268,000","208,000","-251,000","-315,000","1,525,000","-64,000","106,000","-99,000","585,000","-493,000","17,000","-803,000","-771,000","301,000","517,000","484,000","41,000","105,000","721,000","1,120,000"
			GainLossOnInvestmentSecurities,,"4,067,000","2,187,000","1,992,000",,,,,,,,,,,,,,,,,,,,,,,"243,000","-118,000","507,000","-2,089,000","-908,000","427,000","-1,370,000","-362,000","-1,558,000","-933,000","-586,000","-2,207,000","-1,520,000","-1,941,000","948,000","-3,156,000","-3,265,000","3,625,000","573,000","-1,059,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-36,884,000","-1,973,000","-2,623,000","-2,858,000",,,,,,,,
		DepreciationAmortizationDepletion,"163,940,000","41,775,000","40,799,000","40,827,000","40,539,000","41,226,000","42,792,000","43,417,000","45,784,000","48,268,000","49,615,000","47,926,000","31,974,000","67,296,000","50,120,000","50,571,000","50,782,000","50,120,000","49,803,000","47,826,000","48,063,000","46,590,000","48,632,000","48,551,000","49,004,000","47,651,000","49,083,000","47,455,000","47,375,000","46,486,000","47,369,000","48,750,000","48,627,000","46,165,000","42,874,000","40,135,000","40,889,000","40,196,000","39,028,000","38,347,000","39,247,000","38,860,000","39,131,000","37,807,000","38,463,000","38,288,000"
			DepreciationAndAmortization,"163,940,000","41,775,000","40,799,000","40,827,000","40,539,000","41,226,000","42,792,000","43,417,000","45,784,000","48,268,000","49,615,000","47,926,000","31,974,000","67,296,000","50,120,000","50,571,000","50,782,000","50,120,000","49,803,000","47,826,000","48,063,000","46,590,000","48,632,000","48,551,000","49,004,000","47,651,000","49,083,000","47,455,000","47,375,000","46,486,000","47,369,000","48,750,000","48,627,000","46,165,000","42,874,000","40,135,000","40,889,000","40,196,000","39,028,000","38,347,000","39,247,000","38,860,000","39,131,000","37,807,000","38,463,000","38,288,000"
