name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015,09/30/2015,12/31/2014,09/30/2014
TotalRevenue,"80,944,000","14,381,000","60,290,000","5,650,000","623,000","0","250,000,000","646,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"80,944,000","14,381,000","60,290,000","5,650,000","623,000","0","250,000,000","646,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"6,447,000","1,247,000","5,051,000","149,000",,,,,,,,,,,,,,,,"0",,,,,,,,
GrossProfit,"74,497,000","13,134,000","55,239,000","5,501,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"615,181,000","142,132,000","144,643,000","133,496,000","194,910,000","124,591,000","94,829,000","130,198,000","115,508,000","98,786,000","105,940,284","69,947,962","63,476,438","48,650,570","37,196,592","35,804,581","33,485,442","21,438,145","17,992,814","11,589,319","12,132,403","9,052,493","6,678,848","7,234,204","6,964,914","5,160,479","2,916,672","2,668,553"
	SellingGeneralAndAdministration,"187,379,000","51,187,000","41,462,000","45,763,000","48,967,000","40,579,000","44,492,000","36,991,000","28,414,000","29,504,000","27,468,856","18,628,945","12,778,011","8,170,671","6,390,981","6,265,125","5,947,823","4,035,255","4,859,961","2,071,437","1,710,344","1,821,409","1,087,276","1,000,146","3,042,550","1,412,918","1,025,500","669,737"
		GeneralAndAdministrativeExpense,"187,379,000","51,187,000","41,462,000","45,763,000","48,967,000","40,579,000","44,492,000","36,991,000","28,414,000","29,504,000","27,468,856","18,628,945","12,778,011","8,170,671","6,390,981","6,265,125","5,947,823","4,035,255","4,859,961","2,071,437","1,710,344","1,821,409","1,087,276","1,000,146","3,042,550","1,412,918","1,025,500","669,737"
			OtherGandA,"187,379,000","51,187,000","41,462,000","45,763,000","48,967,000","40,579,000","44,492,000","36,991,000","28,414,000","29,504,000","27,468,856","18,628,945","12,778,011","8,170,671","6,390,981","6,265,125","5,947,823","4,035,255","4,859,961","2,071,437","1,710,344","1,821,409","1,087,276","1,000,146","3,042,550","1,412,918","1,025,500","669,737"
	ResearchAndDevelopment,"427,802,000","90,945,000","103,181,000","87,733,000","145,943,000","84,012,000","50,337,000","93,207,000","87,094,000","69,282,000","78,471,428","51,319,017","50,698,427","40,479,899","30,805,611","29,539,456","27,537,619","17,402,890","13,132,853","9,517,882","10,422,059","7,231,084","5,591,572","6,234,058","3,928,367","3,745,407","1,889,017","1,997,240"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,"2,154","2,155","1,576"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,"2,154","2,155","1,576"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,"2,154","2,155","1,576"
