name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"2,294,858","700,425","1,010,912","302,768","280,753","236,728"
	SellingGeneralAndAdministration,"2,294,858","700,425","1,010,912","302,768","280,753","236,728"
		GeneralAndAdministrativeExpense,"2,294,858","700,425","1,010,912","302,768","280,753","236,728"
			OtherGandA,"2,294,858","700,425","1,010,912","302,768","280,753","236,728"
OperatingIncome,"-2,294,858","-700,425","-1,010,912","-302,768","-280,753","-236,728"
NetNonOperatingInterestIncomeExpense,"162,920","108,925","29,724","21,218","3,053","-989,589"
	InterestIncomeNonOperating,"162,920","108,925","29,724","21,218","3,053",
	TotalOtherFinanceCost,,,"0",,,"989,589"
OtherIncomeExpense,"23,861,164","7,446,454","2,134,285","7,403,869","6,876,556","-2,040,560"
	GainOnSaleOfSecurity,"23,861,164","7,446,454","2,134,285","7,403,869","6,876,556","-2,040,560"
PretaxIncome,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
NetIncomeCommonStockholders,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
	NetIncome,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
		NetIncomeIncludingNoncontrollingInterests,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
			NetIncomeContinuousOperations,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
DilutedNIAvailtoComStockholders,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
BasicEPS,,"0.914",,"0.19","0.176","-0.088"
DilutedEPS,,"0.183",,"0.19","0.176","-0.088"
BasicAverageShares,,"7,500,000",,"37,500,000","37,500,000","37,077,500"
DilutedAverageShares,,"37,500,000",,"37,500,000","37,500,000","37,077,500"
TotalOperatingIncomeAsReported,"-2,294,858","-700,425","-1,010,912","-302,768","-280,753","-236,728"
TotalExpenses,"2,294,858","700,425","1,010,912","302,768","280,753","236,728"
NetIncomeFromContinuingAndDiscontinuedOperation,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
NormalizedIncome,"7,412,527.6","2,387,081.6","-404,931.05","1,717,494.63","1,578,970.12","-1,226,317"
InterestIncome,"162,920","108,925","29,724","21,218","3,053",
NetInterestIncome,"162,920","108,925","29,724","21,218","3,053","-989,589"
EBIT,"-2,294,858","-700,425","-1,010,912","-302,768","-280,753","-236,728"
EBITDA,"-2,294,858"
NetIncomeFromContinuingOperationNetMinorityInterest,"21,729,226","6,854,954","1,153,097","7,122,319","6,598,856","-3,266,877"
TotalUnusualItemsExcludingGoodwill,"23,861,164","7,446,454","2,134,285","7,403,869","6,876,556","-2,040,560"
TotalUnusualItems,"23,861,164","7,446,454","2,134,285","7,403,869","6,876,556","-2,040,560"
NormalizedEBITDA,"-26,156,022","-8,146,879","-3,145,197","-7,706,637","-7,157,309","1,803,832"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0"
TaxEffectOfUnusualItems,"9,544,465.6","2,978,581.6","576,256.95","1,999,044.63","1,856,670.12","0"
