name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalCapitalization,"1,946,681,000","1,992,826,000","2,006,209,000","1,926,065,000","1,855,995,000","1,885,286,000","1,970,028,000","1,919,103,000","2,061,494,000","2,134,303,000","2,181,340,000","2,122,155,000","2,167,251,000","2,023,896,000","2,104,949,000","1,978,071,000","1,930,825,000","1,961,250,000","1,974,123,000","1,716,290,000","1,424,826,000","1,456,871,000","1,397,052,000","1,233,977,000","1,138,763,000","1,079,039,000","983,142,000","918,610,000","766,377,000","646,698,000","494,221,000","407,895,000","328,963,000","252,824,000","159,738,000",,
PreferredStockEquity,"50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"900,540,000","898,804,000","894,394,000","874,831,000","860,520,000","851,363,000","845,222,000","833,304,000","798,534,000","956,471,000","978,601,000","1,026,592,000","1,060,187,000","1,063,218,000","1,104,742,000","1,121,812,000","1,131,857,000","1,127,304,000","1,124,353,000","1,113,743,000","763,318,000","764,137,000","731,238,000","657,918,000","588,755,000","571,726,000","530,684,000","510,652,000","403,237,000","338,257,000","261,938,000","254,155,000","253,041,000","186,002,000","123,791,000","37,962,000","2,000"
NetTangibleAssets,"950,540,000","948,804,000","944,394,000","924,831,000","910,520,000","901,363,000","895,222,000","883,304,000","798,534,000","956,471,000","978,601,000","1,026,592,000","1,060,187,000","1,063,218,000","1,104,742,000","1,121,812,000","1,131,857,000","1,127,304,000","1,124,353,000","1,113,743,000","763,318,000","764,137,000","731,238,000","657,918,000","588,755,000","571,726,000","530,684,000","510,652,000","403,237,000","338,257,000","261,938,000","254,155,000","253,041,000","186,002,000","123,791,000","37,962,000","2,000"
InvestedCapital,"1,896,681,000","1,942,826,000","1,956,209,000","1,876,065,000","1,805,995,000","1,835,286,000","1,920,028,000","1,869,103,000","2,061,494,000","2,134,303,000","2,181,340,000","2,122,155,000","2,167,251,000","2,023,896,000","2,104,949,000","1,978,071,000","1,930,825,000","1,961,250,000","1,974,123,000","1,716,290,000","1,424,826,000","1,456,871,000","1,397,052,000","1,233,977,000","1,138,763,000","1,079,039,000","983,142,000","918,610,000","766,377,000","646,698,000","494,221,000","407,895,000","328,963,000","252,824,000","159,738,000",,
TangibleBookValue,"900,540,000","898,804,000","894,394,000","874,831,000","860,520,000","851,363,000","845,222,000","833,304,000","798,534,000","956,471,000","978,601,000","1,026,592,000","1,060,187,000","1,063,218,000","1,104,742,000","1,121,812,000","1,131,857,000","1,127,304,000","1,124,353,000","1,113,743,000","763,318,000","764,137,000","731,238,000","657,918,000","588,755,000","571,726,000","530,684,000","510,652,000","403,237,000","338,257,000","261,938,000","254,155,000","253,041,000","186,002,000","123,791,000","37,962,000","2,000"
TotalDebt,"996,141,000","1,044,022,000","1,061,815,000","1,001,234,000","945,475,000","983,923,000","1,074,806,000","1,035,799,000","1,262,960,000","1,177,832,000","1,202,739,000","1,095,563,000","1,107,064,000","960,678,000","1,000,207,000","856,259,000","798,968,000","833,946,000","849,770,000","602,547,000","661,508,000","692,734,000","665,814,000","576,059,000","550,008,000","507,313,000","452,458,000","407,958,000","363,140,000","308,441,000","232,283,000","153,740,000","75,922,000","66,822,000","35,947,000",,
NetDebt,"947,855,000","950,948,000","1,015,651,000","941,830,000","909,982,000","915,504,000","1,037,718,000","1,005,883,000","1,197,435,000","1,141,081,000","1,132,458,000","1,033,239,000","1,066,993,000","873,492,000","887,296,000","828,331,000","753,358,000","801,907,000","814,621,000","574,388,000","616,634,000","654,245,000","615,973,000","542,670,000","518,437,000","465,476,000","429,775,000","361,481,000","352,797,000","299,687,000","222,192,000","126,413,000","53,014,000","24,812,000",,,
ShareIssued,"52,647,158","53,142,454","53,714,444","54,210,315","54,809,262","55,320,309","56,308,616","56,308,616","56,308,616","57,763,811","59,013,476","60,181,859","61,272,069","62,230,251","62,568,651","62,568,651","62,568,651","62,207,603","61,859,848","61,405,648","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283"
OrdinarySharesNumber,"52,647,158","53,142,454","53,714,444","54,210,315","54,809,262","55,320,309","56,308,616","56,308,616","56,308,616","57,763,811","59,013,476","60,181,859","61,272,069","62,230,251","62,568,651","62,568,651","62,568,651","62,207,603","61,859,848","61,405,648","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283","60,966,283"
