name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"190,800,000","218,490,000","1,830,000","3,007,000","-32,527,000","-38,578,000","-24,298,000","-21,213,000","-22,837,000","-27,393,000","-17,800,000","-16,992,000","-11,354,000","-25,857,000","-2,968,000","-9,412,000"
	CashFlowFromContinuingOperatingActivities,"190,800,000","218,490,000","1,830,000","3,007,000","-32,527,000","-38,578,000","-24,298,000","-21,213,000","-22,837,000","-27,393,000","-17,800,000","-16,992,000","-11,354,000","-25,857,000","-2,968,000","-9,412,000"
		NetIncomeFromContinuingOperations,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000","-19,005,000","-17,861,000","-13,610,000","-25,194,000","-71,151,000"
		OperatingGainsLosses,"-23,466,000","-5,915,000","-3,130,000","-30,908,000","15,448,000","1,900,000","54,700,000","-2,700,000","8,700,000","2,700,000","1,800,000","1,600,000","1,000,000","1,000,000","6,200,000","5,034,000"
			GainLossOnInvestmentSecurities,"-23,466,000","-5,915,000","-3,130,000","-30,908,000","15,448,000","1,900,000","54,700,000","-2,700,000","8,700,000","2,700,000","1,800,000","1,600,000","1,000,000","1,000,000","6,200,000","5,034,000"
			EarningsLossesFromEquityInvestments,,,,"4,892,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"9,365,000","3,312,000","2,634,000","1,750,000","1,669,000","1,398,000","1,272,000","1,218,000","1,145,000","1,100,000","1,002,000","908,000","858,000","735,000","533,000","64,000"
			DepreciationAndAmortization,"9,365,000","3,312,000","2,634,000","1,750,000","1,669,000","1,398,000","1,272,000","1,218,000","1,145,000","1,100,000","1,002,000","908,000","858,000","735,000","533,000","64,000"
				Depreciation,,,,,,,"1,272,000","1,218,000","1,145,000","1,100,000","1,002,000","908,000","858,000","735,000","533,000","64,000"
		AmortizationOfSecurities,"-480,000","-390,000","-47,000","-25,000","-18,000","15,000","69,000","153,000","25,000","-129,000","-250,000","-338,000","-332,000","0",,"0"
		StockBasedCompensation,"56,957,000","18,035,000","15,502,000","12,968,000","10,452,000","4,648,000","6,807,000","3,012,000","2,769,000","2,792,000","2,057,000","2,029,000","2,073,000","869,000","1,461,000","4,334,000"
		OtherNonCashItems,"2,728,000","1,548,000","6,616,000","-8,452,000","4,055,000","156,641,000","2,159,000","5,980,000","516,000","1,216,000","885,000","441,000","372,000","319,000","5,648,000","53,292,000"
		ChangeInWorkingCapital,"383,988,000","271,114,000","44,962,000","55,792,000","12,120,000","-1,620,000","6,159,000","5,576,000","-1,774,000","-4,614,000","4,556,000","-2,627,000","2,536,000","-15,170,000","8,384,000","-985,000"
			ChangeInReceivables,"0","300,000,000",,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-6,074,000","-9,185,000","13,000","3,839,000","-741,000","-2,365,000","-2,059,000","548,000","-656,000","-3,559,000","797,000","-1,258,000","-372,000","-425,000","1,314,000","-2,284,000"
