name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"180,070,000","-164,048,000","34,031,000","127,680,000","182,407,000","-29,996,000","97,314,000","167,950,000","71,673,000","-72,512,000","39,352,000","54,920,000","130,076,000","-90,065,000","33,668,000","65,508,000","151,389,000","-86,832,000","-9,153,000","71,981,000","133,623,000","-223,488,000","-16,840,000","66,541,000","149,497,000","-94,010,000","-17,956,000","73,716,000","136,515,000","-100,445,000"
	CashFlowFromContinuingOperatingActivities,"180,070,000","-164,048,000","34,031,000","127,680,000","182,407,000","-29,996,000","97,314,000","167,950,000","71,673,000","-72,512,000","39,352,000","54,920,000","130,076,000","-90,065,000","33,668,000","65,508,000","151,389,000","-86,832,000","-9,153,000","71,981,000","133,623,000","-223,488,000","-16,840,000","66,541,000","149,497,000","-94,010,000","-17,956,000","73,716,000","136,515,000","-100,445,000"
		NetIncomeFromContinuingOperations,"179,460,000","81,847,000","-24,832,000","39,925,000","82,520,000","86,627,000","23,237,000","64,046,000","3,753,000","8,975,000","19,618,000","30,006,000","38,902,000","36,039,000","12,264,000","7,349,000","40,369,000","43,090,000","12,318,000","10,634,000","34,038,000","39,630,000","536,000","-5,043,000","27,812,000","26,210,000","-19,160,000","-13,298,000","20,227,000","16,387,000"
		OperatingGainsLosses,"4,858,000","1,432,000","1,563,000","2,122,000","-259,000","-3,438,000","-1,415,000","-2,647,000","2,333,000","-202,000","-2,395,000","1,891,000","793,000","-61,000","878,000","3,643,000","1,248,000","-1,681,000","-697,000","-1,717,000","-1,058,000","356,000","-1,190,000","-320,000","4,088,000","1,357,000","14,341,000","1,914,000","11,780,000","3,663,000"
			GainLossOnSaleOfPPE,"0","-1,000","10,000","19,000","-28,000","155,000","-40,000","55,000","-51,000","-2,000","5,000","6,000",,,"-25,000","70,000","83,000","0","446,000","12,000","135,000","319,000","88,000","16,000","-30,000","96,000","369,000","-42,000","72,000","2,000"
			NetForeignCurrencyExchangeGainLoss,"4,858,000","1,433,000","1,553,000","2,103,000","-231,000","-3,593,000","-1,375,000","-2,702,000","2,384,000","-200,000","-2,400,000","1,885,000","791,000","-61,000","903,000","3,573,000","1,165,000","-1,681,000","-1,143,000","-1,729,000","-1,193,000","37,000","-1,278,000","-336,000","-115,000","-618,000","143,000","2,199,000","700,000","-109,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,233,000","1,879,000","13,829,000","-243,000","11,008,000","3,770,000"
		DepreciationAmortizationDepletion,"41,247,000","10,367,000","10,427,000","10,178,000","10,275,000","10,363,000","14,371,000","10,487,000","10,302,000","10,269,000","11,814,000","11,592,000","9,799,000","9,797,000","10,439,000","9,345,000","10,387,000","10,325,000","10,204,000","10,214,000","10,292,000","10,161,000","10,281,000","10,003,000","10,282,000","10,268,000","10,136,000","10,296,000","10,661,000","10,609,000"
			DepreciationAndAmortization,"41,247,000","10,367,000","10,427,000","10,178,000","10,275,000","10,363,000","14,371,000","10,487,000","10,302,000","10,269,000","11,814,000","11,592,000","9,799,000","9,797,000","10,439,000","9,345,000","10,387,000","10,325,000","10,204,000","10,214,000","10,292,000","10,161,000","10,281,000","10,003,000","10,282,000","10,268,000","10,136,000","10,296,000","10,661,000","10,609,000"
		DeferredTax,"6,096,000","4,341,000","-4,613,000","-2,488,000","8,856,000","10,265,000","-5,723,000","5,983,000","-3,050,000","-1,194,000","-6,225,000","-2,656,000","11,466,000","5,889,000","-7,661,000","6,015,000","10,818,000","6,369,000","-562,000","1,946,000","12,970,000","13,499,000","-18,109,000","-3,858,000","16,963,000","12,853,000","-13,577,000","-3,767,000","12,902,000","6,630,000"
			DeferredIncomeTax,"6,096,000","4,341,000","-4,613,000","-2,488,000","8,856,000","10,265,000","-5,723,000","5,983,000","-3,050,000","-1,194,000","-6,225,000","-2,656,000","11,466,000","5,889,000","-7,661,000","6,015,000","10,818,000","6,369,000","-562,000","1,946,000","12,970,000","13,499,000","-18,109,000","-3,858,000","16,963,000","12,853,000","-13,577,000","-3,767,000","12,902,000","6,630,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,"330,000",,,,,,,,,,
		StockBasedCompensation,"27,459,000","5,353,000","6,817,000","7,012,000","8,277,000","5,533,000","5,939,000","3,674,000","4,216,000","2,187,000","2,984,000","2,605,000","3,601,000","1,785,000","4,783,000","4,670,000","4,984,000","4,126,000","3,709,000","3,675,000","4,054,000","3,847,000","7,371,000","6,159,000","964,000","0","0","119,000","1,481,000","433,000"
		OtherNonCashItems,"826,000","203,000","203,000","206,000","214,000","917,000","257,000","536,000","212,000","213,000","777,000","369,000","369,000","369,000","369,000","369,000","340,000","331,000","331,000","330,000","330,000","330,000","342,000","4,205,000","1,556,000","1,238,000","1,058,000","4,940,000","1,460,000","1,841,000"
		ChangeInWorkingCapital,"-79,876,000","-267,591,000","44,466,000","70,725,000","72,524,000","-140,263,000","60,648,000","85,871,000","53,907,000","-92,760,000","12,779,000","11,113,000","65,146,000","-143,883,000","12,596,000","34,117,000","83,243,000","-149,392,000","-34,456,000","46,899,000","72,997,000","-291,311,000","-16,071,000","55,395,000","87,832,000","-145,936,000","-10,754,000","73,512,000","78,004,000","-140,008,000"
			ChangeInReceivables,"230,000","-206,468,000","122,386,000","74,767,000","9,545,000","-190,019,000","72,238,000","7,146,000","45,541,000","-102,181,000","60,944,000","32,020,000","26,838,000","-146,894,000","56,369,000","65,439,000","31,389,000","-152,626,000","18,840,000","59,567,000","57,927,000","-138,926,000","18,332,000","96,762,000","46,964,000","-149,428,000","12,354,000","100,329,000","16,887,000","-129,744,000"
				ChangesInAccountReceivables,"230,000","-206,468,000","122,386,000","74,767,000","9,545,000","-190,019,000","72,238,000","7,146,000","45,541,000","-102,181,000","60,944,000","32,020,000","26,838,000","-146,894,000","56,369,000","65,439,000","31,389,000","-152,626,000","18,840,000","59,567,000","57,927,000","-138,926,000","18,332,000","96,762,000","46,964,000","-149,428,000","12,354,000","100,329,000","16,887,000","-129,744,000"
			ChangeInInventory,"-128,566,000","-39,341,000","-90,480,000","-28,502,000","29,757,000","24,987,000","-30,745,000","49,685,000","10,974,000","19,092,000","-48,055,000","-14,533,000","20,047,000","17,373,000","-34,797,000","-8,958,000","37,103,000","7,457,000","-41,221,000","-21,367,000","19,496,000","14,720,000","-34,500,000","-23,752,000","43,924,000","11,951,000","-44,595,000","-22,646,000","31,778,000","-9,952,000"
