name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
MarketCap,"1,648,531,604","1,300,470,738","2,126,337,794","3,654,113,842","3,691,322,019","4,964,867,975","3,540,671,036","5,252,683,143","5,942,942,496","2,428,191,010","3,167,016,583","3,318,268,477","3,263,330,742","3,512,064,018","3,271,528,330"
EnterpriseValue,"1,268,516,604","913,097,738","1,693,491,794","3,117,615,842","3,043,366,019","4,190,740,975","2,750,495,036","4,404,100,143","5,501,555,496","1,949,007,010","2,703,461,583","2,850,711,477","2,832,001,742","3,087,136,018","3,192,583,330"
PsRatio,"7,734.62","32.147","51.806","87.727","85.814",,,,,,,,,,
PbRatio,"1.928","1.427","2.194","3.576","3.465","4.626","3.169","4.53","9.83","3.871","5.21","5.067","4.794","4.996",
EnterprisesValueRevenueRatio,"6,187.886","14,968.815","33,205.721","63,624.813","69,167.41","109.29",,,,,,,,,
EnterprisesValueEBITDARatio,"-4.369","-11.967","-24.314","-41.381","-44.065","-133.962","-46.23","-66.497","-89.792","-35.03","-45.567","-57.737","-63.197","-86.315","-106.14"
