name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"10,087,000","7,702,000","10,212,000","-2,690,000","-5,137,000","19,808,000","19,399,000","-527,000","-3,870,000","801,000","1,463,000","12,343,000","-12,176,000","8,687,000","4,071,000","676,000","-8,960,000","7,508,000","484,000","6,738,000","-3,818,000","1,459,000","2,968,000","8,226,000","-3,087,000","1,396,000","358,000","1,515,000"
	CashFlowFromContinuingOperatingActivities,"10,087,000","7,702,000","10,212,000","-2,690,000","-5,137,000","19,808,000","19,399,000","-527,000","-3,870,000","801,000","1,463,000","12,343,000","-12,176,000","8,687,000","4,071,000","676,000","-8,960,000","7,508,000","484,000","6,738,000","-3,818,000","1,459,000","2,968,000","8,226,000","-3,087,000","1,396,000","358,000","1,515,000"
		NetIncomeFromContinuingOperations,"-92,080,000","-19,073,000","-10,508,000","-28,678,000","-33,821,000","-21,789,000","-24,586,000","-24,205,000","-19,220,000","-25,385,000","-13,132,000","-12,921,000","-12,063,000","-14,134,000","-9,805,000","-8,450,000","-16,918,000","-12,342,000","-5,764,000","-4,231,000","-3,437,000","-6,202,000","-2,628,000","-2,629,000","-2,804,000","-3,225,000","-3,999,000","-3,621,000"
		OperatingGainsLosses,,,"-10,106,000","0","37,000","2,888,000","402,000",,,,"1,406,000",,"-56,000","-189,000","-190,000","-52,000","-69,000","-75,000","-130,000","-51,000","-8,000",,"0","0",,,,
		DepreciationAmortizationDepletion,"57,759,000","15,434,000","15,088,000","14,226,000","13,011,000","10,843,000","8,643,000","8,140,000","7,320,000","6,656,000","6,479,000","5,492,000","3,995,000","3,705,000","3,521,000","3,844,000","3,690,000","2,638,000","2,561,000","2,418,000","2,295,000","2,933,000","2,067,000","1,974,000","1,908,000","1,793,000","1,732,000","1,715,000"
			DepreciationAndAmortization,"57,759,000","15,434,000","15,088,000","14,226,000","13,011,000","10,843,000","8,643,000","8,140,000","7,320,000","6,656,000","6,479,000","5,492,000","3,995,000","3,705,000","3,521,000","3,844,000","3,690,000","2,638,000","2,561,000","2,418,000","2,295,000","2,933,000","2,067,000","1,974,000","1,908,000","1,793,000","1,732,000","1,715,000"
		DeferredTax,"-12,824,000","-6,553,000","-1,740,000","-1,454,000","-3,077,000","-6,701,000","-1,168,000","704,000","-1,768,000","-1,246,000",,,"42,000","41,000","24,000","0","67,000","34,000","-109,000","21,000","41,000",,"86,000","0",,,,
			DeferredIncomeTax,"-12,824,000","-6,553,000","-1,740,000","-1,454,000","-3,077,000","-6,701,000","-1,168,000","704,000","-1,768,000","-1,246,000",,,"42,000","41,000","24,000","0","67,000","34,000","-109,000","21,000","41,000",,"86,000","0",,,,
		ProvisionandWriteOffofAssets,"3,401,000","213,000","2,071,000","774,000","343,000","1,562,000","1,629,000","55,000","462,000","925,000","19,000","253,000","241,000","148,000","94,000","134,000","216,000","-192,000","49,000","219,000","289,000","80,000","292,000","8,000","0","87,000","35,000","242,000"
		StockBasedCompensation,"37,494,000","6,084,000","-1,536,000","17,441,000","15,505,000","12,685,000","11,816,000","13,351,000","11,278,000","10,310,000","9,395,000","8,301,000","8,008,000","7,785,000","5,582,000","3,495,000","9,926,000","6,586,000","4,380,000","2,794,000","1,089,000","955,000","929,000","749,000","721,000","657,000","588,000","542,000"
		OtherNonCashItems,"34,804,000","5,069,000","13,441,000","3,209,000","13,085,000","9,888,000","11,371,000","10,458,000","8,326,000","8,358,000","3,905,000","3,075,000","3,232,000","2,799,000","2,725,000","2,576,000","2,170,000","2,367,000","-527,000",,,,"0","57,000","5,000","5,000","32,000","37,000"
		ChangeInWorkingCapital,"-8,398,000","6,528,000","3,502,000","-8,208,000","-10,220,000","10,432,000","11,248,000","-9,030,000","-10,268,000","1,183,000","-6,609,000","7,981,000","-15,575,000","8,532,000","2,120,000","-871,000","-8,042,000","8,492,000","24,000","5,568,000","-4,087,000","3,693,000","2,222,000","8,067,000","-2,767,000","2,079,000","2,401,000","2,600,000"
			ChangeInReceivables,"-18,249,000","11,420,000","-34,207,000","-3,292,000","7,830,000","11,482,000","-14,685,000","-11,270,000","2,896,000","445,000","-17,153,000","-7,018,000","-6,930,000","5,543,000","-4,147,000","-4,103,000","-3,968,000","9,595,000","-9,476,000","-618,000","-7,250,000","4,277,000","-1,904,000","1,210,000","-3,018,000","1,417,000","-3,715,000","515,000"
				ChangesInAccountReceivables,"-18,249,000","11,420,000","-34,207,000","-3,292,000","7,830,000","11,482,000","-14,685,000","-11,270,000","2,896,000","445,000","-17,153,000","-7,018,000","-6,930,000","5,543,000","-4,147,000","-4,103,000","-3,968,000","9,595,000","-9,476,000","-618,000","-7,250,000","4,277,000","-1,904,000","1,210,000","-3,018,000","1,417,000","-3,715,000","515,000"
			ChangeInPrepaidAssets,"-1,704,000","-2,447,000","-571,000","1,015,000","299,000","-1,221,000","769,000","-1,487,000","-208,000","-3,057,000","1,663,000","-1,683,000","772,000","-4,233,000","487,000","-428,000","-360,000","-1,651,000","1,001,000","-508,000","27,000","-1,071,000","840,000","-432,000","59,000","-815,000","353,000","144,000"
			ChangeInPayablesAndAccruedExpense,"4,836,000","-4,740,000","14,058,000","-102,000","-4,380,000","-29,000","-147,000","5,013,000","-2,644,000","3,881,000","-444,000","8,910,000","-4,166,000","4,252,000","2,346,000","411,000","-5,524,000","6,488,000","345,000","2,666,000","-615,000","978,000","-686,000","2,290,000","-2,031,000","1,855,000","707,000","175,000"
