name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009
TotalAssets,"8,611,717,000","8,540,025,000","8,537,349,000","8,671,483,000","8,387,735,000","8,398,825,000","8,557,294,000","7,767,944,000","7,235,261,000","7,043,412,000","6,575,214,000","6,662,781,000","6,423,939,000","5,165,457,000","4,781,731,000","4,681,725,000","4,654,431,000","4,143,950,000","3,870,942,000","3,674,345,000","3,438,614,000","3,151,927,000","3,129,625,000","3,030,200,000","2,763,248,000","2,530,545,000","2,276,922,000","2,105,337,000","1,955,856,000","1,602,981,000","1,413,554,000","1,349,850,000","1,299,255,000","1,180,765,000","1,125,139,000","1,107,061,000","1,019,752,000","919,884,000","884,680,000","869,525,000","844,894,000","745,813,000","722,163,000","709,964,000","545,240,000","475,757,000","448,878,000","371,854,000","327,866,000"
	CurrentAssets,"1,829,462,000","1,842,491,000","2,027,208,000","2,388,402,000","2,276,093,000","2,355,980,000","2,499,110,000","1,667,960,000","1,231,165,000","1,385,443,000","1,403,282,000","1,520,687,000","1,516,760,000","1,345,466,000","1,206,107,000","1,230,335,000","1,298,841,000","1,280,260,000","1,244,740,000","1,230,504,000","1,146,531,000","975,845,000","1,103,499,000","1,183,779,000","1,069,314,000","1,026,340,000","918,572,000","871,911,000","856,073,000","731,141,000","704,124,000","688,461,000","675,377,000","649,075,000","661,844,000","676,612,000","605,130,000","547,357,000","538,365,000","539,563,000","534,476,000","442,708,000","449,888,000","454,728,000","302,310,000","251,219,000","241,577,000","182,377,000","163,791,000"
		CashCashEquivalentsAndShortTermInvestments,"1,353,926,000","1,439,820,000","1,639,567,000","1,970,085,000","1,880,847,000","1,896,062,000","2,053,943,000","1,233,758,000","894,433,000","1,084,278,000","1,040,470,000","1,215,025,000","1,225,630,000","1,107,522,000","875,911,000","914,076,000","999,711,000","901,786,000","964,412,000","969,617,000","918,404,000","801,055,000","925,987,000","1,014,080,000","902,809,000","803,632,000","748,896,000","769,324,000","741,627,000","632,784,000","588,474,000","567,239,000","543,989,000","530,631,000","540,195,000","524,905,000","483,484,000","416,816,000","399,143,000","414,977,000","420,831,000","343,328,000","350,973,000","248,458,000","62,601,000","82,714,000","73,658,000","71,872,000","86,147,000"
			CashAndCashEquivalents,"1,247,913,000","1,333,507,000","1,533,184,000","1,863,710,000","1,774,471,000","1,789,723,000","1,947,619,000","1,127,460,000","788,225,000","978,957,000","935,678,000","1,110,797,000","1,122,139,000","1,004,733,000","773,710,000","812,362,000","898,457,000","800,849,000","863,680,000","869,153,000","818,110,000","700,900,000","825,904,000","1,014,080,000","902,809,000","803,632,000","748,896,000","769,324,000","741,627,000","632,784,000","588,474,000","567,239,000","543,989,000","530,631,000","540,195,000","524,905,000","483,484,000","416,816,000","399,143,000","414,977,000","420,831,000","343,328,000","350,973,000","248,458,000","62,601,000","82,714,000","73,658,000","71,872,000","86,147,000"
			OtherShortTermInvestments,"106,013,000","106,313,000","106,383,000","106,375,000","106,376,000","106,339,000","106,324,000","106,298,000","106,208,000","105,321,000","104,792,000","104,228,000","103,491,000","102,789,000","102,201,000","101,714,000","101,254,000","100,937,000","100,732,000","100,464,000","100,294,000","100,155,000","100,083,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"198,562,000","166,718,000","171,552,000","178,968,000","137,838,000","190,400,000","198,143,000","203,004,000","137,493,000","94,820,000","93,065,000","78,125,000","70,946,000","47,660,000","142,032,000","129,219,000","122,157,000","119,167,000","46,235,000","47,996,000","48,692,000","41,136,000","35,892,000","40,650,000","32,469,000","28,266,000","33,094,000","30,856,000","28,097,000","22,685,000","26,515,000","37,467,000","33,915,000","23,246,000","27,838,000","32,807,000","24,616,000","22,740,000","23,761,000","24,936,000","25,351,000","15,425,000","14,729,000","15,586,000","15,168,000","9,471,000","11,858,000","11,964,000","8,347,000"
			AccountsReceivable,"160,672,000","128,828,000","133,662,000","141,254,000","100,366,000","42,940,000","51,182,000","56,043,000","33,267,000","73,807,000","71,372,000","78,125,000","70,946,000","47,660,000","63,526,000","58,547,000","52,313,000","49,323,000","46,235,000","47,996,000","48,692,000","41,136,000","35,892,000","40,650,000","32,469,000","28,266,000","33,094,000","30,856,000","28,097,000","22,685,000","26,515,000","37,467,000","33,915,000","23,246,000","27,838,000","32,807,000","24,616,000","22,740,000","23,761,000","24,936,000","25,351,000","15,425,000","14,729,000","15,586,000","15,168,000","9,471,000","11,858,000","11,964,000","8,347,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,488,000","11,913,000",,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,000","-55,000",,
			TaxesReceivable,"37,890,000","37,890,000","37,890,000","37,714,000","37,472,000","147,460,000","146,961,000","146,961,000","104,226,000","21,013,000","21,693,000",,,"0","78,506,000","70,672,000","69,844,000","69,844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
