name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"801,455,201","1,094,857,025","1,120,899,038","878,678,909"
EnterpriseValue,"941,511,201","1,229,788,025","1,273,666,038","1,108,316,909"
PsRatio,"4.015","6.11","5.845","5.927"
PbRatio,"4.376","6.103","7.402","2.684"
EnterprisesValueRevenueRatio,"5.023","27.072","28.236","22.614"
EnterprisesValueEBITDARatio,"21.137","115.799","113.761","217.616"
