name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"1,932,694,000","555,997,000","487,676,000","450,382,000","438,639,000","403,518,000","326,908,000","304,772,000","286,133,000","341,500,000","301,790,000","345,905,000","390,597,000","410,374,000","363,403,000","384,719,000","428,904,000","425,382,000","376,034,000","370,988,000","364,399,000","357,501,000","307,294,000","306,195,000","330,214,000","321,794,000","307,809,000","308,836,000","376,067,000","402,059,000","383,277,000","449,579,000","523,731,000","538,940,000","494,407,000","497,510,000","593,291,000","578,387,000","493,638,000","404,719,000","459,233,000","463,088,000","402,917,000","398,805,000","404,447,000","280,829,000","232,669,000","222,818,000","229,656,000","196,448,000","146,516,000","141,496,000","206,983,000","232,604,000","258,598,000","255,463,000","269,114,000","253,525,000","204,938,000","195,472,000","210,333,000","226,278,000","165,563,000","156,120,000","175,194,000","182,577,000","96,583,000","102,712,000","134,709,000","136,129,000","105,920,000","116,487,000","121,188,000","166,976,000","120,469,000","111,218,000","131,001,000","128,984,000","108,607,000","104,660,000","125,837,000","123,716,000","100,560,000","100,519,000","120,349,000","136,047,000","113,368,000","119,798,000","145,576,000","164,327,000","134,400,000","136,000,000","159,000,000","158,600,000","143,000,000","149,200,000","181,200,000","187,400,000","165,900,000","156,700,000","187,400,000","180,200,000","144,600,000","145,700,000","167,000,000","177,300,000","158,300,000","149,500,000","157,600,000","157,700,000","114,600,000","97,800,000","102,700,000","91,900,000","52,100,000","30,800,000","36,000,000","31,500,000","28,400,000","28,300,000","28,300,000","28,200,000","25,100,000","25,000,000","25,000,000","25,000,000"
	OperatingRevenue,"1,932,694,000","555,997,000","487,676,000","450,382,000","438,639,000","403,518,000","326,908,000","304,772,000","286,133,000","341,500,000","301,790,000","345,905,000","390,597,000","410,374,000","363,403,000","384,719,000","428,904,000","425,382,000","376,034,000","370,988,000","364,399,000","357,501,000","307,294,000","306,195,000","330,214,000","321,794,000","307,809,000","308,836,000","376,067,000","402,059,000","383,277,000","449,579,000","523,731,000","538,940,000","494,407,000","497,510,000","593,291,000","578,387,000","493,638,000","404,719,000","459,233,000","463,088,000","402,917,000","398,805,000","404,447,000","280,829,000","232,669,000","222,818,000","229,656,000","196,448,000","146,516,000","141,496,000","206,983,000","232,604,000","258,598,000","255,463,000","269,114,000","253,525,000","204,938,000","195,472,000","210,333,000","226,278,000","165,563,000","156,120,000","175,194,000","182,577,000","96,583,000","102,712,000","134,709,000","136,129,000","105,920,000","116,487,000","121,188,000","166,976,000","120,469,000","111,218,000","131,001,000","128,984,000","108,607,000","104,660,000","125,837,000","123,716,000","100,560,000","100,519,000","120,349,000","136,047,000","113,368,000","119,798,000","145,576,000","164,327,000","134,400,000","136,000,000","159,000,000","158,600,000","143,000,000","149,200,000","181,200,000","187,400,000","165,900,000","156,700,000","187,400,000","180,200,000","144,600,000","145,700,000","167,000,000","177,300,000","158,300,000","149,500,000","157,600,000","157,700,000","114,600,000","97,800,000","102,700,000","91,900,000","52,100,000","30,800,000","36,000,000","31,500,000","28,400,000","28,300,000","28,300,000","28,200,000","25,100,000","25,000,000","25,000,000","25,000,000"
CostOfRevenue,"1,661,688,000","469,268,000","425,161,000","390,090,000","377,169,000","350,253,000","301,017,000","273,455,000","256,266,000","314,256,000","283,458,000","318,805,000","352,289,000","365,110,000","326,714,000","341,015,000","370,592,000","365,821,000","340,712,000","331,323,000","320,837,000","317,772,000","274,751,000","273,219,000","285,139,000","289,906,000","290,000,000","282,683,000","325,014,000","359,265,000","365,043,000","404,280,000","501,171,000","484,390,000","445,129,000","435,004,000","506,636,000","481,636,000","442,109,000","337,558,000","377,147,000","369,725,000","344,409,000","345,811,000","340,556,000","224,557,000","206,676,000","194,872,000","195,753,000","170,361,000","147,330,000","144,526,000","177,237,000","202,541,000","230,597,000","218,040,000","227,168,000","221,181,000","193,603,000","177,178,000","183,022,000","199,087,000","163,421,000","139,040,000","152,752,000","151,463,000","89,929,000","91,739,000","112,207,000","112,048,000","92,830,000","98,686,000","99,872,000","139,683,000","112,529,000","105,921,000","124,930,000","118,589,000","108,915,000","101,634,000","110,953,000","111,577,000","105,174,000","97,678,000","113,473,000","120,599,000","98,880,000","107,053,000","126,465,000","133,305,000","115,400,000","116,700,000","127,500,000","128,100,000","121,100,000","121,500,000","145,900,000","146,400,000","134,900,000","125,700,000","149,300,000","143,400,000","117,200,000","115,300,000","129,300,000","137,000,000","121,400,000","116,100,000","123,400,000","123,100,000","88,500,000","77,100,000","82,500,000","73,500,000","41,300,000","25,000,000","28,300,000",,,,,,,,,
GrossProfit,"271,006,000","86,729,000","62,515,000","60,292,000","61,470,000","53,265,000","25,891,000","31,317,000","29,867,000","27,244,000","18,332,000","27,100,000","38,308,000","45,264,000","36,689,000","43,704,000","58,312,000","59,561,000","35,322,000","39,665,000","43,562,000","39,729,000","32,543,000","32,976,000","45,075,000","31,888,000","17,809,000","26,153,000","51,053,000","42,794,000","18,234,000","45,299,000","22,560,000","54,550,000","49,278,000","62,506,000","86,655,000","96,751,000","51,529,000","67,161,000","82,086,000","93,363,000","58,508,000","52,994,000","63,891,000","56,272,000","25,993,000","27,946,000","33,903,000","26,087,000","-814,000","-3,030,000","29,746,000","30,063,000","28,001,000","37,423,000","41,946,000","32,344,000","11,335,000","18,294,000","27,311,000","27,191,000","2,142,000","17,080,000","22,442,000","31,114,000","6,654,000","10,973,000","22,502,000","24,081,000","13,090,000","17,801,000","21,316,000","27,293,000","7,940,000","5,297,000","6,071,000","10,395,000","-308,000","3,026,000","14,884,000","12,139,000","-4,614,000","2,841,000","6,876,000","15,448,000","14,488,000","12,745,000","19,111,000","31,022,000","19,000,000","19,300,000","31,500,000","30,500,000","21,900,000","27,700,000","35,300,000","41,000,000","31,000,000","31,000,000","38,100,000","36,800,000","27,400,000","30,400,000","37,700,000","40,300,000","36,900,000","33,400,000","34,200,000","34,600,000","26,100,000","20,700,000","20,200,000","18,400,000","10,800,000","5,800,000","7,700,000",,,,,,,,,
OperatingExpense,"154,030,000","40,697,000","38,190,000","37,392,000","37,751,000","39,034,000","43,132,000","37,233,000","32,968,000","36,847,000","35,854,000","39,716,000","40,738,000","41,128,000","37,614,000","38,881,000","42,087,000","41,461,000","40,262,000","44,806,000","39,604,000","46,790,000","41,625,000","41,230,000","41,125,000","39,835,000","35,966,000","40,615,000","43,522,000","41,985,000","47,571,000","47,813,000","52,027,000","54,286,000","48,727,000","45,451,000","49,749,000","48,868,000","78,761,000","30,995,000","1,117,000","34,692,000","38,998,000","11,607,000","19,937,000","29,393,000","25,289,000","15,424,000","16,475,000","15,957,000","17,609,000","12,736,000","16,826,000","15,986,000","16,452,000","16,160,000","17,557,000","16,224,000","16,713,000","15,597,000","14,135,000","12,848,000","13,781,000","12,373,000","10,707,000","13,906,000","23,963,000","8,730,000","9,562,000","9,956,000","14,075,000","7,936,000","8,645,000","15,522,000","11,793,000","10,389,000","11,656,000","12,085,000","11,029,000","10,837,000","10,877,000","11,084,000","20,073,000","10,881,000","11,439,000","11,623,000","21,672,000","19,595,000","21,783,000","22,962,000","23,500,000","23,200,000","24,900,000","24,900,000","25,200,000","22,700,000","23,400,000","23,400,000","20,400,000","21,800,000","21,100,000","20,000,000","17,200,000","19,100,000","18,500,000","19,600,000","17,500,000","17,100,000","15,600,000","15,900,000","15,300,000","11,500,000","10,100,000","10,300,000","7,000,000","3,400,000","3,600,000",,,,,,,,,
	SellingGeneralAndAdministration,"133,971,000","36,227,000","32,961,000","32,217,000","32,566,000","34,028,000","37,093,000","33,451,000","28,441,000","31,957,000","31,092,000","34,954,000","35,746,000","35,905,000","32,481,000","33,709,000","36,699,000","35,921,000","35,123,000","39,753,000","34,463,000","41,338,000","37,276,000","36,348,000","36,302,000","35,062,000","31,359,000","35,512,000","37,848,000","35,674,000","40,495,000","41,276,000","45,008,000","46,835,000","42,544,000","38,731,000","43,653,000","42,443,000","37,675,000","29,236,000","26,062,000","33,184,000","37,763,000","10,811,000","18,923,000","28,210,000","24,011,000","14,312,000","14,575,000","13,930,000","8,759,000","12,736,000","16,826,000","15,986,000","16,452,000","16,160,000","17,557,000","14,077,000","10,558,000","15,597,000","14,135,000","11,284,000","11,830,000","10,358,000","8,589,000","11,365,000","7,775,000","7,213,000","8,018,000","8,427,000","8,455,000","7,613,000","8,260,000","11,712,000","11,066,000","9,751,000","10,940,000","11,417,000","9,960,000","10,047,000","10,013,000","10,298,000","12,538,000","10,124,000","10,678,000","10,822,000","10,599,000","10,343,000","11,859,000","11,286,000","12,100,000","12,500,000","13,500,000","13,400,000","14,100,000","12,500,000","13,600,000","12,700,000","11,300,000","11,000,000","11,500,000","11,700,000","9,700,000","11,800,000","10,500,000","11,700,000","11,100,000","10,800,000","9,200,000","9,500,000","9,200,000","7,000,000","5,900,000","6,100,000","4,800,000","2,400,000","2,600,000",,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,"2,745,000","2,596,000","2,533,000","2,609,000",,"2,285,000","2,109,000","2,294,000","2,292,000","2,121,000","2,895,000","3,225,000","2,832,000",,"3,830,000","3,741,000","3,299,000","3,942,000","3,295,000","3,723,000","3,520,000","3,739,000","2,652,000","2,349,000",,"2,263,000","2,350,000","2,917,000","2,454,000","2,275,000","2,413,000","2,121,000","1,450,000","1,464,000","2,200,000","2,459,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"10,471,000","2,920,000","2,653,000","2,370,000","2,528,000","2,553,000","2,231,000","2,240,000","2,132,000","2,410,000","2,389,000","2,309,000","2,544,000","2,617,000","2,924,000","2,591,000","2,754,000","2,877,000","2,394,000","2,457,000","2,608,000","2,843,000","2,181,000","2,597,000","2,714,000","2,479,000","2,315,000","2,982,000","2,779,000","3,086,000","4,244,000","2,862,000","3,189,000","3,710,000","2,884,000","2,778,000","2,801,000","2,702,000","2,692,000","1,759,000","1,189,000","1,508,000","1,235,000","796,000","1,014,000","1,183,000","1,278,000","1,112,000","1,900,000","2,027,000",,,,,,,,,,,,,,,,,"239,000","205,000","210,000","183,000","345,000","323,000","385,000","822,000","727,000","638,000","716,000","668,000","1,069,000","790,000","864,000","786,000","770,000","757,000","761,000","801,000","1,074,000","833,000","1,247,000","1,550,000","1,500,000","1,600,000","1,700,000","1,600,000","1,700,000","1,500,000","1,700,000","2,200,000","2,000,000","2,500,000","1,700,000","700,000","500,000","700,000","700,000","800,000","500,000","600,000","500,000","500,000","600,000","500,000","500,000","500,000",,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,999,000","8,419,000","8,677,000","10,126,000","9,900,000","9,100,000","9,700,000","9,900,000","9,400,000","8,700,000","8,100,000","8,500,000","7,100,000","8,300,000","7,900,000","7,600,000","7,000,000","6,600,000","7,300,000","7,100,000","5,900,000","5,700,000","5,900,000","5,900,000","5,500,000","4,000,000","3,700,000","3,700,000","2,200,000","1,000,000","1,000,000",,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,999,000","8,419,000","8,677,000","10,126,000","9,900,000","9,100,000","9,700,000","9,900,000","9,400,000","8,700,000","8,100,000","8,500,000","7,100,000","8,300,000","7,900,000","7,600,000","7,000,000","6,600,000","7,300,000","7,100,000","5,900,000","5,700,000","5,900,000","5,900,000","5,500,000","4,000,000","3,700,000","3,700,000","2,200,000","1,000,000","1,000,000",,,,,,,,,
