name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,"36,000","40,000"
		InvestmentsAndAdvances,,,,,,"0","0","0","1,274,000","1,278,000","5,273,000","5,262,000",,,,,
			InvestmentinFinancialAssets,,,,,,,,,"1,274,000","1,278,000","5,273,000","5,262,000",,,,,
				AvailableForSaleSecurities,,,,,,,,,"1,274,000","1,278,000","5,273,000","5,262,000",,,,,
				HeldToMaturitySecurities,,,,,,,,,,"1,278,000","5,273,000","5,262,000",,,,,
		OtherNonCurrentAssets,"395,000","400,000","405,000","352,000","366,000","374,000","314,000","312,000","312,000","315,000","305,000","310,000","321,000","325,000","1,486,000","344,000","269,000"
TotalLiabilitiesNetMinorityInterest,"54,411,000","56,086,000","50,348,000","53,134,000","54,094,000","53,779,000","52,284,000","51,380,000","51,549,000","54,001,000","52,355,000","49,375,000","49,299,000","48,329,000","167,824,000","46,422,000","165,212,000"
	CurrentLiabilities,"15,453,000","16,890,000","14,564,000","12,624,000","13,708,000","13,470,000","11,821,000","11,727,000","20,592,000","18,774,000","12,834,000","9,919,000","9,908,000","9,006,000","8,942,000","7,282,000","7,538,000"
		PayablesAndAccruedExpenses,"5,495,000","4,193,000","4,858,000","4,377,000","5,575,000","3,782,000","3,479,000","5,337,000","6,348,000","6,870,000","6,332,000","4,593,000","5,120,000","3,448,000","4,644,000","3,560,000","3,517,000"
			Payables,"4,998,000","3,198,000","4,139,000","3,918,000","5,183,000","3,271,000","3,102,000","2,455,000","2,577,000","3,181,000","2,969,000","2,799,000","3,247,000","2,534,000","2,251,000","1,842,000","2,280,000"
				AccountsPayable,"4,998,000","3,198,000","4,139,000","3,918,000","5,183,000","3,271,000","3,102,000","2,455,000","2,577,000","2,811,000","2,623,000","2,450,000","2,811,000","2,146,000","1,790,000","1,358,000","1,814,000"
				TotalTaxPayable,,,,,,,,,,"370,000","346,000","349,000","436,000","388,000","461,000","484,000","466,000"
			CurrentAccruedExpenses,"497,000","995,000","719,000","459,000","392,000","511,000","377,000","2,882,000","3,771,000","3,689,000","3,363,000","1,794,000","1,873,000","914,000","2,393,000","1,718,000","1,237,000"
				InterestPayable,,,,,,,,,,,,"1,163,000","1,150,000","0","1,176,000","1,163,000","831,000"
		CurrentProvisions,,,,,,,,,,,,,,"35,000","52,000","148,000","149,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"7,250,000","10,055,000","8,501,000","7,495,000","7,049,000","9,175,000","7,754,000","5,510,000","4,717,000","7,274,000","6,097,000","4,987,000","4,548,000","5,425,000","3,968,000","3,392,000","3,732,000"
		CurrentDebtAndCapitalLeaseObligation,"1,286,000","1,339,000",,,,,,,"8,731,000","4,358,000",,,,,,,
			CurrentDebt,,,,,,,,,"8,731,000","4,358,000",,,,,,,
				OtherCurrentBorrowings,,,,,,,,,"8,731,000","4,358,000",,,,,,,
			CurrentCapitalLeaseObligation,"1,286,000","1,339,000",,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"1,422,000","1,303,000","1,205,000","752,000","1,084,000","513,000","588,000","880,000","796,000","272,000","405,000","339,000","240,000","98,000","278,000","182,000","140,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"38,958,000","39,196,000","35,784,000","40,510,000","40,386,000","40,309,000","40,463,000","39,653,000","30,957,000","35,227,000","39,521,000","39,456,000","39,391,000","39,323,000","158,882,000","39,140,000","157,674,000"
		LongTermDebtAndCapitalLeaseObligation,"38,913,000","39,139,000","34,922,000","39,630,000","39,543,000","39,455,000","39,368,000","39,264,000","30,557,000","34,865,000","39,158,000","39,093,000","39,028,000","38,963,000","38,899,000","38,834,000","38,704,000"
			LongTermDebt,"35,024,000","34,973,000","34,922,000","39,630,000","39,543,000","39,455,000","39,368,000","39,264,000","30,557,000","34,865,000","39,158,000","39,093,000","39,028,000","38,963,000","38,899,000","38,834,000","38,704,000"
			LongTermCapitalLeaseObligation,"3,889,000","4,166,000",,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,"0","1,103,000","0","422,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,"0","118,548,000","0","118,548,000"
		OtherNonCurrentLiabilities,"45,000","57,000","862,000","880,000","843,000","854,000","1,095,000","389,000","400,000","362,000","363,000","363,000","363,000","360,000","332,000","306,000",
TotalEquityGrossMinorityInterest,"122,438,000","134,420,000","143,618,000","154,198,000","161,667,000","169,363,000","102,031,000","107,868,000","116,270,000","63,008,000","68,961,000","77,747,000","82,755,000","90,192,000","-139,429,000","-16,509,000","-129,378,000"
	StockholdersEquity,"122,438,000","134,420,000","143,618,000","154,198,000","161,667,000","169,363,000","102,031,000","107,868,000","116,270,000","63,008,000","68,961,000","77,747,000","82,755,000","90,192,000","-139,429,000","-16,509,000","-129,378,000"
		CapitalStock,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","1,000","2,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"118,548,000","0","118,548,000"
			CommonStock,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","1,000","2,000","1,000"
		AdditionalPaidInCapital,"435,590,000","429,914,000","424,561,000","419,235,000","412,753,000","408,113,000","331,896,000","328,079,000","323,922,000","258,121,000","254,965,000","252,404,000","248,829,000","246,927,000","12,003,000","130,126,000","9,943,000"
		RetainedEarnings,"-313,259,000","-295,849,000","-281,372,000","-265,500,000","-251,519,000","-239,277,000","-230,298,000","-220,824,000","-208,352,000","-195,580,000","-186,482,000","-175,176,000","-166,522,000","-157,177,000","-151,864,000","-147,072,000","-139,724,000"
		GainsLossesNotAffectingRetainedEarnings,"104,000","352,000","426,000","460,000","430,000","524,000","430,000","610,000","697,000","464,000","475,000","516,000","445,000","439,000","431,000","435,000","402,000"
			OtherEquityAdjustments,,,,,,,,,,,,"516,000","445,000","439,000","431,000","435,000","402,000"
TotalCapitalization,"157,462,000","169,393,000","178,540,000","193,828,000","201,210,000","208,818,000","141,399,000","147,132,000","146,827,000","97,873,000","108,119,000","116,840,000","121,783,000","129,155,000","-100,530,000","22,325,000","-90,674,000"
PreferredStockEquity,,,,,,,,,,,,,,,"118,548,000",,"118,548,000"
CommonStockEquity,"122,438,000","134,420,000","143,618,000","154,198,000","161,667,000","169,363,000","102,031,000","107,868,000","116,270,000","63,008,000","68,961,000","77,747,000","82,755,000","90,192,000","-139,429,000","-16,509,000","-129,378,000"
CapitalLeaseObligations,"5,175,000","5,505,000",,,,,,,,,,,,,,,
NetTangibleAssets,"122,438,000","134,420,000","143,618,000","154,198,000","161,667,000","169,363,000","102,031,000","107,868,000","116,270,000","63,008,000","68,961,000","77,747,000","82,755,000","90,192,000","-139,429,000","-16,545,000","-129,418,000"
WorkingCapital,"145,808,000","158,976,000","171,084,000","186,488,000","194,402,000","204,771,000","137,701,000","142,802,000","141,372,000","92,688,000","99,879,000","109,099,000","119,489,000","127,036,000","15,919,000","20,040,000","26,091,000"
InvestedCapital,"157,462,000","169,393,000","178,540,000","193,828,000","201,210,000","208,818,000","141,399,000","147,132,000","155,558,000","102,231,000","108,119,000","116,840,000","121,783,000","129,155,000","-100,530,000","22,325,000","-90,674,000"
TangibleBookValue,"122,438,000","134,420,000","143,618,000","154,198,000","161,667,000","169,363,000","102,031,000","107,868,000","116,270,000","63,008,000","68,961,000","77,747,000","82,755,000","90,192,000","-139,429,000","-16,545,000","-129,418,000"
TotalDebt,"40,199,000","40,478,000","34,922,000","39,630,000","39,543,000","39,455,000","39,368,000","39,264,000","39,288,000","39,223,000","39,158,000","39,093,000","39,028,000","38,963,000","38,899,000","38,834,000","38,704,000"
NetDebt,"7,695,000",,,,"2,179,000",,,,,"28,788,000","26,544,000","27,597,000","26,467,000","13,843,000","24,895,000","22,601,000","16,296,000"
ShareIssued,"33,872,363","33,674,085","33,450,995","33,236,270","32,808,534","32,583,220","28,838,577","28,612,451","28,406,128","25,163,803","24,965,512","24,761,157","24,497,566","24,450,757","22,995,538","22,995,538","22,995,538"
OrdinarySharesNumber,"33,872,363","33,674,085","33,450,995","33,236,270","32,808,534","32,583,220","28,838,577","28,612,451","28,406,128","25,163,803","24,965,512","24,761,157","24,497,566","24,450,757","22,995,538","22,995,538","22,995,538"
