name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,,"11,751,106,201","15,343,088,005","35,994,604,249"
EnterpriseValue,"3,234,625,457","9,121,475,201","10,752,293,005","37,299,806,249"
PsRatio,"4.469","3.665","8.583","20.999"
PbRatio,"1.115","1.611","2.078",
EnterprisesValueRevenueRatio,"2.032","30.507","29.644","102.213"
EnterprisesValueEBITDARatio,"-1.604","-24.854","-26.656","-27.908"
