name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-1,565,748","-546,228","-244,945","-347,787","-426,788","-316,871","-548,774"
	CashFlowFromContinuingOperatingActivities,"-1,565,748","-546,228","-244,945","-347,787","-426,788","-316,871","-548,774"
		NetIncomeFromContinuingOperations,"776,291","3,954,217","-4,336,694","8,701,290","-7,542,522","-4,963,910","-104,184"
		OperatingGainsLosses,"-3,672,267","-4,425,067","3,472,668","-9,390,534","6,670,666","3,422,667",
			GainLossOnInvestmentSecurities,"-3,672,267","-4,425,067","3,472,668","-9,390,534","6,670,666","3,422,667",
		OtherNonCashItems,"-41,125","-22,287","-6,303","-6,302","-6,233","-6,165","-1,576"
		ChangeInWorkingCapital,"1,371,353","-53,091","625,384","347,759","451,301","1,230,537","-443,014"
			ChangeInPrepaidAssets,"257,348","21,945","83,690","69,620","82,093","28,574",
			ChangeInPayablesAndAccruedExpense,"1,114,005","-75,036","541,694","278,139","369,208","1,201,963","60,669"
				ChangeInAccruedExpense,,"-75,036",,,,,
			ChangeInOtherCurrentLiabilities,,,,,,"3,422,667",
FinancingCashFlow,"1,150,000","850,000","0",,,,
	CashFlowFromContinuingFinancingActivities,"1,150,000","850,000","0",,,,
		NetIssuancePaymentsOfDebt,"1,150,000","850,000","0",,,,
			NetLongTermDebtIssuance,"1,150,000","850,000","0",,,,
				LongTermDebtIssuance,"1,150,000","850,000","0",,,,
EndCashPosition,"339,814","339,814","36,042","262,765","310,552","737,340","1,054,211"
	ChangesInCash,"-397,526","303,772","-226,723","-47,787","-426,788","-316,871",
	BeginningCashPosition,"737,340","36,042","262,765","310,552","737,340","1,054,211","0"
IssuanceOfDebt,"1,150,000","850,000","0",,,,
FreeCashFlow,"-1,565,748","-546,228","-244,945","-347,787","-426,788","-316,871","-548,774"
