name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006
OperatingCashFlow,"885,000,000","93,000,000","210,000,000","565,000,000","17,000,000","239,000,000","-52,000,000","592,000,000","422,000,000","372,000,000","169,000,000","349,000,000","186,000,000","288,000,000","104,000,000","371,000,000","271,000,000","22,000,000","164,000,000","273,000,000","177,000,000","-88,000,000","162,000,000","226,000,000","76,000,000","-18,000,000","32,000,000","269,000,000","151,000,000","-42,000,000","102,000,000","179,000,000","123,000,000","-8,000,000","117,000,000","-28,000,000","217,000,000","-111,000,000","206,000,000","300,000,000","200,000,000","-361,000,000","144,000,000","376,000,000","42,000,000","148,000,000","172,000,000","293,000,000","110,000,000","139,000,000","102,000,000","250,000,000","109,000,000","162,000,000","145,000,000","146,000,000","238,000,000","13,000,000","122,000,000","93,000,000","261,000,000","-134,000,000","158,000,000","263,000,000","208,000,000","79,000,000","239,000,000"
	CashFlowFromContinuingOperatingActivities,"885,000,000","93,000,000","210,000,000","565,000,000","17,000,000","239,000,000","-52,000,000","592,000,000","422,000,000","372,000,000","169,000,000","349,000,000","186,000,000","288,000,000","104,000,000","371,000,000","271,000,000","22,000,000","164,000,000","273,000,000","177,000,000","-88,000,000","162,000,000","226,000,000","76,000,000","-18,000,000","32,000,000","269,000,000","151,000,000","-42,000,000","102,000,000","179,000,000","123,000,000","-8,000,000","117,000,000","-28,000,000","217,000,000","-111,000,000","211,000,000","295,000,000","200,000,000","-361,000,000","139,000,000","423,000,000","56,000,000","154,000,000","173,000,000","315,000,000","111,000,000","138,000,000","98,000,000","250,000,000","109,000,000","163,000,000","154,000,000","188,000,000","237,000,000","9,000,000","118,000,000","93,000,000","294,000,000","-131,000,000","198,000,000","241,000,000","208,000,000","79,000,000","239,000,000"
		NetIncomeFromContinuingOperations,"731,000,000","177,000,000","176,000,000","208,000,000","170,000,000","205,000,000","197,000,000","163,000,000","154,000,000","115,000,000","181,000,000","162,000,000","138,000,000","189,000,000","188,000,000","147,000,000","145,000,000","102,000,000","113,000,000","79,000,000","98,000,000","74,000,000","60,000,000","92,000,000","45,000,000","49,000,000","127,000,000","49,000,000","37,000,000","23,000,000","26,000,000","38,000,000","-440,000,000","46,000,000","55,000,000","-97,000,000","45,000,000","81,000,000","186,000,000","110,000,000","110,000,000","117,000,000","1,000,000","-310,000,000","112,000,000","130,000,000","132,000,000","154,000,000","158,000,000","125,000,000","123,000,000","135,000,000","125,000,000","117,000,000","120,000,000","120,000,000","112,000,000","100,000,000","99,000,000","105,000,000","131,000,000","80,000,000","84,000,000","116,000,000","98,000,000","93,000,000","136,000,000"
		OperatingGainsLosses,,,"3,000,000",,,,"5,000,000","0","12,000,000",,"-1,000,000","0","1,000,000","-88,000,000",,,,,,,,,,,,,"-82,000,000",,,,,,,"-1,000,000","1,000,000","-2,000,000","0","-7,000,000","1,000,000","-1,000,000","-5,000,000","-1,000,000","1,000,000","-4,000,000","-20,000,000","-8,000,000",,,,,,,,,,,,,,,,,"10,000,000",,,,
			GainLossOnSaleOfBusiness,,,"3,000,000",,,,"0","0","0",,"-1,000,000","0","1,000,000","-88,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-82,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"333,000,000","85,000,000","81,000,000","87,000,000","80,000,000","77,000,000","68,000,000","82,000,000","71,000,000","61,000,000","60,000,000","59,000,000","57,000,000","58,000,000","64,000,000","64,000,000","66,000,000","63,000,000","96,000,000","92,000,000","80,000,000","82,000,000","68,000,000","37,000,000","9,000,000","8,000,000","9,000,000","11,000,000","12,000,000","12,000,000","12,000,000","16,000,000","15,000,000","19,000,000","15,000,000","8,000,000","28,000,000","30,000,000","28,000,000","30,000,000","28,000,000","27,000,000","28,000,000","31,000,000","27,000,000","28,000,000","31,000,000","29,000,000","26,000,000","25,000,000","25,000,000","24,000,000","22,000,000","22,000,000","24,000,000","20,000,000","22,000,000","23,000,000","23,000,000","22,000,000","18,000,000","17,000,000","19,000,000","19,000,000","19,000,000","15,000,000","22,000,000"
			DepreciationAndAmortization,"333,000,000","85,000,000","81,000,000","87,000,000","80,000,000","77,000,000","68,000,000","82,000,000","71,000,000","61,000,000","60,000,000","59,000,000","57,000,000","58,000,000","64,000,000","64,000,000","66,000,000","63,000,000","96,000,000","92,000,000","80,000,000","82,000,000","68,000,000","37,000,000","9,000,000","8,000,000","9,000,000","11,000,000","12,000,000","12,000,000","12,000,000","16,000,000","15,000,000","19,000,000","15,000,000","8,000,000","28,000,000","30,000,000","28,000,000","30,000,000","28,000,000","27,000,000","28,000,000","31,000,000","27,000,000","28,000,000","31,000,000","29,000,000","26,000,000","25,000,000","25,000,000","24,000,000","22,000,000","22,000,000","24,000,000","20,000,000","22,000,000","23,000,000","23,000,000","22,000,000","18,000,000","17,000,000","19,000,000","19,000,000","19,000,000","15,000,000","22,000,000"
		DeferredTax,"-87,000,000","-61,000,000","-30,000,000","1,000,000","3,000,000","0","-2,000,000","-1,000,000","-3,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","1,000,000","-11,000,000",,,"-2,000,000","16,000,000","4,000,000","-15,000,000","5,000,000"
			DeferredIncomeTax,"-87,000,000","-61,000,000","-30,000,000","1,000,000","3,000,000","0","-2,000,000","-1,000,000","-3,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","1,000,000","-11,000,000",,,"-2,000,000","16,000,000","4,000,000","-15,000,000","5,000,000"
		AmortizationOfSecurities,,,,,,,,,,,"3,000,000",,,,"3,000,000",,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"-8,000,000","3,000,000","0",,"3,000,000","11,000,000","11,000,000",,"-7,000,000","19,000,000","0","0","-17,000,000","7,000,000","10,000,000","7,000,000","32,000,000","-1,000,000","5,000,000",,"6,000,000","-2,000,000","0",,"-3,000,000","12,000,000","29,000,000","40,000,000","42,000,000","20,000,000","510,000,000","0","-4,000,000","62,000,000","33,000,000","4,000,000","11,000,000","1,000,000",,,"0",,,,"2,000,000","2,000,000","0",,"6,000,000","0","1,000,000",,,,,,,,,,,,,,
		StockBasedCompensation,"68,000,000","16,000,000","18,000,000","17,000,000","17,000,000","15,000,000","17,000,000","15,000,000","15,000,000","15,000,000","14,000,000","13,000,000","13,000,000","12,000,000","11,000,000","10,000,000","12,000,000","11,000,000","11,000,000","12,000,000","10,000,000","10,000,000","10,000,000","9,000,000","8,000,000","8,000,000","8,000,000","9,000,000","8,000,000","6,000,000","9,000,000","10,000,000","12,000,000","11,000,000","12,000,000","-2,000,000","21,000,000","24,000,000","17,000,000","21,000,000","22,000,000","24,000,000","20,000,000","21,000,000","19,000,000","24,000,000","24,000,000","27,000,000","27,000,000","24,000,000","26,000,000","29,000,000","26,000,000","25,000,000",,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","0","2,000,000","0","1,000,000","-14,000,000","-20,000,000","-2,000,000","-1,000,000","-13,000,000",,,,,,,,,,,,,
		OtherNonCashItems,"11,000,000","4,000,000","10,000,000","0","-3,000,000","-8,000,000","-3,000,000","-7,000,000","-17,000,000","28,000,000","-11,000,000","0","0","3,000,000","-2,000,000",,,"7,000,000","-2,000,000","8,000,000","13,000,000","2,000,000","2,000,000",,"-1,000,000","-2,000,000","3,000,000",,"0","-1,000,000","-1,000,000","-1,000,000","7,000,000","-2,000,000","24,000,000","-1,000,000","5,000,000","-1,000,000","1,000,000","2,000,000","0","1,000,000","-162,000,000","219,000,000","0","1,000,000","-2,000,000","-4,000,000","2,000,000",,"-5,000,000","-3,000,000","2,000,000","-1,000,000","40,000,000","30,000,000","-16,000,000","13,000,000","17,000,000","16,000,000","17,000,000","-1,000,000","13,000,000","-16,000,000","27,000,000","31,000,000","-106,000,000"
