name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
InvestingCashFlow,"-11,115,434,000","-3,918,588,000","-1,511,721,000","-1,164,480,000","-4,520,645,000","-786,690,000","2,591,000","76,540,000","-80,927,000","-68,786,000","41,526,000","16,264,000","-555,266,000","-77,025,000","-90,498,000","-30,562,000","-13,116,000","-72,457,000","-98,813,000"
	CashFlowFromContinuingInvestingActivities,"-11,115,434,000","-3,918,588,000","-1,511,721,000","-1,164,480,000","-4,520,645,000","-786,690,000","2,591,000","76,540,000","-80,927,000","-68,786,000","41,526,000","16,264,000","-555,266,000","-77,025,000","-90,498,000","-30,562,000","-13,116,000","-72,457,000","-98,813,000"
		NetPPEPurchaseAndSale,"-2,164,000","-274,000","-1,655,000","-91,000","-144,000","-32,000","-128,000","-123,000","-274,000","-391,000","-271,000","-185,000","-322,000","-435,000","-1,180,000","-460,000","-603,000","-421,000","-454,000"
			PurchaseOfPPE,"-2,164,000","-274,000","-1,655,000","-91,000","-144,000","-32,000","-128,000","-123,000","-274,000","-391,000","-271,000","-185,000","-322,000","-435,000","-1,180,000","-460,000","-603,000","-421,000","-454,000"
		NetIntangiblesPurchaseAndSale,,"-58,403,000",,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,"-58,403,000",,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,"0","0","0","0","14,835,000","0","0","32,555,000",,,"0","0",
			SaleOfBusiness,,,,,,,"0","0","0","0","14,835,000","0","0","32,555,000",,,"0","0",
		NetInvestmentPropertiesPurchaseAndSale,,,,,,,,,,"128,000","48,000","15,000","62,000","0","20,000","47,000","2,031,000","292,000","381,000"
			SaleOfInvestmentProperties,,,,,,,,,,"128,000","48,000","15,000","62,000","0","20,000","47,000","2,031,000","292,000","381,000"
		NetInvestmentPurchaseAndSale,"-10,977,389,000","-3,960,868,000","-1,432,318,000","-1,090,138,000","-4,494,065,000","-804,770,000","13,850,000","20,484,000","37,120,000","-63,664,000","5,754,000","16,981,000","-472,417,000","-104,819,000","-55,604,000","-45,478,000","4,176,000","-70,817,000","-95,503,000"
			PurchaseOfInvestment,"-13,395,267,000","-4,553,289,000","-2,725,049,000","-1,556,684,000","-4,560,245,000","-826,173,000","-5,065,000","0","-193,025,000","-85,616,000","-11,128,000","-20,005,000","-479,370,000","-110,319,000","-60,417,000","-50,380,000","59,000","-75,248,000","-101,110,000"
			SaleOfInvestment,"2,417,878,000","592,421,000","1,292,731,000","466,546,000","66,180,000","21,403,000","18,915,000","20,484,000","230,145,000","21,952,000","16,882,000","36,986,000","6,953,000","5,500,000","4,813,000","4,902,000","4,117,000","4,431,000","5,607,000"
		NetOtherInvestingChanges,,"-27,708,000","-6,000","-4,550,000",,,"52,000","-1,340,000","-3,249,000","123,000","42,000","16,000","2,626,000","-3,158,000","20,000","19,000","-248,000","291,000","382,000"
FinancingCashFlow,"8,055,961,000","-97,490,000","3,154,553,000","484,920,000","4,513,978,000","2,176,186,000","2,953,776,000","260,118,000","-2,073,000","166,558,000","2,180,000","-124,508,000","336,079,000","-53,204,000","-155,246,000","418,475,000","-181,786,000","5,009,000","670,309,000"
	CashFlowFromContinuingFinancingActivities,"8,055,961,000","-97,490,000","3,154,553,000","484,920,000","4,513,978,000","2,176,186,000","2,953,776,000","260,118,000","-2,073,000","166,558,000","2,180,000","-124,508,000","336,079,000","-53,204,000","-155,246,000","418,475,000","-181,786,000","5,009,000","670,309,000"
		NetIssuancePaymentsOfDebt,"800,000,000","800,000,000","0","0","0","0","-10,000,000","-350,000,000","330,000,000","-21,789,000","28,714,000","-33,831,000","-3,590,000","56,564,000","-286,000","-286,000","-285,000","-15,286,000","-121,000,000"
			NetLongTermDebtIssuance,"800,000,000","800,000,000","0","0","0","0","-10,000,000","-350,000,000","330,000,000","-21,789,000","28,714,000","-33,831,000","-3,590,000","56,564,000","-286,000","-286,000","-285,000","-15,286,000","-121,000,000"
				LongTermDebtIssuance,,"800,000,000",,,,,,,"311,925,000","0","29,000,000","-33,545,000","-3,590,000","57,135,000",,,"0","0","-21,000,000"
				LongTermDebtPayments,,,"0","0","0","0","-10,000,000","-38,075,000","18,075,000","-21,789,000","-286,000","-286,000","0","-571,000","-286,000","-286,000","-285,000","-15,286,000","-100,000,000"
		NetCommonStockIssuance,"674,218,000","-57,000","530,294,000","-24,000","144,005,000","423,540,000",,,,,"6,462,000","0","0","0","0","0","0","96,513,000","0"
			CommonStockIssuance,,,"530,294,000","-24,000","144,005,000","423,540,000",,,,,"6,462,000","0","0","0","0","0","0","107,884,000",
			CommonStockPayments,,"-57,000",,,,,,,,,"0","0","0","0","0","0","0","-11,371,000","0"
		NetPreferredStockIssuance,,,"-32,000",,,,,,,,,,,,,,,,
			PreferredStockIssuance,,,"-32,000",,,,,,,,,,,,,,,,
		CashDividendsPaid,"-5,704,000","-2,688,000",,,,,,,,,,,,,,,,,
			PreferredStockDividendPaid,"-5,704,000","-2,688,000",,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,"1,692,000","30,000","364,000","327,000","971,000","261,000",,,,,"0","0","0","0","32,000","10,000","36,000","41,000",
		NetOtherFinancingCharges,"-1,657,000","-309,000","-1,165,000","0","-183,000","-1,960,000","-3,184,000","-81,000","-25,000","45,000","444,000","-121,000","-217,000","22,000","-671,000","-422,000",,,"-1,000"
EndCashPosition,"1,385,509,000","1,385,509,000","5,387,946,000","3,784,488,000","4,468,317,000","4,331,522,000","2,962,087,000","197,482,000","199,444,000","166,200,000","133,604,000","160,258,000","341,361,000","533,024,000","674,420,000","950,326,000","551,058,000","757,674,000","797,668,000"
	ChangesInCash,"-2,946,013,000","-4,002,437,000","1,603,458,000","-683,829,000","136,795,000","1,369,435,000","2,764,605,000","-1,962,000","33,244,000","32,596,000","-26,654,000","-181,103,000","-191,663,000","-141,396,000","-275,906,000","399,268,000","-206,616,000","-39,994,000","554,391,000"
	BeginningCashPosition,"4,331,522,000","5,387,946,000","3,784,488,000","4,468,317,000","4,331,522,000","2,962,087,000","197,482,000","199,444,000","166,200,000","133,604,000","160,258,000","341,361,000","533,024,000","674,420,000","950,326,000","551,058,000","757,674,000","797,668,000","243,277,000"
IncomeTaxPaidSupplementalData,,"146,000","5,936,000","355,000",,,,,,,,,,,,,,,
InterestPaidSupplementalData,"1,174,000","454,000","160,000","411,000","149,000","444,000",,,,,,,,,,,,,
CapitalExpenditure,"-60,567,000","-58,677,000","-1,655,000","-91,000","-144,000","-32,000","-128,000","-123,000","-274,000","-391,000","-271,000","-185,000","-322,000","-435,000","-1,180,000","-460,000","-603,000","-421,000","-454,000"
IssuanceOfCapitalStock,,,"530,262,000","193,629,000","144,005,000","423,540,000",,,,,"6,462,000","0","0","0","0","0","0","107,884,000",
IssuanceOfDebt,,"800,000,000",,,,,,,"311,925,000","0","29,000,000","-33,545,000","-3,590,000","57,135,000",,,"0","0","-21,000,000"
RepaymentOfDebt,,,"0","0","0","0","-10,000,000","-38,075,000","18,075,000","-21,789,000","-286,000","-286,000","0","-571,000","-286,000","-286,000","-285,000","-15,286,000","-100,000,000"
RepurchaseOfCapitalStock,,"-57,000",,,,,,,,,"0","0","0","0","0","0","0","-11,371,000","0"
FreeCashFlow,"52,893,000","-45,036,000","-41,029,000","-4,360,000","143,318,000","-20,093,000","-191,890,000","-338,743,000","115,970,000","-65,567,000","-70,631,000","-73,044,000","27,202,000","-11,602,000","-31,342,000","10,895,000","-12,317,000","27,033,000","-17,559,000"
