name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
TotalRevenue,"510,165,000","177,847,000","100,711,000","109,898,000","121,709,000","171,756,000","104,906,000","98,674,000","96,207,000","153,132,000","95,222,000","96,541,000","105,433,000","159,998,000","90,476,000","67,499,000","52,893,000","106,289,000","48,543,000","48,533,000","48,313,000","95,775,000","33,525,000","33,683,000","37,760,000","46,566,000","29,155,000","26,675,000","26,217,000","26,446,000","21,549,000","21,091,000","20,559,000","21,009,000","19,855,000","19,159,000","19,238,000","19,022,000","18,522,000","20,798,000","21,998,000","36,192,000","24,320,000","22,797,000","17,535,000","27,887,000","23,640,000","27,089,000","27,451,000","46,637,000","29,357,000","21,018,000","22,704,000","41,855,000","21,696,000","17,274,000","14,520,000","18,501,000","11,404,000","7,095,000","13,113,000","9,906,000","9,220,000","8,429,244","10,860,362","7,186,548","6,565,846","5,943,867","6,064,329","5,663,325","5,298,601","4,957,315","5,159,533","6,105,396","5,142,596","4,500,185","4,804,940","5,039,430","4,938,904","4,601,568","4,191,633","3,846,264","3,840,928","3,699,885","3,667,443","3,332,912","3,624,888","3,809,124","2,812,924","3,869,370","3,900,000","3,800,000","3,700,000","3,700,000","3,800,000","3,600,000","3,700,000","3,700,000","3,700,000","3,500,000","3,400,000","3,300,000","3,400,000","3,100,000","3,200,000","3,000,000","2,700,000","2,700,000","3,700,000","2,600,000","2,600,000","2,700,000","2,700,000","1,900,000","1,600,000",,,,
	OperatingRevenue,"510,165,000","177,847,000","100,711,000","109,898,000","121,709,000","171,756,000","104,906,000","98,674,000","96,207,000","153,132,000","95,222,000","96,541,000","105,433,000","159,998,000","90,476,000","67,499,000","52,893,000","106,289,000","48,543,000","48,533,000","48,313,000","95,775,000","33,525,000","33,683,000","37,760,000","46,566,000","29,155,000","26,675,000","26,217,000","26,446,000","21,549,000","21,091,000","20,559,000","21,009,000","19,855,000","19,159,000","19,238,000","19,022,000","18,522,000","20,798,000","21,998,000","36,192,000","24,320,000","22,797,000","17,535,000","27,887,000","23,640,000","27,089,000","27,451,000","46,637,000","29,357,000","21,018,000","22,704,000","41,855,000","21,696,000","17,274,000","14,520,000","18,501,000","11,404,000","7,095,000","13,113,000","9,906,000","9,220,000","8,429,244","10,860,362","7,186,548","6,565,846","5,943,867","6,064,329","5,663,325","5,298,601","4,957,315","5,159,533","6,105,396","5,142,596","4,500,185","4,804,940","5,039,430","4,938,904","4,601,568","4,191,633","3,846,264","3,840,928","3,699,885","3,667,443","3,332,912","3,624,888","3,809,124","2,812,924","3,869,370","3,900,000","3,800,000","3,700,000","3,700,000","3,800,000","3,600,000","3,700,000","3,700,000","3,700,000","3,500,000","3,400,000","3,300,000","3,400,000","3,100,000","3,200,000","3,000,000","2,700,000","2,700,000","3,700,000","2,600,000","2,600,000","2,700,000","2,700,000","1,900,000","1,600,000",,,,
PretaxIncome,"196,300,000","58,104,000","75,582,000","17,820,000","44,793,000","61,042,000","32,790,000","16,000,000","16,851,000","59,225,000","22,929,000","21,332,000","29,178,000","32,803,000","14,629,000","1,804,000","7,268,000","37,984,000","10,354,000","719,000","12,304,000","40,541,000","1,586,000","7,350,000","10,001,000","17,876,000","3,595,000","4,484,000","4,912,000","6,243,000","3,784,000","3,770,000","5,272,000","4,539,000","5,039,000","4,584,000","4,694,000","3,715,000","4,129,000","2,410,000","3,777,000","15,779,000","4,830,000","3,463,000","-1,616,000","4,422,000","1,994,000","3,974,000","5,683,000","8,293,000","1,863,000","-943,000","-4,013,000","1,935,000","1,015,000","-2,785,000","-745,000","1,946,000","-1,252,000","2,735,000","3,885,000","994,000","-5,075,000","864,526","3,935,110","336,585","734,779","770,087","-3,557,199","542,338","635,838","717,789","1,261,178","2,585,113","1,481,668","1,121,047","1,339,247","1,366,289","1,248,708","1,105,170","728,041","683,616","605,683","666,302","758,079","497,040","998,869","761,214","65,932","1,224,442","1,300,000","400,000","1,300,000","1,300,000","1,500,000","1,500,000","1,500,000","200,000","1,700,000","1,600,000","1,500,000","1,400,000","1,600,000","100,000","1,500,000","1,200,000","1,300,000","1,100,000","2,200,000","1,300,000","1,300,000","1,000,000","1,300,000","900,000","700,000",,,,
TaxProvision,"28,314,000","8,002,000","14,276,000","1,101,000","4,934,000","1,133,000","3,533,000","1,791,000","-2,426,000","5,617,000","680,000","-130,000","-1,158,000","-395,000","-1,691,000","-7,591,000","476,000","6,548,000","5,684,000","-1,025,000","2,517,000","8,399,000","342,000","1,344,000","1,128,000","3,593,000","-463,000","-155,000","272,000","1,062,000","189,000","406,000","1,068,000","395,000","1,037,000","1,110,000","1,022,000","568,000","1,004,000","744,000","1,390,000","5,809,000","1,739,000","1,271,000","-596,000","1,675,000","1,273,000","1,485,000","2,145,000","3,119,000","671,000","-214,000","-1,431,000","760,000","342,000","-948,000","-335,000","743,000","-462,000","1,184,000","1,473,000","391,000","-1,821,000","203,190","1,452,247","75,204","219,359","223,660","-1,245,205","142,964","193,896","219,687","424,569","909,716","504,726","375,891","446,840","451,103","404,452","361,908","199,583","235,493","168,898","228,337","301,733","87,913","392,563","313,065","63,877","463,695","500,000","200,000","500,000","500,000","600,000","600,000","600,000","700,000","700,000","700,000","600,000","600,000","600,000","100,000","600,000","500,000","500,000","400,000","900,000","500,000","500,000","300,000","500,000","300,000","300,000",,,,
NetIncomeCommonStockholders,"162,392,000","48,436,000","60,371,000","15,616,000","37,972,000","57,953,000","27,483,000","13,158,000","18,190,000","52,304,000","21,068,000","20,195,000","29,291,000","32,120,000","15,398,000","8,722,000","6,792,000","31,436,000","4,670,000","1,744,000","9,787,000","32,142,000","1,244,000","6,006,000","8,873,000","14,283,000","4,058,000","4,639,000","4,640,000","5,181,000","3,595,000","3,364,000","4,204,000","4,144,000","4,002,000","3,474,000","3,672,000","3,147,000","3,125,000","1,666,000","2,387,000","9,970,000","3,091,000","2,192,000","-1,020,000","2,747,000","721,000","2,489,000","3,538,000","5,174,000","1,192,000","-729,000","-2,582,000","1,175,000","673,000","-1,837,000","-410,000","3,038,000","-740,000","1,410,000","2,412,000","603,000","-3,254,000","661,336","2,482,863","261,381","515,420","546,427","-2,311,994","399,374","441,942","498,102","836,609","1,675,397","976,942","745,156","892,407","915,186","844,256","743,262","528,458","448,123","436,785","437,965","456,346","409,127","606,306","448,149","354,050","760,747","800,000","-2,400,000","800,000","800,000","900,000","900,000","900,000","-500,000","1,000,000","900,000","900,000","800,000","1,000,000","0","900,000","700,000","800,000","700,000","1,300,000","800,000","800,000","700,000","800,000","600,000","700,000","400,000","500,000","500,000","500,000"
	NetIncome,"165,180,000","49,251,000","61,324,000","15,903,000","38,701,000","59,066,000","28,037,000","13,158,000","18,190,000","52,304,000","21,068,000","20,195,000","29,291,000","32,120,000","15,398,000","8,722,000","6,792,000","31,436,000","4,670,000","1,744,000","9,787,000","32,142,000","1,244,000","6,006,000","8,873,000","14,283,000","4,058,000","4,639,000","4,640,000","5,181,000","3,595,000","3,364,000","4,204,000","4,144,000","4,002,000","3,474,000","3,672,000","3,147,000","3,125,000","1,666,000","2,387,000","9,970,000","3,091,000","2,192,000","-1,020,000","2,747,000","721,000","2,489,000","3,538,000","5,174,000","1,192,000","-729,000","-2,582,000","1,175,000","673,000","-1,837,000","-410,000","3,038,000","-740,000","1,410,000","2,412,000","603,000","-3,254,000","661,336","2,482,863","261,381","515,420","546,427","-2,311,994","399,374","441,942","498,102","836,609","1,675,397","976,942","745,156","892,407","915,186","844,256","743,262","528,458","448,123","436,785","437,965","456,346","409,127","606,306","448,149","354,050","760,747","800,000","200,000","800,000","800,000","900,000","900,000","900,000","-500,000","1,000,000","900,000","900,000","800,000","1,000,000","0","900,000","700,000","800,000","700,000","1,300,000","800,000","800,000","700,000","800,000","600,000","700,000","400,000","500,000","500,000","500,000"
		NetIncomeIncludingNoncontrollingInterests,"167,986,000","50,102,000","61,306,000","16,719,000","39,859,000","59,909,000","29,257,000","14,209,000","19,277,000","53,608,000","22,249,000","21,462,000","30,336,000","33,198,000","16,320,000","9,395,000","6,792,000","31,436,000","4,670,000","1,744,000","9,787,000","32,142,000","1,244,000","6,006,000","8,873,000","14,283,000","4,058,000","4,639,000","4,640,000","5,181,000","3,595,000","3,364,000","4,204,000","4,144,000","4,002,000","3,474,000","3,672,000","3,147,000","3,125,000","1,666,000","2,387,000","9,970,000","3,091,000","2,192,000","-1,020,000","2,747,000","721,000","2,489,000","3,538,000","5,174,000","1,192,000","-729,000","-2,582,000","1,175,000","673,000","-1,837,000","-410,000","3,038,000","-740,000","1,410,000","2,412,000","603,000","-3,254,000","661,336","2,482,863","261,381","515,420","546,427","-2,311,994","399,374","441,942","498,102","836,609","1,675,397","976,942","745,156","892,407","915,186","844,256","743,262","528,458","448,123","436,785","437,965","456,346","409,127","606,306","448,149","354,050","760,747","800,000","200,000","800,000","800,000","900,000","900,000","900,000","-500,000","1,000,000","900,000","900,000","800,000","1,000,000","0","900,000","700,000","800,000","700,000","1,300,000","800,000","800,000","700,000","800,000","600,000","700,000","400,000","500,000","500,000","500,000"
			NetIncomeContinuousOperations,"167,986,000","50,102,000","61,306,000","16,719,000","39,859,000","59,909,000","29,257,000","14,209,000","19,277,000","53,608,000","22,249,000","21,462,000","30,336,000","33,198,000","16,320,000","9,395,000","6,792,000","31,436,000","4,670,000","1,744,000","9,787,000","32,142,000","1,244,000","6,006,000","8,873,000","14,283,000","4,058,000","4,639,000","4,640,000","5,181,000","3,595,000","3,364,000","4,204,000","4,144,000","4,002,000","3,474,000","3,672,000","3,147,000","3,125,000","1,666,000","2,387,000","9,970,000","3,091,000","2,192,000","-1,020,000","2,747,000","721,000","2,489,000","3,538,000","5,174,000","1,192,000","-729,000","-2,582,000","1,175,000","673,000","-1,837,000","-410,000","1,203,000","-790,000","1,551,000","2,412,000","603,000","-3,254,000","661,336","2,482,863","261,381","515,420","546,427","-2,311,994","399,374","441,942","498,102","836,609","1,675,397","976,942","745,156","892,407","915,186","844,256","743,262","528,458","448,123","436,785","437,965","456,346","409,127","606,306","448,149","2,055","760,747","800,000","200,000","800,000","800,000","900,000","900,000","900,000","-500,000","1,000,000","900,000","900,000","800,000","1,000,000","0","900,000","700,000","800,000","700,000","1,300,000","800,000","800,000","700,000","800,000","600,000","400,000","400,000","400,000","400,000","400,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0",,"1,835,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"300,000",,,,
