name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingCashFlow,"647,668,000","157,465,000","133,140,000","164,240,000","192,823,000","119,760,000","127,237,000","141,968,000","-104,299,000","47,884,000","99,983,000","73,502,000","88,542,000","54,605,000","85,024,000","69,962,000","84,974,000","106,047,000","110,154,000","76,374,000","7,837,000","94,693,000","107,158,000","73,068,000","69,909,000","96,073,000","98,735,000","72,546,000","98,437,000","79,722,000","77,066,000","67,004,000"
	CashFlowFromContinuingOperatingActivities,"647,668,000","157,465,000","133,140,000","164,240,000","192,823,000","119,760,000","127,237,000","141,968,000","-104,299,000","47,884,000","99,983,000","73,502,000","88,542,000","54,605,000","85,024,000","69,962,000","84,974,000","106,047,000","110,154,000","76,374,000","7,837,000","94,693,000","107,158,000","73,068,000","69,909,000","96,073,000","98,735,000","72,546,000","98,437,000","79,722,000","77,066,000","67,004,000"
		NetIncomeFromContinuingOperations,"553,638,000","92,245,000","200,107,000","117,936,000","143,350,000","-106,563,000","49,630,000","72,044,000","-118,417,000","-177,800,000","6,844,000","-26,798,000","-7,067,000","20,284,000","13,181,000","25,067,000","99,102,000","82,130,000","46,011,000","22,308,000","-50,494,000","45,214,000","41,100,000","33,444,000","21,728,000","59,503,000","48,563,000","21,010,000","28,113,000","45,566,000","37,565,000","-26,235,000"
		OperatingGainsLosses,,,"183,016,000","1,000","86,000","8,268,000","-592,000","-1,081,000","-9,982,000","30,557,000","16,642,000","597,000","11,706,000","5,690,000","13,586,000","-5,497,000","-8,509,000","-17,109,000","1,191,000","-163,000","-1,789,000","3,100,000","-3,860,000","1,572,000","6,901,000","657,000","258,000","-253,000","-3,413,000","2,690,000","-82,000","201,000"
			GainLossOnInvestmentSecurities,,,"0","1,000","86,000","128,000","222,000","59,000","610,000","19,348,000","-2,548,000","1,052,000","12,227,000","5,893,000","14,165,000","-4,998,000","-8,010,000","-16,501,000","-11,774,000","-314,000","-2,344,000","1,496,000","-3,333,000","1,732,000","245,000","1,269,000","-3,000","0","-3,096,000","3,100,000","88,000","-71,000"
			EarningsLossesFromEquityInvestments,,,,,,,"-809,000","-658,000","572,000","-202,000","-447,000","-455,000","-521,000","-505,000","-579,000","-499,000","-499,000","-608,000","-390,000","-407,000","-420,000","-415,000","-527,000","-346,000","-428,000","-612,000","261,000","-253,000","-407,000","-410,000","-170,000","272,000"
		DepreciationAmortizationDepletion,"136,961,000","33,425,000","33,351,000","34,025,000","36,160,000","54,255,000","57,636,000","57,297,000","57,924,000","58,534,000","57,598,000","57,925,000","55,835,000","50,853,000","46,864,000","44,235,000","45,992,000","43,164,000","43,496,000","42,661,000","46,807,000","45,253,000","42,565,000","36,240,000","38,436,000","39,427,000","33,969,000","32,893,000","35,810,000","35,193,000","32,361,000","32,905,000"
			DepreciationAndAmortization,"136,961,000","33,425,000","33,351,000","34,025,000","36,160,000","54,255,000","57,636,000","57,297,000","57,924,000","58,534,000","57,598,000","57,925,000","55,835,000","50,853,000","46,864,000","44,235,000","45,992,000","43,164,000","43,496,000","42,661,000","46,807,000","45,253,000","42,565,000","36,240,000","38,436,000","39,427,000","33,969,000","32,893,000","35,810,000","35,193,000","32,361,000","32,905,000"
		DeferredTax,"-68,047,000","6,114,000","-74,161,000","0","0","0","881,000","0","0","113,185,000","-1,859,000","-939,000","-953,000","1,919,000","-2,727,000","622,000","-58,656,000","-6,017,000","-3,259,000","-73,000",,,"1,712,000","1,451,000",,,,,,,,
			DeferredIncomeTax,"-68,047,000","6,114,000","-74,161,000","0","0","0","881,000","0","0","113,185,000","-1,859,000","-939,000","-953,000","1,919,000","-2,727,000","622,000","-58,656,000","-6,017,000","-3,259,000","-73,000",,,"1,712,000","1,451,000",,,,,,,,
