name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"561,525,103","613,376,105","498,475,385","574,378,968","933,089,486"
EnterpriseValue,"341,560,103","399,874,105","272,500,385","344,477,968","933,089,486"
PeRatio,,"53.889",,,
ForwardPeRatio,,"97.087",,,
PegRatio,,"3.233",,,
PsRatio,"1.979","2.108","1.78","2.058",
PbRatio,"1.961","2.021","1.671","2.008",
EnterprisesValueRevenueRatio,"1.204","5.676","3.788","4.881","13.175"
EnterprisesValueEBITDARatio,"21.629","-44.539","21.868","18.951","-153.192"
