name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012
OperatingCashFlow,"-95,217,663","-19,429,743","-37,660,164","-20,916,341","-17,211,415","-16,085,475","-6,928,762","-12,501,620","-4,953,656","-3,424,763","-3,879,624","-2,534,151","-3,667,080","-2,011,929","-3,147,862","-1,670,983","-2,266,173","-1,625,243","-1,131,614","-979,048","-1,016,311","-1,855,008","-1,450,529","-2,144,487","-2,825,510","-3,627,236","-3,475,090","-3,215,909","-4,488,824","-4,432,292","-4,983,517","-2,322,095","-3,540","-9,124","-5,374","-5,040","-2,942","1,497","-3,344","-1,986"
	CashFlowFromContinuingOperatingActivities,"-95,217,663","-19,429,743","-37,660,164","-20,916,341","-17,211,415","-16,085,475","-6,928,762","-12,501,620","-4,953,656","-3,424,763","-3,879,624","-2,534,151","-3,667,080","-2,011,929","-3,147,862","-1,670,983","-2,266,173","-1,625,243","-1,131,614","-979,048","-1,016,311","-1,855,008","-1,450,529","-2,144,487","-2,825,510","-3,627,236","-3,475,090","-3,215,909","-4,488,824","-4,432,292","-4,983,517","-2,322,095","-3,540","-9,124","-5,374","-5,040","-2,942","1,497","-3,344","-1,986"
		NetIncomeFromContinuingOperations,"-143,282,411","-39,745,783","-34,378,493","-42,606,191","-26,551,944","-22,215,181","-20,762,130","-16,902,507","-11,118,441","-10,673,316","-4,527,048","-3,669,494","-4,122,592","-2,686,065","-7,129,310","-3,380,093","-3,349,932","-3,201,884","-1,427,350","-981,686","-1,633,617","-1,981,494","-1,030,829","-1,640,581","-3,317,391","-1,859,780","-2,460,662","4,663,142","6,042,436","-2,462,961","5,455,377","-29,838,448","-3,124","-14,374","-12,364","-19,485","-4,146","-9,020","-8,629","-2,481"
		OperatingGainsLosses,"598,245","15,022","122,684","336,949","123,590","52,789","-88,759","86,171","-12,810","171,611",,,"0","-2","3,510,563","318,541","789,443","254,862","-341,106","5,702","-108,771","-244,075","-449,041","80,043",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"598,245","15,022","122,684","336,949","123,590","52,789","-88,759","86,171","-12,810","171,611",,,"0","-2","-263,905","318,541","789,443","254,862","-341,106","5,702","-103,577","-244,075","-449,041","80,043",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"452","0","0","0","452","806","823","854","1,029","1,046","1,100","1,100","1,088","1,075","1,302","1,405","929","568","582","548","18,259","23,268","23,581","20,163","21,341","27,570","2,955","2,953","3,307","2,448","-93","3,594","150","150","150",,,"0","0",
			DepreciationAndAmortization,"452","0","0","0","452","806","823","854","1,029","1,046","1,100","1,100","1,088","1,075","1,302","1,405","929","568","582","548","18,259","23,268","23,581","20,163","21,341","27,570","2,955","2,953","3,307","2,448","-93","3,594","150","150","150",,,"0","0",
				Depreciation,"452","0","0","0","452","806","823","854","1,029","1,046","1,100","1,100","1,088","1,075","1,302","1,405","929","568","582","548","18,259","23,268","23,581","20,163","21,341","27,570","2,955","2,953","3,307","2,448","-93","3,594","150","150","150",,,"0","0",
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"204,962","2,819",,,,,,,,,"0","0","0","0",,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"2,197,506","1,763,287","231,683","-86,745","289,281","177,163","151,706","-3,946","-1,221,946","934,919",,,,,,,,,,"5,702","-103,577","-244,075","-449,041","80,043",,,,,,,"-9,836,252","26,114,720",,,,,,,,
		StockBasedCompensation,"46,573,873","11,930,681","18,360,846","8,013,970","8,268,376","5,851,284","3,190,739","5,244,658","7,302,513","5,039,362","1,609,285","757,716","403,459","394,693","263,044","152,800","152,826","162,265","134,038","68,870","291,869","108,559","131,960","172,064","154,819","95,673","389,660","362,424","267,292","354,225","322,856","1,032,989",,,,,,,,
		OtherNonCashItems,,,,,,,,,,,,,"1","0","-269,763","536,520","527,980","293,422","204,962","2,819","291,869","108,559","131,960","172,064","13,387,290","-13,237,586","9,348,169","-9,293,339","267,292","354,225","-9,513,396",,,,,,,,,
		ChangeInWorkingCapital,"-1,305,328","6,607,050","-11,755,285","3,184,077","658,830","47,664","10,578,859","-926,850","95,999","1,101,615","-962,961","376,527","50,964","278,370","476,302","699,844","-387,419","865,524","297,260","-75,301","415,949","234,898","-122,364","-776,176","37,297","-1,208,432","1,800,107","1,048,911","-336,233","-223,439","-925,405","365,050","-566","5,100","6,840","14,345","1,204","10,517","5,285","495"
			ChangeInReceivables,"81,133","20,923","20,490","20,068","19,652","19,247","18,849","18,460","25,607","10,175","17,339","193,960","-160,349","16,285","15,950","23,237","-51,639","14,982","165,289","96,348",,,,"-2,350",,,,,,,,,,,,,,,,
