name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
OperatingCashFlow,"6,419,000,000","2,513,000,000","3,674,000,000","-1,148,000,000","1,380,000,000","454,000,000","1,328,000,000","1,321,000,000","538,000,000","-768,000,000","2,409,000,000","2,787,000,000","2,622,000,000","1,623,000,000","2,727,000,000","1,182,000,000","2,386,000,000","-137,000,000","2,746,000,000","1,901,000,000","849,000,000","1,113,000,000","991,000,000","405,000,000","2,263,000,000","327,000,000","808,000,000","1,069,000,000","994,000,000","1,190,000,000","388,000,000","1,078,000,000","878,000,000","766,000,000","1,355,000,000","407,000,000","-436,000,000","2,079,000,000","2,043,000,000","1,833,000,000","269,000,000","347,000,000","638,000,000","1,719,000,000","37,000,000","915,000,000","1,927,000,000","-5,000,000","444,000,000","-149,000,000","685,000,000"
	CashFlowFromContinuingOperatingActivities,"10,632,000,000","2,513,000,000","4,838,000,000","1,745,000,000","1,536,000,000","265,000,000","948,000,000","89,000,000","538,000,000","-768,000,000","2,409,000,000","2,787,000,000","2,622,000,000","1,623,000,000","2,727,000,000","1,182,000,000","2,386,000,000","-137,000,000","2,746,000,000","1,901,000,000","849,000,000","1,113,000,000","991,000,000","405,000,000","2,263,000,000","327,000,000","808,000,000","1,069,000,000","994,000,000","1,190,000,000","388,000,000","1,078,000,000","878,000,000","766,000,000","1,355,000,000","407,000,000","-436,000,000","2,079,000,000","2,043,000,000","1,833,000,000","269,000,000","347,000,000","638,000,000","1,719,000,000","37,000,000","915,000,000","1,927,000,000","-5,000,000","444,000,000","-149,000,000","685,000,000"
		NetIncomeFromContinuingOperations,"12,109,000,000","1,172,000,000","1,105,000,000","1,030,000,000","8,802,000,000","64,000,000","574,000,000","-609,000,000","276,000,000","-10,218,000,000","262,000,000","1,367,000,000","1,367,000,000","259,000,000","1,195,000,000","941,000,000","1,235,000,000","235,000,000","2,125,000,000","1,004,000,000","574,000,000","101,000,000","289,000,000","219,000,000","783,000,000","-78,000,000","168,000,000","958,000,000","839,000,000","903,000,000","805,000,000","679,000,000","864,000,000","207,000,000","631,000,000","173,000,000","599,000,000","730,000,000",,,,,,,,"529,000,000","230,000,000",,,"-289,000,000","-52,000,000"
		OperatingGainsLosses,"-827,000,000","-160,000,000","-107,000,000","-633,000,000","73,000,000","-295,000,000","-110,000,000","15,000,000","11,000,000","1,214,000,000","-77,000,000","-331,000,000","-133,000,000","-232,000,000","-151,000,000","-112,000,000","-35,000,000","-70,000,000","14,000,000","-15,000,000","-145,000,000","-7,000,000","-273,000,000","185,000,000","194,000,000","15,000,000","40,000,000","-23,000,000","74,000,000","11,000,000","109,000,000","-16,000,000","-11,000,000","62,000,000","-111,000,000","40,000,000","-72,000,000","-26,000,000","92,000,000","-234,000,000","132,000,000","56,000,000","-169,000,000","14,000,000","7,000,000","44,000,000","33,000,000","-107,000,000","17,000,000","25,000,000","40,000,000"
			GainLossOnInvestmentSecurities,"-12,000,000","-71,000,000","27,000,000","-10,000,000","42,000,000","-43,000,000","8,000,000","14,000,000","70,000,000","-47,000,000","26,000,000","-7,000,000","-56,000,000","29,000,000","-75,000,000","12,000,000","15,000,000","-14,000,000","15,000,000","42,000,000","31,000,000","28,000,000","-47,000,000","-23,000,000","47,000,000","-18,000,000","-5,000,000","-9,000,000","30,000,000","-12,000,000","32,000,000","-33,000,000","23,000,000","-25,000,000","33,000,000","3,000,000","0","-57,000,000",,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-509,000,000","-142,000,000","-152,000,000","-122,000,000","-93,000,000","-91,000,000","-102,000,000","-68,000,000","-105,000,000","1,210,000,000","-64,000,000","-124,000,000","-107,000,000","-99,000,000","-111,000,000","-96,000,000","-80,000,000","-86,000,000","-82,000,000","-84,000,000","-83,000,000","-57,000,000","-250,000,000","286,000,000","121,000,000","28,000,000","17,000,000","-6,000,000","12,000,000","2,000,000","56,000,000","5,000,000","-50,000,000","6,000,000","-14,000,000","-7,000,000","-1,000,000","4,000,000","-2,000,000","5,000,000","2,000,000","6,000,000","9,000,000","-5,000,000","-5,000,000","-1,000,000","-3,000,000","-5,000,000","-12,000,000","-14,000,000","2,000,000"
			PensionAndEmployeeBenefitExpense,"-306,000,000","35,000,000","36,000,000","-501,000,000","124,000,000","-158,000,000","48,000,000","69,000,000","48,000,000","55,000,000","46,000,000","-196,000,000","34,000,000","52,000,000","52,000,000","-27,000,000","33,000,000","32,000,000","79,000,000","27,000,000","-86,000,000","27,000,000","30,000,000","-77,000,000","26,000,000","30,000,000","29,000,000","-6,000,000","31,000,000","26,000,000","28,000,000","14,000,000","27,000,000","82,000,000","-127,000,000","45,000,000","-70,000,000","28,000,000","34,000,000","-64,000,000","131,000,000","52,000,000","-176,000,000","24,000,000","16,000,000","46,000,000","39,000,000","-97,000,000","31,000,000","40,000,000","38,000,000"
		DepreciationAmortizationDepletion,"3,325,000,000","805,000,000","813,000,000","836,000,000","871,000,000","844,000,000","849,000,000","629,000,000","935,000,000","962,000,000","978,000,000","855,000,000","886,000,000","919,000,000","874,000,000","555,000,000","533,000,000","528,000,000","540,000,000","517,000,000","521,000,000","536,000,000","504,000,000","507,000,000","500,000,000","490,000,000","413,000,000","508,000,000","362,000,000","363,000,000","359,000,000","322,000,000","325,000,000","320,000,000","332,000,000","299,000,000","302,000,000","287,000,000","283,000,000","246,000,000","236,000,000","230,000,000","230,000,000","227,000,000","218,000,000","216,000,000","218,000,000","234,000,000","269,000,000","220,000,000","194,000,000"
			DepreciationAndAmortization,"3,325,000,000","805,000,000","813,000,000","836,000,000","871,000,000","844,000,000","849,000,000","629,000,000","935,000,000","962,000,000","978,000,000","855,000,000","886,000,000","919,000,000","874,000,000","555,000,000","533,000,000","528,000,000","540,000,000","517,000,000","521,000,000","536,000,000","504,000,000","507,000,000","500,000,000","490,000,000","413,000,000","508,000,000","362,000,000","363,000,000","359,000,000","322,000,000","325,000,000","320,000,000","332,000,000","299,000,000","302,000,000","287,000,000","283,000,000","246,000,000","236,000,000","230,000,000","230,000,000","227,000,000","218,000,000","216,000,000","218,000,000","234,000,000","269,000,000","220,000,000","194,000,000"
		DeferredTax,"1,777,000,000","-65,000,000","1,560,000,000","389,000,000","-107,000,000","78,000,000","-113,000,000","-320,000,000","345,000,000","-1,960,000,000","251,000,000","412,000,000","233,000,000","127,000,000","5,000,000","40,000,000","21,000,000","-19,000,000","-1,290,000,000","34,000,000","28,000,000","-5,000,000","59,000,000","160,000,000","177,000,000","-2,000,000","140,000,000","6,000,000","-10,000,000","-2,000,000","-116,000,000","-35,000,000","-77,000,000","-14,000,000","1,000,000","-12,000,000","28,000,000","6,000,000","67,000,000","97,000,000","136,000,000","192,000,000","-6,000,000","95,000,000","46,000,000","-12,000,000","26,000,000","161,000,000","234,000,000","-113,000,000","-68,000,000"
