name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"3,595,448,000","3,712,692,000","3,728,951,000","3,686,800,000","3,673,820,000","3,507,300,000","3,383,828,000","3,347,637,000","3,355,133,000","3,390,277,000","3,443,301,000","3,485,710,000","3,524,045,000","3,535,261,000","3,596,020,000","3,646,812,000","3,708,864,000","3,719,126,000","3,761,225,000","2,061,069,000","2,078,240,000","2,092,758,000","2,104,159,000","2,122,839,000","2,126,081,000","2,138,526,000","2,203,085,000","2,222,420,000","2,213,356,000","2,220,265,000","1,913,455,000","1,720,517,000","1,733,014,000","1,747,378,000","1,754,464,000","1,757,289,000","1,771,916,000","1,794,828,000","1,802,730,000","1,479,436,000","1,184,743,000","1,194,069,000","1,190,373,000","1,195,081,000","1,205,205,000","1,209,546,000","1,208,060,000","1,211,252,000","1,215,634,000","1,223,043,000","1,228,291,000","1,223,862,000","1,226,798,000","1,241,626,000","1,254,080,000","1,263,841,000","1,295,527,000","1,304,591,000","862,067,000","876,701,000","881,429,000","889,579,000","907,726,000","928,577,000","938,606,000","945,950,000","972,385,000","959,667,000","969,111,000","1,006,099,000"
	CurrentAssets,"436,954,000","427,815,000","471,180,000","470,750,000","500,465,000","340,661,000","266,443,000","207,907,000","185,828,000","176,867,000","185,449,000","200,596,000","195,878,000","198,143,000","199,949,000","209,646,000","228,853,000","213,659,000","222,910,000","118,106,000","129,471,000","133,201,000","129,063,000","153,649,000","127,807,000","126,408,000","155,100,000","152,704,000","132,393,000","134,145,000","284,546,000","81,302,000","85,997,000","87,720,000","89,245,000","85,460,000","93,641,000","108,524,000","116,447,000","466,334,000","165,730,000","168,330,000","152,509,000","144,437,000","143,799,000","136,250,000","124,804,000","116,915,000","109,296,000","104,366,000","98,432,000","82,969,000","76,835,000","78,576,000","82,283,000","80,178,000","100,667,000","99,615,000","76,272,000","75,850,000","76,546,000","74,217,000","72,615,000","78,743,000","76,809,000","79,035,000","89,091,000","68,016,000","65,594,000","98,887,000"
		CashCashEquivalentsAndShortTermInvestments,"159,938,000","210,436,000","253,645,000","289,281,000","325,142,000","155,561,000","99,719,000","45,876,000","14,139,000","12,395,000","6,178,000","10,450,000","6,724,000","9,599,000","3,826,000","10,642,000","11,140,000","15,657,000","23,314,000","15,859,000","26,629,000","27,077,000","33,403,000","24,555,000","24,461,000","15,878,000","23,854,000","6,946,000","9,339,000","6,679,000","4,890,000","4,882,000","6,829,000","5,551,000","6,291,000","3,520,000","8,624,000","17,854,000","24,775,000","84,984,000","98,493,000","105,704,000","92,005,000","82,007,000","77,241,000","67,654,000","55,961,000","53,574,000","44,339,000","42,758,000","31,883,000","20,025,000","13,347,000","15,471,000","12,435,000","10,433,000","34,295,000","34,341,000","24,355,000","26,707,000","26,103,000","26,672,000","19,898,000","30,442,000","25,707,000","31,409,000","33,687,000","18,145,000","18,216,000","52,084,000"
			CashAndCashEquivalents,"74,171,000","99,635,000","98,682,000","199,314,000","325,142,000","155,561,000","99,719,000","45,876,000","14,139,000","12,395,000","6,178,000","10,450,000","6,724,000","9,599,000","3,826,000","10,642,000","11,140,000","15,657,000","23,314,000","15,859,000","26,629,000","27,077,000","33,403,000","24,555,000","24,461,000","15,878,000","23,854,000","6,946,000","9,339,000","6,679,000","4,890,000","4,882,000","6,829,000","5,551,000","6,291,000","3,520,000","8,624,000","17,854,000","24,775,000","84,984,000","98,493,000","105,704,000","92,005,000","82,007,000","77,241,000","67,654,000","55,961,000","53,574,000","44,339,000","42,758,000","31,883,000","20,025,000","13,347,000","15,471,000","12,435,000","10,433,000","34,295,000","34,341,000","24,355,000","16,082,000","26,103,000","26,672,000","19,898,000","30,442,000","25,707,000","31,409,000","33,687,000","18,145,000","18,216,000","52,084,000"
			OtherShortTermInvestments,"85,767,000","110,801,000","154,963,000","89,967,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,625,000",,,,,,,,,,
		Receivables,"121,329,000","134,496,000","135,040,000","130,042,000","126,749,000","138,718,000","124,251,000","120,867,000","126,514,000","122,685,000","137,201,000","144,915,000","143,353,000","144,208,000","155,535,000","134,558,000","155,987,000","143,374,000","144,338,000","76,394,000","73,828,000","77,832,000","77,579,000","78,483,000","82,237,000","92,715,000","100,502,000","112,291,000","88,788,000","96,476,000","52,192,000","54,047,000","57,057,000","61,829,000","58,395,000","58,481,000","62,573,000","70,401,000","72,135,000","46,441,000","45,899,000","44,480,000","39,989,000","40,984,000","43,964,000","48,502,000","47,072,000","41,898,000","42,635,000","42,125,000","44,990,000","46,229,000","45,589,000","45,092,000","46,325,000","44,777,000","47,250,000","44,001,000","37,067,000","34,276,000","35,788,000","34,396,000","37,017,000","33,010,000","35,916,000","35,503,000","37,718,000","31,897,000","32,148,000","33,817,000"
			AccountsReceivable,"118,596,000","133,362,000","133,524,000","128,601,000","125,677,000","137,646,000","119,076,000","116,493,000","122,340,000","120,016,000","125,908,000","133,535,000","132,326,000","133,136,000","143,077,000","122,167,000","134,095,000","121,528,000","120,844,000","50,338,000","49,770,000","56,216,000","68,447,000","64,524,000","63,477,000","68,848,000","73,304,000","87,096,000","74,672,000","77,536,000","51,388,000","51,079,000","52,368,000","52,033,000","56,849,000","56,527,000","56,229,000","58,582,000","60,661,000","35,165,000","34,169,000","35,492,000","35,537,000","37,058,000","39,285,000","42,012,000","41,647,000","41,898,000","42,635,000","42,125,000","44,990,000","46,229,000","45,589,000","45,092,000","46,325,000","44,777,000","47,250,000","44,001,000","37,067,000","34,276,000","35,788,000","34,396,000","37,017,000","33,010,000","35,916,000","35,503,000","37,718,000","31,897,000","32,148,000","33,817,000"
				GrossAccountsReceivable,"128,715,000","143,323,000","144,102,000",,,"146,782,000",,,,"124,565,000",,,,"137,557,000",,,,"128,195,000",,,,"59,029,000",,,,"72,083,000",,,,"80,288,000",,,,"53,631,000",,,,"62,607,000",,"37,908,000",,"38,039,000","38,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,119,000","-9,961,000","-10,578,000",,,"-9,136,000",,,,"-4,549,000",,,,"-4,421,000",,,,"-6,667,000",,,,"-2,813,000",,,,"-3,235,000",,,,"-2,752,000",,,,"-1,598,000",,,,"-4,025,000",,"-2,743,000",,"-2,547,000","-2,824,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"2,733,000","1,134,000","1,516,000","1,441,000","1,072,000","1,072,000","5,175,000","4,374,000","4,174,000","2,669,000","11,293,000","11,380,000","11,027,000","11,072,000","12,458,000","12,391,000","21,892,000","21,846,000","23,494,000","26,056,000","24,058,000","21,616,000","9,132,000","13,959,000","18,760,000","23,867,000","27,198,000","25,195,000","14,116,000","18,940,000","804,000","2,968,000","4,689,000","9,796,000","1,546,000","1,954,000","6,344,000","11,819,000","11,474,000","11,276,000","11,730,000","8,988,000","4,452,000","3,926,000","4,679,000","6,490,000","5,425,000",,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,233,000","6,950,000","7,151,000","7,411,000","8,257,000","8,732,000","7,972,000","7,339,000","7,671,000","7,582,000","6,874,000","7,118,000","7,068,000","7,373,000","7,482,000","7,094,000","7,235,000","6,602,000","6,364,000","4,529,000","4,014,000","3,846,000","4,170,000","4,048,000","3,753,000","3,802,000","3,420,000","3,107,000","3,188,000","3,202,000","3,529,000"
