name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,01/31/2020
TotalAssets,"2,392,300,000","2,362,200,000","2,521,900,000","2,404,800,000","2,301,500,000","2,337,300,000","2,519,600,000","2,301,300,000"
	CurrentAssets,"755,000,000","720,300,000","857,800,000","732,300,000","628,600,000","654,800,000","799,600,000","719,800,000"
		CashCashEquivalentsAndShortTermInvestments,"22,300,000","22,500,000","30,900,000","22,100,000","22,700,000","27,400,000","33,200,000","24,400,000"
			CashAndCashEquivalents,"22,300,000","22,500,000","30,900,000","22,100,000","22,700,000","27,400,000","33,200,000","24,400,000"
		Inventory,"674,500,000","658,600,000","744,300,000","632,000,000","539,300,000","555,900,000","697,700,000","649,700,000"
		PrepaidAssets,"58,200,000","39,200,000","82,600,000","78,200,000","66,600,000","71,500,000","68,700,000","45,700,000"
	TotalNonCurrentAssets,"1,637,300,000","1,641,900,000","1,664,100,000","1,672,500,000","1,672,900,000","1,682,500,000","1,720,000,000","1,581,500,000"
		NetPPE,"1,066,300,000","1,074,800,000","1,103,200,000","1,111,200,000","1,110,200,000","1,117,500,000","1,160,400,000","1,016,100,000"
			GrossPPE,"1,066,300,000","1,758,100,000","1,103,200,000","1,111,200,000","1,110,200,000","1,758,900,000","1,160,400,000","1,610,700,000"
				Properties,,"0",,,,"0",,"0"
				LandAndImprovements,,"52,500,000",,,,"83,500,000",,"81,800,000"
				MachineryFurnitureEquipment,,"477,700,000",,,,"463,600,000",,"466,500,000"
				OtherProperties,"1,066,300,000","846,700,000","1,103,200,000","1,111,200,000","1,110,200,000","853,800,000","1,160,400,000","711,900,000"
				ConstructionInProgress,,"6,600,000",,,,"1,900,000",,"1,500,000"
				Leases,,"374,600,000",,,,"356,100,000",,"349,000,000"
			AccumulatedDepreciation,,"-683,300,000",,,,"-641,400,000",,"-594,600,000"
		GoodwillAndOtherIntangibleAssets,"535,600,000","532,300,000","534,100,000","535,800,000","537,500,000","539,200,000","540,900,000","546,200,000"
			Goodwill,"162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000"
			OtherIntangibleAssets,"373,600,000","370,300,000","372,100,000","373,800,000","375,500,000","377,200,000","378,900,000","384,200,000"
		OtherNonCurrentAssets,"35,400,000","34,800,000","26,800,000","25,500,000","25,200,000","25,800,000","18,700,000","19,200,000"
TotalLiabilitiesNetMinorityInterest,"2,277,300,000","2,212,400,000","2,375,300,000","2,267,800,000","2,166,300,000","2,294,900,000","2,516,100,000","2,473,300,000"
	CurrentLiabilities,"497,700,000","576,800,000","623,400,000","584,600,000","512,600,000","608,600,000","651,400,000","498,200,000"
		PayablesAndAccruedExpenses,"321,400,000","337,400,000","439,900,000","402,800,000","332,200,000","332,200,000","467,200,000","295,100,000"
			Payables,"194,000,000","282,100,000","311,300,000","266,200,000","205,100,000","275,000,000","328,900,000","252,800,000"
				AccountsPayable,"194,000,000","253,800,000","311,300,000","266,200,000","205,100,000","250,100,000","328,900,000","227,100,000"
				TotalTaxPayable,,"23,600,000",,,,"23,400,000",,"24,500,000"
				OtherPayable,,"4,700,000",,,,"1,500,000",,"1,200,000"
			CurrentAccruedExpenses,"127,400,000","55,300,000","128,600,000","136,600,000","127,100,000","57,200,000","138,300,000","42,300,000"
				InterestPayable,,"600,000",,,,"5,100,000",,"2,700,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"49,600,000",,,,"83,600,000",,"35,500,000"
		CurrentDebtAndCapitalLeaseObligation,"176,300,000","189,800,000","183,500,000","181,800,000","180,400,000","192,800,000","184,200,000","167,600,000"
			CurrentDebt,"6,800,000","6,800,000","6,800,000","6,800,000",,,,"9,100,000"
				OtherCurrentBorrowings,"6,800,000","6,800,000","6,800,000","6,800,000",,,,"9,100,000"
			CurrentCapitalLeaseObligation,"169,500,000","183,000,000","176,700,000","175,000,000","180,400,000","192,800,000","184,200,000","158,500,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,779,600,000","1,635,600,000","1,751,900,000","1,683,200,000","1,653,700,000","1,686,300,000","1,864,700,000","1,975,100,000"
		LongTermDebtAndCapitalLeaseObligation,"1,656,500,000","1,519,400,000","1,612,000,000","1,543,000,000","1,515,600,000","1,559,900,000","1,722,400,000","1,858,000,000"
			LongTermDebt,"931,000,000","778,600,000","853,800,000","771,200,000","760,400,000","786,300,000","921,600,000","1,210,200,000"
			LongTermCapitalLeaseObligation,"725,500,000","740,800,000","758,200,000","771,800,000","755,200,000","773,600,000","800,800,000","647,800,000"
		NonCurrentDeferredLiabilities,"88,800,000","87,700,000","91,200,000","87,500,000","86,900,000","98,000,000","91,600,000","91,000,000"
			NonCurrentDeferredTaxesLiabilities,"88,800,000","87,700,000","91,200,000","87,500,000","86,900,000","98,000,000","91,600,000","91,000,000"
		EmployeeBenefits,,"15,800,000",,,,"17,400,000",,"17,200,000"
		OtherNonCurrentLiabilities,"34,300,000","12,700,000","48,700,000","52,700,000","51,200,000","11,000,000","50,700,000","8,900,000"
TotalEquityGrossMinorityInterest,"115,000,000","149,800,000","146,600,000","137,000,000","135,200,000","42,400,000","3,500,000","-172,000,000"
	StockholdersEquity,"115,000,000","149,800,000","146,600,000","137,000,000","135,200,000","42,400,000","3,500,000","-172,000,000"
		CapitalStock,"400,000","400,000","400,000","400,000","400,000","300,000","300,000","300,000"
			CommonStock,"400,000","400,000","400,000","400,000","400,000","300,000","300,000","300,000"
		AdditionalPaidInCapital,"203,700,000","203,300,000","203,600,000","202,800,000","202,200,000","124,700,000","124,300,000","123,200,000"
		RetainedEarnings,"-64,500,000","-24,900,000","-34,400,000","-52,900,000","-53,900,000","-69,000,000","-107,300,000","-281,300,000"
		TreasuryStock,"29,900,000","30,800,000","24,100,000","13,300,000","13,300,000","13,300,000","13,300,000","13,300,000"
		GainsLossesNotAffectingRetainedEarnings,"5,300,000","1,800,000","1,100,000","0","-200,000","-300,000","-500,000","-900,000"
TotalCapitalization,"1,046,000,000","928,400,000","1,000,400,000","908,200,000","895,600,000","828,700,000","925,100,000","1,038,200,000"
CommonStockEquity,"115,000,000","149,800,000","146,600,000","137,000,000","135,200,000","42,400,000","3,500,000","-172,000,000"
CapitalLeaseObligations,"895,000,000","923,800,000","934,900,000","946,800,000","935,600,000","966,400,000","985,000,000","806,300,000"
NetTangibleAssets,"-420,600,000","-382,500,000","-387,500,000","-398,800,000","-402,300,000","-496,800,000","-537,400,000","-718,200,000"
WorkingCapital,"257,300,000","143,500,000","234,400,000","147,700,000","116,000,000","46,200,000","148,200,000","221,600,000"
InvestedCapital,"1,052,800,000","935,200,000","1,007,200,000","915,000,000","895,600,000","828,700,000","925,100,000","1,047,300,000"
TangibleBookValue,"-420,600,000","-382,500,000","-387,500,000","-398,800,000","-402,300,000","-496,800,000","-537,400,000","-718,200,000"
TotalDebt,"1,832,800,000","1,709,200,000","1,795,500,000","1,724,800,000","1,696,000,000","1,752,700,000","1,906,600,000","2,025,600,000"
