name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"3,839,351,000","3,828,545,000","3,946,138,000","3,761,415,000","3,741,204,000","3,767,570,000","3,278,905,000","3,251,822,000","3,318,784,000","3,227,590,000","3,572,257,000","3,171,767,000","3,074,183,000","3,054,799,000","3,431,983,000","3,355,113,000","3,438,763,000","3,561,038,000","3,229,471,000","3,129,938,000","3,066,705,000","3,043,505,000","2,826,688,000","2,556,458,000","2,538,594,000","2,571,715,000","1,763,067,000","1,734,903,000","1,656,363,000","1,649,353,000","1,697,992,000","1,707,313,000","1,483,046,000","1,484,343,000","1,420,841,000","1,403,260,000","1,183,675,000","1,191,968,000","1,145,730,000","1,144,068,000","1,129,084,000","1,132,923,000","882,922,000","881,230,000","865,802,000","871,723,000","862,864,000","858,679,000","846,979,000","816,894,000","917,102,000","834,402,000","823,797,000","825,090,000","836,903,000","834,936,000","839,211,000","847,590,000","846,178,000","839,573,000","830,225,000","616,205,000","622,841,000","621,218,000","622,756,000","594,175,000","599,579,000","593,673,000","587,820,000","595,952,000","570,280,000","564,765,000","549,309,000","549,939,000","552,753,000","428,397,000","419,129,000","430,673,000","431,577,000","428,958,000","419,978,000","426,006,000","429,290,000","426,341,000","419,153,000","457,016,000","468,084,000","468,343,000","463,615,000"
	CurrentAssets,"859,872,000","834,456,000","932,778,000","750,191,000","729,396,000","737,301,000","752,621,000","717,849,000","771,722,000","661,793,000","1,003,255,000","597,437,000","572,102,000","586,096,000","965,317,000","687,343,000","767,830,000","886,595,000","724,516,000","631,335,000","573,223,000","549,776,000","754,925,000","486,765,000","461,993,000","463,161,000","258,202,000","289,559,000","207,607,000","196,519,000","232,110,000","204,792,000","185,356,000","181,737,000","192,836,000","366,116,000","160,356,000","164,096,000","171,671,000","166,792,000","149,987,000","150,224,000","232,520,000","229,154,000","211,797,000","215,071,000","213,440,000","207,591,000","194,166,000","165,920,000","260,343,000","176,119,000","164,246,000","163,842,000","170,420,000","164,781,000","166,879,000","176,922,000","174,798,000","165,912,000","156,895,000","145,321,000","151,110,000","148,598,000","149,764,000","150,826,000","155,881,000","149,166,000","140,195,000","147,455,000","135,488,000","129,533,000","113,706,000","113,680,000","115,886,000","107,477,000","98,043,000","108,811,000","108,631,000","104,261,000","97,100,000","106,280,000","105,939,000","101,484,000","91,305,000","125,308,000","110,476,000","107,589,000","102,256,000"
		CashCashEquivalentsAndShortTermInvestments,"41,470,000","33,690,000","27,062,000","40,322,000","43,128,000","52,182,000","56,967,000","181,200,000","127,068,000","11,315,000","267,006,000","19,911,000","11,284,000","11,648,000","26,171,000","62,840,000","118,144,000","206,506,000","22,615,000","51,670,000","31,801,000","28,833,000","240,580,000","107,568,000","65,180,000","5,246,000","45,943,000","98,540,000","23,670,000","1,490,000","5,981,000","4,010,000","17,004,000","4,107,000","12,299,000","202,407,000","16,146,000","19,219,000","15,350,000","21,441,000","19,964,000","16,738,000","98,107,000","101,531,000","99,572,000","98,738,000","87,525,000","80,500,000","69,358,000","39,930,000","117,628,000","29,594,000","33,498,000","32,559,000","31,899,000","24,086,000","33,326,000","36,606,000","34,624,000","37,426,000","28,046,000","29,626,000","20,901,000","21,541,000","22,713,000","25,429,000","22,858,000","22,397,000","23,001,000","28,525,000","9,742,000","13,926,000","3,352,000","8,092,000","2,997,000","13,896,000","11,311,000","15,866,000","9,737,000","10,579,000","8,816,000","15,055,000","7,352,000","9,668,000","5,551,000","13,433,000","7,522,000","8,575,000","4,191,000"
			CashAndCashEquivalents,"41,470,000","33,690,000","27,062,000","40,322,000","43,128,000","52,182,000","56,967,000","181,200,000","127,068,000","11,315,000","267,006,000","19,911,000","11,284,000","11,648,000","26,171,000","62,840,000","118,144,000","206,506,000","22,615,000","51,670,000","31,801,000","28,833,000","240,580,000","107,568,000","65,180,000","5,246,000","45,943,000","98,540,000","23,670,000","1,490,000","5,981,000","4,010,000","17,004,000","4,107,000","12,299,000","202,407,000","16,146,000","19,219,000","15,350,000","21,441,000","19,964,000","16,738,000","98,107,000","101,531,000","99,572,000","98,738,000","87,525,000","80,500,000","69,358,000","39,930,000","117,628,000","29,594,000","33,498,000","32,559,000","31,899,000","24,086,000","33,326,000","36,606,000","34,624,000","37,426,000","28,046,000","29,626,000","20,901,000","21,541,000","22,713,000","25,429,000","22,858,000","22,397,000","23,001,000","28,525,000","9,742,000","13,926,000","3,352,000","8,092,000","2,997,000","13,896,000","11,311,000","15,866,000","9,737,000","10,579,000","8,816,000","15,055,000","7,352,000","9,668,000","5,551,000","13,433,000","7,522,000","8,575,000","4,191,000"
		Receivables,"165,327,000","149,565,000","186,996,000","131,868,000","150,704,000","148,696,000","181,776,000","145,412,000","219,650,000","152,842,000","180,004,000","146,549,000","164,295,000","153,105,000","184,542,000","153,859,000","176,546,000","158,186,000","180,910,000","134,238,000","152,130,000","130,052,000","97,964,000","85,613,000","72,584,000","72,226,000","66,476,000","54,562,000","60,931,000","70,367,000","80,984,000","69,607,000","55,825,000","66,185,000","61,966,000","51,388,000","50,163,000","47,619,000","44,507,000","40,659,000","41,636,000","42,005,000","36,418,000","34,480,000","32,658,000","34,616,000","33,008,000","29,558,000","32,842,000","35,352,000","35,901,000","31,442,000","33,432,000","38,799,000","39,011,000","37,870,000","35,217,000","42,931,000","38,919,000","32,895,000","36,016,000","31,606,000","29,627,000","29,075,000","27,659,000","32,487,000","36,132,000","32,789,000","35,296,000","35,233,000","28,918,000","27,566,000","25,632,000","22,348,000","26,232,000","19,336,000","18,774,000","21,900,000","20,591,000","21,814,000","17,073,000","21,621,000","22,536,000","19,554,000","20,262,000","24,171,000","24,769,000","25,153,000","17,914,000"
			AccountsReceivable,"164,190,000","145,281,000","179,655,000","121,849,000","136,265,000","132,935,000","163,713,000","141,216,000","200,563,000","143,908,000","167,975,000","136,493,000","162,774,000","151,707,000","170,140,000","137,147,000","160,758,000","141,392,000","171,343,000","125,169,000","148,341,000","119,265,000","90,609,000","71,243,000","72,584,000","69,712,000","63,419,000","50,361,000","55,786,000","55,925,000","68,444,000","58,352,000","55,442,000","62,763,000","56,946,000","44,890,000","46,816,000","43,357,000","41,124,000","34,650,000","35,199,000","39,476,000","33,282,000","30,070,000","29,774,000","34,445,000","31,842,000","27,524,000","30,495,000","34,488,000","33,879,000","29,735,000","31,994,000","36,578,000","38,414,000","37,569,000","35,161,000","42,362,000","37,749,000","32,318,000","35,425,000","31,090,000","29,627,000","29,075,000","26,934,000","31,869,000","28,384,000","25,478,000","28,306,000","28,227,000","28,918,000","25,845,000","25,632,000","22,348,000","26,232,000","19,336,000","18,774,000","21,900,000","20,591,000","21,814,000","17,073,000","21,621,000","22,536,000","19,554,000","20,262,000","24,171,000","24,769,000","25,153,000","17,914,000"
				GrossAccountsReceivable,,"147,278,000",,,,"134,674,000",,,,"145,702,000",,,,"153,558,000",,,"160,758,000","143,216,000",,,,"120,984,000",,,,"70,879,000",,,,"56,930,000",,,,"63,844,000",,,,"44,188,000",,,,"40,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,997,000",,,,"-1,739,000",,,,"-1,794,000",,,,"-1,851,000",,,,"-1,824,000",,,,"-1,719,000",,,,"-1,167,000",,,,"-1,005,000",,,,"-1,081,000",,,,"-831,000",,,,"-723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"1,137,000","4,284,000","7,341,000","10,019,000","14,439,000","15,761,000","18,063,000","4,196,000","19,087,000","8,934,000","12,029,000","10,056,000","1,521,000","1,398,000","14,402,000","16,712,000","15,788,000","16,794,000","9,567,000","9,069,000","3,789,000","10,787,000","7,355,000","14,370,000","0","2,514,000","3,057,000","4,201,000","5,145,000","14,442,000","12,540,000","11,255,000","383,000","3,422,000","5,020,000","6,498,000","3,347,000","4,262,000","3,383,000","6,009,000","6,437,000","2,529,000","3,136,000","4,410,000","2,884,000","171,000","1,166,000","2,034,000","2,347,000","864,000","2,022,000","1,707,000","1,438,000","2,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"597,000","301,000","56,000","569,000","1,170,000","577,000","591,000","516,000",,,"725,000","618,000","7,748,000","7,311,000","6,990,000","7,006,000",,"1,721,000",,,,,,,,,,,,,,,,,
		Inventory,"612,768,000","609,794,000","670,305,000","533,631,000","497,481,000","492,804,000","476,275,000","356,803,000","399,189,000","472,187,000","526,074,000","404,754,000","375,393,000","401,355,000","487,432,000","446,273,000","455,364,000","501,849,000","487,390,000","420,356,000","359,839,000","356,590,000","341,254,000","262,742,000","260,517,000","312,880,000","133,209,000","119,112,000","107,020,000","106,557,000","132,856,000","119,748,000","103,495,000","101,251,000","109,965,000","103,942,000","87,747,000","89,757,000","107,236,000","100,882,000","85,989,000","85,234,000","94,277,000","89,905,000","77,457,000","74,563,000","89,355,000","94,110,000","88,765,000","86,134,000","103,554,000","111,008,000","93,883,000","88,899,000","95,688,000","99,283,000","95,137,000","93,181,000","95,418,000","90,255,000","87,606,000","78,269,000","93,903,000","90,693,000","92,431,000","85,530,000","92,123,000","88,519,000","76,833,000","79,109,000","89,005,000","84,447,000","81,191,000","80,789,000","81,553,000","69,110,000","64,163,000","67,536,000","73,695,000","66,275,000","67,265,000","66,142,000","70,710,000","66,856,000","62,058,000","63,626,000","70,299,000","66,157,000","73,012,000"
			RawMaterials,"105,443,000","94,799,000","107,053,000","112,991,000","88,166,000","87,843,000","84,215,000","80,873,000","61,407,000","65,673,000","75,180,000","78,460,000","64,279,000","61,905,000","68,988,000","71,438,000","70,553,000","70,315,000","73,508,000","82,111,000","61,863,000","60,532,000","39,732,000","40,688,000","33,063,000","26,185,000","29,843,000","31,400,000","19,207,000","23,795,000","36,543,000","39,468,000","22,772,000","25,075,000","36,034,000","36,257,000","20,446,000","19,828,000","30,096,000","35,956,000","20,519,000","22,822,000","28,758,000","32,711,000","18,602,000","23,000,000","31,182,000","37,074,000","29,416,000","32,793,000","34,862,000","36,878,000","18,672,000","19,402,000","24,552,000","28,304,000","16,865,000","19,573,000","17,588,000","19,737,000","14,439,000","11,461,000","20,122,000","26,601,000","16,568,000","14,544,000","18,894,000","24,011,000","11,989,000","12,204,000",,,,,,,,,,,,,,,,,,,
			WorkInProcess,"113,126,000","145,102,000","182,804,000","46,386,000","60,295,000","95,207,000","116,862,000","39,332,000","72,894,000","111,866,000","132,094,000","33,833,000","56,843,000","95,282,000","134,134,000","92,581,000","113,384,000","140,425,000","124,676,000","58,294,000","76,334,000","98,664,000","105,179,000","68,539,000","90,465,000","123,817,000",,,,,,,,,"0","71,000","223,000","435,000","318,000","66,000","113,000","347,000","397,000","49,000","167,000","274,000","527,000","325,000","587,000","1,239,000","1,290,000","1,013,000","1,538,000","2,658,000","3,042,000","1,759,000","2,265,000","2,641,000","3,107,000","1,603,000","1,821,000","2,587,000","3,211,000","1,275,000","1,743,000","2,342,000","3,082,000","1,301,000","1,283,000","1,870,000",,,,,,,,,,,,,,,,,,,
