name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"243,556,000","71,410,000","66,537,000","57,933,000","47,676,000","39,134,000","30,126,000","26,332,000","22,368,000","32,457,000","32,001,000","31,422,000","28,626,000","26,277,000"
	OperatingRevenue,"243,556,000","71,410,000","66,537,000","57,933,000","47,676,000","39,134,000","30,126,000","26,332,000","22,368,000","32,457,000","32,001,000","31,422,000","28,626,000","26,277,000"
CostOfRevenue,"144,386,000","44,631,000","39,209,000","32,667,000","27,879,000","23,797,000","17,863,000","15,178,000","13,982,000","22,639,000","19,336,000","17,626,000","17,197,000","15,931,000"
GrossProfit,"99,170,000","26,779,000","27,328,000","25,266,000","19,797,000","15,337,000","12,263,000","11,154,000","8,386,000","9,818,000","12,665,000","13,796,000","11,429,000","10,346,000"
OperatingExpense,"97,139,000","26,576,000","28,854,000","23,296,000","18,413,000","17,115,000","15,819,000","12,825,000","11,573,000","16,852,000","8,520,000","8,211,000","6,593,000","9,287,000"
	SellingGeneralAndAdministration,"87,367,000","23,480,000","26,082,000","21,164,000","16,641,000","15,332,000","13,701,000","10,749,000","8,996,000","14,312,000","7,458,000","7,128,000","5,937,000","7,742,000"
		GeneralAndAdministrativeExpense,"71,727,000","19,265,000","21,567,000","17,091,000","13,804,000","12,300,000","11,101,000","8,504,000","7,359,000","10,743,000","5,773,000","5,364,000","4,151,000","6,030,000"
			OtherGandA,"71,727,000","19,265,000","21,567,000","17,091,000","13,804,000","12,300,000","11,101,000","8,504,000","7,359,000","10,743,000","5,773,000","5,364,000","4,151,000","6,030,000"
		SellingAndMarketingExpense,"15,640,000","4,215,000","4,515,000","4,073,000","2,837,000","3,032,000","2,600,000","2,245,000","1,637,000","3,569,000","1,685,000","1,764,000","1,786,000","1,712,000"
	ResearchAndDevelopment,"9,772,000","3,096,000","2,772,000","2,132,000","1,772,000","1,783,000","2,118,000","2,076,000","2,577,000","2,540,000","1,062,000","1,083,000","656,000","1,545,000"
OperatingIncome,"2,031,000","203,000","-1,526,000","1,970,000","1,384,000","-1,778,000","-3,556,000","-1,671,000","-3,187,000","-7,034,000","4,145,000","5,585,000","4,836,000","1,059,000"
OtherIncomeExpense,"-2,152,000","-700,000","-1,487,000","114,000","-79,000","-1,050,000","-183,000","455,000","208,000","-244,000","-4,000","-89,000","79,000","-162,000"
	OtherNonOperatingIncomeExpenses,"-2,152,000","-700,000","-1,487,000","114,000","-79,000","-1,050,000","-183,000","455,000","208,000","-244,000","-4,000","-89,000","79,000","-162,000"
PretaxIncome,"-121,000","-497,000","-3,013,000","2,084,000","1,305,000","-2,828,000","-3,739,000","-1,216,000","-2,979,000","-7,278,000","4,141,000","5,496,000","4,915,000","897,000"
TaxProvision,"8,184,000","2,170,000","593,000","2,633,000","2,788,000","-766,000","981,000","-99,000","-813,000","-2,682,000","2,034,000","1,043,000","1,380,000","185,000"
NetIncomeCommonStockholders,"-8,305,000","-2,667,000","-3,606,000","-549,000","-1,483,000","-2,062,000","-4,720,000","-1,117,000","-2,166,000","-4,596,000","2,107,000","4,453,000","3,535,000","712,000"
	NetIncome,"-8,305,000","-2,667,000","-3,606,000","-549,000","-1,483,000","-2,062,000","-4,720,000","-1,117,000","-2,166,000","-4,596,000","2,107,000","4,453,000","3,535,000","712,000"
		NetIncomeIncludingNoncontrollingInterests,"-8,305,000","-2,667,000","-3,606,000","-549,000","-1,483,000","-2,062,000","-4,720,000","-1,117,000","-2,166,000","-4,596,000","2,107,000","4,453,000","3,535,000","712,000"
			NetIncomeContinuousOperations,"-8,305,000","-2,667,000","-3,606,000","-549,000","-1,483,000","-2,062,000","-4,720,000","-1,117,000","-2,166,000","-4,596,000","2,107,000","4,453,000","3,535,000","712,000"
DilutedNIAvailtoComStockholders,"-8,305,000","-2,667,000","-3,606,000","-549,000","-1,483,000","-2,062,000","-4,720,000","-1,117,000","-2,166,000","-4,596,000","2,107,000","4,453,000","3,535,000","712,000"
BasicEPS,,"-0.04","-0.05","-0.01","-0.03","-0.04","-0.1","-0.02","-0.04","-0.09",,"0.088","0.07","0.014"
DilutedEPS,,"-0.04","-0.05","-0.01","-0.03","-0.04","-0.1","-0.02","-0.04","-0.09",,"0.088","0.07","0.014"
