name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
TotalRevenue,"3,736,811,000","967,315,000","987,556,000","922,631,000","859,309,000","461,279,000","498,490,000","401,922,000","138,529,000","771,081,000","969,816,000","991,968,000","1,012,956,000","855,796,000","862,795,000","904,330,000","851,771,000","704,138,000","667,007,000","687,231,000","701,682,000","591,746,000","578,351,000","621,329,000","584,133,000","538,143,000","519,846,000","574,841,000","553,421,000","493,355,000","474,487,000","519,769,000","499,337,000","437,987,000","419,984,000","456,625,000","407,339,000","370,437,000","328,268,000","342,317,000","346,308,000","301,495,000","273,919,000","288,714,000","275,891,000","232,662,000","218,558,000","203,655,000","177,359,000","184,051,000","170,994,000","178,608,000"
	OperatingRevenue,"3,730,184,000","949,744,000","1,026,701,000","907,232,000","846,507,000","450,335,000","498,490,000","401,922,000","130,817,000","771,081,000","969,816,000","991,968,000","994,430,000","855,796,000","862,795,000","904,330,000","836,350,000","704,138,000","667,007,000","687,231,000","701,682,000","591,746,000","578,351,000","621,329,000","584,133,000","538,143,000","519,846,000","574,841,000","553,421,000","493,355,000","474,487,000","519,769,000","499,337,000","437,987,000","419,984,000","456,625,000","407,339,000","370,437,000","328,268,000","342,317,000","346,308,000","301,495,000","273,919,000","288,714,000","275,891,000","232,662,000","218,558,000","203,655,000","177,359,000","184,051,000","170,994,000","178,608,000"
CostOfRevenue,"3,324,153,000","945,161,000","851,442,000","796,009,000","731,541,000","619,727,000","552,457,000","548,124,000","411,433,000","666,022,000","681,759,000","680,948,000","682,215,000","621,298,000","594,246,000","622,636,000","611,554,000","528,646,000","466,395,000","457,324,000","434,660,000","422,259,000","391,644,000","386,493,000","361,514,000","333,450,000","327,753,000","340,183,000","349,845,000","318,840,000","328,639,000","359,375,000","336,894,000","323,858,000","301,744,000","301,414,000","285,774,000","270,395,000","421,401,000","192,823,000","186,917,000","167,126,000","175,022,000","148,171,000","156,890,000","128,333,000","118,468,000","102,079,000","103,235,000","93,838,000","86,795,000","92,668,000"
GrossProfit,"412,658,000","22,154,000","136,114,000","126,622,000","127,768,000","-158,448,000","-53,967,000","-146,202,000","-272,904,000","105,059,000","288,057,000","311,020,000","330,741,000","234,498,000","268,549,000","281,694,000","240,217,000","175,492,000","200,612,000","229,907,000","267,022,000","169,487,000","186,707,000","234,836,000","222,619,000","204,693,000","192,093,000","234,658,000","203,576,000","174,515,000","145,848,000","160,394,000","162,443,000","114,129,000","118,240,000","155,211,000","121,565,000","100,042,000","-93,133,000","149,494,000","159,391,000","134,369,000","98,897,000","140,543,000","119,001,000","104,329,000","100,090,000","101,576,000","74,124,000","90,213,000","84,199,000","85,940,000"
OperatingExpense,"749,929,000","206,507,000","196,182,000","197,870,000","149,370,000","119,903,000","106,226,000","101,577,000","69,391,000","163,051,000","162,239,000","172,929,000","165,253,000","144,781,000","129,200,000","136,186,000","126,878,000","124,273,000","107,012,000","117,434,000","132,793,000","104,201,000","92,795,000","91,842,000","92,203,000","86,978,000","71,452,000","77,225,000","80,522,000","64,244,000","54,523,000","59,392,000","56,567,000","54,017,000","50,394,000","56,800,000","54,693,000","50,180,000","-125,917,000","108,101,000","104,244,000","97,197,000","-29,822,000","95,969,000","81,762,000","77,404,000","-7,399,000","80,380,000","72,390,000","66,109,000","64,350,000","60,303,000"
	SellingGeneralAndAdministration,"144,208,000","35,351,000","37,509,000","36,085,000","35,263,000","23,642,000","22,082,000","17,882,000","11,352,000","33,743,000","38,289,000","39,160,000","40,602,000","35,719,000","33,505,000","37,868,000","34,997,000","30,631,000","27,745,000","29,469,000","29,908,000","26,498,000","23,437,000","25,565,000","24,692,000","22,933,000","20,656,000","23,074,000","22,349,000","20,497,000","15,893,000","20,202,000","20,159,000","18,569,000","16,607,000","17,916,000","17,277,000","15,681,000","-147,447,000","69,033,000","68,227,000","66,855,000","33,453,000","70,765,000","80,036,000","75,858,000","52,482,000","59,079,000","70,932,000","64,690,000","117,400,000","3,738,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,413,000","53,489,000","52,654,000","21,250,000","56,588,000","66,999,000","63,926,000","11,303,000","48,173,000","60,705,000","55,402,000","83,333,000","19,894,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,413,000","53,489,000","52,654,000","48,228,000","45,148,000","45,173,000","43,193,000","41,724,000","39,935,000","38,720,000","36,064,000","34,731,000","33,503,000"
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,440,000","21,826,000","20,733,000",,"8,238,000","21,985,000","19,338,000","48,602,000","-13,609,000"
		SellingAndMarketingExpense,"144,208,000","35,351,000","37,509,000","36,085,000","35,263,000","23,642,000","22,082,000","17,882,000","11,352,000","33,743,000","38,289,000","39,160,000","40,602,000","35,719,000","33,505,000","37,868,000","34,997,000","30,631,000","27,745,000","29,469,000","29,908,000","26,498,000","23,437,000","25,565,000","24,692,000","22,933,000","20,656,000","23,074,000","22,349,000","20,497,000","15,893,000","20,202,000","20,159,000","18,569,000","16,607,000","17,916,000","17,277,000","15,681,000","13,109,000","14,620,000","14,738,000","14,201,000","12,203,000","14,177,000","13,037,000","11,932,000",,"10,906,000","10,227,000","9,288,000",,
