name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
TotalAssets,"2,878,276,000","2,790,918,000","2,786,144,000","2,718,758,000","2,640,470,000","2,647,439,000","2,668,490,000","2,626,265,000","2,612,531,000","2,589,547,000","2,581,925,000","600,577,000","597,190,000","583,938,000","579,172,000","566,146,000","586,882,000","603,092,000","590,248,000","613,383,000","602,417,000","607,740,000","595,401,000","543,247,000","503,494,000","546,505,000","562,656,000","577,149,000","845,423,000","824,713,000","858,843,000","883,822,000","900,076,000","936,858,000","926,300,000","746,712,000","665,714,000","642,376,000","656,820,000","674,918,000","674,036,000","677,102,000","650,861,000","644,641,000","650,455,000","663,986,000","743,881,000","718,706,000","714,563,000","287,220,000","240,180,000","231,932,000","227,177,000","246,957,000","336,963,000","318,438,000","315,101,000","296,822,000","291,992,000","298,555,000","310,233,000","305,456,000","303,932,000","310,818,000","311,343,000","288,587,000","290,222,000","289,908,000","301,809,000","186,472,000","179,415,000","179,851,000","184,020,000","171,191,000","163,739,000","176,444,000","178,313,000","182,231,000","175,206,000","185,992,000","185,879,000","139,819,000","131,756,000","124,944,000","123,994,000","116,402,000","116,480,000","117,163,000","117,599,000","115,683,000","125,300,000","104,300,000","99,800,000","110,100,000","106,300,000","72,400,000","63,800,000","62,700,000","58,400,000","57,000,000","62,000,000","61,800,000","71,000,000"
	CurrentAssets,"805,712,000","710,256,000","811,184,000","735,764,000","664,734,000","657,012,000","676,475,000","637,543,000","601,272,000","558,654,000","545,246,000","177,640,000","171,085,000","174,705,000","171,941,000","156,556,000","175,950,000","187,691,000","170,175,000","190,497,000","176,023,000","176,052,000","159,365,000","199,014,000","158,845,000","186,971,000","199,413,000","185,403,000","212,353,000","188,215,000","215,558,000","238,793,000","251,349,000","236,956,000","222,118,000","274,411,000","190,027,000","235,427,000","254,785,000","311,859,000","294,569,000","292,469,000","263,806,000","259,977,000","264,682,000","276,927,000","340,254,000","317,944,000","313,460,000","219,281,000","199,025,000","189,744,000","186,862,000","206,642,000","203,053,000","185,279,000","181,960,000","164,001,000","160,153,000","166,762,000","177,557,000","170,700,000","164,493,000","171,981,000","172,184,000","159,435,000","147,511,000","146,395,000","147,559,000","85,203,000","81,914,000","80,174,000","83,370,000","81,002,000","78,198,000","89,712,000","89,398,000","92,687,000","85,884,000","95,659,000","94,847,000","87,741,000","77,999,000","69,961,000","69,382,000","62,391,000","62,585,000","83,662,000","86,412,000","85,382,000","94,800,000","74,200,000","71,700,000","83,000,000","78,600,000","65,500,000","56,600,000","53,400,000","44,900,000","40,800,000","44,800,000","49,700,000","67,800,000"
		CashCashEquivalentsAndShortTermInvestments,"145,600,000","119,423,000","200,856,000","157,526,000","109,362,000","99,265,000","140,047,000","118,099,000","77,244,000","67,056,000","52,789,000","14,390,000","5,703,000","14,539,000","18,944,000","20,820,000","30,352,000","39,457,000","33,013,000","40,533,000","15,969,000","9,569,000","2,835,000","51,425,000","8,051,000","15,577,000","29,442,000","1,172,000","23,246,000","740,000","0","1,547,000","9,253,000","1,001,000","0","81,641,000","0","62,101,000","67,182,000","138,423,000","0","0","0","0","0","0","50,979,000","34,573,000","37,245,000","0","0","0","0",,,,,,,,"1,000",,"213,000","4,075,000","5,034,000","1,521,000",,"5,443,000","14,325,000","2,957,000","3,264,000","2,499,000","2,621,000","9,428,000","2,800,000","5,420,000","1,364,000","5,751,000","2,841,000","3,868,000","1,990,000","12,487,000","1,412,000","696,000","1,114,000","1,290,000","2,977,000","25,586,000","26,663,000","20,339,000","20,400,000","11,700,000","3,800,000","4,500,000","10,100,000","2,600,000","5,800,000","9,600,000","5,400,000","2,600,000","7,900,000","1,800,000","48,500,000"
			CashAndCashEquivalents,"145,600,000","119,423,000","200,856,000","157,526,000","109,362,000","99,265,000","140,047,000","118,099,000","77,244,000","67,056,000","52,789,000","14,390,000","5,703,000","14,539,000","18,944,000","20,820,000","30,352,000","39,457,000","33,013,000","40,533,000","15,969,000","9,569,000","2,835,000","51,425,000","8,051,000","15,577,000","29,442,000","1,172,000","23,246,000","740,000","0","1,547,000","9,253,000","1,001,000","0","81,641,000","0","62,101,000","67,182,000","138,423,000","0","0","0","0","0","0","50,979,000","34,573,000","37,245,000","0","0","0","0",,,,,,,,"1,000",,"213,000","4,075,000","5,034,000","1,521,000",,"5,443,000","14,325,000","2,957,000","3,264,000","2,499,000","2,621,000","9,428,000","2,800,000","5,420,000","1,364,000","5,751,000","2,841,000","3,868,000","1,990,000","12,487,000","1,412,000","696,000","1,114,000","1,290,000","2,977,000","20,586,000","20,677,000","20,339,000","15,300,000","6,300,000","3,800,000","4,500,000","10,100,000","2,600,000","5,800,000","9,600,000","5,400,000","2,600,000","7,900,000","1,800,000","48,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000","5,986,000",,"5,100,000","5,400,000",,,,,,,,,,,
		Receivables,"366,285,000","338,242,000","355,650,000","338,206,000","323,890,000","328,340,000","320,920,000","320,222,000","337,197,000","324,416,000","336,303,000","118,081,000","120,824,000","114,864,000","113,628,000","96,917,000","88,185,000","85,522,000","89,215,000","103,089,000","109,477,000","111,811,000","103,688,000","98,634,000","101,770,000","108,365,000","121,195,000","131,471,000","136,661,000","140,810,000","170,633,000","190,479,000","195,090,000","187,301,000","178,484,000","156,741,000","158,127,000","129,103,000","142,139,000","146,469,000","242,173,000","225,412,000","212,849,000","201,627,000","204,403,000","193,722,000","186,474,000","193,049,000","179,212,000","151,113,000","147,326,000","137,214,000","144,612,000","158,649,000","163,534,000","146,177,000","144,524,000","128,969,000","125,297,000","130,638,000","136,095,000","135,139,000","119,871,000","121,129,000","123,816,000","118,762,000","113,096,000","109,137,000","104,052,000","65,439,000","63,350,000","66,338,000","68,361,000","60,861,000","66,186,000","75,693,000","80,062,000","75,512,000","70,642,000","77,902,000","81,140,000","70,089,000","71,059,000","65,361,000","62,963,000","56,809,000","56,276,000","55,289,000","57,225,000","62,919,000","72,800,000","60,800,000","57,200,000","64,700,000","47,600,000","41,000,000","34,700,000","23,700,000","19,800,000","20,400,000","19,400,000","18,600,000","18,100,000"
			AccountsReceivable,"366,285,000","338,242,000","355,650,000","338,206,000","323,890,000","328,340,000","320,920,000","320,222,000","337,197,000","324,416,000","336,303,000","98,069,000","94,082,000","114,864,000","113,628,000","96,917,000","88,185,000","85,522,000","89,215,000","103,089,000","109,477,000","111,811,000","103,688,000","98,634,000","101,770,000","108,365,000","121,195,000","131,471,000","136,661,000","140,810,000","170,633,000","190,479,000","195,090,000","187,301,000","178,484,000","156,741,000","158,127,000","129,103,000","142,139,000","146,469,000","242,173,000","248,140,000","212,849,000","201,627,000",,,,,,,,,,"158,649,000","163,534,000","146,177,000","144,524,000","128,969,000","125,297,000","130,638,000","136,095,000","135,139,000","119,871,000","121,129,000","123,816,000","118,762,000","113,096,000","109,137,000","104,052,000","65,439,000","63,350,000","66,338,000","68,361,000","60,861,000","66,186,000","75,693,000","80,062,000","75,512,000","70,642,000","77,902,000","81,140,000","70,089,000","71,059,000","65,361,000","62,963,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,"328,340,000",,,,"324,416,000",,"98,069,000","94,082,000","114,864,000","113,628,000","96,917,000","126,097,000","123,434,000","136,035,000","148,740,000","153,538,000","156,541,000","154,760,000","149,948,000","158,575,000","168,054,000","191,302,000","203,803,000","203,497,000","207,310,000","209,873,000","216,819,000","218,750,000","206,514,000","192,701,000","178,916,000","179,609,000","151,315,000","170,004,000","169,188,000","267,272,000","248,140,000","233,308,000","220,819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,"0",,,,"0",,,,"0",,"0","-37,912,000","-37,912,000","-46,820,000","-45,651,000","-44,061,000","-44,730,000","-51,072,000","-51,314,000","-56,805,000","-59,689,000","-70,107,000","-72,332,000","-66,836,000","-66,500,000","-39,240,000","-26,340,000","-23,660,000","-19,213,000","-14,217,000","-22,175,000","-21,482,000","-22,212,000","-27,865,000","-22,719,000","-25,099,000",,"-20,459,000","-19,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,"20,012,000","26,742,000",,,,,,,,,,"0","30,805,000","31,900,000","0","0","37,820,000","0","0",,"0",,,,"0","0","0","0","0","0",,"0","0",,,,,,,,,,"0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,
