name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"1,682,600,000","395,400,000","446,700,000","448,400,000","392,100,000","419,500,000","478,800,000","452,400,000","368,100,000","402,800,000","457,800,000","449,900,000","404,600,000","432,900,000","373,700,000","354,100,000","301,100,000","298,800,000","404,600,000","243,200,000","222,700,000","255,800,000","265,000,000","258,100,000","241,700,000","230,400,000","218,300,000","212,600,000","208,900,000","198,700,000","210,500,000","219,000,000","201,000,000","213,500,000"
	OperatingRevenue,"1,682,600,000","395,400,000","446,700,000","448,400,000","392,100,000","419,500,000","478,800,000","452,400,000","368,100,000","402,800,000","457,800,000","449,900,000","404,600,000","432,900,000","373,700,000","354,100,000","301,100,000","298,800,000","404,600,000","243,200,000","222,700,000","255,800,000","265,000,000","258,100,000","241,700,000","230,400,000","218,300,000","212,600,000","208,900,000","198,700,000","210,500,000","219,000,000","201,000,000","213,500,000"
CostOfRevenue,"912,900,000","228,200,000","239,200,000","216,200,000","229,300,000","234,500,000","249,200,000","246,700,000","232,400,000","245,100,000","268,700,000","282,200,000","317,800,000","344,600,000","248,900,000","228,100,000","205,600,000","201,800,000","233,500,000","174,700,000","155,400,000","173,700,000","178,000,000","176,400,000","162,200,000","167,600,000","150,200,000","145,700,000","145,300,000","141,600,000","143,600,000","148,700,000","137,200,000","142,200,000"
GrossProfit,"769,700,000","167,200,000","207,500,000","232,200,000","162,800,000","185,000,000","229,600,000","205,700,000","135,700,000","157,700,000","189,100,000","167,700,000","86,800,000","88,300,000","124,800,000","126,000,000","95,500,000","97,000,000","171,100,000","68,500,000","67,300,000","82,100,000","87,000,000","81,700,000","79,500,000","62,800,000","68,100,000","66,900,000","63,600,000","57,100,000","66,900,000","70,300,000","63,800,000","71,300,000"
OperatingExpense,"472,500,000","120,500,000","122,200,000","117,400,000","112,400,000","122,700,000","114,100,000","106,700,000","103,800,000","110,000,000","113,400,000","106,600,000","98,900,000","112,900,000","105,500,000","67,600,000","71,200,000","71,400,000","79,500,000","62,900,000","61,400,000","65,400,000","69,700,000","62,000,000","65,900,000","63,300,000","60,800,000","68,400,000","74,400,000","66,800,000","66,300,000","63,300,000","66,900,000","63,900,000"
	SellingGeneralAndAdministration,"254,400,000","63,800,000","69,000,000","63,300,000","58,300,000","65,500,000","61,300,000","56,300,000","54,800,000","61,300,000","62,400,000","56,700,000","49,400,000","55,200,000","62,700,000","33,000,000","32,700,000","33,200,000","35,700,000","26,600,000","26,000,000","28,100,000","31,000,000","25,100,000","29,500,000","28,000,000","25,800,000","34,000,000","38,700,000","31,800,000","31,200,000","28,300,000","30,300,000","27,900,000"
	ResearchAndDevelopment,"218,100,000","56,700,000","53,200,000","54,100,000","54,100,000","57,200,000","52,800,000","50,400,000","49,000,000","48,700,000","51,000,000","49,900,000","49,500,000","57,700,000","42,800,000","34,600,000","38,500,000","38,200,000","43,800,000","36,300,000","35,400,000","37,300,000","38,700,000","36,900,000","36,400,000","35,300,000","35,000,000","34,400,000","35,700,000","35,000,000","35,100,000","35,000,000","36,600,000","36,000,000"
OperatingIncome,"297,200,000","46,700,000","85,300,000","114,800,000","50,400,000","62,300,000","115,500,000","99,000,000","31,900,000","47,700,000","75,700,000","61,100,000","-12,100,000","-24,600,000","19,300,000","58,400,000","24,300,000","25,600,000","91,600,000","5,600,000","5,900,000","16,700,000","17,300,000","19,700,000","13,600,000","-500,000","7,300,000","-1,500,000","-10,800,000","-9,700,000","600,000","7,000,000","-3,100,000","7,400,000"
NetNonOperatingInterestIncomeExpense,"-68,600,000","-18,600,000","-16,500,000","-16,900,000","-17,200,000","-15,400,000","-14,800,000","-13,600,000","-12,700,000","-10,400,000","-14,900,000","-7,400,000","-7,500,000","-7,400,000","-5,100,000","-2,400,000","-1,800,000","-2,100,000","-4,600,000","-4,400,000","-4,100,000","-1,400,000","-200,000","200,000","1,000,000","-400,000","-500,000","-200,000","100,000","-400,000","-100,000","-300,000","-1,500,000","1,400,000"
	InterestIncomeNonOperating,"3,100,000","1,100,000","600,000",,"800,000","1,000,000","1,500,000","2,400,000","3,200,000","5,200,000","3,400,000","4,000,000","3,900,000","3,900,000","3,400,000","2,700,000","2,800,000","2,500,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"71,700,000","19,700,000","17,100,000","16,900,000","18,000,000","16,400,000","16,300,000","16,000,000","15,900,000","15,600,000","18,300,000","11,400,000","11,400,000","11,300,000","8,500,000","5,100,000","4,600,000","4,600,000","4,600,000","4,400,000",,,,,,,,,"-100,000",,,,"100,000","-300,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,"7,300,000",,"4,700,000",,"1,000,000",,,,"1,800,000","1,400,000","200,000","-200,000","100,000","400,000","500,000","200,000",,"400,000","100,000","300,000",,
OtherIncomeExpense,"-2,100,000","1,200,000","300,000","1,700,000","-4,700,000","206,000,000","-2,600,000","-1,800,000","-4,600,000","11,300,000","-3,100,000","-300,000","-1,500,000","-50,500,000","3,500,000","-3,400,000","5,200,000","-20,800,000","8,500,000","2,300,000","-29,400,000","-59,700,000","800,000","-25,600,000","-200,000","-6,600,000","-3,500,000","1,200,000","-5,300,000","-1,100,000","-3,800,000","-1,800,000","-2,400,000","100,000"
	GainOnSaleOfSecurity,"1,100,000","1,100,000","700,000",,"-600,000","1,300,000","-2,800,000","-2,300,000","-1,100,000","700,000","-2,100,000","1,100,000","400,000","-1,000,000","11,200,000","-2,400,000","8,300,000","-20,800,000","7,600,000","3,800,000","-29,100,000","-56,600,000","4,800,000","-22,700,000","3,500,000","-4,800,000","-2,400,000","2,200,000",,,,,,
	SpecialIncomeCharges,"-3,500,000","100,000","-100,000","1,100,000","-4,600,000","204,600,000","-200,000","0","-4,900,000","-5,200,000","-900,000","-1,300,000","-1,700,000","-51,800,000","-7,800,000","-1,300,000","-3,400,000","-100,000","-800,000","-2,900,000","-2,000,000","-3,100,000","-4,000,000","-2,900,000","-3,500,000","-1,800,000","-1,100,000","-1,000,000","-4,900,000","-1,100,000","-3,800,000","-1,800,000","-3,700,000","100,000"
		RestructuringAndMergernAcquisition,"3,500,000","-100,000","100,000","-1,100,000","4,600,000","-204,600,000","200,000","0","3,100,000","2,700,000","900,000","1,300,000","1,700,000","21,100,000","7,800,000","1,300,000","3,400,000","100,000","800,000","2,900,000","2,000,000","3,100,000","4,000,000","2,900,000","3,500,000","1,800,000","1,100,000","1,000,000","4,900,000","1,100,000","3,800,000","1,800,000","3,700,000","-100,000"
		ImpairmentOfCapitalAssets,"4,300,000",,,,"0","0",,,"1,800,000","2,500,000",,,"0","30,700,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"300,000",,"-300,000","600,000","500,000","100,000","400,000","500,000","1,400,000","15,800,000","-100,000","-100,000","-200,000","2,300,000","100,000","300,000",,"100,000","1,700,000","1,400,000",,,,,,,,,,,,,,
PretaxIncome,"226,500,000","29,300,000","69,100,000","99,600,000","28,500,000","252,900,000","98,100,000","83,600,000","14,600,000","48,600,000","57,700,000","53,400,000","-21,100,000","-82,500,000","17,700,000","52,600,000","27,700,000","2,700,000","95,500,000","3,500,000","-27,600,000","-44,400,000","17,900,000","-5,700,000","14,400,000","-7,500,000","3,300,000","-500,000","-16,000,000","-11,200,000","-3,300,000","4,900,000","-7,000,000","8,900,000"
TaxProvision,"40,800,000","3,300,000","12,400,000","18,100,000","7,000,000","27,400,000","14,900,000","16,500,000","19,200,000","5,200,000","8,600,000","5,800,000","4,700,000","-8,200,000","1,400,000","5,200,000","-5,800,000","0","-109,300,000","-3,600,000","27,300,000","11,600,000","6,100,000","-2,300,000","100,000","100,000","500,000","-300,000","900,000","-23,400,000","800,000","600,000","-300,000","200,000"
