name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"2,129,598,000","2,204,499,000","2,225,534,000","2,291,885,000","2,346,741,000","2,271,781,000","1,262,109,000","1,277,536,000","948,167,000","962,535,000","948,334,000","939,989,000","579,171,000","587,403,000","344,599,000","362,847,000","342,938,000"
	CurrentAssets,"1,113,280,000","1,114,126,000","1,593,412,000","1,891,059,000","2,033,044,000","1,888,361,000","1,087,288,000","1,010,303,000","607,392,000","597,358,000","583,062,000","604,248,000","512,255,000","468,991,000","297,081,000","283,761,000","242,935,000"
		CashCashEquivalentsAndShortTermInvestments,"962,266,000","932,748,000","1,485,971,000","1,791,662,000","1,940,450,000","1,794,880,000","1,013,404,000","937,831,000","520,092,000","522,802,000","522,956,000","545,627,000","466,859,000","418,961,000","271,342,000","263,433,000","221,320,000"
			CashAndCashEquivalents,"573,604,000","492,202,000","832,370,000","938,590,000","869,372,000","832,977,000","142,945,000","164,671,000","152,239,000","143,228,000","147,188,000","174,653,000","153,790,000","140,544,000","113,957,000","110,771,000","72,280,000"
			OtherShortTermInvestments,"388,662,000","440,546,000","653,601,000","853,072,000","1,071,078,000","961,903,000","870,459,000","773,160,000","367,853,000","379,574,000","375,768,000","370,974,000","313,069,000","278,417,000","157,385,000","152,662,000","149,040,000"
		Receivables,"84,331,000","97,652,000","60,744,000","53,667,000","48,039,000","53,299,000","36,255,000","41,017,000","48,015,000","47,986,000","39,689,000","40,363,000","28,989,000","35,690,000","14,640,000","10,563,000","12,787,000"
			AccountsReceivable,"84,331,000","97,652,000","60,744,000","53,667,000","48,039,000","53,299,000","36,255,000","41,017,000","48,015,000","47,986,000","39,689,000","40,363,000","28,989,000","35,690,000","14,640,000","10,563,000","12,787,000"
		Inventory,"36,613,000","30,674,000","24,739,000","26,494,000","28,876,000","22,716,000","27,731,000","20,354,000","25,148,000","15,181,000","14,760,000","14,176,000","10,256,000","9,136,000","7,075,000","6,728,000","7,287,000"
		PrepaidAssets,"30,070,000","53,052,000","21,958,000","19,236,000","15,679,000","17,466,000","9,898,000","11,101,000","14,137,000","11,389,000","5,657,000","4,082,000","6,151,000","5,204,000","4,024,000","3,037,000","1,541,000"
	TotalNonCurrentAssets,"1,016,318,000","1,090,373,000","632,122,000","400,826,000","313,697,000","383,420,000","174,821,000","267,233,000","340,775,000","365,177,000","365,272,000","335,741,000","66,916,000","118,412,000","47,518,000","79,086,000","100,003,000"
		NetPPE,"339,929,000","313,904,000","302,592,000","290,695,000","277,436,000","100,125,000","97,985,000","95,498,000","76,817,000","72,808,000","40,759,000","34,811,000","30,581,000","31,003,000","30,318,000","29,254,000","16,036,000"
			GrossPPE,"401,411,000","368,728,000","351,876,000","334,966,000","316,255,000","134,470,000","129,340,000","123,444,000","101,546,000","94,731,000","61,589,000","53,176,000","46,884,000","47,637,000","45,087,000","42,303,000","26,732,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"100,405,000","84,710,000","77,464,000","71,574,000","62,725,000","55,257,000","52,292,000","48,441,000","43,242,000","38,206,000","36,367,000","34,082,000","31,316,000","30,554,000","25,786,000","23,774,000","19,617,000"
				OtherProperties,"188,607,000","189,443,000","196,436,000","200,958,000","205,671,000","37,343,000","36,103,000","38,503,000","30,132,000","29,140,000",,,,,,,
				ConstructionInProgress,"37,104,000","55,873,000","42,295,000","26,892,000","12,677,000","7,833,000","7,465,000","7,151,000","5,939,000","6,354,000","7,312,000","4,358,000","1,405,000","3,118,000","5,413,000","11,652,000","349,000"
				Leases,"75,295,000","38,702,000","35,681,000","35,542,000","35,182,000","34,037,000","33,480,000","29,349,000","22,233,000","21,031,000","17,910,000","14,736,000","14,163,000","13,965,000","13,888,000","6,877,000","6,766,000"
			AccumulatedDepreciation,"-61,482,000","-54,824,000","-49,284,000","-44,271,000","-38,819,000","-34,345,000","-31,355,000","-27,946,000","-24,729,000","-21,923,000","-20,830,000","-18,365,000","-16,303,000","-16,634,000","-14,769,000","-13,049,000","-10,696,000"
		GoodwillAndOtherIntangibleAssets,"17,017,000","17,497,000","17,988,000","18,479,000","18,964,000","19,490,000","19,985,000","20,493,000","21,031,000","18,704,000","18,816,000","19,235,000","7,557,000","7,800,000","8,044,000","8,310,000","8,739,000"
