name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,08/31/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"691,030,000","196,833,000","189,934,000","179,472,000","124,791,000","72,937,000","59,047,000","50,067,000","20,379,000","169,995,000","237,519,000","240,279,000","257,918,000","202,375,000","223,407,000","220,818,000","237,949,000","181,530,000","207,037,000","223,486,000","243,272,000","196,210,000","206,621,000","220,239,000","256,664,000","213,034,000","233,798,000","238,502,000","249,801,000","208,888,000","223,627,000","229,217,000","229,934,000","190,084,000","183,557,000","210,643,000","224,184,000","181,303,000","266,402,000","183,873,000","183,873,000","185,547,000","121,422,000","167,462,000","178,995,000","169,505,000","122,266,000","209,306,000","151,113,000","151,125,000","112,828,000","175,731,000","137,800,000","143,607,000","118,544,000","217,959,000","161,395,000","181,016,000","132,863,000","229,643,000","168,011,000","179,544,000","133,735,000","168,901,674","114,898,840","124,967,336","83,122,150","104,178,765","65,407,001","33,515,716","26,348,781"
	OperatingRevenue,"630,378,000","177,918,000","174,694,000","165,256,000","112,510,000","64,337,000","50,707,000","42,752,000","16,137,000","155,706,000","222,216,000","224,737,000","242,343,000","187,118,000","210,073,000","208,672,000","226,630,000","169,770,000","195,485,000","210,641,000","230,245,000","182,610,000","194,816,000","207,227,000","243,520,000","199,817,000","221,360,000","225,785,000","237,636,000","196,970,000","211,779,000","216,551,000","217,270,000","178,347,000","173,070,000","197,668,000","211,492,000","169,563,000","223,255,000","183,873,000","173,369,000","185,547,000","121,422,000","167,462,000","178,995,000","169,505,000","122,266,000","209,306,000","151,113,000","151,125,000","112,828,000","175,731,000","137,800,000","143,607,000","118,544,000","217,959,000","161,395,000","181,016,000","132,863,000","229,643,000","168,011,000","179,544,000","133,735,000","168,901,674","114,898,840","124,967,336","83,122,150","104,178,765","65,407,001","33,515,716","26,348,781"
CostOfRevenue,"496,032,000","137,560,000","139,761,000","125,798,000","92,913,000","74,324,000","68,433,000","75,031,000","52,578,000","144,583,000","167,954,000","162,259,000","160,697,000","147,448,000","151,889,000","149,557,000","161,537,000","136,517,000","139,495,000","150,508,000","153,237,000","138,026,000","135,841,000","142,992,000","158,046,000","150,993,000","155,143,000","157,916,000","154,894,000","150,516,000","150,125,000","150,376,000","148,229,000","145,081,000","130,149,000","150,288,000","151,864,000","139,715,000","181,666,000","129,534,000","129,534,000","127,744,000","97,726,000","118,320,000","128,718,000","119,955,000","97,471,000","147,382,000","113,126,000","107,938,000","89,427,000","133,879,000","103,141,000","103,810,000","92,587,000","152,664,000","112,499,000","117,815,000","50,088,000","152,980,000","114,074,000","115,872,000","48,889,000","114,632,619","80,456,332","81,619,727","58,631,322","81,880,775","51,570,548","25,236,567","22,581,368"
GrossProfit,"194,998,000","59,273,000","50,173,000","53,674,000","31,878,000","-1,387,000","-9,386,000","-24,964,000","-32,199,000","25,412,000","69,565,000","78,020,000","97,221,000","54,927,000","71,518,000","71,261,000","76,412,000","45,013,000","67,542,000","72,978,000","90,035,000","58,184,000","70,780,000","77,247,000","98,618,000","62,041,000","78,655,000","80,586,000","94,907,000","58,372,000","73,502,000","78,841,000","81,705,000","45,003,000","53,408,000","60,355,000","72,320,000","41,588,000","84,736,000","54,339,000","54,339,000","57,803,000","23,696,000","49,142,000","50,277,000","49,550,000","24,795,000","61,924,000","37,987,000","43,187,000","23,401,000","41,852,000","34,659,000","39,797,000","25,957,000","65,295,000","48,896,000","63,201,000","82,775,000","76,663,000","53,937,000","63,672,000","84,846,000","54,269,055","34,442,508","43,347,609","24,490,828","22,297,990","13,836,453","8,279,149","3,767,413"
OperatingExpense,"171,021,000","42,518,000","46,484,000","43,011,000","39,008,000","37,687,000","41,063,000","36,839,000","36,324,000","44,930,000","53,394,000","48,774,000","51,263,000","47,259,000","44,374,000","36,989,000","40,475,000","37,521,000","41,778,000","36,548,000","39,362,000","36,637,000","37,029,000","35,944,000","40,513,000","37,730,000","40,364,000","38,717,000","40,808,000","35,948,000","38,407,000","40,025,000","38,275,000","35,604,000","34,768,000","38,364,000","39,831,000","39,559,000","52,336,000","34,583,000","34,583,000","32,188,000","28,143,000","33,198,000","35,468,000","33,042,000","28,829,000","43,095,000","30,325,000","28,453,000","25,330,000","38,953,000","27,448,000","28,388,000","25,813,000","38,991,000","28,342,000","29,462,000","71,064,000","37,039,000","27,568,000","28,851,000","68,813,000","31,607,186","20,036,384","19,505,038","14,530,392","14,579,610","9,822,283","10,278,293","6,371,576"
	SellingGeneralAndAdministration,"46,337,000","10,053,000","14,258,000","11,445,000","10,581,000","8,278,000","12,015,000","6,512,000","6,748,000","9,034,000","16,118,000","12,406,000","14,720,000","12,404,000","17,154,000","10,620,000","14,442,000","12,619,000","17,719,000","11,465,000","13,777,000","12,274,000","13,316,000","12,339,000","15,508,000","12,609,000","14,239,000","13,610,000","15,234,000","11,611,000","14,333,000","14,698,000","13,149,000","10,481,000","11,153,000","12,110,000","12,638,000","12,725,000","14,986,000","11,971,000","11,971,000","11,617,000","7,625,000","12,774,000","11,667,000","11,360,000","7,477,000","13,909,000","9,028,000","9,379,000","6,423,000","13,536,000","8,582,000","8,659,000","7,096,000","13,153,000","10,085,000","11,393,000","54,377,000","13,917,000","10,078,000","11,208,000","52,752,000","13,167,361","7,239,542","7,426,813","5,483,284","3,061,902","2,452,887","5,937,309","2,009,430"
		GeneralAndAdministrativeExpense,"46,337,000","10,053,000","14,258,000","11,445,000","10,581,000","8,278,000","12,015,000","6,512,000","6,748,000","9,034,000","16,118,000","12,406,000","14,720,000","12,404,000","17,154,000","10,620,000","14,442,000","12,619,000","17,719,000","11,465,000","13,777,000","12,274,000","13,316,000","12,339,000","15,508,000","12,609,000","14,239,000","13,610,000","15,234,000","11,611,000","14,333,000","14,698,000","13,149,000","10,481,000","11,153,000","12,110,000","12,638,000","12,725,000",,,"11,971,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"46,337,000","10,053,000","14,258,000","11,445,000","10,581,000","8,278,000","12,015,000","6,512,000","6,748,000","9,034,000","16,118,000","12,406,000","14,720,000","12,404,000","17,154,000","10,620,000","14,442,000","12,619,000","17,719,000","11,465,000","13,777,000","12,274,000","13,316,000","12,339,000","15,508,000","12,609,000","14,239,000","13,610,000","15,234,000","11,611,000","14,333,000","14,698,000","13,149,000","10,481,000","11,153,000","12,110,000","12,638,000","12,725,000",,,"11,971,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"102,656,000","26,655,000","25,754,000","25,555,000","24,692,000","26,962,000","27,319,000","28,514,000","28,783,000","30,100,000","30,305,000","29,474,000","29,335,000","28,996,000","27,220,000","26,369,000","26,033,000","24,902,000","24,059,000","25,083,000","25,585,000","24,363,000","23,713,000","23,605,000","25,005,000","25,121,000","26,125,000","25,107,000","25,574,000","24,337,000","24,074,000","25,327,000","25,126,000","25,123,000","23,615,000","26,254,000","27,193,000","26,834,000","37,350,000","22,612,000","22,612,000","20,571,000","20,518,000","20,424,000","23,801,000","21,682,000","21,352,000","29,186,000","21,297,000","19,074,000","18,907,000","25,417,000","18,866,000","19,729,000","18,717,000","25,143,000","18,257,000","18,069,000","16,687,000","23,122,000","17,490,000","17,643,000","16,061,000","18,439,825","12,796,842","12,078,225","9,047,108","11,517,708","7,369,396","4,340,984","4,362,146"
		DepreciationAndAmortizationInIncomeStatement,"102,656,000","26,655,000","25,754,000","25,555,000","24,692,000","26,962,000","27,319,000","28,514,000","28,783,000","30,100,000","30,305,000","29,474,000","29,335,000","28,996,000","27,220,000","26,369,000","26,033,000","24,902,000","24,059,000","25,083,000","25,585,000","24,363,000","23,713,000","23,605,000","25,005,000","25,121,000","26,125,000","25,107,000","25,574,000","24,337,000","24,074,000","25,327,000","25,126,000","25,123,000","23,615,000","26,254,000","27,193,000","26,834,000","37,350,000","22,612,000","22,612,000","20,571,000","20,518,000","20,424,000","23,801,000",,,"29,186,000","21,297,000","19,074,000","18,907,000","25,417,000","18,866,000","19,729,000","18,717,000","25,143,000","18,257,000","18,069,000","16,687,000","23,122,000","17,490,000","17,643,000","16,061,000","18,439,825","12,796,842","12,078,225","9,047,108","11,517,708","7,369,396","4,340,984","4,362,146"
