name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"4,209,000","3,131,000","1,078,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"4,209,000","3,131,000","1,078,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"122,820,000","36,958,000","31,966,000","27,807,000","26,089,000","22,918,000","21,791,000","18,451,000","16,929,000","17,782,000","15,214,000","15,229,000","13,345,000","10,044,000","9,431,000","8,070,000","5,683,000","5,526,000","2,501,000","2,374,000","1,643,000","2,609,000"
	SellingGeneralAndAdministration,"27,897,000","8,706,000","7,362,000","6,227,000","5,602,000","5,334,000","4,961,000","4,752,000","4,322,000","3,991,000","3,392,000","3,911,000","3,060,000","3,156,000","2,561,000","1,732,000","1,118,000","1,248,000","467,000","491,000","392,000","589,000"
		GeneralAndAdministrativeExpense,"27,897,000","8,706,000","7,362,000","6,227,000","5,602,000","5,334,000","4,961,000","4,752,000","4,322,000","3,991,000","3,392,000","3,911,000","3,060,000","3,156,000","2,561,000","1,732,000","1,118,000","1,248,000","467,000","491,000","392,000","589,000"
			OtherGandA,"27,897,000","8,706,000","7,362,000","6,227,000","5,602,000","5,334,000","4,961,000","4,752,000","4,322,000","3,991,000","3,392,000","3,911,000","3,060,000","3,156,000","2,561,000","1,732,000","1,118,000","1,248,000","467,000","491,000","392,000","589,000"
	ResearchAndDevelopment,"94,923,000","28,252,000","24,604,000","21,580,000","20,487,000","17,584,000","16,830,000","13,699,000","12,607,000","13,862,000","12,143,000","11,823,000","10,285,000","7,255,000","7,651,000","6,886,000","5,222,000","4,720,000","2,562,000","2,523,000","2,083,000","2,065,000"
	OtherOperatingExpenses,,,,,,,"0",,,"-71,000","-321,000","-505,000",,"-367,000","-781,000","-548,000","-657,000","-442,000","-528,000","-640,000","-832,000","-45,000"
OperatingIncome,"-118,611,000","-33,827,000","-30,888,000","-27,807,000","-26,089,000","-22,918,000","-21,791,000","-18,451,000","-16,929,000","-17,782,000","-15,214,000","-15,229,000","-13,345,000","-10,044,000","-9,431,000","-8,070,000","-5,683,000","-5,526,000","-2,501,000","-2,374,000","-1,643,000","-2,609,000"
NetNonOperatingInterestIncomeExpense,"320,000","193,000","80,000","24,000","23,000","30,000","53,000","122,000","260,000","556,000","655,000","835,000","960,000","1,010,000","999,000","534,000","151,000","64,000","5,000","4,000","4,000","5,000"
