name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
OperatingCashFlow,"16,135,000,000","3,647,000,000","4,226,000,000","4,263,000,000","3,999,000,000","3,751,000,000","4,149,000,000","3,664,000,000","3,529,000,000","3,220,000,000","3,358,000,000","2,943,000,000","2,761,000,000","2,686,000,000","3,168,000,000","2,804,000,000","3,096,000,000","2,699,000,000","3,258,000,000","2,908,000,000","2,945,000,000","2,843,000,000","3,226,000,000","2,801,000,000","1,590,000,000","424,000,000","611,000,000","689,000,000","531,000,000","528,000,000","630,000,000","520,000,000","632,000,000","577,000,000","595,000,000","538,000,000","484,000,000","541,000,000","485,000,000","468,000,000","469,000,000","454,000,000","425,000,000","405,000,000","460,000,000","447,000,000","489,000,000","441,000,000","451,000,000","530,000,000","383,000,000","438,000,000","187,000,000","-11,000,000","242,000,000","-36,000,000","204,000,000","0","209,000,000","-148,000,000","266,000,000","-25,000,000","143,000,000","-4,000,000","209,000,000","142,000,000","-63,000,000","28,000,000","153,000,000","89,000,000","215,000,000","53,000,000","115,000,000","127,000,000","353,000,000","123,000,000","162,000,000","205,746,000","315,273,000","181,057,000","45,924,000","216,135,000","284,407,000","172,220,000","-154,087,000","274,813,000","249,565,000","407,871,000","198,961,000","214,305,000","119,787,000","129,204,000","16,620,000"
	CashFlowFromContinuingOperatingActivities,"16,135,000,000","3,647,000,000","4,226,000,000","4,263,000,000","3,999,000,000","3,751,000,000","4,149,000,000","3,664,000,000","3,529,000,000","3,220,000,000","3,358,000,000","2,943,000,000","2,761,000,000","2,686,000,000","3,168,000,000","2,804,000,000","3,096,000,000","2,699,000,000","3,258,000,000","2,908,000,000","2,945,000,000","2,843,000,000","3,226,000,000","2,801,000,000","1,590,000,000","424,000,000","611,000,000","689,000,000","531,000,000","528,000,000","630,000,000","520,000,000","632,000,000","577,000,000","595,000,000","538,000,000","484,000,000","541,000,000","485,000,000","468,000,000","469,000,000","454,000,000","425,000,000","405,000,000","460,000,000","447,000,000","489,000,000","441,000,000","451,000,000","530,000,000","383,000,000","438,000,000","187,000,000","-11,000,000","242,000,000","-36,000,000","204,000,000","0","209,000,000","-148,000,000","266,000,000","-25,000,000","143,000,000","-4,000,000","209,000,000","142,000,000","-63,000,000","28,000,000","153,000,000","89,000,000","215,000,000","53,000,000","115,000,000","127,000,000","353,000,000","123,000,000","162,000,000","205,746,000","315,273,000","181,057,000","45,924,000","216,135,000","284,407,000","172,220,000","-154,087,000","274,813,000","249,565,000","407,871,000","198,961,000","214,305,000","119,787,000","129,204,000","16,620,000"
		NetIncomeFromContinuingOperations,"5,788,000,000","1,389,000,000","1,834,000,000","1,407,000,000","1,158,000,000","921,000,000","1,401,000,000","932,000,000","876,000,000","467,000,000","822,000,000","467,000,000","386,000,000","317,000,000","360,000,000","584,000,000","339,000,000","223,000,000","9,617,000,000","92,000,000","195,000,000","211,000,000","569,000,000","250,000,000","3,114,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000",,,,,,,"-107,000,000","-110,000,000",,"-95,000,000","-81,000,000","24,000,000","-1,035,000,000","-112,000,000","-205,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-396,000,000","-133,000,000","-382,000,000","-459,000,000","-336,000,000","76,000,000","-355,000,000","-352,000,000","-339,000,000","-3,294,000,000","-415,000,000","-293,000,000","-57,000,000","37,000,000","-37,000,000","-181,000,000","-1,860,490,000","-277,344,000","-201,999,000","-174,167,000","-305,686,000","-317,426,000","-273,866,000","-280,699,000","-241,097,000","-210,018,000","-196,821,000","-180,714,000","-66,132,000","-7,000","-57,000","-33,000"
		OperatingGainsLosses,,,,,,,"-176,000,000","104,000,000","-39,000,000","335,000,000","59,000,000","25,000,000","110,000,000","-46,000,000","165,000,000","-259,000,000","75,000,000","-63,000,000","-71,000,000","0","58,000,000","-17,000,000","-438,000,000","-86,000,000","-358,000,000","5,000,000","-6,000,000","5,000,000","127,000,000","6,000,000","4,000,000","-5,000,000","6,000,000","2,000,000","-2,000,000","8,000,000","61,000,000","45,000,000","-19,000,000","0","59,000,000","15,000,000","19,000,000","4,000,000","53,000,000","67,000,000","46,000,000","3,000,000",,,"-1,395,000,000","-155,000,000","-21,000,000","-30,000,000","18,000,000","9,000,000","13,000,000","-43,000,000","8,000,000","22,000,000","12,000,000","24,000,000","-235,000,000","-75,000,000","92,000,000","217,000,000","-593,000,000","56,000,000","52,000,000","81,000,000","3,255,000,000","141,000,000","18,000,000","-106,000,000","-173,000,000","-45,000,000","-57,000,000","2,072,303,000","-22,248,000","-67,414,000","-134,641,000","-254,009,000","-327,437,000","-207,248,000","-385,141,000","-104,952,000","-313,446,000","-297,315,000","-268,906,000","-184,446,000","-162,340,000","-142,506,000","-83,315,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-313,446,000","-297,315,000","-268,906,000","-184,446,000","-164,146,000","-140,873,000","-83,142,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-1,633,000","-173,000"
			GainLossOnInvestmentSecurities,,,,,,,"-170,000,000","-69,000,000","-64,000,000","318,000,000","-62,000,000","34,000,000","119,000,000","-37,000,000","110,000,000",,"75,000,000","-63,000,000","-84,000,000","-17,000,000","70,000,000","-38,000,000","-73,000,000","-71,000,000","50,000,000","5,000,000","-6,000,000","5,000,000","-1,000,000","6,000,000","4,000,000","-5,000,000","6,000,000","2,000,000","-2,000,000","8,000,000","-20,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,395,000,000","-47,000,000","-129,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,"-28,000,000","115,000,000","-11,000,000","-10,000,000","96,000,000","-9,000,000","-9,000,000","-9,000,000","55,000,000",,,,"8,000,000","17,000,000","-13,000,000","-13,000,000","-366,000,000","-15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"9,198,000,000","2,294,000,000","2,280,000,000","2,270,000,000","2,354,000,000","2,441,000,000","2,409,000,000","2,370,000,000","2,428,000,000","2,497,000,000","2,461,000,000","2,415,000,000","2,500,000,000","2,550,000,000","2,534,000,000","2,482,000,000","2,592,000,000","2,710,000,000","2,742,000,000","2,701,000,000","2,595,000,000","2,550,000,000","2,495,000,000","2,437,000,000","1,436,000,000","539,000,000","545,000,000","538,000,000","528,000,000","514,000,000","534,000,000","535,000,000","528,000,000","505,000,000","500,000,000","493,000,000","436,000,000","425,000,000","466,000,000","424,000,000","415,000,000","408,000,000","411,000,000","405,000,000","393,000,000","383,000,000","390,000,000","385,000,000","380,000,000","369,000,000","327,000,000","329,000,000","321,000,000","329,000,000","332,000,000","328,000,000","321,000,000","329,000,000","334,000,000","334,000,000","331,000,000","330,000,000","334,000,000","340,000,000","358,000,000","365,000,000","375,000,000","378,000,000","381,000,000","390,000,000","371,000,000","364,000,000","370,000,000","361,000,000","362,000,000","386,000,000","370,000,000","-55,797,000","513,660,000","492,168,000","486,969,000","817,783,000","775,438,000","720,952,000","695,895,000","695,189,000","628,106,000","603,687,000","546,100,000","303,924,000","191,439,000","159,874,000","90,078,000"
