name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"45,608,500,000","13,079,000,000","12,838,800,000","10,386,300,000","9,304,400,000","7,202,500,000","6,845,200,000","7,046,800,000","5,774,000,000","7,000,700,000","6,068,600,000","6,243,000,000","5,899,100,000","4,689,000,000","4,615,700,000","4,539,700,000","4,594,700,000","4,349,200,000","4,311,100,000","4,364,900,000","4,428,900,000","4,235,000,000","4,051,800,000","4,046,100,000","4,372,900,000","3,909,100,000","3,893,900,000","3,928,900,000","3,984,361,000","3,795,500,000","3,792,500,000","3,697,600,000","3,642,440,000","1,671,895,000","1,631,607,000","1,578,888,000","1,564,652,000","1,529,744,000","1,479,447,000","1,429,765,000","1,448,027,000","1,469,493,000","1,440,050,000","1,401,780,000","1,456,735,000","1,422,807,000","1,580,351,000","1,547,783,000","1,555,722,000","1,465,067,000","1,495,489,000","1,388,334,000","1,366,883,000","1,269,105,000","1,203,578,000","1,169,848,000","1,068,054,000","996,903,000","920,144,000","798,807,000","794,822,000","723,475,000","677,988,000","693,127,000","654,603,000","579,750,000"
	OperatingRevenue,"45,608,500,000","13,079,000,000","12,838,800,000","10,386,300,000","9,304,400,000","7,202,500,000","6,845,200,000","7,046,800,000","5,774,000,000","7,000,700,000","6,068,600,000","6,243,000,000","5,899,100,000","4,689,000,000","4,615,700,000","4,539,700,000","4,594,700,000","4,349,200,000","4,311,100,000","4,364,900,000","4,428,900,000","4,235,000,000","4,051,800,000","4,046,100,000","4,372,900,000","3,909,100,000","3,893,900,000","3,928,900,000","3,984,361,000","3,795,500,000","3,792,500,000","3,697,600,000","3,642,440,000","1,671,895,000","1,631,607,000","1,578,888,000","1,564,652,000","1,529,744,000","1,479,447,000","1,429,765,000","1,448,027,000","1,469,493,000","1,440,050,000","1,401,780,000","1,456,735,000","1,422,807,000","1,580,351,000","1,547,783,000","1,555,722,000","1,465,067,000","1,495,489,000","1,388,334,000","1,366,883,000","1,269,105,000","1,203,578,000","1,169,848,000","1,068,054,000","996,903,000","920,144,000","798,807,000","794,822,000","723,475,000","677,988,000","693,127,000","654,603,000","579,750,000"
CostOfRevenue,"40,775,900,000","11,733,400,000","11,560,000,000","9,244,000,000","8,238,500,000","6,369,800,000","6,034,100,000","6,231,300,000","5,134,900,000","6,193,200,000","5,357,400,000","5,531,600,000","5,199,000,000","4,084,300,000","4,001,100,000","3,946,100,000","3,982,900,000","3,790,500,000","3,743,500,000","3,810,200,000","3,854,000,000","3,713,600,000","3,534,600,000","3,534,800,000","3,811,600,000","3,428,300,000","3,407,100,000","3,447,800,000","3,494,378,000","3,343,900,000","3,335,200,000","3,248,200,000","3,194,567,000","1,461,746,000","1,416,908,000","1,370,975,000","1,358,124,000","1,334,338,000","1,279,622,000","1,235,412,000","1,254,824,000","1,282,239,000","1,247,820,000","1,215,912,000","1,267,343,000","1,242,891,000","1,345,811,000","1,316,378,000","1,320,321,000","1,246,549,000","1,270,679,000","1,172,950,000","1,151,879,000","1,069,767,000","1,006,759,000","981,148,000","885,960,000","843,578,000","777,912,000","687,910,000","686,206,000","628,100,000","583,408,000","599,904,000","567,624,000","502,341,000"
GrossProfit,"4,832,600,000","1,345,600,000","1,278,800,000","1,142,300,000","1,065,900,000","832,700,000","811,100,000","815,500,000","639,100,000","807,500,000","711,200,000","711,400,000","700,100,000","604,700,000","614,600,000","593,600,000","611,800,000","558,700,000","567,600,000","554,700,000","574,900,000","521,400,000","517,200,000","511,300,000","561,300,000","480,800,000","486,800,000","481,100,000","489,983,000","451,600,000","457,300,000","449,400,000","447,873,000","210,149,000","214,699,000","207,913,000","206,528,000","195,406,000","199,825,000","194,353,000","193,203,000","187,254,000","192,230,000","185,868,000","189,392,000","179,916,000","234,540,000","231,405,000","235,401,000","218,518,000","224,810,000","215,384,000","215,004,000","199,338,000","196,819,000","188,700,000","182,094,000","153,325,000","142,232,000","110,897,000","108,616,000","95,375,000","94,580,000","93,223,000","86,979,000","77,409,000"
OperatingExpense,"4,577,400,000","1,277,000,000","1,221,000,000","1,094,100,000","985,300,000","809,300,000","750,200,000","779,700,000","864,700,000","824,900,000","630,700,000","647,900,000","599,600,000","545,500,000","541,600,000","543,000,000","518,000,000","498,600,000","518,500,000","504,200,000","493,500,000","474,700,000","465,900,000","479,700,000","494,500,000","443,200,000","433,000,000","437,100,000","436,823,000","424,500,000","410,200,000","416,700,000","402,228,000","193,926,000","188,612,000","182,717,000","183,489,000","182,560,000","177,078,000","174,242,000","171,673,000","176,532,000","170,752,000","168,245,000","167,441,000","170,490,000","207,408,000","197,649,000","200,098,000","201,763,000","200,056,000","175,558,000","171,258,000","168,934,000","163,284,000","158,213,000","141,834,000","131,909,000","121,157,000","87,943,000","88,446,000","83,589,000","79,656,000","78,084,000","74,591,000","69,845,000"
OperatingIncome,"255,200,000","68,600,000","57,800,000","48,200,000","80,600,000","23,400,000","60,900,000","35,800,000","-225,600,000","-17,400,000","80,500,000","63,500,000","100,500,000","59,200,000","73,000,000","50,600,000","93,800,000","60,100,000","49,100,000","50,500,000","81,400,000","46,700,000","51,300,000","31,600,000","66,800,000","37,600,000","53,800,000","44,000,000","53,160,000","27,100,000","47,100,000","32,700,000","45,645,000","16,223,000","26,087,000","25,196,000","23,039,000","12,846,000","22,747,000","20,111,000","21,530,000","10,722,000","21,478,000","17,623,000","21,951,000","9,426,000","27,132,000","33,756,000","35,303,000","16,755,000","24,754,000","39,826,000","43,746,000","30,404,000","33,535,000","30,487,000","40,260,000","21,416,000","21,075,000","22,954,000","20,170,000","11,786,000","14,924,000","15,139,000","12,388,000","7,564,000"
NetNonOperatingInterestIncomeExpense,"-173,500,000","-45,900,000","-45,200,000","-44,000,000","-38,400,000","-37,100,000","-38,100,000","-38,800,000","-38,000,000","-35,200,000","-26,400,000","-17,300,000","-17,300,000","-16,500,000","-16,000,000","-15,600,000","-15,500,000","-15,200,000","-15,100,000","-14,600,000","-14,400,000","-14,000,000","-13,600,000","-12,900,000","-18,000,000","-21,600,000","-23,300,000","-21,000,000","-21,147,000","-21,600,000","-21,800,000","-21,200,000","-20,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"173,500,000","45,900,000","45,200,000","44,000,000","38,400,000","37,100,000","38,100,000","38,800,000","38,000,000","35,200,000","26,400,000","17,300,000","17,300,000","16,500,000","16,000,000","15,600,000","15,500,000","15,200,000","15,100,000","14,600,000","14,400,000","14,000,000","13,600,000","12,900,000","18,000,000","21,600,000","23,300,000","21,000,000","21,147,000","21,600,000","21,800,000","21,200,000","20,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"13,100,000","11,300,000","-1,200,000","1,300,000","1,700,000","1,600,000","2,100,000","1,000,000","1,400,000","-7,900,000","200,000",,"-100,000","1,000,000","-700,000","200,000","200,000","-100,000","100,000","300,000","100,000","200,000","500,000","800,000","-100,000","-500,000","-1,000,000","-2,200,000","25,456,000","-300,000","-2,700,000","-200,000","201,000","-1,412,000","-1,150,000","-1,907,000","-1,864,000","-1,806,000","-1,872,000","-1,782,000","-1,796,000","-1,550,000","-1,542,000","-1,311,000","-594,000","-842,000","-11,033,000","-328,000","-132,000","52,000","-376,000","-266,000","-171,000","869,000","-217,000","-276,000","-173,000","93,000","-564,000","-861,000","-474,000","16,000","-116,000","10,000","-29,000","69,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","-600,000","-1,100,000","-2,200,000",,"-400,000","-2,800,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
