name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"10,163,000,000","10,274,000,000","10,094,000,000","11,201,000,000","9,988,000,000","10,333,000,000","10,702,000,000","12,465,000,000","10,935,000,000","11,149,000,000","11,088,000,000","11,316,000,000","11,225,000,000","8,172,736,000","8,273,507,000","8,299,154,000","8,299,288,000","8,329,374,000","8,652,416,000","8,347,704,000","7,931,806,000","8,003,595,000","8,422,827,000","8,139,845,000","7,928,242,000","8,046,662,000","8,140,881,000","8,408,071,000","8,550,009,000","8,375,509,000","8,449,357,000","8,624,534,000","8,734,175,000","8,844,780,000","8,906,312,000","8,951,186,000","8,643,197,000","9,054,843,000","9,155,042,000","9,535,081,000","7,501,724,000","7,495,996,000","7,324,837,000","7,303,785,000","7,229,420,000","7,383,086,000","7,231,785,000","7,200,932,000","7,740,354,000","7,263,528,000","7,268,943,000","7,507,332,000","7,484,918,000","7,490,695,000","7,503,074,000","1,456,485,000","1,469,823,000","1,694,149,000","1,587,128,000","1,688,272,000","1,506,147,000","1,658,528,000","1,610,616,000","1,811,396,000","1,908,104,000","2,085,362,000","2,092,389,000","1,741,534,000","1,814,229,000","1,957,613,000","1,690,563,000","1,800,871,000","1,887,019,000","1,617,317,000","1,568,301,000","1,660,830,000","1,420,985,000","1,340,940,000","1,433,545,000","1,523,400,000","1,613,370,000","1,527,605,000","1,570,674,000","1,609,983,000","1,654,962,000","1,323,582,000","1,348,102,000","1,364,571,000","1,397,338,000","1,206,612,000","1,097,900,000","920,900,000","662,800,000","643,880,000","389,700,000","297,800,000","336,900,000","323,807,461","148,400,000","124,400,000","4,500,000","2,333,974","5,900,000","1,900,000","2,100,000","2,300,000","2,700,000","3,100,000","3,500,000","4,000,000"
	CurrentAssets,"1,056,000,000","1,180,000,000","1,036,000,000","2,129,000,000","905,000,000","967,000,000","829,000,000","2,495,000,000","883,000,000","1,003,000,000","936,000,000","1,082,000,000","907,000,000","478,233,000","494,448,000","481,338,000","500,625,000","470,901,000","496,562,000","495,237,000","675,732,000","642,649,000","1,041,369,000","933,377,000","562,153,000","561,889,000","1,416,122,000","1,630,366,000","1,803,744,000","1,549,746,000","1,259,452,000","1,370,118,000","1,377,785,000","1,419,013,000","1,951,265,000","1,943,963,000","1,599,253,000","1,828,182,000","1,862,728,000","2,194,415,000","1,337,094,000","1,276,954,000","1,033,202,000","965,281,000","878,514,000","991,775,000","778,615,000","760,172,000","1,304,885,000","859,780,000","811,110,000","966,923,000","839,474,000","793,006,000","738,764,000","429,559,000","458,764,000","678,857,000","576,806,000","649,287,000","479,802,000","617,266,000","534,976,000","749,158,000","858,425,000","1,011,448,000","1,032,893,000","640,480,000","690,099,000","811,040,000","570,341,000","673,630,000","745,773,000","579,664,000","505,346,000","579,797,000","314,272,000","199,609,000","271,496,000","340,650,000","426,417,000","343,245,000","405,509,000","458,585,000","515,985,000","198,348,000","301,233,000","405,461,000","553,519,000","467,814,000","474,800,000","357,000,000","209,000,000","265,789,000","84,400,000","132,200,000","161,600,000","171,309,288","30,000,000","30,600,000","1,100,000","1,808,595","5,400,000","1,400,000","1,500,000","1,800,000","2,100,000","2,600,000","3,000,000","3,400,000"
		CashCashEquivalentsAndShortTermInvestments,"76,000,000","191,000,000","164,000,000","1,124,000,000","59,000,000","71,000,000","33,000,000","1,770,000,000","40,000,000","106,000,000","79,000,000","215,000,000","62,000,000","54,431,000","46,044,000","63,516,000","78,539,000","69,022,000","73,553,000","42,738,000","230,488,000","213,939,000","572,382,000","476,453,000","101,952,000","111,838,000","152,545,000","294,053,000","482,043,000","147,724,000","103,585,000","169,980,000","121,171,000","134,805,000","716,784,000","651,769,000","206,727,000","520,945,000","556,270,000","868,330,000","746,576,000","773,990,000","604,592,000","528,327,000","433,695,000","586,691,000","316,255,000","258,854,000","268,538,000","383,489,000","380,372,000","541,688,000","375,486,000","380,446,000","359,657,000","255,598,000","287,969,000","439,289,000","362,368,000","429,403,000","289,122,000","408,921,000","352,301,000","583,588,000","715,231,000","904,422,000","934,383,000","577,369,000","640,823,000","763,874,000","523,207,000","639,964,000","706,664,000","549,883,000","479,111,000","560,093,000","289,742,000","173,702,000","248,698,000","319,746,000","401,258,000","330,942,000","391,519,000","416,748,000","460,406,000","185,060,000","293,309,000","346,078,000","552,762,000","467,073,000","393,400,000","235,700,000","162,100,000","265,623,000","72,400,000","64,700,000","160,800,000","170,381,220","29,400,000","30,200,000","1,100,000","1,799,814","4,900,000","1,400,000","1,500,000","1,800,000","2,100,000","2,500,000","3,000,000","3,400,000"
			CashAndCashEquivalents,"76,000,000","191,000,000","164,000,000","1,124,000,000","59,000,000","71,000,000","33,000,000","1,770,000,000","40,000,000","106,000,000","79,000,000","215,000,000","62,000,000","54,431,000","46,044,000","63,516,000","78,539,000","69,022,000","73,553,000","42,738,000","230,488,000","213,939,000","572,382,000","476,453,000","101,952,000","111,838,000","152,545,000","294,053,000","482,043,000","147,724,000","103,585,000","169,980,000","121,171,000","134,805,000","716,784,000","651,769,000","206,727,000","520,945,000","556,270,000","868,330,000","746,576,000","773,990,000","604,592,000","528,327,000","433,695,000","586,691,000","316,255,000","258,854,000","268,538,000","383,489,000","380,372,000","541,688,000","375,486,000","380,446,000","359,657,000","220,133,000","252,508,000","438,820,000","357,710,000","424,749,000","259,162,000","393,421,000","317,876,000","534,963,000","630,831,000","762,007,000","810,333,000","576,919,000","629,376,000","753,891,000","517,631,000","634,023,000","701,056,000","520,979,000","450,508,000","554,535,000","254,180,000","18,375,000","63,966,000","24,965,000","22,947,000","4,726,000","27,790,000","12,140,000","197,131,000","14,397,000","8,814,000","27,415,000","65,316,000","81,809,000","220,500,000","235,700,000","162,100,000","204,753,000","72,400,000","64,700,000","160,800,000","170,381,220","29,400,000","30,200,000","1,100,000","1,799,814","4,900,000","1,400,000","1,500,000","1,800,000","2,100,000","2,500,000","3,000,000","3,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,465,000","35,461,000","469,000","4,658,000","4,654,000","29,960,000","15,500,000","34,425,000","48,625,000","84,400,000","142,415,000","124,050,000","450,000","11,447,000","9,983,000","5,576,000","5,941,000","5,608,000","28,904,000","28,603,000","5,558,000","35,562,000","155,327,000","184,732,000","294,781,000","378,311,000","326,216,000","363,729,000","404,608,000","263,275,000","170,663,000","284,495,000","318,663,000","487,446,000","385,264,000","172,900,000",,,"60,870,000",,,,,,,,,,,,,,,,
		Receivables,"650,000,000","722,000,000","652,000,000","654,000,000","611,000,000","672,000,000","582,000,000","497,000,000","604,000,000","670,000,000","632,000,000","628,000,000","592,000,000","232,986,000","245,768,000","247,148,000","244,779,000","241,727,000","225,001,000","234,352,000","234,348,000","223,029,000","233,419,000","225,380,000","228,170,000","234,782,000","237,200,000","240,325,000","219,421,000","220,579,000","206,793,000","202,276,000","193,358,000","192,912,000","183,597,000","212,491,000","210,637,000","210,567,000","190,736,000","218,107,000","210,875,000","201,224,000","182,067,000","188,112,000","183,245,000","189,234,000","189,374,000","196,549,000","170,645,000","162,318,000","128,903,000","110,936,000","140,377,000","147,974,000","127,894,000","99,017,000","92,735,000","104,072,000","80,010,000","85,562,000","69,856,000","71,014,000","17,291,000","18,922,000","19,959,000","31,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","400,000",,,"500,000",,,,,,,
			AccountsReceivable,"541,000,000","626,000,000","577,000,000","558,000,000","495,000,000","559,000,000","448,000,000","395,000,000","464,000,000","532,000,000","505,000,000","488,000,000","445,000,000","97,986,000","99,899,000","97,462,000","90,941,000","90,842,000","95,908,000","100,992,000","93,606,000","97,079,000","100,667,000","95,292,000","86,615,000","92,622,000","97,528,000","95,216,000","89,295,000","93,819,000","102,646,000","109,117,000","103,872,000","103,937,000","102,778,000","101,203,000","107,875,000","106,142,000","102,963,000","113,705,000","108,335,000","101,705,000","96,905,000","100,834,000","100,744,000","121,658,000","110,391,000","113,341,000","115,870,000","113,580,000","87,148,000","77,263,000","94,793,000","102,024,000","76,284,000","27,186,000","22,743,000","44,068,000","24,153,000","25,225,000","15,462,000","24,189,000","17,291,000","18,922,000","19,959,000","31,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","400,000",,,,,,,,,,
				GrossAccountsReceivable,"552,000,000","636,000,000","587,000,000","569,000,000","507,000,000","574,000,000","464,000,000","413,000,000","481,000,000","546,000,000","518,000,000","501,000,000","465,000,000","104,604,000","106,919,000","105,764,000","99,761,000","100,342,000","105,875,000","109,562,000","102,130,000","105,737,000","108,110,000","102,266,000","93,016,000","98,740,000","104,486,000","102,334,000","96,645,000","101,634,000","110,290,000","116,703,000","111,315,000","113,015,000","114,300,000","113,806,000","121,783,000","117,853,000","113,423,000","124,825,000","119,310,000","111,637,000","111,562,000","112,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,000,000","-10,000,000","-10,000,000","-11,000,000","-12,000,000","-15,000,000","-16,000,000","-18,000,000","-17,000,000","-14,000,000","-13,000,000","-13,000,000","-20,000,000","-6,618,000","-7,020,000","-8,302,000","-8,820,000","-9,500,000","-9,967,000","-8,570,000","-8,524,000","-8,658,000","-7,443,000","-6,974,000","-6,401,000","-6,118,000","-6,958,000","-7,118,000","-7,350,000","-7,815,000","-7,644,000","-7,586,000","-7,443,000","-9,078,000","-11,522,000","-12,603,000","-13,908,000","-11,711,000","-10,460,000","-11,120,000","-10,975,000","-9,932,000","-14,657,000","-11,827,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,"22,000,000","11,000,000","11,000,000","12,000,000","10,585,000","10,087,000","13,692,000","12,877,000","10,284,000","12,375,000","12,085,000","6,846,000","6,170,000","5,249,000","4,912,000","5,427,000","5,941,000","8,725,000","4,097,000","3,374,000","4,344,000","4,006,000","4,937,000","5,143,000","9,145,000","11,141,000","9,127,000","8,255,000","13,167,000","8,221,000","7,326,000","6,503,000","14,702,000","5,228,000","6,264,000","5,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
