name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"479,849,000","495,324,000","499,427,000","515,905,000","498,165,000","493,675,000","487,686,000","486,081,000","449,414,000","446,069,000","448,335,000","455,193,000","442,693,000","277,084,000","275,080,000","283,541,000","274,253,000","271,967,000","263,394,000","256,828,000","247,296,000","240,728,000","234,756,000","225,418,000","206,521,000","200,461,000","195,060,000","187,589,000","182,436,000","179,212,000","170,825,000","165,957,000","155,442,000","151,162,000","144,605,000","141,381,000","132,238,000","129,721,000","121,586,000","120,893,000","113,128,000","105,938,000","101,609,000","97,363,000","89,700,000","88,642,000"
	CurrentAssets,"98,689,000","114,464,000","113,424,000","121,157,000","103,516,000","94,561,000","84,236,000","76,361,000","36,222,000","16,783,000","20,491,000","22,340,000","17,470,000","17,730,000","21,750,000","22,239,000","21,462,000","26,586,000","30,102,000","31,101,000","28,389,000","27,689,000","27,907,000","25,136,000","14,687,000","16,236,000","17,186,000","15,102,000","12,798,000","12,914,000","9,365,000","10,762,000","9,241,000","10,423,000","11,310,000","13,648,000","11,309,000","12,983,000","9,959,000","10,391,000","8,719,000","7,025,000","8,057,000","8,343,000","6,382,000","9,258,000"
		CashCashEquivalentsAndShortTermInvestments,"89,713,000","106,621,000","105,107,000","113,547,000","97,258,000","86,817,000","77,775,000","67,237,000","28,023,000","10,074,000","10,476,000","11,752,000","7,345,000","8,199,000","10,813,000","10,290,000","8,436,000","8,785,000","17,401,000","19,746,000","14,182,000","13,694,000","13,944,000","13,769,000","4,824,000","8,529,000","10,598,000","7,634,000","6,779,000","3,815,000","3,493,000","4,439,000","4,806,000","5,323,000","3,223,000","3,770,000","3,096,000","5,855,000","3,561,000","4,621,000","3,269,000","2,827,000","3,644,000","4,085,000","2,897,000","3,337,000"
			CashAndCashEquivalents,"89,713,000","106,621,000","105,107,000","113,547,000","97,258,000","86,817,000","77,775,000","67,237,000","28,023,000","10,074,000","10,476,000","11,752,000","7,345,000","8,199,000","10,813,000","10,290,000","8,436,000","8,785,000","17,401,000","19,746,000","14,182,000","13,694,000","13,944,000","13,769,000","4,824,000","8,529,000","10,598,000","7,634,000","6,779,000","3,815,000","3,493,000","4,439,000","4,806,000","5,323,000","3,223,000","3,770,000","3,096,000","5,855,000","3,561,000","4,621,000","3,269,000","2,827,000","3,644,000","4,085,000","2,897,000","3,337,000"
		Receivables,"3,805,000","2,894,000","2,972,000","1,246,000","1,732,000","2,681,000","1,176,000","2,146,000","2,571,000","1,676,000","1,557,000","1,761,000","2,954,000","4,254,000","3,088,000","3,940,000","5,322,000","10,272,000","4,941,000","4,764,000","7,816,000","7,337,000","7,932,000","5,277,000","4,853,000","3,874,000","1,677,000","2,763,000","2,811,000","5,086,000","2,731,000","3,119,000","1,624,000","2,569,000","4,663,000","6,657,000","5,651,000","4,777,000","4,277,000","3,735,000","4,175,000","2,547,000","1,857,000","2,563,000","2,354,000","4,554,000"
			AccountsReceivable,"1,830,000","1,811,000","1,583,000","1,246,000","908,000","1,507,000","776,000","1,223,000","957,000","1,426,000","1,199,000","1,403,000","1,457,000","2,054,000","950,000","1,027,000","1,076,000","2,696,000","1,486,000","1,003,000","1,097,000","1,132,000","773,000","844,000","1,103,000","1,118,000","658,000","684,000","732,000","922,000","737,000","846,000","624,000","636,000","441,000","464,000","708,000","564,000","498,000","467,000","412,000","447,000","299,000","339,000","310,000","403,000"
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","144,000","115,000"
			TaxesReceivable,"975,000","1,083,000","1,389,000","0","624,000","974,000",,"523,000","1,214,000","0","0","0","215,000","603,000","1,306,000","755,000","1,055,000","1,225,000","521,000","967,000","1,442,000","2,183,000","3,389,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,000,000",,,,"200,000","200,000","400,000","400,000","400,000","250,000","358,000","358,000","1,282,000","1,597,000","832,000","2,158,000","3,191,000","6,351,000","2,934,000","2,794,000","5,277,000","4,022,000","3,770,000","4,433,000","3,750,000","2,756,000","1,019,000","2,079,000","2,079,000","4,164,000","1,994,000","2,273,000","1,000,000","1,933,000","4,222,000","6,193,000","4,943,000","4,213,000","3,779,000","3,268,000","3,763,000","2,100,000","1,558,000","2,224,000","1,900,000","4,036,000"
		Inventory,"1,614,000","1,676,000","1,423,000","1,431,000","1,269,000","1,449,000","1,401,000","1,538,000","1,519,000","1,657,000","1,635,000","1,723,000","1,581,000","1,541,000","1,483,000","1,591,000","1,435,000","1,605,000","1,314,000","1,278,000","1,201,000","1,451,000","1,208,000","1,217,000","1,078,000","1,194,000","1,012,000","1,043,000","905,000","926,000","848,000","850,000","744,000","705,000","670,000","679,000","642,000","621,000","597,000","585,000","520,000","617,000","456,000","430,000","400,000","413,000"
		PrepaidAssets,"3,557,000","3,273,000","3,922,000","4,933,000","3,257,000","3,368,000","3,884,000","5,440,000","4,109,000","3,176,000","6,823,000","7,104,000","5,590,000","3,466,000","6,366,000","6,418,000","6,269,000","5,664,000","6,446,000","5,313,000","5,190,000","4,837,000","4,823,000","4,873,000","3,932,000","2,351,000","3,899,000","3,662,000","2,303,000","2,960,000","2,293,000","2,354,000","2,067,000","1,826,000","2,754,000","2,542,000","1,920,000","1,730,000","1,524,000","1,450,000","755,000","1,034,000","1,023,000","1,265,000","731,000","954,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,077,000",,,
		OtherCurrentAssets,,,,,,"246,000",,,,"200,000",,,,"270,000",,,,"260,000","0","0","0","370,000","0","0","0","288,000","0","0","0","127,000",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0"
	TotalNonCurrentAssets,"381,160,000","380,860,000","386,003,000","394,748,000","394,649,000","399,114,000","403,450,000","409,720,000","413,192,000","429,286,000","427,844,000","432,853,000","425,223,000","259,354,000","253,330,000","261,302,000","252,791,000","245,381,000","233,292,000","225,727,000","218,907,000","213,039,000","206,849,000","200,282,000","191,834,000","184,225,000","177,874,000","172,487,000","169,638,000","166,298,000","161,460,000","155,195,000","146,201,000","140,739,000","133,295,000","127,733,000","120,929,000","116,738,000","111,627,000","110,502,000","104,409,000","98,913,000","93,552,000","89,020,000","83,318,000","79,384,000"
		NetPPE,"327,791,000","327,813,000","332,037,000","339,516,000","338,644,000","344,261,000","347,351,000","354,281,000","359,295,000","380,049,000","381,175,000","386,390,000","378,913,000","210,960,000","205,112,000","213,102,000","204,628,000","197,255,000","185,219,000","177,711,000","170,929,000","165,150,000","159,036,000","152,472,000","144,054,000","136,493,000","130,236,000","125,003,000","122,199,000","118,807,000","114,040,000","107,816,000","98,924,000","93,520,000","84,494,000","79,093,000","72,501,000","68,414,000","63,576,000","58,652,000","53,224,000","48,114,000","44,449,000","39,898,000","36,034,000","32,113,000"
			GrossPPE,"327,791,000","469,810,000","332,037,000","339,516,000","338,644,000","469,161,000","347,351,000","354,281,000","359,295,000","488,655,000","381,175,000","386,390,000","378,913,000","303,116,000",,,,"273,494,000",,,,"225,888,000",,,,"182,420,000",,,,"153,453,000",,,,"118,173,000",,,,"84,365,000",,,,"57,714,000",,,,"37,403,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,,"5,170,000",,,,"1,898,000",,,,"1,898,000",,,,"1,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,703,000"
				MachineryFurnitureEquipment,,"102,103,000",,,,"97,149,000",,,,"98,895,000",,,,"94,899,000",,,,"85,043,000",,,,"71,305,000",,,,"57,764,000",,,,"49,232,000",,,,"38,320,000",,,,"28,056,000",,,,"20,554,000",,,,"13,645,000"
				OtherProperties,"327,791,000","148,444,000","332,037,000","339,516,000","338,644,000","159,156,000","347,351,000","354,281,000","359,295,000","169,299,000","381,175,000","386,390,000","378,913,000",,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0"
				ConstructionInProgress,,"6,083,000",,,,"14,613,000",,,,"13,072,000",,,,"10,318,000",,,,"13,684,000",,,,"11,089,000",,,,"10,848,000",,,,"9,242,000",,,,"10,795,000",,,,"7,384,000",,,,"2,929,000",,,,"3,055,000"
				Leases,,"208,010,000",,,,"196,345,000",,,,"205,491,000",,,,"196,027,000",,,,"174,767,000",,,,"143,494,000",,,,"113,808,000",,,,"94,979,000",,,,"69,058,000",,,,"48,925,000",,,,"34,231,000",,,,
			AccumulatedDepreciation,,"-141,997,000",,,,"-124,900,000",,,,"-108,606,000",,,,"-92,156,000",,,,"-76,239,000",,,,"-60,738,000",,,,"-45,927,000",,,,"-34,646,000",,,,"-24,653,000",,,,"-15,951,000",,,,"-9,600,000",,,,"-5,290,000"
		GoodwillAndOtherIntangibleAssets,"45,969,000","45,969,000","45,969,000","45,969,000","45,969,000","46,183,000","45,969,000","45,969,000","45,969,000","46,183,000","45,969,000","45,969,000","45,969,000","46,121,000","45,969,000","45,969,000","45,969,000","46,044,000","45,969,000","45,969,000","45,969,000","46,044,000","45,969,000","45,969,000","45,969,000","46,044,000","45,969,000","45,969,000","45,969,000","46,044,000","45,969,000","45,969,000","45,969,000","46,044,000","45,969,000","45,969,000","45,969,000","46,004,000","48,051,000","49,527,000","49,504,000","49,161,000","49,103,000","49,122,000","47,284,000","47,271,000"
			Goodwill,"24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000","24,069,000"
			OtherIntangibleAssets,"21,900,000","21,900,000","21,900,000","21,900,000","21,900,000","22,114,000","21,900,000","21,900,000","21,900,000","22,114,000","21,900,000","21,900,000","21,900,000","22,052,000","21,900,000","21,900,000","21,900,000","21,975,000","21,900,000","21,900,000","21,900,000","21,975,000","21,900,000","21,900,000","21,900,000","21,975,000","21,900,000","21,900,000","21,900,000","21,975,000","21,900,000","21,900,000","21,900,000","21,975,000","21,900,000","21,900,000","21,900,000","21,935,000","23,982,000","25,458,000","25,435,000","25,092,000","25,034,000","25,053,000","23,215,000","23,202,000"
		NonCurrentDeferredAssets,"5,038,000","5,400,000","6,382,000","7,933,000","8,873,000","7,896,000","9,111,000","8,455,000","7,168,000","2,628,000",,,,"2,183,000",,,,"2,082,000",,,,"1,845,000",,,,"1,688,000",,,,"1,447,000",,,,"1,175,000",,,,"986,000","0","2,323,000","1,681,000","1,638,000",,,,
			NonCurrentDeferredTaxesAssets,"5,038,000","5,400,000","6,382,000","7,933,000","8,873,000","7,806,000","9,111,000","8,455,000","7,168,000","2,601,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,362,000","1,678,000","1,615,000","1,330,000","1,163,000","774,000","1,019,000","1,015,000","760,000","426,000","700,000","494,000","341,000","90,000","2,249,000","2,231,000","2,194,000","0","2,104,000","2,047,000","2,009,000","0","1,844,000","1,841,000","1,811,000","0","1,669,000","1,515,000","1,470,000","0","1,451,000","1,410,000","1,308,000","0","2,832,000","2,671,000","2,459,000","1,334,000","0","0","0",,"0","0","0","0"
TotalLiabilitiesNetMinorityInterest,"231,615,000","232,530,000","235,232,000","252,566,000","248,817,000","251,817,000","248,736,000","250,966,000","268,018,000","251,133,000","253,042,000","256,901,000","247,770,000","83,233,000","83,427,000","85,250,000","83,643,000","83,005,000","91,327,000","88,786,000","85,428,000","83,663,000","80,886,000","77,612,000","68,480,000","67,404,000","62,855,000","59,981,000","60,728,000","61,024,000","55,380,000","53,987,000","47,281,000","46,674,000","46,738,000","46,723,000","41,123,000","42,258,000","36,755,000","115,460,000","109,538,000","80,311,000","76,487,000","73,541,000","47,370,000","47,674,000"
