name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990
OperatingCashFlow,"1,442,980,000","393,273,000","331,641,000","262,141,000","455,925,000","331,851,000","260,672,000","312,292,000","356,934,000","363,198,000","294,450,000","276,901,000","397,145,000","326,150,000","181,582,000","162,985,000","303,296,000","281,855,000","124,643,000","254,366,000","280,129,000","182,037,000","144,133,000","157,588,000","168,691,000","32,117,000","121,954,000","143,083,000","202,630,000","85,073,000","144,372,000","148,201,000","222,196,000","163,493,000","139,721,000","82,559,000","184,405,000","141,080,000","132,398,000","94,865,000","162,148,000","131,756,000","119,396,000","56,562,000","132,931,000","98,726,000","73,931,000","35,298,000","132,383,000","135,014,000","149,281,000","144,894,000","183,803,000","164,578,000","86,803,000","88,338,000","175,322,000","98,559,000","213,536,000","57,126,000","127,314,000","94,743,000","171,490,000","55,844,000","150,567,000","105,155,000","159,134,000","47,030,000","125,988,000","91,601,000","143,789,000","52,835,000","149,273,000","110,906,000","177,472,000","72,058,000","78,759,000","69,780,000","112,169,000","69,979,000","96,642,000","100,029,000","120,332,000","60,430,000","99,408,000","68,246,000","50,989,000","28,315,000","81,688,000","68,344,000","48,400,000","59,600,000","64,000,000","65,300,000","25,500,000","48,300,000","23,600,000","41,500,000","25,600,000","28,000,000","27,800,000","33,500,000","29,200,000","25,900,000","32,000,000","33,400,000","16,200,000","30,800,000","21,300,000","23,200,000","10,800,000","20,000,000","18,100,000","24,800,000","19,900,000","8,600,000","22,900,000","19,200,000","19,100,000","20,400,000","22,200,000","19,400,000","11,700,000","9,900,000","9,100,000","16,000,000","5,600,000","13,200,000","17,400,000"
	CashFlowFromContinuingOperatingActivities,"1,442,980,000","393,273,000","331,641,000","262,141,000","455,925,000","331,851,000","260,672,000","312,292,000","356,934,000","363,198,000","294,450,000","276,901,000","397,145,000","326,150,000","181,582,000","162,985,000","303,296,000","281,855,000","124,643,000","254,366,000","280,129,000","182,037,000","144,133,000","157,588,000","168,691,000","32,117,000","121,954,000","143,083,000","202,630,000","85,073,000","144,372,000","148,201,000","222,196,000","163,493,000","139,721,000","82,559,000","184,405,000","141,080,000","132,398,000","94,865,000","162,148,000","131,756,000","119,396,000","56,562,000","132,931,000","98,726,000","73,931,000","35,298,000","132,383,000","135,014,000","149,281,000","144,894,000","183,803,000","164,578,000","86,803,000","88,338,000","175,322,000","98,559,000","213,536,000","57,126,000","127,314,000","94,743,000","171,490,000","55,844,000","150,567,000","105,155,000","159,134,000","47,030,000","125,988,000","91,601,000","143,789,000","52,835,000","149,273,000","110,906,000","177,472,000","72,058,000","78,759,000","69,780,000","112,169,000","69,979,000","96,642,000","100,029,000","120,332,000","60,430,000","99,408,000","68,246,000","50,989,000","28,315,000","81,688,000","68,344,000","48,400,000","59,600,000","64,000,000","65,300,000","25,500,000","48,300,000","23,600,000","41,500,000","25,600,000","28,000,000","27,800,000","33,500,000","29,200,000","25,900,000","32,000,000","33,400,000","16,200,000","30,800,000","21,300,000","23,200,000","10,800,000","20,000,000","18,100,000","24,800,000","19,900,000","8,600,000","22,900,000","19,200,000","19,100,000","20,400,000","22,200,000","19,400,000","11,700,000","9,900,000","9,100,000","16,000,000","5,600,000","13,200,000","17,400,000"
		NetIncomeFromContinuingOperations,"1,209,018,000","315,448,000","294,669,000","331,179,000","267,722,000","258,384,000","284,857,000","300,005,000","144,585,000","234,520,000","246,120,000","250,812,000","226,119,000","203,334,000","243,013,000","212,515,000","186,171,000","302,095,000","137,109,000","217,211,000","84,235,000","118,005,000","140,377,000","138,091,000","130,898,000","117,341,000","345,100,000","100,181,000","105,215,000","94,883,000","120,412,000","110,108,000","127,224,000","84,602,000","84,862,000","77,754,000","85,977,000","74,705,000","78,027,000","76,733,000",,,,,,"59,070,000","55,866,000","61,277,000","55,478,000","48,982,000","57,176,000","53,984,000","4,072,000","71,811,000","71,838,000","78,636,000","89,661,000","81,828,000","82,853,000","81,063,000","90,322,000","76,727,000","82,527,000","84,962,000","91,927,000","77,745,000","77,971,000","79,535,000","82,960,000","71,332,000","73,560,000","72,666,000","72,728,000","66,493,000","69,657,000","63,327,000","65,211,000","59,055,000","63,340,000","61,647,000","64,142,000","55,584,000","57,985,000","56,540,000","60,158,000","54,911,000","56,533,000","50,849,000","52,825,000","49,062,000","48,300,000","43,200,000","27,400,000","37,800,000","39,800,000","33,900,000","43,200,000","27,700,000","27,900,000","24,100,000","26,000,000","22,400,000","22,700,000","19,700,000","21,500,000","18,600,000","18,800,000","16,300,000","17,900,000","15,300,000","15,700,000","13,800,000","15,000,000","13,100,000","13,600,000","10,500,000","12,700,000","11,000,000","11,600,000","9,600,000","10,900,000","9,300,000","9,900,000","6,400,000","9,200,000","7,500,000","7,600,000","7,100,000","8,100,000"
		OperatingGainsLosses,"-42,449,000","-30,151,000","49,000","-12,178,000","-169,000","-3,898,000",,,,,,,"-781,000","-2,419,000",,,"2,660,000","0","1,209,000","-100,269,000","29,153,000","0",,,"-4,333,000","0","-375,197,000","9,673,000","-4,256,000","10,290,000","-34,137,000","-28,358,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000","500,000","0","300,000","0","400,000","-300,000","400,000","300,000","300,000","0","500,000","300,000","500,000","-200,000","200,000","700,000","600,000","0","600,000","400,000","800,000","100,000"
			GainLossOnSaleOfBusiness,,,,,,,,,"0",,,,"-781,000","-2,419,000","0","0","2,660,000","0","1,209,000","-100,269,000","-1,041,000","0","-25,876,000","0","-4,333,000","0","-375,197,000","9,673,000","-4,256,000","10,290,000","-34,137,000","-28,358,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"395,453,000","100,684,000","98,690,000","97,949,000","98,130,000","97,167,000","96,475,000","96,179,000","96,560,000","96,163,000","94,336,000","91,994,000","93,764,000","91,658,000","88,376,000","86,295,000","74,514,000","66,063,000","70,330,000","68,509,000","64,881,000","44,664,000","43,882,000","43,168,000","42,608,000","41,777,000","41,126,000","39,768,000","39,042,000","37,887,000","38,499,000","39,654,000","45,577,000","48,364,000","48,527,000","48,394,000","48,251,000","59,805,000","40,979,000","40,342,000","40,265,000","38,644,000","38,645,000","38,277,000","38,760,000","37,563,000","37,201,000","37,362,000","38,225,000","37,935,000","37,350,000","38,549,000","81,987,000","39,747,000","28,487,000","49,885,000","49,456,000","48,835,000","47,390,000","46,222,000","45,875,000","44,298,000","42,985,000","42,768,000","42,509,000","40,484,000","39,307,000","38,353,000","37,990,000","37,121,000","36,636,000","36,428,000","36,064,000","35,861,000","35,899,000","35,435,000","34,067,000","35,682,000","35,246,000","38,066,000","30,669,000","30,328,000","29,623,000","29,405,000","29,142,000","28,610,000","26,721,000","27,616,000","25,809,000","24,104,000","26,100,000","23,500,000","40,400,000","17,800,000","14,300,000","17,700,000","16,300,000","14,900,000","13,000,000","13,000,000","12,900,000","12,800,000","10,700,000","11,300,000","12,400,000","10,400,000","10,200,000","10,100,000","9,800,000","9,400,000","9,400,000","9,100,000","9,000,000","8,800,000","8,700,000","8,600,000","7,100,000","5,400,000","5,400,000","5,200,000","5,400,000","4,800,000","5,200,000","4,000,000","5,100,000","4,500,000","3,400,000","3,400,000","3,400,000"
			DepreciationAndAmortization,"395,453,000","100,684,000","98,690,000","97,949,000","98,130,000","97,167,000","96,475,000","96,179,000","96,560,000","96,163,000","94,336,000","91,994,000","93,764,000","91,658,000","88,376,000","86,295,000","74,514,000","66,063,000","70,330,000","68,509,000","64,881,000","44,664,000","43,882,000","43,168,000","42,608,000","41,777,000","41,126,000","39,768,000","39,042,000","37,887,000","38,499,000","39,654,000","45,577,000","48,364,000","48,527,000","48,394,000","48,251,000","59,805,000","40,979,000","40,342,000","40,265,000","38,644,000","38,645,000","38,277,000","38,760,000","37,563,000","37,201,000","37,362,000","38,225,000","37,935,000","37,350,000","38,549,000","81,987,000","39,747,000","28,487,000","49,885,000","49,456,000","48,835,000","47,390,000","46,222,000","45,875,000","44,298,000","42,985,000","42,768,000","42,509,000","40,484,000","39,307,000","38,353,000","37,990,000","37,121,000","36,636,000","36,428,000","36,064,000","35,861,000","35,899,000","35,435,000","34,067,000","35,682,000","35,246,000","38,066,000","30,669,000","30,328,000","29,623,000","29,405,000","29,142,000","28,610,000","26,721,000","27,616,000","25,809,000","24,104,000","26,100,000","23,500,000","40,400,000","17,800,000","14,300,000","17,700,000","16,300,000","14,900,000","13,000,000","13,000,000","12,900,000","12,800,000","10,700,000","11,300,000","12,400,000","10,400,000","10,200,000","10,100,000","9,800,000","9,400,000","9,400,000","9,100,000","9,000,000","8,800,000","8,700,000","8,600,000","7,100,000","5,400,000","5,400,000","5,200,000","5,400,000","4,800,000","5,200,000","4,000,000","5,100,000","4,500,000","3,400,000","3,400,000","3,400,000"
				Depreciation,"246,168,000","62,190,000","61,319,000","60,955,000","61,704,000","61,036,000","60,522,000","60,574,000","60,644,000","59,894,000","58,641,000","56,726,000","59,251,000","57,268,000","54,367,000","52,745,000","58,157,000","49,741,000","54,010,000","53,568,000","51,072,000","40,903,000","39,911,000","39,679,000","39,156,000","37,405,000","36,965,000","36,165,000","35,674,000","34,499,000","35,003,000","35,448,000","40,459,000","42,581,000","42,609,000","42,571,000","42,422,000","41,921,000","40,979,000","40,342,000","40,265,000","38,644,000","38,645,000","38,277,000","38,760,000","37,563,000","37,201,000","37,362,000","38,225,000","37,935,000","37,350,000","38,549,000",,,,"39,040,000","38,490,000","37,805,000","36,635,000","35,636,000","35,145,000","33,962,000","32,996,000","33,078,000","33,103,000","32,032,000","31,403,000","30,579,000","30,354,000","29,938,000","29,822,000","29,699,000","29,477,000","29,348,000","29,443,000","29,017,000","27,620,000","29,008,000","28,264,000","30,428,000","26,069,000","25,568,000","24,905,000","24,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"149,285,000","38,494,000","37,371,000","36,994,000","36,426,000","36,131,000","35,953,000","35,605,000","35,916,000","36,269,000","35,695,000","35,268,000","34,513,000","34,390,000","34,009,000","33,550,000","16,357,000","16,322,000","16,320,000","14,941,000","13,809,000","3,761,000","3,971,000","3,489,000","3,452,000","4,372,000","4,161,000","3,603,000","3,368,000","3,388,000","3,496,000","4,206,000","5,118,000","5,783,000","5,918,000","5,823,000","5,829,000",,,,,,,,,,,,,,,,,,,"10,845,000","10,966,000","11,030,000","10,755,000","10,586,000","10,730,000","10,336,000","9,989,000","9,690,000","9,406,000","8,452,000","7,904,000","7,774,000","7,636,000","7,183,000","6,814,000","6,729,000","6,587,000","6,513,000","6,456,000","6,418,000","6,447,000","6,674,000","6,982,000","7,638,000","4,600,000","4,760,000","4,718,000","4,732,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
