name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
OperatingCashFlow,"98,599,000","16,696,000","22,929,000","18,813,000","40,161,000","23,574,000","32,871,000","17,614,000","142,104,000","35,052,000","107,805,000","29,788,000","-5,819,000","-20,249,000","40,563,000","115,737,000","-19,679,000","85,633,000","22,014,000","28,378,000","-27,517,000","55,216,000","38,646,000","29,817,000","20,369,000","9,310,000","35,449,000","49,142,000","-2,107,000","3,804,000","34,810,000","-3,809,000","7,804,000","17,018,000","21,809,000","62,582,000","20,734,000","22,286,000","40,646,000","-28,095,000","6,358,000","9,745,000","8,025,000","15,433,000","7,795,000","8,916,000","17,676,000","3,488,000","6,573,000","14,438,000","-649,000","10,167,000","2,642,000","1,450,000","16,396,000","12,263,000","2,069,000","8,462,000","4,273,000","12,930,000","1,059,000","5,169,000","9,599,000","4,465,000","4,418,000","6,538,000","7,505,000","3,565,000","6,247,000","2,668,000","3,031,000","4,159,000","8,715,000","3,713,000","4,233,000","1,787,000","2,790,000","6,278,000","2,335,000","6,577,000","3,773,000","6,855,000","5,570,000","4,082,000","4,097,000","6,147,000","-1,085,000","1,295,000"
	CashFlowFromContinuingOperatingActivities,"98,599,000","16,696,000","22,929,000","18,813,000","40,161,000","23,574,000","39,104,000","21,049,000","35,332,000","28,492,000","22,698,000","51,964,000","31,095,000","24,662,000","40,563,000","115,737,000","-19,679,000","85,633,000","22,014,000","28,378,000","-27,517,000","55,216,000","38,646,000","29,817,000","20,369,000","9,310,000","35,449,000","49,142,000","-2,107,000","3,804,000","34,810,000","-3,809,000","7,804,000","17,018,000","21,809,000","62,582,000","20,734,000","22,286,000","40,646,000","-28,095,000","6,358,000","9,745,000","8,025,000","15,433,000","7,795,000","8,916,000","17,676,000","3,488,000","6,573,000","14,438,000","-649,000","10,167,000","2,642,000","1,450,000","16,396,000","12,263,000","2,069,000","8,462,000","4,273,000","12,930,000","1,059,000","5,169,000","9,599,000","4,465,000","4,418,000","6,538,000","7,505,000","3,565,000","6,247,000","2,668,000","3,031,000","4,159,000","8,715,000","3,713,000","4,233,000","1,787,000","2,790,000","6,278,000","2,335,000","6,577,000","3,773,000","6,855,000","5,570,000","4,082,000","4,097,000","6,147,000","-1,085,000","1,295,000"
		NetIncomeFromContinuingOperations,"125,829,000","20,196,000","20,248,000","63,749,000","21,636,000","13,031,000","18,899,000","23,043,000","-543,045,000","-12,072,000","32,636,000","20,659,000","23,954,000","24,272,000","14,259,000","32,227,000","34,031,000","25,248,000","-2,810,000","22,903,000","19,694,000","15,460,000","10,331,000","16,381,000","15,957,000","16,001,000","16,014,000","14,701,000","10,044,000","8,759,000","11,397,000","11,989,000","11,464,000","-1,106,000","10,537,000","8,104,000","12,037,000","10,465,000","9,329,000","10,029,000","7,986,000","5,844,000","8,477,000","4,392,000","1,914,000","2,798,000","3,570,000","3,424,000","3,408,000","3,336,000","-24,203,000","1,922,000","2,331,000","3,883,000","5,206,000","5,276,000","5,713,000","6,049,000","3,073,000","944,000","4,576,000","4,942,000","3,731,000","-2,120,000","4,463,000","4,818,000","4,837,000","4,745,000","-4,608,000","3,252,000","3,176,000","3,008,000","3,133,000","2,623,000","2,591,000","2,414,000","2,138,000","1,822,000","-4,289,000","2,244,000","2,138,000","1,676,000","1,719,000","2,607,000","2,507,000","2,078,000","2,457,000","2,499,000"
		OperatingGainsLosses,"-51,441,000","745,000","-951,000","-51,719,000","484,000","2,842,000","-2,349,000","1,344,000","-822,000","9,730,000","94,000","-87,000","-17,000","-936,000","32,488,000","-9,059,000","-10,913,000","-8,645,000","-30,000","2,000","250,000","-11,908,000","1,938,000","-61,000","27,000","-35,000","1,663,000","75,000","-1,436,000","1,102,000","-6,000","-292,000","-322,000","4,037,000","-3,040,000","1,923,000","-1,004,000","1,595,000","464,000","-221,000","-657,000","883,000","1,464,000","-2,606,000","-641,000","-380,000",,"-301,000","-297,000","-286,000","-985,000","-151,000","-245,000","149,000","-35,000","-5,000","48,000","14,000","1,950,000","672,000","0","-81,000","-924,000","5,080,000","-529,000","-497,000","-861,000","-854,000","-1,551,000","-1,017,000","-386,000","-311,000","-371,000","-415,000","780,000","-596,000","-317,000","-840,000","-12,398,000","-318,000","28,000","-20,000","-2,000","8,000","-240,000","1,000","-80,000","-72,000"
			GainLossOnSaleOfBusiness,,,"-1,057,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-287,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"1,501,000","745,000","106,000","166,000","484,000","31,000","-2,349,000","1,017,000","-822,000","9,730,000","-1,734,000","-87,000","-17,000","-2,551,000","32,336,000","-9,059,000","-10,913,000","-8,645,000","-30,000","2,000","0","-12,570,000","652,000","-78,000","12,000","-35,000","357,000","-49,000","-2,384,000","-34,000","0","-245,000","-203,000","-34,000","-3,392,000","-361,000","-1,004,000","-1,000","-1,605,000","-2,000","-7,000","-41,000","116,000","-1,976,000",,,"0","0","0","0","0","5,000","-3,000","2,000","0","-4,000",,,"0","672,000","0","-81,000","-924,000","5,080,000","-529,000","-497,000","-1,634,000","-81,000","-2,139,000","-429,000","-470,000","-311,000","-377,000","-325,000","-1,564,000","-356,000","-317,000","-840,000","-14,160,000","-318,000","28,000","-20,000","-2,000","11,000","-278,000","1,000","-130,000","-72,000"
		DepreciationAmortizationDepletion,"15,842,000","3,765,000","3,917,000","4,066,000","4,094,000","4,158,000","4,488,000","4,566,000","4,786,000","4,260,000","4,659,000","4,418,000","4,243,000","3,384,000","3,950,000","4,050,000","3,905,000","3,824,000","3,651,000","3,226,000","3,264,000","3,268,000","2,739,000","2,738,000","2,869,000","2,974,000","2,992,000","3,048,000","3,120,000","2,997,000","3,161,000","3,326,000","3,367,000","3,250,000","2,977,000","3,079,000","3,230,000","3,102,000","7,952,000","1,384,000","544,000","1,504,000","2,830,000","2,610,000","2,032,000","1,778,000","1,702,000","1,752,000","1,704,000","1,680,000","1,791,000","1,750,000","1,797,000","1,798,000","1,793,000","1,976,000","1,803,000","2,093,000","3,028,000","1,921,000","1,472,000","1,361,000","8,151,000","390,000","-248,000","497,000","1,554,000","1,754,000","766,000","683,000","979,000","571,000","807,000","828,000","851,000","1,147,000","981,000","1,126,000","1,257,000","1,025,000","949,000","940,000","1,161,000","825,000","589,000","603,000","571,000","550,000"
			DepreciationAndAmortization,"15,842,000","3,765,000","3,917,000","4,066,000","4,094,000","4,158,000","4,488,000","4,566,000","4,786,000","4,260,000","4,659,000","4,418,000","4,243,000","3,384,000","3,950,000","4,050,000","3,905,000","3,824,000","3,651,000","3,226,000","3,264,000","3,268,000","2,739,000","2,738,000","2,869,000","2,974,000","2,992,000","3,048,000","3,120,000","2,997,000","3,161,000","3,326,000","3,367,000","3,250,000","2,977,000","3,079,000","3,230,000","3,102,000","7,952,000","1,384,000","544,000","1,504,000","2,830,000","2,610,000","2,032,000","1,778,000","1,702,000","1,752,000","1,704,000","1,680,000","1,791,000","1,750,000","1,797,000","1,798,000","1,793,000","1,976,000","1,803,000","2,093,000","3,028,000","1,921,000","1,472,000","1,361,000","8,151,000","390,000","-248,000","497,000","1,554,000","1,754,000","766,000","683,000","979,000","571,000","807,000","828,000","851,000","1,147,000","981,000","1,126,000","1,257,000","1,025,000","949,000","940,000","1,161,000","825,000","589,000","603,000","571,000","550,000"
				Depreciation,"10,675,000","2,479,000","2,629,000","2,770,000","2,797,000","2,839,000","2,975,000","3,036,000","3,228,000","2,680,000","3,077,000","2,892,000","2,768,000","2,184,000","2,748,000","2,832,000","2,659,000","2,556,000","2,468,000","2,487,000","2,494,000","2,467,000","2,167,000","1,989,000","2,082,000","2,155,000","2,151,000","2,161,000","2,186,000","2,096,000","2,165,000","2,090,000","2,093,000","1,944,000","1,738,000","1,772,000","1,885,000","1,725,000","1,492,000","1,632,000","1,480,000","1,441,000","1,351,000","1,339,000","1,097,000","1,062,000","985,000","984,000","936,000","912,000","1,013,000","917,000","964,000","965,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
