name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2006
TotalAssets,"81,808,000,000","81,929,000,000","82,896,000,000","82,671,000,000","80,195,000,000","80,426,000,000","80,919,000,000","77,884,000,000","72,820,000,000","74,781,000,000","72,574,000,000","70,249,000,000","69,865,000,000","71,655,000,000","69,225,000,000","68,175,000,000","69,042,000,000","67,154,000,000","67,977,000,000","64,000,000,000","63,227,000,000","63,370,000,000","64,035,000,000","63,867,000,000","54,326,000,000","54,977,000,000","40,236,000,000","39,429,000,000","38,835,000,000","38,884,000,000","38,569,000,000","37,675,000,000","37,263,000,000","36,248,000,000","35,956,000,000","35,285,000,000","35,059,000,000","35,859,000,000","40,013,000,000","38,741,000,000","36,846,000,000","35,768,000,000","34,760,000,000","34,447,000,000","34,422,000,000","33,989,000,000","33,408,000,000","32,696,000,000","32,068,000,000","31,715,000,000","32,281,000,000","32,624,000,000","31,964,000,000","31,822,000,000","34,981,000,000","34,442,000,000","33,869,000,000","27,742,000,000","4,390,117,000","3,434,309,000","3,252,476,000","2,963,918,000"
	CurrentAssets,"24,091,000,000","25,906,000,000","27,607,000,000","28,042,000,000","26,901,000,000","26,280,000,000","27,645,000,000","25,011,000,000","19,907,000,000","22,319,000,000","20,970,000,000","18,305,000,000","18,490,000,000","20,107,000,000","18,216,000,000","18,491,000,000","18,536,000,000","17,287,000,000","19,023,000,000","15,718,000,000","15,505,000,000","14,689,000,000","14,313,000,000","14,374,000,000","24,303,000,000","25,473,000,000","10,892,000,000","10,068,000,000","10,105,000,000","9,864,000,000","9,562,000,000","9,025,000,000","8,507,000,000","7,765,000,000","7,822,000,000","6,941,000,000","6,914,000,000","7,387,000,000","11,786,000,000","10,899,000,000","10,295,000,000","9,978,000,000","9,190,000,000","9,516,000,000","9,606,000,000","9,355,000,000","8,734,000,000","9,850,000,000","9,115,000,000","8,753,000,000","9,241,000,000","9,562,000,000","8,225,000,000","8,089,000,000","11,174,000,000","10,761,000,000","10,086,000,000","5,813,000,000","2,506,939,000","1,997,102,000","2,040,604,000","1,593,931,000"
		CashCashEquivalentsAndShortTermInvestments,"13,529,000,000","15,921,000,000","18,512,000,000","19,240,000,000","18,552,000,000","18,041,000,000","20,041,000,000","16,637,000,000","12,151,000,000","12,670,000,000","12,074,000,000","11,177,000,000","11,524,000,000","11,750,000,000","11,709,000,000","11,901,000,000","11,719,000,000","11,551,000,000","13,438,000,000","10,191,000,000","7,922,000,000","9,521,000,000","8,938,000,000","8,752,000,000","19,897,000,000","21,345,000,000","6,015,000,000","4,722,000,000","4,606,000,000","4,580,000,000","3,950,000,000","4,064,000,000","3,494,000,000","4,090,000,000","4,255,000,000","3,348,000,000","2,719,000,000","2,785,000,000","2,817,000,000","2,303,000,000","2,957,000,000","2,741,000,000","3,398,000,000","3,820,000,000","3,709,000,000","3,885,000,000","4,051,000,000","5,290,000,000","4,645,000,000","4,253,000,000","4,732,000,000","4,330,000,000","3,489,000,000","2,802,000,000","5,334,000,000","6,239,000,000","5,639,000,000","2,427,000,000","1,022,459,000","589,733,000","386,042,000","270,124,000"
			CashAndCashEquivalents,"12,299,000,000","14,720,000,000","16,487,000,000","18,034,000,000","16,494,000,000","15,032,000,000","16,289,000,000","13,898,000,000","9,740,000,000","8,768,000,000","7,838,000,000","7,912,000,000","7,648,000,000","8,289,000,000","8,162,000,000","8,505,000,000","8,142,000,000","8,138,000,000","9,874,000,000","7,437,000,000","6,427,000,000","5,824,000,000","5,619,000,000","5,887,000,000","15,943,000,000","12,837,000,000","3,518,000,000","2,147,000,000","2,039,000,000","2,085,000,000","1,971,000,000","2,058,000,000","1,820,000,000","2,121,000,000","2,186,000,000","1,453,000,000","1,377,000,000","1,334,000,000","2,074,000,000","1,558,000,000","2,042,000,000","1,942,000,000","2,127,000,000","3,600,000,000","3,512,000,000","3,684,000,000","3,867,000,000","5,205,000,000","4,560,000,000","4,160,000,000","4,617,000,000","4,200,000,000","3,363,000,000","2,613,000,000","4,979,000,000","5,762,000,000","5,041,000,000","1,698,000,000","275,379,000","589,733,000","386,042,000","270,124,000"
			OtherShortTermInvestments,"1,230,000,000","1,201,000,000","2,025,000,000","1,206,000,000","2,058,000,000","3,009,000,000","3,752,000,000","2,739,000,000","2,411,000,000","3,902,000,000","4,236,000,000","3,265,000,000","3,876,000,000","3,461,000,000","3,547,000,000","3,396,000,000","3,577,000,000","3,413,000,000","3,564,000,000","2,754,000,000","1,495,000,000","3,697,000,000","3,319,000,000","2,865,000,000","3,954,000,000","8,508,000,000","2,497,000,000","2,575,000,000","2,567,000,000","2,495,000,000","1,979,000,000","2,006,000,000","1,674,000,000","1,969,000,000","2,069,000,000","1,895,000,000","1,342,000,000","1,451,000,000","743,000,000","745,000,000","915,000,000","799,000,000","1,271,000,000","220,000,000","197,000,000","201,000,000","184,000,000","85,000,000","85,000,000","93,000,000","115,000,000","130,000,000","126,000,000","189,000,000","355,000,000","477,000,000","598,000,000","729,000,000","747,080,000",,,
		Receivables,"3,767,000,000","3,956,000,000","3,726,000,000","3,515,000,000","3,225,000,000","3,342,000,000","2,882,000,000","3,564,000,000","2,948,000,000","4,934,000,000","4,590,000,000","3,220,000,000","2,978,000,000","4,528,000,000","2,790,000,000","2,835,000,000","3,760,000,000","2,899,000,000","2,554,000,000","2,524,000,000","4,431,000,000","2,453,000,000","2,740,000,000","2,565,000,000","1,358,000,000","1,365,000,000","1,332,000,000","1,596,000,000","1,575,000,000","1,400,000,000","1,699,000,000","1,625,000,000","1,617,000,000","1,748,000,000","1,702,000,000","1,838,000,000","2,453,000,000","3,001,000,000","1,356,000,000","1,236,000,000","1,163,000,000","1,138,000,000","972,000,000","956,000,000","935,000,000","1,033,000,000","878,000,000","917,000,000","1,168,000,000","1,272,000,000","1,049,000,000","1,417,000,000","1,251,000,000","1,123,000,000","1,473,000,000","1,572,000,000","1,478,000,000","1,687,000,000","254,716,000","268,404,000","254,391,000","258,035,000"
			AccountsReceivable,"2,135,000,000","2,168,000,000","1,968,000,000","1,852,000,000","1,791,000,000","1,746,000,000","1,618,000,000","1,453,000,000","1,516,000,000","1,661,000,000","1,542,000,000","1,531,000,000","1,404,000,000","1,405,000,000","1,208,000,000","1,220,000,000","1,259,000,000","1,281,000,000","1,132,000,000","1,105,000,000","1,081,000,000","1,120,000,000","1,041,000,000","1,066,000,000","944,000,000","922,000,000","847,000,000","892,000,000","896,000,000","900,000,000","822,000,000","824,000,000","832,000,000","840,000,000","761,000,000","779,000,000","802,000,000","801,000,000","723,000,000","793,000,000","655,000,000","629,000,000","560,000,000","551,000,000","538,000,000","527,000,000","476,000,000","501,000,000","502,000,000","536,000,000","444,000,000","419,000,000","372,000,000","378,000,000","342,000,000","342,000,000","321,000,000","347,000,000","245,215,000","230,503,000","217,975,000","216,585,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,"232,000,000",,,,"77,000,000",,,,"91,000,000","26,000,000","33,000,000","20,000,000","142,000,000","600,000,000","1,163,000,000","1,341,000,000","179,000,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,632,000,000","1,788,000,000","1,758,000,000","1,663,000,000","1,434,000,000","1,596,000,000","1,264,000,000","2,111,000,000","1,432,000,000","3,273,000,000","3,048,000,000","1,689,000,000","1,574,000,000","3,123,000,000","1,582,000,000","1,615,000,000","2,501,000,000","1,618,000,000","1,422,000,000","1,419,000,000","3,350,000,000","1,333,000,000","1,467,000,000","1,499,000,000","414,000,000","443,000,000","408,000,000","704,000,000","679,000,000","500,000,000","786,000,000","775,000,000","752,000,000","888,000,000","799,000,000","459,000,000","488,000,000","859,000,000","454,000,000","443,000,000","508,000,000","509,000,000","412,000,000","405,000,000","397,000,000","506,000,000","402,000,000","416,000,000","666,000,000","736,000,000","605,000,000","998,000,000","879,000,000","745,000,000","1,131,000,000","1,230,000,000","1,157,000,000","1,340,000,000","9,501,000","37,901,000","36,416,000","41,450,000"
		PrepaidAssets,"2,295,000,000","1,267,000,000","856,000,000","851,000,000","849,000,000","729,000,000","757,000,000","753,000,000","889,000,000","580,000,000","571,000,000","648,000,000","765,000,000","456,000,000","562,000,000","545,000,000","592,000,000","504,000,000","550,000,000","590,000,000","788,000,000","416,000,000","151,000,000","707,000,000","646,000,000","247,000,000","137,000,000","457,000,000","586,000,000","318,000,000","103,000,000","244,000,000","263,000,000","291,000,000","111,000,000","220,000,000","211,000,000","176,000,000","69,000,000","323,000,000","332,000,000","172,000,000","265,000,000","214,000,000","446,000,000","179,000,000","242,000,000","284,000,000","413,000,000","212,000,000","366,000,000","1,234,000,000","339,000,000","392,000,000","1,190,000,000","295,000,000","300,000,000","132,000,000","338,604,000","146,606,000","134,055,000","144,899,000"
		RestrictedCash,"3,191,000,000","3,428,000,000","3,154,000,000","3,115,000,000","2,951,000,000","2,887,000,000","2,751,000,000","2,907,000,000","2,962,000,000","3,332,000,000","2,994,000,000","2,570,000,000","2,634,000,000","2,826,000,000","2,815,000,000","2,833,000,000","2,134,000,000","2,038,000,000","2,137,000,000","2,105,000,000","2,072,000,000","2,034,000,000","2,028,000,000","2,059,000,000","2,111,000,000","2,102,000,000","2,095,000,000","2,211,000,000","2,257,000,000","2,439,000,000","2,459,000,000","2,041,000,000","2,028,000,000","935,000,000","915,000,000","866,000,000","895,000,000","868,000,000","5,255,000,000","4,282,000,000","4,282,000,000","4,352,000,000","2,857,000,000","2,927,000,000","2,997,000,000","2,666,000,000","1,866,000,000","1,865,000,000","1,365,000,000","1,365,000,000","1,365,000,000","1,141,000,000","1,611,000,000","2,078,000,000","1,298,000,000","1,291,000,000","1,401,000,000",,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"871,000,000","834,000,000","838,000,000","927,000,000","1,028,000,000","830,000,000","850,000,000","466,000,000","481,000,000","429,000,000","421,000,000","389,000,000","2,027,000,000","1,645,000,000","430,000,000","461,000,000","489,000,000","507,000,000","497,000,000","545,000,000","623,000,000","448,000,000","470,000,000","595,000,000","703,000,000","484,000,000","650,000,000","800,000,000","944,000,000","587,000,000","541,000,000","774,000,000","795,013,000","151,050,000","149,381,000","149,671,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"871,000,000","834,000,000","838,000,000","927,000,000","1,028,000,000","830,000,000","850,000,000","466,000,000","481,000,000","429,000,000","421,000,000","389,000,000","2,027,000,000","1,645,000,000","430,000,000","461,000,000","489,000,000","507,000,000","497,000,000","545,000,000","623,000,000","448,000,000","470,000,000","595,000,000",,"484,000,000","650,000,000","800,000,000","944,000,000","587,000,000","541,000,000","774,000,000","795,013,000","151,050,000","149,381,000","149,671,000"
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,"50,000,000",,,,"76,000,000",,,,"40,000,000",,,,"23,000,000",,,,"13,000,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"1,309,000,000","1,334,000,000","1,359,000,000","1,321,000,000","1,324,000,000","1,281,000,000","1,214,000,000","1,150,000,000","957,000,000","803,000,000","741,000,000","690,000,000","589,000,000","547,000,000","340,000,000","377,000,000","331,000,000","295,000,000","344,000,000","308,000,000","292,000,000","265,000,000","406,000,000","291,000,000","291,000,000","414,000,000","366,000,000","248,000,000","243,000,000","200,000,000","283,000,000","221,000,000","255,000,000","235,000,000","335,000,000","240,000,000","215,000,000","168,000,000","249,000,000","1,110,000,000","1,131,000,000","1,114,000,000","1,209,000,000","1,092,000,000","1,022,000,000","1,047,000,000","1,074,000,000","1,046,000,000","1,054,000,000","1,056,000,000","1,026,000,000","956,000,000","885,000,000","894,000,000","935,000,000","777,000,000","727,000,000","793,000,000","96,147,000","841,309,000","1,116,735,000","771,202,000"
	TotalNonCurrentAssets,"57,717,000,000","56,023,000,000","55,289,000,000","54,629,000,000","53,294,000,000","54,146,000,000","53,274,000,000","52,873,000,000","52,913,000,000","52,462,000,000","51,604,000,000","51,944,000,000","51,375,000,000","51,548,000,000","51,009,000,000","49,684,000,000","50,506,000,000","49,867,000,000","48,954,000,000","48,282,000,000","47,722,000,000","48,681,000,000","49,722,000,000","49,493,000,000","30,023,000,000","29,504,000,000","29,344,000,000","29,361,000,000","28,730,000,000","29,020,000,000","29,007,000,000","28,650,000,000","28,756,000,000","28,483,000,000","28,134,000,000","28,344,000,000","28,145,000,000","28,472,000,000","28,227,000,000","27,842,000,000","26,551,000,000","25,790,000,000","25,570,000,000","24,931,000,000","24,816,000,000","24,634,000,000","24,674,000,000","22,846,000,000","22,953,000,000","22,962,000,000","23,040,000,000","23,062,000,000","23,739,000,000","23,733,000,000","23,807,000,000","23,681,000,000","23,783,000,000","21,929,000,000","1,883,178,000","1,437,207,000","1,211,872,000","1,369,987,000"
		NetPPE,"3,120,000,000","2,908,000,000","2,715,000,000","2,707,000,000","2,684,000,000","2,713,000,000","2,737,000,000","2,746,000,000","2,776,000,000","2,739,000,000","2,695,000,000","2,549,000,000","2,456,000,000","2,437,000,000","2,472,000,000","2,387,000,000","2,366,000,000","2,238,000,000","2,253,000,000","2,202,000,000","2,133,000,000","2,201,000,000","2,150,000,000","2,136,000,000","1,883,000,000","1,884,000,000","1,888,000,000","1,847,000,000","1,843,000,000","1,861,000,000","1,892,000,000","1,772,000,000","1,760,000,000","1,746,000,000","1,732,000,000","1,689,000,000","1,674,000,000","1,641,000,000","1,634,000,000","1,581,000,000","1,540,000,000","1,542,000,000","1,541,000,000","1,510,000,000","1,453,000,000","1,380,000,000","1,357,000,000","1,185,000,000","1,183,000,000","1,203,000,000","1,204,000,000","1,170,000,000","1,155,000,000","1,117,000,000","1,080,000,000","1,048,000,000","1,018,000,000","912,000,000","313,092,000",,,
			GrossPPE,,,"7,674,000,000",,,,"7,161,000,000",,,,"6,570,000,000",,,,"5,697,000,000",,,,"5,143,000,000",,,,"4,798,000,000",,,,"4,283,000,000",,,,"3,915,000,000",,,,"3,439,000,000",,,,"3,081,000,000",,,,"2,749,000,000",,,,"2,389,000,000",,,,"2,029,000,000",,,,"1,756,000,000","1,704,000,000","1,619,000,000","1,424,000,000","782,841,000",,,
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0",,,
				LandAndImprovements,,,"72,000,000",,,,"71,000,000",,,,"71,000,000",,,,"69,000,000",,,,"72,000,000",,,,"74,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000",,,,"71,000,000","71,000,000","71,000,000","71,000,000",,,,
				BuildingsAndImprovements,,,"1,008,000,000",,,,"1,007,000,000",,,,"965,000,000",,,,"898,000,000",,,,"865,000,000",,,,"839,000,000",,,,"803,000,000",,,,"787,000,000",,,,"766,000,000",,,,"751,000,000",,,,"719,000,000",,,,"648,000,000",,,,"629,000,000",,,,"369,000,000","363,000,000","362,000,000","361,000,000",,,,
				MachineryFurnitureEquipment,,,"6,368,000,000",,,,"5,920,000,000",,,,"5,354,000,000",,,,"4,577,000,000",,,,"4,067,000,000",,,,"3,760,000,000",,,,"3,289,000,000",,,,"2,981,000,000",,,,"2,528,000,000",,,,"2,190,000,000",,,,"1,870,000,000",,,,"1,595,000,000",,,,"598,000,000",,,,"1,050,000,000","1,052,000,000","513,000,000","413,000,000","619,329,000",,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"688,000,000",,,,,,"502,000,000","493,000,000",,,,
