name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,03/31/2004,12/31/2003
OperatingCashFlow,"478,582,000","187,769,000","120,117,000","51,863,000","118,833,000","178,013,000","84,403,000","84,190,000","40,129,000","21,716,000","132,301,000","54,981,000","75,601,000","111,415,000","127,289,000","60,472,000","58,300,000","106,807,000","98,303,000","59,762,000","33,971,000","94,337,000","97,283,000","45,714,000","49,180,000","64,888,000","96,433,000","36,685,000","37,131,000","57,692,000","75,397,000","35,623,000","35,729,000","44,964,000","74,175,000","30,308,000","29,936,000","39,417,000","53,675,000","32,014,000","21,491,000","38,760,000","56,498,000","24,658,000","24,215,000","32,136,000","45,606,000","25,974,000","25,644,000","22,684,000","46,833,000","21,770,000","26,348,000","20,178,000","42,964,000","15,518,000","16,648,000","26,084,000","28,497,000","22,353,000","17,630,000","8,087,000","40,387,000","15,598,000","13,684,000","10,075,000","32,759,000","11,698,000","14,390,000","5,537,000","21,121,000","12,178,000","19,594,000"
	CashFlowFromContinuingOperatingActivities,"478,582,000","187,769,000","120,117,000","51,863,000","118,833,000","178,013,000","84,403,000","84,190,000","40,129,000","21,716,000","132,301,000","54,981,000","75,601,000","111,415,000","127,289,000","60,472,000","58,300,000","106,807,000","98,303,000","59,762,000","33,971,000","94,337,000","97,283,000","45,714,000","49,180,000","64,888,000","96,433,000","36,685,000","37,131,000","57,692,000","75,397,000","35,623,000","35,729,000","44,964,000","74,175,000","30,308,000","29,936,000","39,417,000","53,675,000","32,014,000","21,491,000","38,760,000","56,498,000","24,658,000","24,215,000","32,136,000","45,606,000","25,974,000","25,644,000","22,684,000","46,833,000","21,770,000","26,348,000","20,178,000","42,964,000","15,518,000","16,648,000","26,084,000","28,497,000","22,353,000","17,630,000","8,087,000","40,387,000","15,598,000","13,684,000","10,075,000","32,759,000","11,698,000","14,390,000","5,537,000","21,121,000","12,178,000","19,594,000"
		NetIncomeFromContinuingOperations,"264,212,000","77,328,000","54,743,000","54,216,000","77,925,000","66,430,000","20,676,000","30,403,000","-33,306,000","17,152,000","44,611,000","38,026,000","46,688,000","52,193,000","31,693,000","30,259,000","45,963,000","56,379,000","30,010,000","32,324,000","39,179,000","36,023,000","21,908,000","26,803,000","34,861,000","37,001,000","24,020,000","21,394,000","22,266,000","33,581,000","19,622,000","19,722,000","24,025,000","27,608,000","18,159,000","17,844,000","20,865,000","27,219,000","14,706,000","18,494,000","20,848,000","19,753,000","12,837,000","16,416,000","16,699,000","20,475,000","10,662,000","14,481,000","15,668,000","19,878,000","9,174,000","11,102,000","14,708,000","14,334,000","6,139,000","8,644,000","10,472,000","12,913,000","7,220,000","10,552,000","9,257,000","12,296,000","7,846,000","9,150,000","8,831,000","8,182,000","6,313,000","7,061,000","7,990,000","8,958,000","-184,000","7,737,000","6,157,000"
		OperatingGainsLosses,"4,080,000","817,000","1,780,000","974,000","509,000","541,000","940,000","-59,000","809,000","1,954,000","1,469,000","1,970,000","798,000","1,270,000","1,466,000","1,106,000","987,000","1,096,000","1,132,000","792,000","814,000","735,000","1,336,000","809,000","947,000","922,000","1,064,000","804,000","1,340,000","606,000","899,000","846,000","1,199,000","441,000","-789,000","515,000","910,000","645,000","-368,000","999,000","677,000","1,069,000","828,000","575,000","429,000","516,000","741,000","338,000","515,000","127,000","290,000","513,000","264,000","217,000","969,000","302,000","497,000","510,000","-46,000","108,000","358,000","291,000","11,000","327,000","-1,833,000","2,138,000","3,377,000","7,883,000","484,000","-39,000","717,000",,
			EarningsLossesFromEquityInvestments,"86,000","-334,000","925,000","-266,000","-239,000","217,000","-97,000","-1,000","90,000","508,000","-278,000","154,000","-141,000","-113,000","-203,000","-381,000","-445,000","-324,000","-339,000","-359,000","-470,000","-320,000","-280,000","-4,000","-475,000","-352,000","-353,000","-449,000","-467,000","-372,000","-627,000","-410,000","-353,000","-212,000","-142,000","-173,000","-218,000","-180,000","-461,000","-30,000","1,000","62,000","-20,000","16,000","-3,000","-23,000","11,000","-68,000","26,000","-14,000","25,000","38,000","32,000","6,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"129,512,000","33,620,000","32,615,000","31,627,000","31,650,000","30,869,000","30,443,000","29,364,000","29,016,000","29,054,000","30,970,000","28,347,000","28,454,000","27,773,000","25,724,000","25,843,000","25,165,000","24,484,000","24,263,000","23,534,000","23,106,000","22,596,000","22,246,000","20,941,000","20,238,000","19,539,000","18,700,000","17,843,000","16,816,000","16,335,000","15,497,000","15,164,000","14,433,000","14,085,000","14,698,000","12,462,000","12,190,000","12,212,000","11,996,000","11,828,000","11,546,000","11,347,000","10,985,000","10,571,000","10,553,000","10,600,000","10,422,000","10,262,000","10,262,000","10,337,000","10,340,000","10,395,000","10,616,000","10,471,000","10,638,000","9,444,000","9,066,000","8,546,000","8,543,000","8,028,000","7,230,000","6,645,000","5,716,000","5,580,000","5,155,000","4,906,000","4,041,000","3,818,000","3,475,000","3,248,000","3,314,000","2,349,000","2,243,000"
			DepreciationAndAmortization,"129,512,000","33,620,000","32,615,000","31,627,000","31,650,000","30,869,000","30,443,000","29,364,000","29,016,000","29,054,000","30,970,000","28,347,000","28,454,000","27,773,000","25,724,000","25,843,000","25,165,000","24,484,000","24,263,000","23,534,000","23,106,000","22,596,000","22,246,000","20,941,000","20,238,000","19,539,000","18,700,000","17,843,000","16,816,000","16,335,000","15,497,000","15,164,000","14,433,000","14,085,000","14,698,000","12,462,000","12,190,000","12,212,000",,,"11,546,000","11,347,000","10,985,000","10,571,000","10,553,000","10,600,000","10,422,000","10,262,000","10,262,000","10,337,000","10,340,000","10,395,000","10,616,000","10,471,000","10,638,000","9,444,000","9,066,000","8,546,000","8,543,000","8,028,000","7,230,000","6,645,000","5,716,000","5,580,000","5,155,000","4,906,000","4,041,000","3,818,000","3,475,000","3,248,000","3,314,000","2,349,000","2,243,000"
		DeferredTax,"10,501,000","2,630,000","9,331,000","-3,383,000","1,923,000","1,025,000","-4,360,000","-4,646,000","-11,359,000","433,000","9,995,000","-926,000","-1,640,000","-1,094,000","10,173,000","-1,463,000","260,000","3,349,000","578,000","-1,867,000","1,109,000","-4,889,000","9,264,000","125,000","-3,148,000","-247,000","8,600,000","-2,984,000","-4,450,000","-755,000","3,831,000","-1,332,000","-2,108,000","-871,000","792,000","-381,000","-482,000","-876,000","4,223,000","-1,636,000","-1,892,000","-2,861,000","623,000","-1,756,000","1,516,000","-313,000","690,000","-534,000","76,000","1,567,000","-3,652,000","862,000","905,000","1,759,000","4,092,000","-163,000","-998,000","-1,747,000","-1,312,000","359,000","-724,000","-1,021,000","687,000","-173,000","-484,000","-709,000","1,324,000",,,,,,
			DeferredIncomeTax,"10,501,000","2,630,000","9,331,000","-3,383,000","1,923,000","1,025,000","-4,360,000","-4,646,000","-11,359,000","433,000","9,995,000","-926,000","-1,640,000","-1,094,000","10,173,000","-1,463,000","260,000","3,349,000","578,000","-1,867,000","1,109,000","-4,889,000","9,264,000","125,000","-3,148,000","-247,000","8,600,000","-2,984,000","-4,450,000","-755,000","3,831,000","-1,332,000","-2,108,000","-871,000","792,000","-381,000","-482,000","-876,000","4,223,000","-1,636,000","-1,892,000","-2,861,000","623,000","-1,756,000","1,516,000","-313,000","690,000","-534,000","76,000","1,567,000","-3,652,000","862,000","905,000","1,759,000","4,092,000","-163,000","-998,000","-1,747,000","-1,312,000","359,000","-724,000","-1,021,000","687,000","-173,000","-484,000","-709,000","1,324,000",,,,,,
		AssetImpairmentCharge,"205,000","26,000","161,000","7,000","11,000","494,000","1,491,000","710,000","-535,000","624,000","-1,309,000","-286,000","295,000","17,000",,,,,"600,000",,,,"0",,,,,,,,"626,000",,,,"194,000",,,,,,,,"1,127,000","0","0","0","1,680,000","0","20,000","121,000","3,213,000","-201,000","-16,000","-88,000",,,,,,,,,,,,,,,,,,,
