name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
TotalRevenue,"2,308,900,000","596,200,000","610,200,000","559,200,000","543,300,000","512,400,000","548,300,000","496,100,000","374,700,000","441,000,000","517,200,000","452,000,000","445,400,000","416,800,000","465,380,000","443,932,000","444,775,000","417,369,000","460,346,000",,"288,353,000","286,183,000","306,001,000","282,682,000","289,681,000","267,074,000","263,322,000","239,599,000","232,827,000","224,143,000","179,691,000","76,303,000"
	OperatingRevenue,"2,308,900,000","596,200,000","610,200,000","559,200,000","543,300,000","512,400,000","548,300,000","496,100,000","374,700,000","441,000,000","517,200,000","452,000,000","445,400,000","416,800,000","465,380,000","443,932,000","444,775,000","417,369,000","460,346,000",,"288,353,000","286,183,000","306,001,000","282,682,000","289,681,000","267,074,000","263,322,000","239,599,000","232,827,000","224,143,000","179,691,000","76,303,000"
CostOfRevenue,"1,796,200,000","471,400,000","463,100,000","436,700,000","425,000,000","408,900,000","412,900,000","381,900,000","319,300,000","366,200,000","388,000,000","353,100,000","340,400,000","326,100,000","359,740,000","334,289,000","340,090,000","327,312,000","338,704,000",,"216,452,000","211,948,000","214,247,000","201,394,000","208,852,000","196,703,000","183,174,000","168,821,000","161,558,000","155,773,000","120,587,000","45,377,000"
GrossProfit,"512,700,000","124,800,000","147,100,000","122,500,000","118,300,000","103,500,000","135,400,000","114,200,000","55,400,000","74,800,000","129,200,000","98,900,000","105,000,000","90,700,000","105,640,000","109,643,000","104,685,000","90,057,000","121,642,000",,"71,901,000","74,235,000","91,754,000","81,288,000","80,829,000","70,371,000","80,148,000","70,778,000","71,269,000","68,370,000","59,104,000","30,926,000"
OperatingExpense,"183,200,000","55,700,000","32,000,000","50,700,000","42,000,000","37,400,000","38,000,000","59,200,000","5,400,000","43,100,000","42,900,000","38,300,000","42,000,000","40,500,000","15,935,000","46,771,000","48,848,000","45,676,000","48,653,000",,"35,699,000","32,181,000","36,170,000","33,576,000","28,307,000","25,602,000","35,547,000","25,414,000","25,371,000","25,497,000","19,654,000","10,955,000"
	SellingGeneralAndAdministration,"106,700,000","29,500,000","27,200,000","25,500,000","24,500,000","26,800,000","23,800,000","25,200,000","25,300,000","22,800,000","23,700,000","19,900,000","23,300,000","21,700,000","23,829,000","19,478,000","26,099,000","24,152,000","21,376,000",,"18,655,000","15,541,000","18,041,000","14,985,000","15,023,000","12,197,000","21,048,000","11,236,000","11,846,000","11,862,000","11,414,000","6,738,000"
		GeneralAndAdministrativeExpense,"106,700,000","29,500,000","27,200,000","25,500,000","24,500,000","26,800,000","23,800,000","25,200,000","25,300,000","22,800,000","23,700,000","19,900,000","23,300,000","21,700,000","23,829,000","19,478,000","26,099,000","24,152,000","21,376,000",,"18,655,000","15,541,000","18,041,000","14,985,000","15,023,000","12,197,000","21,048,000","11,236,000","11,846,000","11,862,000","11,414,000","6,738,000"
			OtherGandA,"106,700,000","29,500,000","27,200,000","25,500,000","24,500,000","26,800,000","23,800,000","25,200,000","25,300,000","22,800,000","23,700,000","19,900,000","23,300,000","21,700,000","23,829,000","19,478,000","26,099,000","24,152,000","21,376,000",,"18,655,000","15,541,000","18,041,000","14,985,000","15,023,000","12,197,000","21,048,000","11,236,000","11,846,000","11,862,000","11,414,000","6,738,000"
	DepreciationAmortizationDepletionIncomeStatement,"100,500,000","27,400,000","22,700,000","25,200,000","25,200,000","25,700,000","25,500,000","24,100,000","23,400,000","21,800,000","20,200,000","18,400,000","19,100,000","18,800,000","18,061,000","16,945,000","16,685,000","15,749,000","18,474,000",,"11,417,000","11,108,000","10,567,000","9,713,000","9,702,000","9,568,000","9,007,000","8,611,000","8,465,000","8,462,000","6,504,000","2,834,000"
		DepreciationAndAmortizationInIncomeStatement,"100,500,000","27,400,000","22,700,000","25,200,000","25,200,000","25,700,000","25,500,000","24,100,000","23,400,000","21,800,000","20,200,000","18,400,000","19,100,000","18,800,000","18,061,000","16,945,000","16,685,000","15,749,000","18,474,000",,"11,417,000","11,108,000","10,567,000","9,713,000","9,702,000","9,568,000","9,007,000","8,611,000","8,465,000","8,462,000","6,504,000","2,834,000"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,"-25,788,000","11,555,000","8,196,000","6,037,000","8,765,000",,"5,788,000","5,675,000","8,281,000","8,514,000","3,544,000","3,873,000","7,529,000","5,840,000","5,023,000","5,186,000","5,098,000","1,383,000"
	OtherTaxes,,,,,,,,,,,,,,"2,400,000",,,,,,,,,"0","3,733,000",,,"119,911,000",,,,,
	OtherOperatingExpenses,"-24,000,000","-1,200,000","-17,900,000","-500,000","-7,700,000","-15,100,000","-11,300,000","9,900,000","-43,300,000","-1,500,000","-1,000,000",,"-400,000",,"-167,000","-1,207,000","-2,132,000","-262,000","38,000",,"-161,000","-143,000","-719,000","364,000","38,000","-36,000","-2,037,000","-273,000","37,000","-13,000","1,736,000","1,383,000"
OperatingIncome,"329,500,000","69,100,000","115,100,000","71,800,000","76,300,000","66,100,000","97,400,000","55,000,000","50,000,000","31,700,000","86,300,000","60,600,000","63,000,000","50,200,000","89,705,000","62,872,000","55,837,000","44,381,000","72,989,000",,"36,202,000","42,054,000","55,584,000","47,712,000","52,522,000","44,769,000","44,601,000","45,364,000","45,898,000","42,873,000","39,450,000","19,971,000"
NetNonOperatingInterestIncomeExpense,"-224,000,000","-56,300,000","-60,100,000","-54,200,000","-53,400,000","-53,300,000","-54,000,000","-51,500,000","-49,200,000","-47,100,000","-44,800,000","-45,700,000","-46,400,000","-42,000,000","-39,635,000","-37,159,000","-35,933,000","-34,276,000","-32,857,000",,"-25,600,000","-25,182,000","-25,708,000","-26,475,000","-26,235,000","-22,153,000","-22,473,000","-26,573,000","-26,178,000","-25,756,000","-29,383,000","-11,263,000"
	InterestExpenseNonOperating,"224,000,000","56,300,000","60,100,000","54,200,000","53,400,000","53,300,000","54,000,000","51,500,000","49,200,000","47,100,000","44,800,000","45,700,000","46,400,000","42,000,000","39,635,000","37,159,000","35,933,000","34,276,000","32,857,000",,"25,600,000","25,182,000","25,708,000","26,475,000","26,235,000","22,153,000","22,473,000","26,573,000","26,178,000","25,756,000","29,383,000","11,263,000"
	TotalOtherFinanceCost,,,,,,,,,,,"44,800,000","45,700,000","46,400,000","42,000,000","39,635,000","37,159,000","35,933,000","34,276,000","32,857,000",,"25,600,000","25,182,000","25,708,000","26,475,000","26,235,000","22,153,000","22,473,000","26,573,000","26,178,000","25,756,000","29,383,000","11,263,000"
OtherIncomeExpense,"8,800,000","31,300,000","-300,000","-8,200,000","-16,800,000","-1,800,000","-1,100,000","-36,500,000","-5,300,000","-8,200,000","-14,500,000","-1,600,000","-7,500,000","-3,000,000","-141,594,000","-17,869,000","-12,276,000","-3,218,000","32,684,000",,"1,537,000","-333,000","12,823,000","-8,597,000","-1,574,000","-10,489,000","-143,384,000","-1,090,000","-4,897,000","-4,522,000","-43,117,000","-317,000"
	EarningsFromEquityInterest,"11,800,000","3,100,000","2,800,000","2,900,000","3,000,000","2,600,000","3,200,000","3,100,000","2,500,000","2,000,000","3,600,000","2,400,000","2,200,000","2,000,000","2,615,000","1,861,000","2,560,000","1,862,000","2,607,000",,"1,052,000","1,200,000","1,757,000","1,167,000","1,082,000","758,000","911,000","1,320,000","839,000","707,000","1,264,000","0"
	SpecialIncomeCharges,"-20,900,000","25,800,000","-15,300,000","-11,600,000","-19,800,000","-4,400,000","-6,000,000","-39,600,000","-7,800,000","-10,200,000","-18,100,000","-4,000,000","-9,700,000","-2,600,000","-144,209,000","-19,730,000","-14,836,000","-5,080,000","4,748,000",,"485,000","-1,533,000","11,066,000","-6,031,000","-2,656,000","-11,247,000","-24,384,000","-2,410,000","-5,736,000","-5,229,000","-44,381,000","-317,000"
		RestructuringAndMergernAcquisition,"41,600,000","7,100,000","15,100,000","10,200,000","9,200,000","5,300,000","7,400,000","5,400,000","4,900,000","5,500,000","7,400,000","3,400,000","6,200,000","2,000,000","7,894,000","7,099,000","11,639,000","5,033,000","4,320,000",,"2,904,000","337,000","2,377,000","1,864,000","1,325,000","3,172,000","3,023,000","1,249,000","8,642,000","5,006,000","21,248,000","325,000"
		ImpairmentOfCapitalAssets,,,"0","0",,,"0","33,500,000",,,"7,900,000",,,,"74,359,000",,,"47,000","-328,000",,"405,000","1,196,000","658,000","572,000","1,331,000","-206,000","-575,000","1,161,000","-2,906,000","223,000","1,694,000","-8,000"
		WriteOff,,,,,,,,,,,,,,,"74,359,000",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"-32,800,000","0","-500,000","9,600,000",,"0",,,"1,200,000","200,000",,"11,700,000",,"46,009,000",,,,"-8,740,000",,"-3,794,000","-143,000","-14,101,000","3,595,000","38,000","8,281,000","21,936,000","-273,000","37,000","-13,000","21,439,000",
		GainOnSaleOfBusiness,,,,,,,,,,,"-2,600,000","-600,000","8,200,000","-600,000","-15,947,000","-12,631,000","-3,197,000",,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-3,000,000","100,000","-200,000","-1,900,000","-1,000,000","900,000","1,400,000","-700,000","-2,900,000","-3,500,000","-2,600,000","-600,000","8,200,000","-600,000","-15,947,000","-12,631,000","-3,197,000","-47,000","328,000",,"-405,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"2,400,000","12,200,000","500,000",,,,,,,"0",,,"-2,400,000",,,,,"25,329,000",,,,"0","-3,733,000",,,"-119,911,000",,,,,
PretaxIncome,"114,300,000","44,100,000","54,700,000","9,400,000","6,100,000","11,000,000","42,300,000","-33,000,000","-4,500,000","-23,600,000","27,000,000","13,300,000","9,100,000","5,200,000","-91,524,000","7,844,000","7,628,000","6,887,000","72,816,000",,"12,139,000","16,539,000","42,699,000","12,640,000","24,713,000","12,127,000","-121,256,000","17,701,000","14,823,000","12,595,000","-33,050,000","8,391,000"
TaxProvision,"11,600,000","1,300,000","11,800,000","1,200,000","-2,700,000","200,000","-5,600,000","1,300,000","-600,000","-15,200,000","4,400,000","2,400,000","1,000,000","1,700,000","15,556,000","5,825,000","3,318,000","1,762,000","71,850,000",,"512,000","2,117,000","4,599,000","-1,694,000","2,420,000","1,770,000","-157,350,000","3,917,000","2,344,000","2,107,000","3,715,000","7,961,000"
NetIncomeCommonStockholders,"-37,700,000","12,200,000","-100,000","-22,900,000","-26,900,000","-31,300,000","-4,800,000","-71,600,000","-42,200,000","-37,000,000","-28,500,000","-24,800,000","-28,600,000","-28,600,000","-156,195,000","-29,226,000","-27,418,000","-25,293,000","-40,024,000",,"-4,471,000","-2,754,000","16,862,000","-2,338,000","2,120,000","-7,190,000","16,739,000","-3,122,000","-5,426,000","-6,762,000","-54,264,000","-6,908,000"
	NetIncome,"-37,700,000","12,200,000","-100,000","-22,900,000","-26,900,000","-21,000,000","5,500,000","-61,600,000","-32,500,000","-27,500,000","-19,200,000","-15,700,000","-19,800,000","-20,100,000","-147,742,000","-20,981,000","-19,462,000","-17,521,000","-32,176,000",,"-4,471,000","-2,754,000","16,862,000","-2,338,000","2,120,000","-7,190,000","16,739,000","-3,122,000","-5,426,000","-6,762,000","-54,264,000","-6,908,000"
		NetIncomeIncludingNoncontrollingInterests,"102,700,000","42,800,000","42,900,000","8,200,000","8,800,000","10,800,000","47,900,000","-34,300,000","-3,900,000","-8,400,000","22,600,000","10,900,000","8,100,000","3,500,000","-107,080,000","2,019,000","4,310,000","5,125,000","966,000",,"11,627,000","14,422,000","38,100,000","14,334,000","22,293,000","10,357,000","36,094,000","13,784,000","12,479,000","10,488,000","-36,765,000","430,000"
			NetIncomeContinuousOperations,"102,700,000","42,800,000","42,900,000","8,200,000","8,800,000","10,800,000","47,900,000","-34,300,000","-3,900,000","-8,400,000","22,600,000","10,900,000","8,100,000","3,500,000","-107,080,000","2,019,000","4,310,000","5,125,000","966,000",,"11,627,000","14,422,000","38,100,000","14,334,000","22,293,000","10,357,000","36,094,000","13,784,000","12,479,000","10,488,000","-36,765,000","430,000"
		MinorityInterests,"-140,400,000","-30,600,000","-43,000,000","-31,100,000","-35,700,000","-31,800,000","-42,400,000","-27,300,000","-28,600,000","-19,100,000","-41,800,000","-26,600,000","-27,900,000","-23,600,000","-40,662,000","-23,000,000","-23,772,000","-22,646,000","-33,142,000",,"-16,098,000","-17,176,000","-21,238,000","-16,672,000","-20,173,000","-17,547,000","-19,355,000","-16,906,000","-17,905,000","-17,250,000","-17,499,000","-7,338,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,"8,245,000","7,956,000","7,772,000",,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"0","0","0","0","0","10,300,000","10,300,000","10,000,000","9,700,000","9,500,000","9,300,000","9,100,000","8,800,000","8,500,000","8,453,000","8,245,000","7,956,000","7,772,000","7,848,000",,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,"-7,848,000",,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-37,700,000","12,200,000","-100,000","-22,900,000","-26,900,000","-31,300,000","-4,800,000","-71,600,000","-42,200,000","-37,000,000","-28,500,000","-24,800,000","-28,600,000","-28,600,000","-156,195,000","-29,226,000","-27,418,000","-25,293,000","-40,024,000",,"-4,471,000","-2,754,000","16,862,000","-2,338,000","2,120,000","-7,190,000","16,739,000","-3,122,000","-5,426,000","-6,762,000","-54,264,000","-6,908,000"
BasicEPS,,"0.14","-0.001","-0.28","-0.39","-0.57","-0.1","-1.46","-0.86","-0.76","-0.57","-0.51","-0.59","-0.6","-3.25","-0.61","-0.57","-0.53","-0.83","0","-0.09","-0.06","0.35","-0.05","0.04","-0.15","0.35","-0.065","-0.113","-0.14",,"-0.143"
DilutedEPS,,"0.14","-0.001","-0.28","-0.39","-0.57","-0.1","-1.46","-0.86","-0.76","-0.57","-0.51","-0.59","-0.6","-3.25","-0.61","-0.57","-0.53","-0.83","0","-0.09","-0.06","0.35","-0.05","0.04","-0.15","0.35","-0.065","-0.113","-0.14",,"-0.143"
BasicAverageShares,,"87,995,000","84,522,000","80,726,000","69,267,000","54,773,000","48,894,000","48,883,000","48,840,000","48,472,000","48,326,000","48,310,000","48,291,000","48,047,000","48,047,192","48,037,634","48,016,264","48,006,870","48,319,851","49,079,296","48,145,729","48,019,652","48,019,652","48,019,652","48,019,652","48,017,226","47,971,834","48,156,990","48,156,990","48,156,990",,"48,156,990"
DilutedAverageShares,,"90,272,000","84,522,000","80,726,000","69,267,000","54,773,000","48,894,000","48,883,000","48,840,000","48,472,000","48,326,000","48,310,000","48,291,000","48,047,000","48,047,192","48,037,634","48,016,264","48,006,870","48,319,851","49,079,296","48,145,729","48,019,652","48,217,454","48,019,652","48,129,041","48,017,226","48,161,550","48,156,990","48,156,990","48,156,990",,"48,156,990"
TotalOperatingIncomeAsReported,"338,300,000","100,400,000","114,800,000","63,600,000","59,500,000","64,300,000","96,300,000","18,500,000","44,700,000","23,500,000","71,800,000","59,000,000","55,500,000","49,600,000","-51,889,000","45,003,000","43,561,000","41,163,000","80,344,000",,"37,739,000","41,721,000","68,407,000","42,848,000","50,948,000","34,280,000","21,128,000","44,274,000","41,001,000","38,351,000","-3,667,000","19,654,000"
