name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,09/30/1992,06/30/1992
				AllowanceForDoubtfulAccountsReceivable,"-31,000,000","-36,000,000","-36,000,000","-44,000,000","-59,000,000","-83,000,000","-88,000,000","-76,000,000","-87,000,000","-132,000,000","-81,000,000","-108,000,000","-106,000,000","-190,000,000","-119,000,000","-129,000,000","-146,000,000","-279,000,000","-172,000,000","-147,000,000","-137,000,000","-261,000,000","-152,000,000","-169,000,000","-175,000,000","-343,000,000","-216,000,000","-157,000,000","-234,000,000","-383,000,000","-240,000,000","-246,000,000","-264,000,000","-381,000,000","-193,000,000","-211,000,000","-244,000,000","-332,000,000","-230,000,000","-261,000,000","-234,000,000","-300,000,000","-221,000,000","-251,000,000","-276,000,000","-377,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,"32,000,000","102,000,000","46,000,000","45,000,000","43,000,000","174,000,000","36,000,000","42,000,000","46,000,000","94,000,000","51,000,000","48,000,000","49,000,000","131,000,000","94,000,000","103,000,000","128,000,000","238,000,000","117,000,000","102,000,000","123,000,000","222,000,000","151,000,000","158,000,000","171,000,000","313,000,000","131,000,000","159,000,000","209,000,000","291,000,000","128,000,000","146,000,000","144,000,000","207,000,000","93,000,000","103,000,000","140,000,000","258,000,000","157,000,000","194,000,000","241,000,000","351,000,000","198,000,000","230,000,000","262,000,000","377,000,000","229,409,000","146,874,000","153,423,000","189,033,000","92,529,000","91,231,000","85,680,000","71,063,000","64,095,000","61,483,000","84,828,000","52,035,000","45,136,000","48,018,000","41,656,000","63,690,000","39,635,000","26,427,000","35,506,000","21,163,000","25,107,000","19,577,000","37,284,000","25,118,000","25,439,000","20,736,000","30,630,000","33,892,000","44,198,000","43,888,000","49,772,000","47,242,000","42,888,000","40,453,000","42,973,000","40,805,000","40,028,000","30,931,000","37,250,000","27,243,000","17,057,000","14,920,000","17,588,000","5,306,000","3,675,000","4,520,000","3,275,000","3,591,000","3,439,000","2,975,000","2,670,000","3,097,000","2,756,000","1,972,000","2,400,000","1,600,000","1,900,000","2,500,000","2,300,000","1,600,000","800,000","900,000","1,700,000","1,500,000"
			RawMaterials,,,,,,,,,,,"20,000,000","1,000,000","1,000,000","3,000,000","13,000,000","3,000,000","1,000,000","1,000,000","14,000,000","9,000,000","4,000,000","9,000,000","28,000,000","25,000,000","28,000,000","27,000,000","64,000,000","45,000,000","12,000,000","11,000,000","16,000,000","19,000,000","19,000,000","22,000,000","112,000,000","41,000,000","40,000,000","58,000,000","111,000,000","36,000,000","39,000,000","28,000,000","64,000,000","12,000,000","23,000,000","30,000,000",,"34,000,000","33,000,000","40,000,000","31,000,000","14,000,000","10,000,000","251,000,000","24,000,000","21,013,000","2,325,000","10,199,000","37,449,000","7,268,000","2,183,000","4,028,000","7,828,000","3,048,000","2,607,000","8,444,000","11,429,000","3,717,000","2,092,000","1,224,000","3,686,000","4,073,000","392,000","825,000","1,033,000","1,105,000","1,129,000","1,763,000","2,066,000","1,740,000","892,000",,,,"1,885,000",,,,,,,,,,,,"1,409,000","2,521,000","1,909,000","1,440,000","3,358,000","968,000","1,062,000","948,000","876,000","694,000","822,000","898,000","203,000",,,,,,,,,,
			FinishedGoods,,,,,,,,,,,"82,000,000","45,000,000","44,000,000","40,000,000","161,000,000","33,000,000","41,000,000","45,000,000","80,000,000","42,000,000","44,000,000","40,000,000","103,000,000","69,000,000","75,000,000","101,000,000","174,000,000","72,000,000","90,000,000","112,000,000","206,000,000","132,000,000","139,000,000","149,000,000","201,000,000","90,000,000","119,000,000","151,000,000","180,000,000","92,000,000","107,000,000","116,000,000","143,000,000","81,000,000","80,000,000","110,000,000",,"123,000,000","161,000,000","201,000,000","320,000,000","184,000,000","220,000,000","11,000,000","353,000,000","208,396,000","144,549,000","143,224,000","151,584,000","85,261,000","89,048,000","81,652,000","63,235,000","61,047,000","58,876,000","76,384,000","40,606,000","41,419,000","45,926,000","40,432,000","60,004,000","35,562,000","26,035,000","34,681,000","20,130,000","24,002,000","18,448,000","35,521,000","23,052,000","23,699,000","19,844,000",,,,"42,003,000",,,,,,,,,,,,"13,511,000","15,067,000","3,397,000","2,235,000","1,162,000","2,307,000","2,529,000","2,491,000","2,099,000","1,976,000","2,275,000","1,858,000","1,769,000",,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,703,000","38,377,000","39,798,000","27,502,000","21,224,000","35,232,000","37,800,000",,"42,876,000","47,993,000","42,281,000","38,997,000","46,529,000","33,524,000","19,640,000","12,444,000","8,281,000","8,444,000","8,711,000","7,781,000","6,788,000","6,369,000","5,566,000","3,652,000","3,378,000","3,034,000","2,798,000","1,082,000",,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"3,561,000,000",,,,"10,000,000",,,,"12,000,000","2,282,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"373,000,000","346,000,000","365,000,000","368,000,000","394,000,000","359,000,000","336,000,000","321,000,000","341,000,000","335,000,000","409,000,000","487,000,000","497,000,000","484,000,000","445,000,000","507,000,000","507,000,000","511,000,000","464,000,000","640,000,000","419,000,000","401,000,000","395,000,000","498,000,000","727,000,000","792,000,000","571,000,000","536,000,000","228,000,000","65,538,000","41,242,000","20,552,000","60,032,000","50,197,000","51,564,000","4,266,000","6,484,000","12,245,000","9,664,000","8,861,000","11,616,000","8,568,000","6,760,000","13,689,000","21,203,000","23,497,000","26,127,000","36,170,000","32,375,000","33,475,000","38,290,000","27,345,000","21,764,000","18,945,000","22,608,000","19,945,000","12,553,000","13,060,000","14,292,000","21,870,000","14,619,000","14,884,000",,"521,000","11,145,000","9,461,000","6,044,000","2,944,000","8,313,000","6,437,000","3,852,000","1,151,000","4,279,000","4,611,000","1,493,000","505,000","2,082,000","2,757,000","1,500,000",,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"373,000,000","346,000,000","365,000,000","368,000,000","394,000,000","359,000,000","336,000,000","321,000,000","341,000,000","335,000,000","409,000,000","487,000,000","497,000,000","484,000,000","445,000,000","507,000,000","507,000,000","511,000,000","464,000,000","640,000,000","419,000,000","401,000,000","395,000,000","498,000,000","727,000,000","792,000,000","571,000,000","536,000,000","228,000,000","65,538,000","41,242,000","20,552,000","60,032,000","50,197,000","51,564,000","4,266,000","6,484,000","12,245,000","9,664,000","8,861,000","11,616,000","8,568,000","6,760,000","13,689,000","21,203,000","23,497,000","26,127,000","36,170,000","32,375,000","33,475,000","38,290,000","27,345,000","21,764,000","18,945,000","22,608,000","19,945,000","12,553,000","13,060,000","14,292,000","21,870,000","14,619,000","14,884,000",,"521,000","11,145,000","9,461,000","6,044,000","2,944,000","8,313,000","6,437,000","3,852,000","1,151,000","4,279,000","4,611,000","1,493,000","505,000","2,082,000","2,757,000","1,500,000",,,,,,,,,,,,,,
		OtherCurrentAssets,"989,000,000","1,161,000,000","908,000,000","996,000,000","868,000,000","866,000,000","968,000,000","767,000,000","623,000,000","618,000,000","585,000,000","570,000,000","702,000,000","803,000,000","849,000,000","823,000,000","720,000,000","843,000,000","828,000,000","663,000,000","716,000,000","804,000,000","728,000,000","593,000,000","650,000,000","749,000,000","676,000,000","866,000,000","718,000,000","901,000,000","824,000,000","653,000,000","694,000,000","791,000,000","571,000,000","500,000,000","380,000,000","496,000,000","350,000,000","301,000,000","396,000,000","555,000,000","328,000,000","266,000,000","328,000,000","457,000,000","376,000,000","374,000,000","421,000,000","606,000,000","481,000,000","408,000,000","494,000,000","485,000,000","344,000,000","194,143,000","138,647,000","110,738,000","146,334,000","138,594,000","154,895,000","132,643,000","157,607,000","129,704,000","71,166,000","53,661,000","151,473,000","135,398,000","117,678,000","98,882,000","125,307,000","112,039,000","109,095,000","84,300,000","103,447,000","67,321,000","46,262,000","65,822,000","68,899,000","52,867,000","57,789,000","10,861,000","14,758,000","12,877,000","13,196,000","16,309,000","18,000,000","17,785,000","65,551,000","19,282,000","14,831,000","12,710,000","9,960,000",,,"2,749,000","1,922,000","2,440,000","2,632,000","2,590,000",,"1,500,000","1,483,000","1,636,000","1,183,000","866,000","528,000","535,000","362,000","1,100,000","3,100,000","3,100,000","2,900,000","2,600,000","2,700,000","1,100,000","800,000","1,000,000","800,000"
	TotalNonCurrentAssets,"12,526,000,000","12,500,000,000","12,766,000,000","12,685,000,000","12,503,000,000","12,544,000,000","12,575,000,000","12,501,000,000","12,485,000,000","12,553,000,000","11,793,000,000","11,832,000,000","11,911,000,000","11,729,000,000","11,741,000,000","11,824,000,000","11,987,000,000","12,148,000,000","12,332,000,000","12,456,000,000","12,565,000,000","12,622,000,000","13,046,000,000","13,187,000,000","13,294,000,000","11,864,000,000","7,993,000,000","7,964,000,000","7,914,000,000","7,837,000,000","7,898,000,000","7,886,000,000","7,834,000,000","7,771,000,000","7,809,000,000","7,782,000,000","7,922,000,000","7,926,000,000","7,959,000,000","7,937,000,000","7,916,000,000","7,897,000,000","8,031,000,000","8,018,000,000","8,028,000,000","8,021,000,000","8,422,000,000","8,425,000,000","8,380,000,000","8,413,000,000","8,944,000,000","9,009,000,000","9,141,000,000","9,206,000,000","9,540,000,000","605,763,000","551,278,000","435,753,000","494,316,000","395,986,000","392,714,000","407,092,000","453,394,000","373,421,000","303,468,000","269,506,000","215,239,000","197,642,000","184,499,000","132,328,000","149,296,000","148,476,000","156,942,000","151,709,000","165,133,000","181,751,000","177,911,000","153,415,000","152,239,000","142,373,000","100,014,000","98,993,000","96,688,000","88,438,000","61,727,000","49,021,000","52,362,000","52,506,000","45,640,000","81,923,000","86,955,000","84,076,000","47,311,000","49,658,000","51,457,000","40,510,000","41,079,000","41,845,000","32,205,000","29,726,000","27,870,000","23,064,000","24,190,000","24,304,000","23,106,000","23,094,000","22,787,000","22,625,000","22,566,000","22,500,000","22,800,000","23,100,000","23,300,000","23,500,000","23,500,000","23,800,000","24,200,000","25,400,000","26,000,000"
		NetPPE,"174,000,000","169,000,000","171,000,000","174,000,000","192,000,000","209,000,000","211,000,000","222,000,000","236,000,000","253,000,000","249,000,000","259,000,000","264,000,000","282,000,000","281,000,000","281,000,000","286,000,000","294,000,000","254,000,000","246,000,000","245,000,000","258,000,000","258,000,000","260,000,000","246,000,000","189,000,000","200,000,000","179,000,000","158,000,000","157,000,000","162,000,000","162,000,000","152,000,000","138,000,000","139,000,000","132,000,000","133,000,000","141,000,000","148,000,000","149,000,000","154,000,000","163,000,000","167,000,000","163,000,000","165,000,000","169,000,000","169,000,000","160,000,000","131,000,000","138,000,000","133,000,000","134,000,000","138,000,000","149,000,000","168,000,000","62,330,000","54,528,000","54,203,000","53,500,000","48,706,000","46,540,000","46,713,000","45,185,000","43,986,000","45,368,000","39,180,000","35,668,000","31,911,000","30,490,000","26,798,000","24,712,000","24,841,000","25,539,000","26,375,000","26,562,000","26,358,000","22,265,000","19,741,000","19,354,000","18,642,000","17,832,000","17,598,000","17,209,000","16,513,000","15,240,000","15,053,000","11,419,000","11,304,000","10,815,000","10,428,000","11,438,000","10,556,000","10,841,000","11,206,000","11,466,000","10,301,000","10,628,000","10,916,000","9,360,000","6,874,000","5,090,000","4,186,000","4,200,000","3,974,000","3,326,000","2,964,000","2,456,000","2,020,000","1,643,000","1,200,000","1,200,000","1,200,000","1,000,000","800,000","600,000","600,000","600,000","800,000","900,000"
