name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
TotalRevenue,"3,604,356","32,000","3,277,658","157,559","137,623","837,516","2,312,706","2,937,991","721,636","2,212,694","575,801","643,978","1,626,029","2,955,592","2,588,654","2,634,393","2,417,140","2,690,980","2,808,838","4,591,940","3,037,973","804,071","1,119,363","993,885","2,111,254","1,005,694","1,266,505","1,155,839","1,149,570","7,068,746","1,826,296","962,451","3,658,933","3,742,525","3,653,927","3,488,142","4,295,400","6,475,138","6,013,711","6,696,126","6,316,998","6,149,052","6,239,655","5,260,057","6,428,840","6,337,722","6,853,894","6,243,567","4,779,591","3,116,553","7,126,465","6,830,399","8,071,211","5,521,903","5,480,509","10,676,166","10,914,448","5,840,205","5,963,299","3,372,130","2,248,086","486,315","492,156","484,485","466,048","405,023","379,813","206,261",
	OperatingRevenue,"3,604,356","32,000","3,277,658","157,559","137,623","837,516","2,312,706","2,937,991","721,636","2,212,694","575,801","643,978","1,626,029","2,955,592","2,588,654","2,634,393","2,417,140","2,690,980","2,808,838","4,591,940","3,037,973","804,071","1,119,363","993,885","2,111,254","1,005,694","1,266,505","1,155,839","1,149,570","7,068,746","1,826,296","962,451","3,658,933","3,742,525","3,653,927","3,488,142","4,295,400","6,475,138","6,013,711","6,696,126","6,316,998","6,149,052","6,239,655","5,260,057","6,428,840","6,337,722","6,853,894","6,243,567","4,779,591","3,116,553","7,126,465","6,830,399","8,071,211","5,521,903","5,480,509","10,676,166","10,914,448","5,819,054","5,971,130","3,371,299","2,248,086","486,315","492,156","484,485","466,048","405,023","379,813","206,261",
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,266,505","1,155,839","1,149,570","7,068,746","1,826,296","962,451","3,658,933","3,742,525","3,653,927","3,488,142","4,295,400","6,475,138","6,013,711","6,696,126","6,316,998","6,149,052","6,239,655","5,260,057","6,428,840","6,337,722","6,853,894","6,243,567","4,779,591","3,116,553","7,126,465","6,830,399","8,071,211","5,521,903","5,480,509","10,676,166","10,914,448","5,840,205","5,963,299","3,372,130",,,"492,156","484,485","466,048","405,023","264,813",,
OperatingExpense,"93,786,397","19,531,000","23,962,345","33,361,667","16,931,065","15,699,320","13,062,501","21,262,213","19,139,606","9,519,448","4,887,912","10,917,358","5,176,913","5,284,153","5,484,624","6,692,459","7,852,943","8,194,865","6,053,701","8,944,308","7,049,238","3,987,394","6,631,741","4,983,674","2,618,998","2,260,130","2,180,088","2,391,905","3,078,455","3,846,853","4,449,834","4,958,481","4,828,804","6,144,391","8,721,490","6,687,324","5,777,129","7,565,872","7,440,824","8,486,503","7,775,202","7,739,748","7,322,217","8,281,971","9,510,160","10,877,657","14,099,201","9,608,266","10,316,622","10,523,073","13,169,293","14,356,414","14,841,296","11,033,803","10,251,022","14,422,692","16,598,258","10,751,881","11,288,911","7,007,643",,"124,364","223,307","125,344","128,154","167,573","93,494","49,785",
	SellingGeneralAndAdministration,"16,019,282","4,427,000","3,777,281","4,155,928","3,658,653","3,821,420","4,111,929","4,220,238","2,545,356","2,331,917","2,014,823","2,187,661","2,231,817","2,066,482","2,419,930","1,963,733","2,933,982","2,447,894","1,593,775","3,038,756","1,794,509","3,228,590","5,171,645","3,714,747","1,435,381","1,193,298","975,789","1,231,035","1,819,241","2,196,120","2,621,936","3,192,427","2,419,909","2,677,452","4,580,313","4,086,348","2,332,730","2,279,795","2,624,724","3,275,428","2,780,099","2,948,481","2,678,807","3,283,246","3,409,372","4,939,654","5,390,629","3,177,888","4,121,822","5,325,422","6,645,470","6,224,868","4,416,248","5,145,999","4,741,561","4,803,190","5,174,056","4,678,723","5,276,876","3,150,894",,"92,228","159,260","102,651","101,075","126,405","93,494","49,785",
		GeneralAndAdministrativeExpense,"16,019,282","4,427,000","3,777,281","4,155,928","3,658,653","3,821,420","4,111,929","4,220,238","2,545,356","2,331,917","2,014,823","2,187,661","2,231,817","2,066,482","2,419,930","1,963,733","2,933,982","2,447,894",,"3,038,756","1,794,509","3,228,590",,"3,714,747","1,435,381",,,,,,,,,,,,,,,,,,,,,"4,939,654","5,390,629","3,177,888","4,121,822","5,325,422",,"6,224,868","4,416,248","5,145,999",,,,,,,,,,,,,,,
			OtherGandA,"16,019,282","4,427,000","3,777,281","4,155,928","3,658,653","3,821,420","4,111,929","4,220,238","2,545,356","2,331,917","2,014,823","2,187,661","2,231,817","2,066,482","2,419,930","1,963,733","2,933,982","2,447,894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"77,767,115","15,104,000","20,185,064","29,205,739","13,272,412","11,877,900","8,950,572","17,041,975","16,594,250","7,187,531","2,873,089","8,729,697","2,945,096","3,217,671","3,064,694","4,728,726","4,918,961","5,746,971","4,459,926","5,905,552","5,254,729","725,797","1,427,030","1,236,692","1,143,182","1,029,131","1,171,493","1,125,865","1,222,527","1,613,627","1,791,212","1,728,929","2,372,687","3,427,000","4,097,739","2,556,383","3,402,545","5,233,475","4,746,995","5,138,622","4,918,655","4,705,357","4,531,150","4,884,231","5,984,098","5,820,374","3,810,636","6,172,147","5,940,360","4,952,393","7,450,009","7,609,794","9,464,629","5,695,326","5,336,995","9,414,093","11,184,288","5,877,055","5,825,378","3,647,329",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,"33,007","33,066","32,235","40,435","37,701","32,806","35,005","36,687","37,106","36,686","37,125","36,208","39,939","43,438","44,593","41,854","52,602","69,105","72,453","76,448","85,910","112,260","114,494","116,690","117,629","4,897,936","258,231","254,440","245,258","232,380","247,747","199,699","192,478","172,466","205,409","239,914","196,103","186,657","209,420",,,,,,,,,
