name,ttm,03/31/2022,09/30/2021,06/30/2021
MarketCap,"317,943,300","315,711,000","312,522,000","278,025,000"
EnterpriseValue,"318,019,762","315,787,462","312,598,462","278,025,000"
EnterprisesValueEBITDARatio,,"-78.825","-1,223.324","-1,944,230.769"
