name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
OperatingCashFlow,"417,582,000","95,961,000","114,906,000","127,546,000","79,169,000","60,971,000","70,184,000","90,728,000","96,966,000","51,267,000","65,578,000","93,724,000","83,174,000","30,400,000","69,326,000","74,992,000","76,616,000","35,502,000","30,109,000","48,420,000","55,189,000","24,128,000","28,117,000","51,845,000","49,508,000","16,306,000","28,676,000","46,993,000","40,885,000","26,160,000","10,153,000","45,142,000","42,756,000","4,119,000","33,755,000","35,575,000","24,964,000","7,018,000","23,250,000","27,099,000","26,277,000","24,049,000","23,558,000","23,942,000","11,710,000","-999,000","3,859,000","14,478,000","7,360,000","-2,311,000","-5,880,000","10,235,000","2,722,000","7,012,000","12,844,000","37,955,000","31,900,000","-360,000","15,630,000","10,903,000","15,928,000","3,810,000","14,483,000","24,887,000","37,488,000","-721,000","35,172,000","10,007,000","17,117,000","21,057,000","11,441,000","14,426,000","28,019,000","1,008,000","17,239,000","16,061,000","22,251,000","2,719,000","33,207,000"
	CashFlowFromContinuingOperatingActivities,"417,582,000","95,961,000","114,906,000","127,546,000","79,169,000","60,971,000","70,184,000","90,728,000","96,966,000","51,267,000","65,578,000","93,724,000","83,174,000","30,400,000","69,326,000","74,992,000","76,616,000","35,502,000","30,109,000","48,420,000","55,189,000","24,128,000","28,117,000","51,845,000","49,508,000","16,306,000","28,676,000","46,993,000","40,885,000","26,160,000","10,153,000","45,142,000","42,756,000","4,119,000","33,755,000","35,575,000","24,964,000","7,018,000","23,250,000","27,099,000","26,277,000","24,049,000","23,558,000","23,942,000","11,710,000","-999,000","3,859,000","14,478,000","7,360,000","-2,311,000","-9,324,000","13,679,000","2,722,000","7,012,000","25,712,000","25,804,000","31,183,000","-360,000","16,887,000","10,786,000","15,928,000","3,927,000","-36,297,000","17,777,000","28,330,000","-721,000","35,172,000","10,007,000","17,117,000","21,057,000","11,441,000","14,426,000","28,019,000","1,008,000","17,239,000","16,061,000","22,251,000","2,719,000","33,207,000"
		NetIncomeFromContinuingOperations,"295,368,000","79,424,000","73,761,000","79,709,000","62,474,000","37,291,000","40,236,000","41,539,000","28,454,000","28,111,000","21,419,000","32,968,000","37,073,000","22,259,000","25,380,000","28,195,000","30,281,000","21,125,000","47,759,000","14,407,000","17,603,000","11,387,000","10,348,000","13,826,000","13,275,000","10,575,000","11,387,000","11,777,000","19,247,000","12,605,000","13,569,000","16,278,000","13,568,000","8,576,000","8,064,000","12,908,000","13,500,000","9,155,000",,,,,,,,"713,000","705,000","2,495,000","1,980,000","-3,223,000",,,,,,,,"-833,000","1,966,000","5,951,000","7,402,000","3,023,000","5,202,000","7,683,000","-35,937,000","2,371,000","10,715,000","6,982,000","5,790,000","3,972,000","4,627,000","6,552,000","5,473,000","2,607,000","4,554,000","5,130,000","3,923,000","1,326,000","-72,143,000"
		DepreciationAmortizationDepletion,"146,280,000","39,952,000","35,927,000","35,742,000","34,659,000","35,372,000","34,177,000","34,224,000","33,664,000","32,590,000","31,877,000","31,333,000","29,143,000","26,782,000","27,188,000","26,694,000","25,241,000","23,030,000","22,495,000","22,338,000","22,182,000","20,087,000","19,330,000","19,927,000","19,740,000","17,243,000","16,495,000","16,765,000","16,561,000","15,199,000","14,758,000","15,336,000","15,087,000","13,841,000","13,799,000","13,745,000","12,386,000","11,634,000","12,304,000","12,315,000","11,951,000","11,415,000","10,179,000","9,723,000","8,803,000","8,573,000","8,686,000","8,946,000","9,317,000","9,210,000",,,,,,,,"-10,167,000","67,287,000","-9,786,000","-9,796,000","-9,020,000","56,239,000","-8,260,000","-3,116,000","-12,313,000","84,333,000","-12,253,000","-12,207,000","-11,669,000","83,925,000","-12,181,000","-12,154,000","-11,622,000","76,954,000","-11,075,000","-10,985,000","-10,855,000","78,637,000"
			DepreciationAndAmortization,"146,280,000","39,952,000","35,927,000","35,742,000","34,659,000","35,372,000","34,177,000","34,224,000","33,664,000","32,590,000","31,877,000","31,333,000","29,143,000","26,782,000","27,188,000","26,694,000","25,241,000","23,030,000","22,495,000","22,338,000","22,182,000","20,087,000","19,330,000","19,927,000","19,740,000","17,243,000","16,495,000","16,765,000","16,561,000","15,199,000","14,758,000","15,336,000","15,087,000","13,841,000","13,799,000","13,745,000","12,386,000","11,634,000","12,304,000","12,315,000","11,951,000","11,415,000","10,179,000","9,723,000","8,803,000","8,573,000","8,686,000","8,946,000","9,317,000","9,210,000",,,,,,,,,,,,,,,,,,,,,,,,"-11,622,000","76,954,000","-11,075,000","-10,985,000","-10,855,000","78,637,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,622,000","76,954,000","-11,075,000","-10,985,000","-10,855,000","78,637,000"
		DeferredTax,"962,000","-2,030,000","-767,000","1,903,000","1,856,000","1,327,000","-2,344,000","3,037,000","501,000","7,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"962,000","-2,030,000","-767,000","1,903,000","1,856,000","1,327,000","-2,344,000","3,037,000","501,000","7,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"181,000",,"-1,350,000","3,275,000","2,365,000",,"3,668,000","5,110,000","2,129,000",,"12,034,000","9,327,000","8,076,000",,"5,431,000","5,787,000","3,608,000",,"4,432,000","8,969,000","5,411,000",,"2,557,000","4,650,000","1,701,000",,"5,565,000","-2,087,000","2,060,000",,"1,779,000","2,270,000","2,048,000",,"378,000","1,100,000","1,431,000",,"9,251,000","15,000,000","4,286,000","4,531,000","1,844,000","4,256,000","742,000","861,000","606,000","762,000","1,035,000",,,,,,,,"10,167,000","-23,321,000","9,786,000","9,796,000","9,020,000","-41,727,000","8,260,000","3,116,000","12,313,000",,"12,253,000","12,207,000","11,669,000",,"41,002,000","532,000","23,244,000",,"24,269,000","19,851,000","21,710,000",
		ChangeInWorkingCapital,"-31,212,000","-21,566,000","1,907,000","11,542,000","-23,095,000","-15,384,000","-257,000","8,260,000","29,237,000","-18,632,000","8,469,000","17,389,000","7,631,000","-26,717,000","-3,862,000","14,672,000","15,307,000","-12,261,000","-8,091,000","7,243,000","6,435,000","-12,757,000","-12,223,000","15,535,000","11,843,000","-13,213,000","-7,739,000","12,886,000","7,164,000","-3,704,000","-27,630,000","11,749,000","11,831,000","-20,346,000","-1,705,000","8,544,000","-2,022,000","-15,202,000","4,107,000","5,533,000","-674,000","8,348,000","-2,621,000","12,375,000","-636,000","-11,027,000","-6,814,000","2,431,000","-4,699,000","-9,333,000",,,,,,,,"473,000","-22,316,000","4,835,000","8,526,000","904,000","-56,155,000","10,094,000","64,267,000","-3,092,000","-16,935,000","3,025,000","11,327,000","17,085,000",,,"34,168,000","-13,221,000","-1,094,000",,,"-9,462,000","22,295,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"473,000","-12,587,000","4,835,000","8,526,000","904,000","-49,586,000","10,094,000","64,267,000","-3,092,000","-9,489,000","3,025,000","11,327,000","17,085,000",,,"34,168,000","-13,221,000","782,000",,,"-9,462,000","24,709,000"
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,444,000",,,,"12,151,000",,,,,"0","-117,000","50,780,000","7,110,000",,,,,,,,,,,,,,,
InvestingCashFlow,"-297,836,000","-45,376,000","-128,924,000","-48,958,000","-74,578,000","-25,388,000","-21,307,000","-54,788,000","-40,046,000","-102,676,000","-36,506,000","-78,471,000","-109,588,000","-56,466,000","-68,145,000","-36,284,000","-71,374,000","-46,781,000","-28,938,000","-26,179,000","-38,626,000","-87,781,000","-9,858,000","-6,280,000","-47,917,000","-53,628,000","-17,511,000","-12,221,000","-25,337,000","-52,850,000","-17,662,000","-10,527,000","-58,433,000","-8,223,000","-24,279,000","-26,922,000","-64,804,000","-6,015,000","-3,536,000","-17,591,000","-30,067,000","-39,237,000","-16,145,000","-31,136,000","-14,573,000","-6,045,000","-2,081,000","-951,000","-160,000","-63,000","-1,341,000","-1,868,000","-2,467,000","-1,898,000","-5,494,000","-891,000","-6,194,000","-13,426,000","-34,611,000","-25,959,000","-7,971,000","-22,888,000","-40,269,000","-26,209,000","15,395,000","-21,215,000","-11,254,000","-17,792,000","-9,216,000","-15,439,000","-28,338,000","-12,026,000","-13,325,000","-26,303,000","-17,716,000","-17,271,000","-13,091,000","-1,752,000","-420,000"
	CashFlowFromContinuingInvestingActivities,"-297,836,000","-45,376,000","-128,924,000","-48,958,000","-74,578,000","-25,388,000","-21,307,000","-54,788,000","-40,046,000","-102,676,000","-36,506,000","-78,471,000","-109,588,000","-56,466,000","-68,145,000","-36,284,000","-71,374,000","-46,781,000","-28,938,000","-26,179,000","-38,626,000","-87,781,000","-9,858,000","-6,280,000","-47,917,000","-53,628,000","-17,511,000","-12,221,000","-25,337,000","-52,850,000","-17,662,000","-10,527,000","-58,433,000","-8,223,000","-24,279,000","-26,922,000","-64,804,000","-6,015,000","-3,536,000","-17,591,000","-30,067,000","-39,237,000","-16,145,000","-31,136,000","-14,573,000","-6,045,000","-2,081,000","-951,000","-160,000","-63,000","-1,341,000","-1,868,000","-2,467,000","-1,898,000","-5,494,000","-891,000","-6,194,000","-13,426,000","-34,611,000","-25,959,000","-7,971,000","-22,888,000","-40,269,000","-26,209,000","15,395,000","-21,215,000","-11,254,000","-17,792,000","-9,216,000","-15,439,000","-28,338,000","-12,026,000","-13,325,000","-26,303,000","-17,716,000","-17,271,000","-13,091,000","-1,752,000","-420,000"
		NetPPEPurchaseAndSale,"-297,336,000","-45,376,000","-128,924,000","-48,458,000","-74,578,000","-25,388,000","-21,307,000","-54,788,000","-40,046,000","-102,676,000","-36,506,000","-78,471,000","-109,588,000","-56,466,000","-68,145,000","-36,284,000","-71,374,000","-46,781,000","-28,938,000","-26,179,000","-38,626,000","-87,781,000","-9,858,000","-6,280,000","-47,917,000","-53,628,000","-17,511,000","-12,221,000","-26,179,000","-29,770,000","-17,662,000","-10,527,000","-58,433,000","-8,223,000","-24,279,000","-26,922,000","-64,804,000","-6,015,000","-3,536,000","-9,975,000","-30,067,000","-39,237,000","-16,145,000","-31,136,000","-14,573,000","-6,045,000","-2,081,000","-951,000","-160,000","-63,000","-1,341,000","-1,868,000","-2,467,000","-1,898,000","-5,494,000","-891,000","-6,194,000","-13,426,000","-34,611,000","-25,959,000","-7,971,000","-20,544,000","-22,878,000","-26,209,000","-20,446,000","-21,215,000","-11,254,000","-17,792,000","-9,216,000","-15,439,000","-28,338,000","-12,026,000","-12,816,000","-3,263,000","-17,716,000","-17,271,000","-13,091,000","-1,752,000","-420,000"
