name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"627,451,000","642,028,000","626,559,000","60,478,000"
	CurrentAssets,"422,303,000","529,617,000","597,854,000","38,579,000"
		CashCashEquivalentsAndShortTermInvestments,"415,908,000","522,468,000","587,294,000","36,120,000"
			CashAndCashEquivalents,"86,751,000","399,025,000","587,294,000","36,120,000"
			OtherShortTermInvestments,"329,157,000","123,443,000",,"0"
		Receivables,"569,000","707,000","4,082,000","390,000"
			AccountsReceivable,"97,000","261,000","4,082,000","390,000"
			OtherReceivables,"472,000","446,000",,
		PrepaidAssets,"5,826,000","6,442,000","6,478,000","2,069,000"
	TotalNonCurrentAssets,"205,148,000","112,411,000","28,705,000","21,899,000"
		NetPPE,"25,095,000","22,902,000","20,827,000","16,284,000"
			GrossPPE,"29,492,000","26,347,000","23,539,000","17,987,000"
				Properties,"0","0","0","0"
				MachineryFurnitureEquipment,"24,579,000","21,488,000","18,623,000","12,955,000"
				OtherProperties,"3,964,000","4,032,000","4,098,000","4,296,000"
				Leases,"949,000","827,000","818,000","736,000"
			AccumulatedDepreciation,"-4,397,000","-3,445,000","-2,712,000","-1,703,000"
		GoodwillAndOtherIntangibleAssets,"6,175,000","5,841,000","5,521,000","2,687,000"
			OtherIntangibleAssets,,"5,841,000",,"2,687,000"
		InvestmentsAndAdvances,"170,460,000","80,110,000",,"0"
		OtherNonCurrentAssets,"3,418,000","3,558,000","2,357,000","2,928,000"
TotalLiabilitiesNetMinorityInterest,"37,668,000","50,798,000","68,892,000","6,775,000"
	CurrentLiabilities,"11,385,000","9,691,000","11,076,000","1,881,000"
		PayablesAndAccruedExpenses,"6,265,000","4,529,000","5,450,000","1,146,000"
			Payables,"1,967,000","1,882,000","1,967,000","538,000"
				AccountsPayable,"1,967,000","1,882,000","1,967,000","538,000"
			CurrentAccruedExpenses,"4,298,000","2,647,000","3,483,000","608,000"
		CurrentDebtAndCapitalLeaseObligation,"573,000","568,000","564,000","495,000"
			CurrentCapitalLeaseObligation,"573,000","568,000","564,000","495,000"
		CurrentDeferredLiabilities,"3,417,000","3,430,000","3,909,000","240,000"
			CurrentDeferredRevenue,"3,417,000","3,430,000","3,909,000","240,000"
		OtherCurrentLiabilities,"1,130,000","1,164,000","1,153,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"26,283,000","41,107,000","57,816,000","4,894,000"
		LongTermDebtAndCapitalLeaseObligation,"3,600,000","3,643,000","3,681,000","3,776,000"
			LongTermCapitalLeaseObligation,"3,600,000","3,643,000","3,681,000","3,776,000"
		NonCurrentDeferredLiabilities,"489,000","1,533,000","1,533,000","1,118,000"
			NonCurrentDeferredRevenue,"489,000","1,533,000","1,533,000","1,118,000"
		DerivativeProductLiabilities,"22,194,000","35,931,000","52,602,000","0"
TotalEquityGrossMinorityInterest,"589,783,000","591,230,000","557,667,000","53,703,000"
	StockholdersEquity,"589,783,000","591,230,000","557,667,000","53,703,000"
		CapitalStock,"20,000","19,000","10,000","3,000"
			CommonStock,"20,000","19,000","10,000","3,000"
		AdditionalPaidInCapital,"744,469,000","737,150,000","629,364,000","93,305,000"
		RetainedEarnings,"-150,018,000","-145,791,000","-71,707,000","-39,605,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,688,000","-148,000",,"0"
TotalCapitalization,"589,783,000","591,230,000","557,667,000","53,703,000"
CommonStockEquity,"589,783,000","591,230,000","557,667,000","53,703,000"
CapitalLeaseObligations,"4,173,000","4,211,000","4,245,000","4,271,000"
NetTangibleAssets,"583,608,000","585,389,000","552,146,000","51,016,000"
WorkingCapital,"410,918,000","519,926,000","586,778,000","36,698,000"
InvestedCapital,"589,783,000","591,230,000","557,667,000","53,703,000"
TangibleBookValue,"583,608,000","585,389,000","552,146,000","51,016,000"
TotalDebt,"4,173,000","4,211,000","4,245,000","4,271,000"
ShareIssued,"196,393,948","195,630,975","192,485,413","192,485,413"
OrdinarySharesNumber,"196,393,948","195,630,975","192,485,413","192,485,413"
