name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
		OtherNonCashItems,"50,483,000","9,871,000","13,617,000","13,793,000","13,202,000","12,639,000","12,032,000","11,284,000","4,338,000","489,000","357,000","339,000","339,000","339,000","339,000","339,000","151,000","59,000",,,,,,,,,,,,,
		ChangeInWorkingCapital,"-54,393,000","-9,966,000","-66,713,000","1,919,000","20,367,000","-5,148,000","-3,630,000","2,210,000","-158,955,000","-12,308,000","24,646,000","-6,618,000","-3,382,000","-4,314,000","-15,140,000","30,786,000","-1,011,000","-30,748,000","-10,013,000","-8,407,000","-7,577,000","-16,693,000","-8,061,000","3,728,000","-12,346,000","598,000","-16,499,000","-16,680,000","-15,991,000","-15,698,000","-16,064,000"
			ChangeInReceivables,,,,,,,,"15,000","0","-22,218,000",,,"360,000","573,000",,,"-4,131,000","-25,307,000",,,,,,,"-661,000","-74,000",,,"0","223,000",
				ChangesInAccountReceivables,,,,,,,,,,,,,"360,000","573,000",,,"-4,131,000","-25,307,000",,,,,,,"-661,000","-74,000",,,"0","223,000",
			ChangeInPrepaidAssets,"297,000","877,000","2,221,000","3,524,000","-6,325,000","1,330,000","72,000","1,965,000","-1,617,000","-198,000","1,430,000","1,313,000","-2,706,000","-506,000","150,000","-335,000","-795,000","-174,000","-83,000","467,000","-672,000","-490,000","1,681,000","-1,577,000","-914,000","-408,000","210,000","-109,000","11,000","-229,000","-191,000"
			ChangeInPayablesAndAccruedExpense,"-77,708,000","-13,439,000","-68,449,000","-1,076,000","5,245,000","-5,661,000","-2,506,000","1,411,000","-155,162,000","10,270,000","215,721,000","888,000","6,775,000","3,339,000","-7,397,000","5,448,000","6,750,000","1,571,000","-736,000","3,649,000","5,502,000","-3,205,000","2,745,000","351,000","2,057,000","-1,774,000","27,000","620,000","173,000","1,448,000","-158,000"
				ChangeInPayable,"-79,441,000","-4,525,000","-68,170,000","-6,667,000","-79,000","3,629,000","-4,154,000","-2,322,000","-152,891,000","12,246,000","215,188,000","-752,000","834,000","-522,000","-978,000","2,887,000","1,111,000","-1,065,000","-354,000","-195,000","2,075,000","-3,289,000","2,534,000","-76,000","826,000","-2,985,000","2,089,000","1,119,000","-945,000","491,000","-1,301,000"
					ChangeInAccountPayable,"559,000","-4,525,000","11,830,000","-6,667,000","-79,000","3,629,000","-4,154,000","-2,322,000","-1,313,000","10,668,000","-1,674,000","-752,000","834,000","-522,000","-978,000","2,887,000","1,111,000","-1,065,000","-354,000","-195,000","2,075,000","-3,289,000","2,534,000","-76,000","826,000","-2,985,000","2,089,000","1,119,000","-945,000","491,000","-1,301,000"
				ChangeInAccruedExpense,"1,733,000","-8,914,000","-279,000","5,591,000","5,324,000","-9,290,000","1,648,000","3,733,000","-2,271,000","-1,976,000","533,000","1,640,000","5,941,000","3,861,000","-6,419,000","2,561,000","5,639,000","2,636,000","-382,000","3,844,000","3,427,000","84,000","211,000","427,000","1,231,000","1,211,000","-2,062,000","-499,000","1,118,000","957,000","1,143,000"
			ChangeInOtherCurrentLiabilities,"3,917,000","3,489,000",,,,,,,,,,,,,,,,,,"-22,000",,,,,,,,,,,
			ChangeInOtherWorkingCapital,"19,101,000","-893,000","-924,000","-529,000","21,447,000","-817,000","-23,399,000","-1,181,000","-2,176,000","-162,000","-192,505,000","-7,886,000","-7,811,000","-7,720,000","-7,893,000","-3,765,000","-2,835,000","-6,838,000","-9,259,000","-12,501,000","-12,364,000","-12,998,000","-12,487,000","4,219,000","-12,828,000","2,854,000","-16,934,000","-16,968,000","-16,175,000","-17,140,000","-15,492,000"
InvestingCashFlow,"-1,424,000","-288,000","-193,000","-674,000","-269,000","-193,000","-388,000","-155,000","-299,000","-85,000","-253,000","-328,000","-932,000","-1,160,000","-309,000","-102,000","-117,000","-151,000","-135,000","-151,000","-23,000","-34,000","-58,000","-114,000","-151,000","-16,000","-3,000","-17,000","-232,000","-8,000","0"
	CashFlowFromContinuingInvestingActivities,"-1,424,000","-288,000","-193,000","-674,000","-269,000","-193,000","-388,000","-155,000","-299,000","-85,000","-253,000","-328,000","-932,000","-1,160,000","-309,000","-102,000","-117,000","-151,000","-135,000","-151,000","-23,000","-34,000","-58,000","-114,000","-151,000","-16,000","-3,000","-17,000","-232,000","-8,000","0"
		NetPPEPurchaseAndSale,"-1,424,000","-288,000","-193,000","-674,000","-269,000","-193,000","-388,000","-155,000","-299,000","-85,000","-253,000","-328,000","-932,000","-1,160,000","-309,000","-102,000","-117,000","-151,000","-135,000","-151,000","-23,000","-34,000","-58,000","-114,000","-151,000","-16,000","-3,000","-17,000","-232,000","-8,000","0"
			PurchaseOfPPE,"-1,424,000","-288,000","-193,000","-674,000","-269,000","-193,000","-388,000","-155,000","-299,000","-85,000","-253,000","-328,000","-932,000","-1,160,000","-309,000","-102,000","-117,000","-151,000","-136,000","-151,000","-23,000","-34,000","-59,000","-114,000","-151,000","-16,000","-15,000","-17,000","-232,000","-8,000","0"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000",,,,"0"
FinancingCashFlow,"4,654,000","194,000","171,000","337,000","3,952,000","4,678,000","285,415,000","8,092,000","182,164,000","1,422,000","573,803,000","363,000","1,034,000","5,158,000","411,000","233,469,000","58,263,000","329,000","48,000","108,606,000","-43,000","20,036,000","266,000","-308,000","63,320,000","-956,000","-497,000","-343,000","0","-30,000","0"
	CashFlowFromContinuingFinancingActivities,"4,654,000","194,000","171,000","337,000","3,952,000","4,678,000","285,415,000","8,092,000","182,164,000","1,422,000","573,803,000","363,000","1,034,000","5,158,000","411,000","233,469,000","58,263,000","329,000","48,000","108,606,000","-43,000","20,036,000","266,000","-308,000","63,320,000","-956,000","-497,000","-343,000","0","-30,000","0"
		NetIssuancePaymentsOfDebt,,,"0","0",,,"0","0",,,"75,000,000","0",,,"8,000","0",,,"50,000","-45,000","205,000","19,795,000","265,000","0","0","-45,000","0","0","0","-45,000",
			NetLongTermDebtIssuance,,,"0","0",,,"0","0",,,"75,000,000","0",,,"8,000","0",,,"50,000","-45,000","205,000","19,795,000","265,000","0","0","-45,000","0","0","0","-45,000",
				LongTermDebtIssuance,,,,,,,,,,,"75,000,000","0",,,"8,000","0",,,"50,000","0","160,000","19,840,000",,,,,,,,,
				LongTermDebtPayments,,,"0","0",,,,"0",,,,,,,"0",,,,"0","-45,000","45,000","-45,000","0","0","0","-45,000","0","0","0","-45,000",
		NetCommonStockIssuance,,,"0","0",,,"277,880,000","-1,000",,,"492,453,000",,,,"650,000",,,,"0","108,910,000",,,"0","0",,,,,,,
			CommonStockIssuance,,,"0","0",,,"277,880,000","-1,000",,,"492,453,000",,,,"650,000",,,,"0","108,910,000",,,"0","0",,,,,,,
		ProceedsFromStockOptionExercised,"4,654,000","194,000","171,000","337,000","3,952,000","4,678,000","7,941,000","8,093,000","364,000","1,422,000","6,997,000","363,000","1,034,000","5,051,000","381,000","672,000","500,000","332,000","289,000","127,000","3,000","241,000","77,000","-99,000","26,000","0","24,000","0","0","15,000","0"
		NetOtherFinancingCharges,,,,,,,"-406,000","0",,,"-647,000","0","0","107,000","-628,000","-49,000","-2,237,000","-3,000","-291,000","-386,000",,,"-76,000","-209,000","-1,411,000","-911,000","-521,000",,,,
EndCashPosition,"531,979,000","531,979,000","590,258,000","713,212,000","755,707,000","777,624,000","818,150,000","578,263,000","610,419,000","624,488,000","664,324,000","240,149,000","280,449,000","313,056,000","337,790,000","375,185,000","138,676,000","105,937,000","129,780,000","154,600,000","65,176,000","82,676,000","84,732,000","95,660,000","92,365,000","41,853,000","42,008,000","55,051,000","66,271,000","78,984,000","87,758,000"
	ChangesInCash,"-245,645,000","-58,279,000","-122,954,000","-42,495,000","-21,917,000","-40,526,000","239,887,000","-32,156,000","-14,069,000","-39,836,000","424,175,000","-40,300,000","-32,607,000","-24,734,000","-37,395,000","236,509,000","32,739,000","-23,843,000","-24,820,000","89,424,000","-17,500,000","-2,056,000","-10,928,000","3,295,000","50,512,000","-155,000","-13,043,000","-11,220,000","-12,713,000","-8,774,000","-10,124,000"
	BeginningCashPosition,"777,624,000","590,258,000","713,212,000","755,707,000","777,624,000","818,150,000","578,263,000","610,419,000","624,488,000","664,324,000","240,149,000","280,449,000","313,056,000","337,790,000","375,185,000","138,676,000","105,937,000","129,780,000","154,600,000","65,176,000","82,676,000","84,732,000","95,660,000","92,365,000","41,853,000","42,008,000","55,051,000","66,271,000","78,984,000","87,758,000","97,882,000"
IncomeTaxPaidSupplementalData,,,,,,,,,,,,,,,,,,,,"0","0","0","-18,000","0",,,"1,249,000","0",,,"0"
InterestPaidSupplementalData,,,"0","0","0","0","0","0","4,847,000","3,174,000","1,981,000","2,073,000","2,101,000","2,052,000","2,026,000","1,361,000","909,000","445,000","437,000","362,000","360,000","5,000",,,,,,,,,
CapitalExpenditure,"-1,424,000","-288,000","-193,000","-674,000","-269,000","-193,000","-388,000","-155,000","-299,000","-85,000","-253,000","-328,000","-932,000","-1,160,000","-309,000","-102,000","-117,000","-151,000","-136,000","-151,000","-23,000","-34,000","-59,000","-114,000","-151,000","-16,000","-15,000","-17,000","-232,000","-8,000",
IssuanceOfCapitalStock,,,"0","0",,,"277,880,000","-1,000",,,"492,453,000",,,,"650,000",,,,"0","108,910,000",,,"0","0",,,,,,,
IssuanceOfDebt,,,,,,,,,,,"75,000,000","0",,,"8,000","0",,,"50,000","0","160,000","19,840,000",,,,,,,,,
RepaymentOfDebt,,,"0","0",,,,"0",,,,,,,"0",,,,"0","-45,000","45,000","-45,000","0","0","0","-45,000","0","0","0","-45,000",
FreeCashFlow,"-250,299,000","-58,473,000","-123,125,000","-42,832,000","-25,869,000","-45,204,000","-45,528,000","-40,248,000","-196,233,000","-41,258,000","-149,628,000","-40,663,000","-33,641,000","-29,892,000","-37,806,000","3,040,000","-25,524,000","-24,172,000","-24,869,000","-19,182,000","-17,457,000","-22,092,000","-11,195,000","3,603,000","-12,808,000","801,000","-12,558,000","-10,877,000","-12,713,000","-8,744,000","-10,124,000"
