name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"219,484,000","56,089,000","55,996,000","55,175,000","52,224,000","50,093,000","47,722,000","46,487,000","44,627,000","52,876,000","58,098,000","58,921,000","57,361,000","59,708,000","63,720,000","64,217,000","69,967,000","62,718,000","64,263,000","65,931,000","67,062,000","67,825,000","64,456,000","64,079,000","65,883,000","66,512,000","68,578,000","64,060,000","59,735,000","59,417,000","63,157,000","55,143,000","49,930,000","50,133,000","47,229,000","45,659,000","43,236,000","34,517,000","34,143,000","32,695,000","30,972,000","31,326,000","28,876,000","32,017,000","29,963,000","30,982,000","30,559,000","27,361,000","30,371,000","30,821,000","24,557,000","32,608,000","33,629,000","33,761,000","35,197,000","34,645,000","35,972,000","36,618,000","38,152,000","37,752,000","37,248,000","40,103,000","39,441,000","38,815,000","38,417,000","36,575,000","35,356,000","34,529,000","37,925,000","38,304,000","36,442,000","34,018,000","30,262,000","31,173,000","28,938,000","27,628,000","25,339,000","26,495,000","25,010,000","23,044,000","21,430,000","21,739,000","23,310,000","22,653,000","21,809,000","28,550,000","24,287,000","21,634,000","24,578,000","21,828,000","21,873,000","21,100,000","20,800,000","21,600,000","21,055,000","19,000,000","18,200,000","18,400,000","17,244,000","14,300,000","14,000,000","13,700,000","14,013,000","12,600,000","9,500,000","4,200,000","4,216,960","4,300,000","4,100,000","4,200,000","3,606,761","15,200,000","3,600,000","4,100,000","10,200,000","7,500,000","4,700,000","4,200,000","4,500,000","6,100,000","10,200,000","8,900,000","8,900,000","6,000,000","6,300,000","6,600,000","11,800,000","6,300,000","11,300,000","7,300,000","7,700,000","6,500,000","7,000,000","8,700,000","8,600,000","8,600,000","8,600,000","8,500,000"
	OperatingRevenue,"219,484,000","56,089,000","55,996,000","55,175,000","52,224,000","50,093,000","47,722,000","46,487,000","44,627,000","52,876,000","58,098,000","58,921,000","57,361,000","59,708,000","63,720,000","64,217,000","69,967,000","62,718,000","64,263,000","65,931,000","67,062,000","67,825,000","64,456,000","64,079,000","65,883,000","66,512,000","68,578,000","64,060,000","59,735,000","59,417,000","63,157,000","55,143,000","49,930,000","50,133,000","47,229,000","45,659,000","43,236,000","34,517,000","34,143,000","32,695,000","30,972,000","31,326,000","28,876,000","32,017,000","29,963,000","30,982,000","30,559,000","27,361,000","30,371,000","30,821,000","24,557,000","32,608,000","33,629,000","33,761,000","35,197,000","34,645,000","35,972,000","36,618,000","38,152,000","38,333,000","37,248,000","40,103,000","34,148,000","38,815,000","39,197,000","36,575,000","36,725,000","35,769,000","38,571,000","38,585,000","36,250,000","34,587,000","29,996,000","31,242,000","29,422,000","27,783,000","24,870,000","26,577,000","25,800,000","23,044,000","21,607,000","21,908,000","23,310,000","22,973,000","22,148,000","28,625,000","24,370,000","21,665,000","24,656,000","21,834,000","21,900,000","21,100,000","20,800,000","21,600,000","21,100,000","19,000,000","18,200,000","18,400,000","17,300,000","14,300,000","14,000,000","13,700,000","13,800,000","12,600,000","9,500,000","4,200,000","4,100,000","4,300,000","4,100,000","4,200,000","3,600,000","15,200,000","3,600,000","4,100,000","10,200,000","7,500,000","4,700,000","4,200,000","4,500,000","6,100,000","10,200,000","8,900,000","8,900,000","6,000,000","6,300,000","6,600,000","11,800,000","6,300,000","11,300,000","7,300,000","7,700,000","6,500,000","7,000,000","8,700,000","8,600,000","8,600,000","8,600,000","8,500,000"
CostOfRevenue,"69,047,000","18,009,000","17,598,000","16,759,000","16,681,000","17,239,000","16,407,000","15,753,000","15,396,000","16,407,000","17,976,000","17,766,000","16,774,000","18,993,000","18,777,000","18,696,000","17,854,000","17,964,000","18,200,000","18,433,000","18,403,000","19,749,000","19,398,000","17,347,000","18,368,000","19,782,000","21,655,000","18,005,000","16,966,000","16,986,000","19,531,000","14,599,000","13,921,000","14,375,000","13,705,000","11,880,000","11,358,000","9,615,000","9,715,000","8,731,000","8,568,000","9,074,000","9,575,000","8,796,000","8,656,000","9,516,000","10,070,000","7,709,000","9,057,000","9,554,000","3,877,000","11,301,000","10,911,000","12,017,000","-34,870,000","11,074,000","11,318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"150,437,000","38,080,000","38,398,000","38,416,000","35,543,000","32,854,000","31,315,000","30,734,000","29,231,000","36,469,000","40,122,000","41,155,000","40,587,000","40,715,000","44,943,000","45,521,000","52,113,000","44,754,000","46,063,000","47,498,000","48,659,000","48,076,000","45,058,000","46,732,000","47,515,000","46,730,000","46,923,000","46,055,000","42,769,000","42,431,000","43,626,000","40,544,000","36,009,000","35,758,000","33,524,000","33,779,000","31,878,000","24,902,000","24,428,000","23,964,000","22,404,000","22,252,000","19,301,000","23,221,000","21,307,000","21,466,000","20,489,000","19,652,000","21,314,000","21,267,000","20,680,000","21,307,000","22,718,000","21,744,000","70,067,000","23,571,000","24,654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"107,392,000","28,559,000","28,821,000","25,817,000","24,195,000","25,749,000","27,032,000","24,357,000","24,555,000","27,130,000","29,847,000","26,267,000","27,158,000","25,285,000","28,073,000","29,281,000","36,835,000","26,999,000","29,437,000","29,082,000","29,707,000","29,268,000","26,953,000","29,032,000","28,397,000","29,452,000","30,751,000","26,934,000","26,594,000","25,237,000","26,180,000","24,573,000","29,277,000","23,355,000","21,432,000","20,528,000","20,331,000","16,412,000","15,188,000","15,604,000","14,633,000","13,589,000","13,430,000","14,163,000","14,543,000","13,914,000","-14,481,000","11,831,000","12,171,000","11,770,000","8,265,000","10,946,000","13,240,000","11,878,000","59,352,000","11,166,000","12,700,000","24,384,000","28,677,000","23,985,000","23,605,000","23,533,000","23,979,000","23,721,000","22,613,000","36,252,000","32,942,000","31,395,000","22,878,000","22,494,000","34,338,000","23,477,000","25,872,000","25,843,000","25,844,000","23,153,000","25,489,000","22,634,000","23,271,000","19,984,000","18,855,000","18,639,000","20,457,000","19,173,000","18,408,000","19,632,000","21,559,000","18,114,000","17,640,000","17,250,000","96,015,000","-9,300,000","-8,800,000","-9,600,000","88,342,000","-8,300,000","-7,900,000","-7,900,000","65,788,000","-6,800,000","-6,400,000","-6,400,000","57,346,000","-6,000,000","-11,000,000","-2,600,000","19,378,941","-1,100,000","-1,500,000","-1,000,000","13,264,885","-1,300,000","-700,000","-700,000","-900,000","-700,000","-700,000","-600,000","-800,000","-500,000","-500,000","-400,000","-800,000","-100,000","-600,000","0","-4,700,000","0","0","0","-200,000","-100,000","-100,000","-100,000",,,,
	SellingGeneralAndAdministration,"33,306,000","8,348,000","10,030,000","7,330,000","7,598,000","7,370,000","6,822,000","6,062,000","6,695,000","6,282,000","11,065,000","6,249,000","6,530,000","6,066,000","6,465,000","8,131,000","13,378,000","5,887,000","7,384,000","5,952,000","6,372,000","6,451,000","4,966,000","5,787,000","5,683,000","5,605,000","5,709,000","4,020,000","5,474,000","4,874,000","5,575,000","5,395,000","5,619,000","5,614,000","5,776,000","5,363,000","5,634,000","5,500,000","4,699,000","4,990,000","4,878,000","4,879,000","4,382,000","5,346,000","4,866,000","5,057,000","5,180,000","4,512,000","4,615,000","3,983,000","696,000","3,263,000","5,364,000","4,085,000","3,838,000","3,342,000","4,820,000","3,805,000","3,341,000","4,043,000","3,874,000","3,033,000","2,276,000","3,328,000","3,295,000","4,101,000","2,930,000","2,991,000","3,869,000","3,719,000","2,746,000","3,287,000","2,736,000","2,376,000","1,985,000","2,154,000","2,155,000","2,221,000","2,888,000","1,786,000","2,108,000","2,051,000","2,069,000","2,022,000","1,751,000","2,495,000","1,487,000","1,129,000","1,491,000","1,339,000","764,000","1,700,000","1,900,000","1,600,000","1,531,000","1,400,000","1,300,000","1,600,000","1,153,000","1,100,000","1,300,000","1,200,000","1,283,000","1,000,000","1,200,000","1,100,000","-444,626","900,000","600,000","1,000,000","-713,682","900,000","800,000","900,000","500,000","1,000,000","1,000,000","900,000","700,000","1,100,000","1,100,000","1,000,000","900,000","900,000","500,000","900,000","1,100,000","1,000,000","1,000,000","1,000,000","1,100,000","700,000","600,000","600,000",,,,
		GeneralAndAdministrativeExpense,"33,306,000","8,348,000","10,030,000","7,330,000","7,598,000","7,370,000","6,822,000","6,062,000","6,695,000","6,282,000","11,065,000","6,249,000","6,530,000","6,066,000","6,465,000","8,131,000","13,378,000","5,887,000","7,384,000","5,952,000","6,372,000","6,451,000","4,966,000","5,787,000","5,683,000","5,605,000","5,709,000","4,020,000","5,474,000","4,874,000","5,575,000","5,395,000","5,619,000","5,614,000","5,776,000","5,363,000","5,634,000","5,500,000","4,699,000",,,,,,,,,,,,,,,,,,,"3,805,000","3,341,000","4,043,000","3,874,000","3,033,000","2,276,000","3,328,000","3,295,000","4,101,000","2,930,000","2,991,000","3,869,000","3,719,000","2,746,000","3,287,000","2,736,000","2,376,000","1,985,000","2,154,000","2,155,000","2,221,000","2,888,000","1,786,000","2,108,000","2,051,000","2,069,000","2,022,000","1,751,000","2,495,000","1,487,000","1,129,000","1,491,000","1,339,000","764,000","1,700,000","1,900,000","1,600,000","1,531,000","1,400,000","1,300,000","1,600,000","1,153,000","1,100,000","1,300,000","1,200,000","1,283,000","1,000,000","1,200,000","1,100,000","-444,626","900,000","600,000","1,000,000","-713,682","900,000","800,000","900,000","500,000","1,000,000","1,000,000","900,000","700,000","1,100,000","1,100,000","1,000,000","900,000","900,000","500,000","900,000","1,100,000","1,000,000","1,000,000","1,000,000","1,100,000","700,000","600,000","600,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,805,000","3,341,000","4,043,000","3,874,000","3,033,000","2,276,000","3,328,000","3,295,000","4,101,000","2,930,000","2,991,000","3,869,000","3,719,000","2,746,000","3,287,000","2,736,000","2,376,000","1,985,000","2,154,000","2,155,000","2,221,000","2,888,000","1,786,000","2,108,000","2,051,000","2,069,000","2,022,000","1,751,000","2,495,000","1,487,000","1,129,000","1,491,000","1,339,000","800,000","1,700,000","1,900,000","1,600,000","1,500,000","1,400,000","1,300,000","1,600,000","1,200,000","1,100,000","1,300,000","1,200,000","1,300,000","1,000,000","1,200,000","1,100,000","1,300,000","900,000","600,000","1,000,000","1,100,000","900,000","800,000","900,000","500,000","1,000,000","1,000,000","900,000","700,000","1,100,000","1,100,000","1,000,000","900,000","900,000","500,000","900,000","1,100,000","1,000,000","1,000,000","1,000,000","1,100,000","700,000","600,000","600,000",,,,
			InsuranceAndClaims,,,,,,"0",,"-1,092,000",,"60,000","2,276,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"33,306,000","8,348,000","10,030,000","7,330,000","7,598,000","7,370,000","6,822,000","6,062,000","6,695,000","6,222,000","8,789,000","6,249,000","6,530,000","6,066,000","6,465,000","8,131,000","13,378,000","5,887,000","7,384,000","5,952,000","6,372,000","6,451,000","4,966,000","5,787,000","5,683,000","5,605,000","5,709,000","4,020,000","5,474,000","4,874,000","5,575,000","5,395,000","5,619,000","5,614,000","5,776,000","5,363,000","5,634,000","5,500,000","4,699,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
