name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"215,192,000","235,823,000","250,447,000","38,051,000"
	CurrentAssets,"207,891,000","228,331,000","242,853,000","36,334,000"
		CashCashEquivalentsAndShortTermInvestments,"198,958,000","217,114,000","239,148,000","33,664,000"
			CashAndCashEquivalents,"198,958,000","217,114,000","239,148,000","33,664,000"
		Receivables,"959,000","1,009,000","833,000","1,270,000"
			AccountsReceivable,"800,000","788,000","777,000","1,051,000"
			OtherReceivables,"159,000","221,000","56,000","219,000"
		Inventory,"1,005,000","1,006,000","1,314,000","707,000"
			RawMaterials,"452,000","458,000","511,000","516,000"
			WorkInProcess,"45,000","41,000","262,000","100,000"
			FinishedGoods,"508,000","507,000","541,000","91,000"
		PrepaidAssets,"3,605,000","4,957,000","869,000","313,000"
		RestrictedCash,,,"108,000",
		OtherCurrentAssets,"3,364,000","4,245,000","581,000","380,000"
	TotalNonCurrentAssets,"7,301,000","7,492,000","7,594,000","1,717,000"
		NetPPE,"6,841,000","7,051,000","5,236,000","1,425,000"
			GrossPPE,"8,345,000","8,287,000","6,551,000","2,414,000"
				Properties,"0","0","0","0"
				MachineryFurnitureEquipment,"2,724,000","1,896,000","1,235,000","1,313,000"
				OtherProperties,"876,000","1,629,000","943,000","806,000"
				ConstructionInProgress,"855,000","872,000","4,219,000","141,000"
				Leases,"3,890,000","3,890,000","154,000","154,000"
			AccumulatedDepreciation,"-1,504,000","-1,236,000","-1,315,000","-989,000"
		OtherNonCurrentAssets,"460,000","441,000","2,358,000","292,000"
TotalLiabilitiesNetMinorityInterest,"14,767,000","21,861,000","14,006,000","5,147,000"
	CurrentLiabilities,"5,496,000","6,161,000","4,730,000","3,555,000"
		PayablesAndAccruedExpenses,"4,717,000","5,118,000","3,857,000","2,031,000"
			Payables,"1,629,000","4,192,000","2,343,000","1,906,000"
				AccountsPayable,"1,629,000","1,681,000","1,933,000","972,000"
				TotalTaxPayable,,"2,511,000","410,000","934,000"
			CurrentAccruedExpenses,"3,088,000","926,000","1,514,000","125,000"
		CurrentDebtAndCapitalLeaseObligation,,,"108,000","1,328,000"
			CurrentDebt,,,"108,000","1,328,000"
				OtherCurrentBorrowings,,,"108,000","1,328,000"
		CurrentDeferredLiabilities,,,"286,000",
			CurrentDeferredTaxesLiabilities,,,"286,000",
		OtherCurrentLiabilities,"779,000","1,043,000","479,000","196,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"9,271,000","15,700,000","9,276,000","1,592,000"
		LongTermDebtAndCapitalLeaseObligation,"6,000","7,000","1,900,000","1,306,000"
			LongTermDebt,,,"1,892,000","1,066,000"
			LongTermCapitalLeaseObligation,"6,000","7,000","8,000","240,000"
		NonCurrentDeferredLiabilities,"1,982,000","1,992,000","2,105,000","0"
			NonCurrentDeferredTaxesLiabilities,,,"286,000",
		EmployeeBenefits,,"0",,"286,000"
		DerivativeProductLiabilities,"7,283,000","13,701,000","5,265,000","0"
		OtherNonCurrentLiabilities,,"1,999,000","6,000",
TotalEquityGrossMinorityInterest,"200,425,000","213,962,000","236,441,000","32,904,000"
	StockholdersEquity,"200,425,000","213,962,000","236,441,000","32,907,000"
		CapitalStock,"14,000","14,000","13,000","10,000"
			CommonStock,"14,000","14,000","13,000","10,000"
		AdditionalPaidInCapital,"365,104,000","359,439,000","347,857,000","96,880,000"
		RetainedEarnings,"-164,693,000","-145,491,000","-111,429,000","-63,983,000"
	MinorityInterest,,"0","0","-3,000"
TotalCapitalization,"200,425,000","213,962,000","238,333,000","33,973,000"
CommonStockEquity,"200,425,000","213,962,000","236,441,000","32,907,000"
CapitalLeaseObligations,"6,000","7,000","8,000","240,000"
NetTangibleAssets,"200,425,000","213,962,000","236,441,000","32,907,000"
WorkingCapital,"202,395,000","222,170,000","238,123,000","32,779,000"
InvestedCapital,"200,425,000","213,962,000","238,441,000","35,301,000"
TangibleBookValue,"200,425,000","213,962,000","236,441,000","32,907,000"
TotalDebt,"6,000","7,000","2,008,000","2,634,000"
ShareIssued,"139,026,245","137,722,658","137,589,275","142,718,497"
OrdinarySharesNumber,"139,026,245","137,722,658","137,589,275","142,718,497"
