name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"953,876,000","275,695,000","196,636,000","210,534,000","271,011,000","254,347,000","164,208,000","162,083,000","266,982,000","186,778,000","154,336,000","186,025,000","220,634,000","148,436,000","111,024,000","131,382,000","171,142,000","115,066,000","51,926,000","60,554,000","87,178,000","67,029,000","44,913,000","41,671,000","61,280,000","52,298,000"
	OperatingRevenue,"953,876,000","275,695,000","196,636,000","210,534,000","271,011,000","254,347,000","164,208,000","162,083,000","266,982,000","186,778,000","154,336,000","186,025,000","220,634,000","148,436,000","111,024,000","131,382,000","171,142,000","115,066,000","51,926,000","60,554,000","87,178,000","67,029,000","44,913,000","41,671,000","61,280,000","52,298,000"
CostOfRevenue,"757,647,000","218,060,000","159,742,000","168,462,000","211,383,000","206,548,000","135,626,000","129,815,000","224,798,000","154,624,000","133,874,000","158,734,000","185,734,000","123,706,000","94,119,000","107,200,000","144,824,000","99,183,000","41,400,000","48,037,000","71,227,000","54,829,000","37,259,000","35,511,000","52,319,000","42,526,000"
GrossProfit,"196,229,000","57,635,000","36,894,000","42,072,000","59,628,000","47,799,000","28,582,000","32,268,000","42,184,000","32,154,000","20,462,000","27,291,000","34,900,000","24,730,000","16,905,000","24,182,000","26,318,000","15,883,000","10,526,000","12,517,000","15,951,000","12,200,000","7,654,000","6,160,000","8,961,000","9,772,000"
OperatingExpense,"178,085,000","48,236,000","41,455,000","45,252,000","43,142,000","40,672,000","32,631,000","35,562,000","38,492,000","31,690,000","28,867,000","29,345,000","24,450,000","20,538,000","18,728,000","17,621,000","16,943,000","18,968,000","10,484,000","10,739,000","9,277,000","7,405,000","7,538,000","7,942,000","8,302,000","8,063,000"
	SellingGeneralAndAdministration,"178,085,000","48,236,000","41,455,000","45,252,000","43,142,000","40,672,000","32,631,000","35,562,000","38,492,000","31,690,000","28,867,000","29,345,000","24,450,000","20,538,000","18,728,000","17,621,000","16,943,000","18,968,000","10,484,000","10,739,000","9,277,000","7,405,000","7,538,000","7,942,000","8,302,000","8,063,000"
		GeneralAndAdministrativeExpense,,,"41,455,000","45,252,000","43,142,000","40,672,000","32,631,000","35,562,000","38,492,000","31,690,000","28,867,000","29,345,000","24,450,000","20,538,000","18,728,000","17,621,000","16,943,000","18,968,000","10,484,000","10,739,000","9,277,000","7,405,000","7,538,000","7,942,000","8,302,000","8,063,000"
			OtherGandA,,,"41,455,000","45,252,000","43,142,000","40,672,000","32,631,000","35,562,000","38,492,000","31,690,000","28,867,000","29,345,000","24,450,000","20,538,000","18,728,000","17,621,000","16,943,000","18,968,000","10,484,000","10,739,000","9,277,000","7,405,000","7,538,000","7,942,000","8,302,000","8,063,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,"3,030,000",,,,,,,,,,,
OperatingIncome,"18,144,000","9,399,000","-4,561,000","-3,180,000","16,486,000","7,127,000","-4,049,000","-3,294,000","3,692,000","464,000","-8,405,000","-2,054,000","10,450,000","4,192,000","-1,823,000","6,561,000","9,375,000","-3,085,000","42,000","1,778,000","6,674,000","4,795,000","116,000","-1,782,000","659,000","1,709,000"
