name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"936,442,411","1,361,205,037","2,194,714,439","1,527,196,330","2,346,148,419","2,428,698,247","1,362,431,300"
EnterpriseValue,"786,879,411","1,223,285,037","2,057,983,439","1,405,206,330","2,236,131,419","2,327,717,247","1,307,224,300"
PeRatio,"18.172","26.12","36.713","31.938","62.847","107.217","108.799"
ForwardPeRatio,"26.455","40.161","49.02","49.751","123.457","232.558",
PegRatio,,,,,"4.961","9.394",
PsRatio,"4.285","6.519","8.345","7.068","11.736","5.678","10.05"
PbRatio,"3.498","5.282","7.995","6.634","10.663","13.851","12.666"
EnterprisesValueRevenueRatio,"3.308","22.424","27.238","24.192","45.031","53.378","23.243"
EnterprisesValueEBITDARatio,"9.546","103.985","58.721","69.045","146.43","207.98","49.563"
