name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
MarketCap,"5,163,431,600","6,052,267,208","6,341,729,638","7,057,985,579","6,494,047,482","6,638,595,407","4,442,098,521","4,320,009,478","4,248,399,131","3,415,111,434","4,075,282,959","5,181,910,456","5,003,743,121","4,907,164,878","5,161,788,443","5,182,529,849","6,112,169,111","4,726,237,758","5,811,237,000","7,190,154,645","7,402,522,240","6,817,333,868","9,261,770,061","11,017,682,476","12,032,711,597","11,292,449,619","9,113,731,801","10,045,618,121","8,438,851,001","7,665,206,903","6,873,088,691","5,993,659,095","5,353,431,833","5,423,104,733","6,041,028,757","4,412,494,819","3,661,923,532","3,177,999,942","2,880,593,220","2,794,321,463","2,681,188,848","2,274,588,292","2,594,294,780","2,083,811,270","1,910,148,127","2,600,003,618","2,408,019,452","2,286,686,138","1,631,592,164","1,766,721,299","1,692,347,143","1,376,056,405","1,362,528,221","1,112,015,475","926,398,254","1,088,267,656","1,749,176,315","2,164,538,003","1,807,849,030","1,634,714,968","2,219,628,798","2,649,802,084","2,404,193,860","2,268,770,099","1,840,060,881","1,756,669,958","1,765,207,975","1,415,041,949","1,328,162,541","1,085,726,499","1,206,541,787","1,269,845,640","980,133,960","1,047,449,504","1,039,429,293","996,598,771","746,399,178","687,917,518","551,628,392","562,724,441","578,854,220","698,764,300","586,616,200","561,829,600"
EnterpriseValue,"5,531,131,600","6,136,767,208","6,391,829,638","7,123,585,579","6,463,547,482","6,707,395,407","4,511,198,521","4,234,409,478","4,193,999,131","3,505,411,434","4,231,082,959","5,077,510,456","5,026,643,121","5,031,864,878","5,303,688,443","5,410,229,849","6,375,869,111","4,853,337,758","5,739,537,000","7,235,954,645","7,569,522,240","6,710,233,868","9,166,570,061","10,959,682,476","12,049,911,597","11,421,649,619","8,905,931,801","9,641,218,121","8,140,451,001","7,417,806,903","6,643,688,691","5,794,759,095","5,239,731,833","5,368,504,733","5,996,528,757","4,406,994,819","3,713,523,532","3,268,699,942","2,966,593,220","2,880,321,463","2,750,188,848","2,399,788,292","2,767,094,780","2,264,511,270","2,093,348,127","2,792,603,618","2,609,219,452","2,487,886,138","1,793,892,164","1,925,521,299","1,873,347,143","1,557,056,405","1,575,427,221","1,243,670,475","1,025,716,254","1,155,107,656","1,896,783,315","2,343,379,003","1,986,690,030","1,796,897,968","2,368,135,798","2,843,024,084","2,652,794,860","2,537,988,099","2,123,307,881","2,057,201,958","2,067,408,975","1,682,098,949","1,601,932,541","1,432,221,499","1,602,384,787","1,679,932,640","1,361,719,960","1,467,461,504","1,476,127,293","1,426,353,771","1,230,390,178","1,198,063,518","1,061,774,392","1,103,151,441","1,153,453,220","1,273,363,300","1,194,120,200","1,190,054,600"
PeRatio,"15.206","18.081","19.673","24.027","24.506","27.765","19.266","18.935","16.025","11.471","13.272","15.776","14.685","15.193","14.786","15.261","19.129","14.635","19.612","23.071","24.657","23.407","30.535","37.92","44.954","43.831","38.148","45.36","39.131","39.133","37.823","34.123","32.345","35.355","41.855","34.756","31.903","27.398","25.905","25.152","23.588","19.891","24.198","19.629","19.025","27.093","26.787","29.593","21.642","21.311","18.562","15.371","15.663","9.503","6.883","7.552","10.987","14.276","11.906","11.581","15.591","19.521","19.36","20.027","18.261","19.463","21.231","23.03","25.239","20.983","24.043","18.865","14.75","20.049","20.358","20.739","15.136","14.22","11.414","10.778","14.141","17.071","14.343","13.737"
ForwardPeRatio,"12.331","13.68","16.234","17.731","17.606","19.493","15.723","15.65","13.831","11.338","10.288","13.405","12.195","11.751","13.774","13.263","15.291","12.315","15.175","18.868","18.622","17.513","22.624","26.882","28.653","28.329","24.039","34.602","29.499","26.667","25.063","28.736","25.126","24.096","27.855","25.51","21.834","18.727","16.978","16.181","17.794","15.06","16.921","14.706","14.535","18.382","17.182","16.611",,,,,,,,"15.974",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.233","1.367","1.623","1.774","1.759","1.95","1.573","1.564","1.383","1.134","1.028","1.341","1.22","1.175","1.378","1.327","1.528","1.232","1.517","1.886","0.932","0.876","0.755","1.377","0.956","1.455","1.231","2.036","1.735","1.57","2.505","2.873","2.514","2.411","2.787","2.549","2.183","1.872","1.698","1.799","1.778","1.537","1.104","1.014","1.014","1.283","1.289","1.246",,,,,,,,"1.065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.434","1.679","1.827","2.129","2.056","2.198","1.47","1.413","1.285","0.966","1.142","1.417","1.32","1.306","1.398","1.449","1.773","1.414","1.746","2.118","2.23","2.086","2.724","3.346","3.84","3.819","3.257","3.702","3.226","3.003","2.77","2.483","2.309","2.396","2.756","2.086","1.786","1.609","1.476","1.433","1.39","1.196","1.393","1.158","1.097","1.503","1.441","1.402","1.031","1.104","1.029","0.852","0.805","0.594","0.478","0.554","0.706","0.882","0.736","0.674","0.911","1.068","1.001","0.973","0.814","0.788","0.795","0.634","0.608","0.507","0.57","0.607","0.472","0.508","0.498","0.486","0.366","0.34","0.273","0.284","0.292","0.352","0.296","0.283"
PbRatio,"2.691","2.75","3.059","3.452","3.185","3.435","2.275","2.031","2.027","1.666","2.046","2.694","2.625","2.723","2.948","3.019","3.819","2.889","3.367","4.317","4.822","3.777","5.353","6.638","7.578","7.562","6.351","7.386","6.424","6.091","5.653","5.12","4.721","4.982","5.811","4.404","3.937","3.568","3.326","3.226","3.215","2.777","3.262","2.723","2.523","3.338","3.332","3.164","2.35","2.528","2.404","1.982","2.038","1.914","1.629","1.891","3.094","4.11","3.432","3.107","3.303","4.143","4.069","4.038","3.393","3.336","3.263","2.539","2.451","2.11","2.451","2.536","2.051","2.413","2.464","2.441","1.742","1.684","1.351","1.4","1.482","1.789","1.545","1.491"
EnterprisesValueRevenueRatio,"1.422","5.786","7.031","7.692","6.511","7.455","5.809","5.346","4.706","4.516","5.134","6.083","5.358","5.31","6.208","5.801","6.008","5.141","6.898","8.586","7.905","7.526","11.391","12.876","13.021","13.414","11.45","13.089","10.718","10.85","10.783","8.951","7.836","8.89","10.979","7.668","6.405","6.036","6.095","5.987","5.348","4.923","6.046","4.774","4.219","6.093","6.271","5.854","4.038","4.724","4.885","3.975","3.728","3.136","2.656","2.555","3.628","4.573","4.117","3.531","3.417","4.389","4.61","4.13","3.148","3.41","3.762","2.973","2.682","2.626","3.172","3.199","2.417","2.757","3.006","2.756","2.306","2.299","2.17","2.183","2.238","2.509","2.55","2.471"
EnterprisesValueEBITDARatio,"9.34","36.507","49.858","51.102","41.301","47.706","39.537","38.741","32.791","31.838","39.506","47.409","33.048","35.114","45.215","39.52","37.929","37.828","53.791","52.207","44.817","43.829","72.064","72.056","80.763","82.052","71.649","75.44","72.618","61.457","73.737","58.474","51.674","64.217","86.655","50.366","41.772","51.476","53.84","49.405","40.09","34.136","58.501","35.55","30.785","46.621","56.599","46.072","31.583","39.137","68.37","30.117","26.47","25.782","27.412","27.143","21.804","29.322","28.816","28.396","25.186","37.077","48.603","36.229","25.722","33.453","51.446","32.229","29.101","29.549","267.242","43.854","23.099","30.604","41.069","35.685","28.61","27.129","34.142","28.994","28.174","27.5","29.569","28.339"
