name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
TotalRevenue,"19,681,000,000","5,591,000,000","5,532,000,000","5,559,000,000","4,331,000,000"
	OperatingRevenue,"19,681,000,000","5,591,000,000","5,532,000,000","5,559,000,000","4,331,000,000"
CostOfRevenue,"11,103,000,000","3,550,000,000","4,060,000,000","4,610,000,000","2,624,000,000"
GrossProfit,"8,578,000,000","2,041,000,000","1,472,000,000","949,000,000","1,707,000,000"
OperatingExpense,"7,593,000,000","1,622,000,000","1,531,000,000","2,062,000,000","2,060,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"2,343,000,000","280,000,000","268,000,000","940,000,000","962,000,000"
		DepreciationAndAmortizationInIncomeStatement,"2,343,000,000","280,000,000","268,000,000","940,000,000","962,000,000"
	OtherTaxes,"491,000,000","137,000,000","121,000,000","121,000,000","118,000,000"
	OtherOperatingExpenses,"4,759,000,000","1,205,000,000","1,142,000,000","1,001,000,000","980,000,000"
OperatingIncome,"985,000,000","419,000,000","-59,000,000","-1,113,000,000","-353,000,000"
NetNonOperatingInterestIncomeExpense,"-182,000,000","-37,000,000","26,000,000","-54,000,000","-80,000,000"
	InterestIncomeNonOperating,"99,000,000","19,000,000",,"18,000,000",
	InterestExpenseNonOperating,"281,000,000","56,000,000","72,000,000","72,000,000","80,000,000"
OtherIncomeExpense,"357,000,000","-321,000,000","193,000,000","220,000,000","737,000,000"
	GainOnSaleOfSecurity,"38,000,000","-291,000,000",,"96,000,000",
	SpecialIncomeCharges,"146,000,000","16,000,000","57,000,000","71,000,000","-1,000,000"
		GainOnSaleOfPPE,"146,000,000","16,000,000","57,000,000","71,000,000","-1,000,000"
	OtherNonOperatingIncomeExpenses,"173,000,000","-46,000,000","-289,000,000","53,000,000","738,000,000"
PretaxIncome,"1,160,000,000","61,000,000","160,000,000","-947,000,000","304,000,000"
TaxProvision,"351,000,000","-53,000,000","117,000,000","-179,000,000","208,000,000"
EarningsFromEquityInterestNetOfTax,"-12,000,000","-3,000,000","-4,000,000","-1,000,000","-2,000,000"
NetIncomeCommonStockholders,"694,000,000","106,000,000","42,000,000","-793,000,000","19,000,000"
	NetIncome,"694,000,000","106,000,000","42,000,000","-793,000,000","19,000,000"
		NetIncomeIncludingNoncontrollingInterests,"797,000,000","111,000,000","39,000,000","-769,000,000","94,000,000"
			NetIncomeContinuousOperations,"797,000,000","111,000,000","39,000,000","-769,000,000","94,000,000"
		MinorityInterests,"-103,000,000","-5,000,000","3,000,000","-24,000,000","-75,000,000"
DilutedNIAvailtoComStockholders,"694,000,000","106,000,000","42,000,000","-793,000,000","19,000,000"
BasicEPS,,"0.32",,"-2.43",
DilutedEPS,,"0.32",,"-2.43",
BasicAverageShares,,"327,000,000",,"326,300,000",
DilutedAverageShares,,"328,000,000",,"326,300,000",
TotalOperatingIncomeAsReported,"1,131,000,000","435,000,000","-2,000,000","-1,042,000,000","-354,000,000"
TotalExpenses,"18,696,000,000","5,172,000,000","5,591,000,000","6,672,000,000","4,684,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"694,000,000","106,000,000","42,000,000","-793,000,000","19,000,000"
NormalizedIncome,"565,675,862.069","271,000,000","-309,860,000","-928,437,000","19,730,000"
InterestIncome,"99,000,000","19,000,000",,"18,000,000",
InterestExpense,"281,000,000","56,000,000","72,000,000","72,000,000","80,000,000"
NetInterestIncome,"-182,000,000","-37,000,000","26,000,000","-54,000,000","-80,000,000"
EBIT,"1,441,000,000","117,000,000","232,000,000","-875,000,000","384,000,000"
EBITDA,"5,237,000,000"
ReconciledCostOfRevenue,"9,650,000,000","3,228,000,000","3,739,000,000","4,204,000,000","2,216,000,000"
ReconciledDepreciation,"3,796,000,000","602,000,000","589,000,000","1,346,000,000","1,370,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"694,000,000","106,000,000","42,000,000","-793,000,000","19,000,000"
TotalUnusualItemsExcludingGoodwill,"184,000,000","-275,000,000","482,000,000","167,000,000","-1,000,000"
TotalUnusualItems,"184,000,000","-275,000,000","482,000,000","167,000,000","-1,000,000"
NormalizedEBITDA,"5,053,000,000","994,000,000","339,000,000","304,000,000","1,755,000,000"
TaxRateForCalcs,"0.303","0.4","0.27","0.189","0.27"
TaxEffectOfUnusualItems,"55,675,862.069","-110,000,000","130,140,000","31,563,000","-270,000"
