name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
		GainsLossesNotAffectingRetainedEarnings,"-69,374,000","724,000","7,599,000","15,222,000","12,809,000","20,119,000","17,542,000","7,995,000","1,654,000","3,895,000","6,339,000","2,308,000","-10,264,000","-29,186,000","-33,111,000","-28,601,000","-21,166,000","5,782,000","9,166,000","7,397,000","14,000","-5,022,000","22,920,000","25,592,000","14,329,000","4,081,000","2,455,000","-5,388,000","5,262,000","1,528,000","-3,409,000","-5,417,000","-15,485,000","-24,493,000","-20,285,000","-17,895,000","225,000","5,551,000","8,513,000","3,508,000","-99,000","7,852,000","6,336,000","6,213,000","-326,000","-97,000","1,599,000","2,732,000","-2,746,000","-3,702,000","-1,838,000","-5,284,000","-5,139,000","-4,366,000","-5,022,000","-3,989,000","-833,000","-2,309,000","-3,722,000","-2,619,000","-2,680,000","-3,286,000","-5,057,000","-6,028,512","-5,231,234","-4,970,631","-4,005,664","-3,659,086","-4,305,643","-2,728,229","-1,635,104","-4,043,477","-75,967","-1,934,174","-3,430,438","-1,519,193","-119,927","-12,690","448,692","405,139","-1,213,949","-456,811","158,427","-735,097","-753,153","-1,449,355","-2,553,891","-3,901,878","-4,586,829","-4,600,000","-2,700,000",,,,,"900,000","800,000","1,000,000","1,000,000","500,000","-100,000","300,000",,"-200,000","200,000","700,000","600,000","600,000",,"-500,000","-100,000","200,000",,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-160,000",,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","13,100,000","13,100,000","14,300,000","14,600,000","15,000,000","16,000,000","16,100,000","16,500,000","18,000,000","19,000,000","19,500,000","15,300,000","-192,400,000","15,600,000","15,300,000","14,900,000","15,000,000","15,500,000","15,700,000","15,900,000","16,600,000","18,500,000","17,100,000"
	MinorityInterest,"322,000","642,000","1,155,000","1,490,000","1,092,000","1,536,000","3,603,000","3,787,000","3,762,000","4,305,000","4,047,000","3,508,000","3,528,000","3,267,000","3,574,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"854,470,000","917,789,000","958,370,000","968,777,000","929,502,000","908,434,000","931,173,000","1,035,903,000","1,012,665,000","1,045,833,000","1,037,216,000","1,029,158,000","919,981,000","856,444,000","831,304,000","529,493,000","529,275,000","523,257,000","518,153,000","522,727,000","504,245,000","464,265,000","425,496,000","449,979,000","330,597,000","356,887,000","288,645,000","226,580,000","233,756,000","200,993,000","192,112,000","186,528,000","172,970,000","159,949,000","160,294,000","145,345,000","160,685,000","167,304,000","167,169,000","127,009,000","108,645,000","106,868,000","101,887,000","109,374,000","105,240,000","103,035,000","104,354,000","189,107,000","169,728,000","80,165,000","157,455,000","131,168,000","159,413,000","110,300,000","189,142,000","274,236,000","145,400,000","123,869,000","126,408,000","138,767,000","140,333,000","139,634,000","154,728,000","53,802,442","182,103,476","187,238,583","170,833,690","248,790,949","262,997,190","285,931,884","182,789,265","54,825,145","58,253,023","55,261,721","53,030,799","54,470,156","55,295,824","54,651,116","54,587,766","54,120,372","52,182,284","53,100,377","53,727,210",,,"164,795,783",,,,"146,500,000","139,000,000","144,000,000","42,500,000","41,900,000","106,500,000","104,600,000","102,000,000","94,000,000","46,400,000","45,600,000",,,"75,600,000",,,,,,,,"95,000,000",,,,
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"763,084,000","825,515,000","870,729,000","875,143,000","834,166,000","811,674,000","843,705,000","826,122,000","801,312,000","832,763,000","839,911,000","819,393,000","820,181,000","767,461,000","744,152,000","443,913,000","443,703,000","437,705,000","434,496,000","430,213,000","411,748,000","371,786,000","334,975,000","332,669,000","313,287,000","289,577,000","271,335,000","209,270,000","216,446,000","183,683,000","174,802,000","169,218,000","155,660,000","142,578,000","142,984,000","128,035,000","143,375,000","145,994,000","145,859,000","105,699,000","87,335,000","85,558,000","80,577,000","78,064,000","72,930,000","70,725,000","72,044,000","69,797,000","61,118,000","46,555,000","47,345,000","44,108,000","48,153,000","47,990,000","46,807,000","49,400,000","52,876,000","48,559,000","48,098,000","47,157,000","44,723,000","43,624,000","45,332,000","43,492,442","42,038,476","42,173,583","42,958,690","43,050,949","44,937,190","46,321,884","47,274,265","44,825,145","48,253,023","45,261,721","43,030,799","44,470,156","45,295,824","44,651,116","44,587,766","44,120,372","42,182,284","43,100,377","43,727,210","42,367,720","42,215,123","41,412,284","40,035,085","38,543,014","37,786,477","38,500,000","39,800,000","40,400,000","42,100,000","41,700,000","42,300,000","42,900,000","42,100,000","44,100,000","43,500,000","42,700,000","42,900,000","43,700,000","43,200,000","39,000,000","38,900,000","38,800,000","38,000,000","37,000,000","35,300,000","34,800,000","34,700,000","34,500,000","34,200,000","35,500,000","33,400,000"
CapitalLeaseObligations,,,"5,193,000",,,,"10,756,000",,,,"18,533,000",,,,"1,876,000",,,,"1,938,000",,,,"2,018,000","2,048,000","2,081,000","2,112,000","2,143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"424,289,000","484,349,000","528,076,000","530,740,000","487,758,000","462,509,000","492,508,000","472,643,000","445,041,000","473,107,000","477,596,000","455,299,000","452,211,000","397,825,000","370,163,000","299,092,000","297,256,000","288,461,000","283,595,000","266,692,000","246,392,000","199,416,000","269,126,000","265,653,000","245,087,000","220,231,000","200,830,000","187,599,000","194,488,000","161,396,000","172,214,000","166,733,000","153,196,000","140,217,000","140,645,000","125,698,000","141,113,000","143,809,000","143,824,000","103,650,000","85,540,000","83,996,000","79,262,000","76,656,000","71,740,000","69,524,000","69,381,000","67,048,000","58,398,000","44,056,000","45,130,000","41,600,000","45,704,000","45,665,000","44,601,000","47,354,000","50,943,000","47,051,000","46,590,000","43,754,000","41,320,000","40,221,000","41,929,000","40,089,423","38,635,457","38,770,564","39,555,671","43,050,949","44,937,190","46,321,884","47,274,265","44,825,145","48,253,023","45,261,721","43,030,799","44,470,156","45,295,824","44,651,116","44,587,766","40,717,353","38,779,265","39,697,358","43,727,210","38,873,468","38,629,638","37,735,566","40,035,085","34,683,830","33,836,060","38,500,000","39,800,000","36,200,000","42,100,000","41,700,000","42,300,000","38,300,000","37,400,000","39,300,000","38,600,000","37,800,000","38,000,000","38,700,000","43,200,000","36,400,000","36,300,000","36,200,000","36,300,000","35,300,000","33,500,000","33,000,000","32,900,000","32,900,000","33,400,000","35,500,000","33,400,000"
InvestedCapital,"854,470,000","917,789,000","958,370,000","968,777,000","929,502,000","908,434,000","931,173,000","1,035,903,000","1,729,665,000","1,239,833,000","1,679,216,000","1,175,771,000","931,564,000","1,087,737,000","1,253,304,000","556,783,000","845,052,000","1,836,658,000","1,920,153,000","799,893,000","999,164,000","468,122,000","1,517,496,000","449,979,000","330,597,000","356,887,000","288,645,000","226,580,000","233,756,000","200,993,000","192,112,000","186,528,000","172,970,000","159,888,000","160,294,000","145,345,000","160,685,000","167,304,000","167,169,000","127,009,000","108,645,000","106,868,000","101,887,000","109,374,000","105,240,000","103,035,000","104,354,000","189,107,000","169,728,000","80,165,000","157,455,000","131,168,000","159,413,000","110,300,000","189,142,000","274,236,000","145,400,000","123,869,000","126,408,000","138,767,000","140,333,000","139,634,000","154,728,000","71,851,005","182,103,476","187,238,583","212,973,690","248,790,949","262,997,190","285,931,884","283,834,265","258,287,755","239,810,390","274,434,665","276,815,193","274,136,927","235,990,954","176,845,637","179,677,765","166,006,530","166,610,824","177,167,434","180,525,368","165,950,423","164,075,055","168,134,146","72,490,050","186,197,851","190,269,182","194,300,000","201,100,000","183,800,000","173,200,000","174,300,000","128,100,000","145,100,000","134,700,000","142,200,000","153,800,000","129,000,000","128,500,000","129,700,000","146,800,000","132,300,000","104,400,000","108,600,000","89,100,000","88,100,000","101,600,000","101,100,000","95,000,000",,"36,500,000","36,200,000","34,100,000"
TangibleBookValue,"424,289,000","484,349,000","528,076,000","530,740,000","487,758,000","462,509,000","492,508,000","472,643,000","445,041,000","473,107,000","477,596,000","455,299,000","452,211,000","397,825,000","370,163,000","299,092,000","297,256,000","288,461,000","283,595,000","266,692,000","246,392,000","199,416,000","269,126,000","265,653,000","245,087,000","220,231,000","200,830,000","187,599,000","194,488,000","161,396,000","172,214,000","166,733,000","153,196,000","140,156,000","140,645,000","125,698,000","141,113,000","143,809,000","143,824,000","103,650,000","85,540,000","83,996,000","79,262,000","76,656,000","71,740,000","69,524,000","69,381,000","67,048,000","58,398,000","44,056,000","45,130,000","41,600,000","45,704,000","45,665,000","44,601,000","47,354,000","50,943,000","47,051,000","46,590,000","43,754,000","41,320,000","40,221,000","41,929,000","40,089,423","38,635,457","38,770,564","39,555,671","43,050,949","44,937,190","46,321,884","47,274,265","44,825,145","48,253,023","45,261,721","43,030,799","44,470,156","45,295,824","44,651,116","44,587,766","40,717,353","38,779,265","39,697,358","43,727,210","38,873,468","38,629,638","37,735,566","40,035,085","34,683,830","33,836,060","38,500,000","39,800,000","36,200,000","42,100,000","41,700,000","42,300,000","38,300,000","37,400,000","39,300,000","38,600,000","37,800,000","38,000,000","38,700,000","43,200,000","36,400,000","36,300,000","36,200,000","36,300,000","35,300,000","33,500,000","33,000,000","32,900,000","32,900,000","33,400,000","35,500,000","33,400,000"
TotalDebt,"91,386,000","92,274,000","92,834,000","93,634,000","95,336,000","96,760,000","98,224,000","209,781,000","928,353,000","407,070,000","857,838,000","356,378,000","111,383,000","320,276,000","511,028,000","112,870,000","401,349,000","1,398,953,000","1,487,595,000","369,680,000","587,416,000","96,336,000","1,184,539,000","119,358,000","19,391,000","69,422,000","19,453,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","17,310,000","21,310,000","21,310,000","21,310,000","21,310,000","21,310,000","21,310,000","31,310,000","32,310,000","32,310,000","32,310,000","119,310,000","108,610,000","33,610,000","110,110,000","87,060,000","111,260,000","62,310,000","142,335,000","224,836,000","92,524,000","75,310,000","78,310,000","91,610,000","95,610,000","96,010,000","109,396,000","28,358,563","140,065,000","145,065,000","170,015,000","205,740,000","218,060,000","239,610,000","236,560,000","213,462,610","191,557,367","229,172,944","233,784,394","229,666,771","190,695,130","132,194,521","135,089,999","121,886,158","124,428,540","134,067,057","136,798,158","123,582,703","121,859,932","126,721,862","32,454,965","147,654,837","152,482,705","155,800,000","161,300,000","143,400,000","131,100,000","132,600,000","85,800,000","102,200,000","92,600,000","98,100,000","110,300,000","86,300,000","85,600,000","86,000,000","103,600,000","93,300,000","65,500,000","69,800,000","51,100,000","51,100,000","66,300,000","66,300,000","60,300,000",,"2,300,000","700,000","700,000"
NetDebt,,,,,,,,,"819,620,000","254,881,000","712,760,000","255,646,000",,"156,107,000","409,175,000","41,594,000","293,786,000","98,544,000","218,071,000","304,050,000","520,123,000",,"408,691,000","80,480,000","444,456,000",,"533,659,000","536,183,000","265,064,000","60,061,000","467,889,000","354,927,000",,"235,694,000","176,393,000",,,,,,,,,,,,,"101,886,000","92,040,000",,"103,942,000","81,833,000","94,535,000",,"139,372,000","197,622,000","27,972,000","61,235,000","66,990,000","59,020,000","71,125,000",,"43,000",,"102,735,358","120,299,494","155,645,246","197,827,099","209,958,766","230,489,020","227,623,431","203,940,295","183,262,819","214,802,355","224,027,579","214,911,745","168,394,855","114,634,405","127,713,565","114,264,589","114,932,068","126,454,624","128,031,853","116,390,869","105,343,273","114,291,374","25,532,434","139,718,809","147,452,474","147,800,000","155,900,000","137,200,000","121,200,000","125,300,000","79,100,000","91,500,000","77,900,000","77,900,000","97,200,000","74,600,000","71,800,000","73,200,000","89,000,000","75,100,000","56,100,000","55,900,000","46,500,000","40,000,000","56,300,000","59,400,000","53,900,000",,,,
