name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
TotalRevenue,"124,463,000","30,464,000","31,217,000","30,562,000","32,220,000","33,551,000","33,258,000","31,175,000","28,620,000","42,485,000","35,628,000","35,912,000","35,660,000","36,883,000","36,932,000","36,170,000","41,350,000","37,568,000","37,137,000","36,398,000","35,699,000","36,774,000","37,170,000","37,793,000","37,872,000","38,251,000","37,730,000","36,100,000","36,742,000","38,635,000","37,507,000","36,261,000","37,069,000","37,347,000","31,306,000","35,438,000","35,371,000","36,963,000","35,537,000","33,579,000","36,990,000","34,477,000","34,754,000","33,460,000","38,299,000","41,620,000","31,539,000","40,378,000","40,703,000","44,930,000","44,504,000","45,850,000","44,776,000","46,895,000","44,608,000","43,322,000","42,915,000","43,196,000","43,046,000","37,477,000","36,581,000","36,191,000","34,263,000","31,929,000","30,308,000","29,992,000","24,821,000","20,551,000","17,047,000","16,527,000","14,738,000","12,464,000","12,667,000","11,275,000","8,412,000","6,671,000","6,138,000","5,284,000","4,208,618","3,614,325","2,655,823","2,510,317","2,289,042","860,712","965,918","983,279","939,314","965,963","600,838","696,440","615,287","600,000","700,000","700,000","565,025","600,000","600,000","600,000","667,858","600,000","600,000","500,000","517,026","500,000","500,000","600,000","587,157","600,000","600,000","600,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","600,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","600,000","500,000","500,000","500,000","500,000","500,000","700,000","600,000"
	OperatingRevenue,"123,322,000","30,207,000","30,840,000","30,395,000","31,880,000","33,336,000","32,705,000","30,890,000","28,461,000","35,115,000","35,328,000","35,490,000","35,309,000","36,592,000","36,704,000","35,867,000","37,218,000","37,447,000","36,910,000","35,798,000","35,217,000","36,571,000","36,996,000","37,682,000","37,368,000","38,088,000","37,319,000","36,061,000","36,610,000","38,583,000","37,471,000","36,246,000","36,888,000","37,292,000","31,251,000","35,327,000","35,206,000","36,740,000","48,831,000","27,587,000","30,630,000","27,514,000","28,172,000","27,189,000","31,523,000","32,096,000","1,447,000","40,378,000","40,703,000","44,930,000","71,613,000","37,761,000","36,482,000","46,633,000","44,608,000","43,322,000","42,915,000","43,504,000","43,425,000","37,709,000","36,961,000","36,622,000","34,622,000","32,084,000","30,570,000","30,108,000","24,861,000","20,570,000","17,074,000","16,527,000","15,624,000","12,464,000","12,667,000","11,275,000","8,451,000","6,653,000","6,138,000","5,284,000","4,208,618","3,614,325","2,655,823","2,510,317","2,364,675","860,712","965,918","983,279","939,314","965,963","600,838","696,440","615,287","600,000","700,000","700,000","600,000","600,000","600,000","600,000","700,000","600,000","600,000","500,000","500,000","500,000","500,000","600,000","600,000","600,000","600,000","600,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","600,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","600,000","500,000","500,000","500,000","500,000","500,000","700,000","600,000"
CostOfRevenue,"45,173,000","11,627,000","11,832,000","10,367,000","11,347,000","12,900,000","11,435,000","10,832,000","10,486,000","12,843,000","12,422,000","11,499,000","11,249,000","13,177,000","12,540,000","11,431,000","11,050,000","12,873,000","11,648,000","10,509,000","10,383,000","11,789,000","11,329,000","10,574,000","10,577,000","12,035,000","11,149,000","9,788,000","10,622,000","13,031,000","11,222,000","10,208,000","10,823,000","12,533,000","9,958,000","10,311,000","10,083,000","11,663,000","10,304,000","9,706,000","9,772,000","10,769,000","11,149,000","10,577,000","11,884,000","15,664,000","9,171,000","13,135,000","13,024,000","16,205,000","9,977,000","13,776,000","15,614,000","14,672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"79,290,000","18,837,000","19,385,000","20,195,000","20,873,000","20,651,000","21,823,000","20,343,000","18,134,000","29,642,000","23,206,000","24,413,000","24,411,000","23,706,000","24,392,000","24,739,000","30,300,000","24,695,000","25,489,000","25,889,000","25,316,000","24,985,000","25,841,000","27,219,000","27,295,000","26,216,000","26,581,000","26,312,000","26,120,000","25,604,000","26,285,000","26,053,000","26,246,000","24,814,000","21,348,000","25,127,000","25,288,000","25,300,000","25,233,000","23,873,000","27,218,000","23,708,000","23,605,000","22,883,000","26,415,000","25,956,000","22,368,000","27,243,000","27,679,000","28,725,000","34,527,000","32,074,000","29,162,000","32,223,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"52,983,000","11,235,000","12,879,000","13,739,000","15,130,000","15,739,000","14,236,000","13,960,000","18,332,000","18,749,000","18,541,000","15,433,000","15,764,000","14,927,000","13,978,000","13,625,000","14,817,000","14,548,000","14,350,000","13,928,000","14,190,000","14,554,000","14,255,000","14,731,000","14,947,000","15,008,000","13,460,000","13,338,000","13,373,000","13,427,000","13,630,000","12,981,000","13,473,000","12,972,000","15,332,000","16,742,000","13,219,000","13,092,000","11,883,000","14,050,000","13,533,000","19,351,000","18,376,000","12,700,000","19,958,000","13,109,000","9,592,000","14,275,000","14,432,000","13,591,000","19,905,000","15,251,000","15,503,000","15,364,000","-22,208,000","26,618,000","28,202,000","26,485,000","25,719,000","21,441,000","22,251,000","22,535,000","20,156,000","19,014,000","17,939,000","19,080,000","15,360,000","12,582,000","9,845,000","10,420,000","9,099,000","7,576,000","7,720,000","7,204,000","29,764,000","7,004,000","3,663,000","3,714,000","2,669,865","2,035,325","4,089,471","3,534,897","-2,220,268","1,317,426","1,910,925","1,373,323","737,896","717,160","383,093","457,884","3,463,027","-400,000","-500,000","-300,000","3,425,324","-400,000","-300,000","-400,000","3,103,809","-300,000","-400,000","-400,000","2,793,619","-200,000","-200,000","-300,000","2,957,632","-400,000","-200,000","-300,000","-400,000","-400,000","-300,000","-100,000","-300,000","-400,000","-300,000","-400,000","0","-400,000","-400,000","-400,000","0","-400,000","-400,000","-400,000","-100,000","-400,000",,"-400,000",,,,
	SellingGeneralAndAdministration,"16,477,000","2,972,000","4,403,000","4,229,000","4,873,000","4,528,000","4,032,000","3,925,000","3,906,000","5,002,000","3,702,000","4,886,000","5,418,000","4,798,000","4,170,000","3,975,000","4,276,000","4,494,000","4,413,000","4,121,000","4,237,000","4,136,000","4,514,000","4,318,000","3,975,000","5,347,000","3,737,000","3,696,000","3,652,000","3,919,000","3,736,000","3,316,000","3,780,000","3,524,000","4,006,000","3,248,000","3,456,000","3,270,000","2,147,000","4,768,000","3,737,000","3,625,000","2,970,000","2,899,000","9,041,000","2,705,000","2,799,000","2,421,000","2,106,000","2,211,000","3,353,000","2,521,000","2,853,000","2,964,000","2,273,000","2,654,000","2,323,000","10,329,000","1,976,000","1,847,000","3,220,000","1,998,000","1,866,000","1,431,000","1,410,000","1,379,000","1,649,000","1,317,000","1,197,000","969,000","1,242,000","706,000","985,000","642,000","1,619,000","355,000","649,000","523,000","1,645,558","144,542","117,910","96,990","70,870","26,362","24,468","31,918","-69,885","58,436","25,649","34,736","-275,642","100,000","100,000",,"-473,480","200,000","300,000","100,000","-80,672",,,,"6,093",,,,"20,013","100,000","100,000","100,000","0","100,000","100,000","100,000","0",,"100,000","100,000",,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"16,477,000","2,972,000","4,403,000","4,229,000","4,873,000","4,528,000","4,032,000","3,925,000","3,906,000","5,002,000","3,702,000","4,886,000","5,418,000","4,798,000","4,170,000","3,975,000","4,276,000","4,494,000","4,413,000","4,121,000","4,237,000","4,136,000","4,514,000","4,318,000","3,975,000","5,347,000","3,737,000","3,696,000","3,652,000","3,919,000","3,736,000","3,316,000","3,780,000","3,524,000","4,006,000","3,248,000","3,456,000","3,270,000",,,,,,,,,,,,,,,,,,,"2,323,000","10,329,000","1,976,000","1,847,000","3,220,000","1,998,000","1,866,000","1,431,000","1,410,000","1,379,000","1,649,000","1,317,000","1,197,000","969,000","1,242,000","706,000","985,000","642,000","1,619,000","355,000","649,000",,"1,645,558","144,542","117,910",,,,,,,,,,"-275,642","100,000","100,000",,"-473,480","200,000","300,000","100,000","-80,672",,,,"6,093",,,,"20,013","100,000","100,000","100,000","0","100,000","100,000","100,000","0",,"100,000","100,000",,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,323,000","2,191,000","1,976,000","1,847,000","3,220,000","1,998,000","1,866,000","1,431,000","1,410,000","1,379,000","1,649,000","1,317,000","1,197,000","969,000","1,242,000","706,000","985,000","642,000","1,619,000","355,000","649,000",,"1,905,244","45,118","32,235",,,,,,,,,,"46,298","100,000","100,000",,"100,000","200,000","300,000","100,000","200,000",,,,"100,000",,,,"100,000","100,000","100,000","100,000","0","100,000","100,000","100,000","0",,"100,000","100,000",,,,,,,,,,,,,,,,
			OtherGandA,"16,477,000","2,972,000","4,403,000","4,229,000","4,873,000","4,528,000","4,032,000","3,925,000","3,906,000","5,002,000","3,702,000","4,886,000","5,418,000","4,798,000","4,170,000","3,975,000","4,276,000","4,494,000","4,413,000","4,121,000","4,237,000","4,136,000","4,514,000","4,318,000","3,975,000","5,347,000","3,737,000","3,696,000","3,652,000","3,919,000","3,736,000","3,316,000","3,780,000","3,524,000","4,006,000","3,248,000","3,456,000","3,270,000",,,,,,,,,,,,,,,,,,,,"8,138,000",,,,,,,,,,,,,,,,,,,,,,"99,424","85,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"36,506,000","8,263,000","8,476,000","9,510,000","10,257,000","11,211,000","10,204,000","10,035,000","14,426,000","13,747,000","14,839,000","10,547,000","10,346,000","10,129,000","9,808,000","9,650,000","10,541,000","10,054,000","9,937,000","9,807,000","9,953,000","10,418,000","9,741,000","10,413,000","10,972,000","9,661,000","9,723,000","9,642,000","9,721,000","9,508,000","9,894,000","9,665,000","9,693,000","9,448,000","11,326,000","13,494,000","9,763,000","9,822,000","9,736,000","9,282,000","9,796,000","15,726,000","15,406,000","9,801,000","10,917,000","10,404,000","6,793,000","11,854,000","12,326,000","11,380,000","16,552,000","12,730,000","12,650,000","12,400,000","12,270,000","11,996,000","14,007,000","11,529,000","12,354,000","10,065,000","9,821,000","9,883,000","9,224,000","9,002,000","8,060,000","8,597,000","7,032,000","5,643,000","4,188,000","3,949,000","3,687,000","3,158,000","2,834,000","2,722,000","2,106,000","1,150,000","926,000","841,000","826,213","607,294","561,306","552,255","1,868,377","158,624","129,705","172,556","372,681","209,872","309,506","114,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
