name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,11/30/2020
TotalAssets,"288,255,006","288,120,604","288,298,940","288,805,008","288,973,667","42,854"
	CurrentAssets,"452,573","499,625","610,240","1,041,048","1,455,220","42,854"
		CashCashEquivalentsAndShortTermInvestments,"125,669","107,125","216,777","639,902","721,945",
			CashAndCashEquivalents,"125,669","107,125","216,777","639,902","721,945",
				CashFinancial,"125,669","107,125","216,777","639,902","721,945",
		PrepaidAssets,"326,904","392,500","393,463","401,146","733,275",
		CurrentDeferredAssets,,"0","0","0","0","42,854"
	TotalNonCurrentAssets,"287,802,433","287,620,979","287,688,700","287,763,960","287,518,447","0"
		NonCurrentDeferredAssets,,,,,,"42,854"
		NonCurrentPrepaidAssets,"0","31,185","130,116","229,048",,
		OtherNonCurrentAssets,"287,802,433","287,589,794","287,558,584","287,534,912","287,518,447",
TotalLiabilitiesNetMinorityInterest,"14,688,573","20,636,210","20,347,480","22,592,404","20,632,017","18,732"
	CurrentLiabilities,"1,233,573","1,281,210","424,510","235,737","29,517","18,732"
		PayablesAndAccruedExpenses,"1,186,631","1,280,768","424,068","235,295","29,075","6,232"
			Payables,"194,160","208,000","8,000","17,217","3,000",
				TotalTaxPayable,"186,160","200,000",,,,
				DuetoRelatedPartiesCurrent,"8,000","8,000","8,000","17,217","3,000",
			CurrentAccruedExpenses,"992,471","1,072,768","416,068","218,078","26,075","6,232"
		CurrentDebtAndCapitalLeaseObligation,"46,942","442","442","442","442","12,500"
			CurrentDebt,"46,942","442","442","442","442","12,500"
				CurrentNotesPayable,"442","442","442","442","442","12,500"
				OtherCurrentBorrowings,"46,500",,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"13,455,000","19,355,000","19,922,970","22,356,667","20,602,500","0"
		NonCurrentDeferredLiabilities,"10,062,500","10,062,500","10,777,969","10,062,500","10,062,500",
		DerivativeProductLiabilities,"3,392,500","9,292,500","9,145,000","12,294,167","10,540,000",
		OtherNonCurrentLiabilities,,,"1",,,
TotalEquityGrossMinorityInterest,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
	StockholdersEquity,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
		CapitalStock,"287,500,719","287,500,719","287,500,719","261,213,582","263,342,601","719"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"287,500,719","287,500,719","287,500,719","261,213,582","263,342,601","719"
		AdditionalPaidInCapital,"0","0","0","3,806,850","1,677,831","24,281"
		RetainedEarnings,"-13,934,286","-20,016,325","-19,549,259","1,192,172","3,321,218","-878"
TotalCapitalization,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
CommonStockEquity,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
NetTangibleAssets,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
WorkingCapital,"-781,000","-781,585","185,730","805,311","1,425,703","24,122"
InvestedCapital,"273,613,375","267,484,836","267,951,902","266,213,046","268,342,092","36,622"
TangibleBookValue,"273,566,433","267,484,394","267,951,460","266,212,604","268,341,650","24,122"
TotalDebt,"46,942","442","442","442","442","12,500"
NetDebt,,,,,,"12,500"
ShareIssued,"35,937,500","35,937,500","35,937,500","35,937,500","35,937,500","35,937,500"
OrdinarySharesNumber,"35,937,500","35,937,500","35,937,500","35,937,500","35,937,500","35,937,500"
