name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-42,785,580","-17,712,782","-11,025,617","-5,774,408","-5,076,076"
	CashFlowFromContinuingOperatingActivities,"-42,785,580","-17,712,782","-11,025,617","-5,774,408","-5,076,076"
		NetIncomeFromContinuingOperations,"-61,447,566","-16,696,903","-29,343,436","-5,618,411","-5,809,331"
		OperatingGainsLosses,"9,714,486","3,044,006","4,124,800","1,209,829","302,437"
			GainLossOnInvestmentSecurities,"9,714,486","3,044,006","4,124,800","1,209,829","302,437"
		StockBasedCompensation,"2,834,031","1,224,208","748,628","1,389,955","-2,424"
		OtherNonCashItems,,"-36,761",,,"302,437"
		ChangeInWorkingCapital,"-3,362,701","-5,247,332","3,931,460","-2,755,781","433,242"
			ChangeInReceivables,,,"0",,"0"
				ChangesInAccountReceivables,,,"0",,"0"
			ChangeInPrepaidAssets,"-6,590,954","-5,612,339","3,051,790","-803,796","488,000"
			ChangeInPayablesAndAccruedExpense,"3,228,253","365,007","879,670","-1,951,985","-54,758"
				ChangeInPayable,"1,480,916","3,682,685","-3,809,620","-913,563","420,611"
					ChangeInAccountPayable,"1,480,916","3,682,685","-3,809,620","-913,563","420,611"
				ChangeInAccruedExpense,"1,747,337","-3,317,678","4,689,290","-1,038,422","-475,369"
InvestingCashFlow,,"-149,839,191",,"0",
	CashFlowFromContinuingInvestingActivities,,"-149,839,191",,"0",
		NetInvestmentPurchaseAndSale,,"-149,839,191",,"0",
			PurchaseOfInvestment,,"-159,839,191",,"0",
			SaleOfInvestment,,"10,000,000",,"0",
FinancingCashFlow,"336,922,861","195,548,106","5,922,927","0","5"
	CashFlowFromContinuingFinancingActivities,"336,922,861","195,548,106","5,922,927","0","5"
		NetCommonStockIssuance,,"197,767,310",,"0",
			CommonStockIssuance,,"197,767,310",,"0",
		NetPreferredStockIssuance,,,"8,054,995",,"5"
			PreferredStockIssuance,,,"8,054,995",,"5"
		ProceedsFromStockOptionExercised,,,"171,191",,
		NetOtherFinancingCharges,,"-2,219,204","-2,303,259",,"0"
EndCashPosition,"164,601,746","164,601,746","136,605,613","20,303,656","26,078,064"
	ChangesInCash,"144,298,090","27,996,133","-5,102,690","-5,774,408","-5,076,071"
	BeginningCashPosition,"20,303,656","136,605,613","141,708,303","26,078,064","31,154,135"
IssuanceOfCapitalStock,"340,632,335","197,767,310","8,054,995","0","5"
FreeCashFlow,"-42,785,580","-17,712,782","-11,025,617","-5,774,408","-5,076,076"
