name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
	InterestExpenseNonOperating,,"2,373,000","1,875,000","1,993,000",,,,,,,,,,,,,,,,,,,,,"21,000","101,000",,,,"315,000",,,,"12,000","28,000","84,000",,"306,000","272,000",,"267,000","265,000","236,000","221,000",,"307,000","366,000","297,000","289,000","361,000","324,000",,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"11,718,000","2,373,000",,,"5,477,000","5,371,000","5,024,000","2,107,000","577,000","76,000","-441,000","-910,000","-1,214,000","-754,000","504,000","-509,000","-430,000","-261,000","-39,000","-235,000","-561,000","-641,000","-264,000","-342,000","21,000","101,000","190,000","305,000","3,157,000","315,000","-151,000","-31,000","-56,000","12,000","28,000","84,000","-1,658,000","306,000","272,000","228,000",,,,,,,,,,,,"357,000",,"361,000",,,,,,,,,,,,,,
OtherIncomeExpense,"4,844,000","496,000","3,884,000","-89,000","553,000","486,000","1,361,000","429,000","1,008,000","-1,093,000","365,000","-8,000","154,000","556,000",,"-97,000",,,,,"-10,000,000",,,,,,,,,,,,"6,404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,"-97,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,"-10,000,000",,,,,,,,,,,,"6,404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,"10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,844,000","496,000","3,884,000","-89,000","553,000","486,000","1,361,000","429,000","1,008,000","-1,093,000","365,000","-8,000","154,000","556,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"125,045,000","58,717,000","58,924,000","-9,059,000","16,463,000","33,668,000","34,789,000","10,386,000","7,472,000","13,330,000","31,111,000","-18,486,000","4,049,000","24,577,000","32,786,000","-13,340,000","10,306,000","19,978,000","13,753,000","-17,527,000","-4,727,000","13,404,000","18,587,000","-22,327,000","488,000","19,033,000","14,537,000","-20,761,000","-19,476,000","27,115,000","20,624,000","-13,127,000","19,301,000","27,373,000","-8,936,000","-8,548,000","3,079,000","19,046,000","16,000,000","8,433,000","1,764,000","11,324,000","6,856,000","8,046,000","-6,430,000","10,524,000","13,829,000","5,083,000","-2,164,000","10,020,000","13,970,000","12,310,000","-727,000","7,053,000","5,750,000","9,281,000","-632,000","4,689,000","2,953,000",,"-4,356,000",,,,,,,
TaxProvision,"35,749,000","16,716,000","15,928,000","-2,893,000","5,998,000","10,275,000","10,642,000","-2,376,000","2,548,000","4,419,000","10,392,000","-8,818,000","662,000","5,842,000","9,074,000","-5,058,000","959,000","6,935,000","564,000","-9,368,000","1,876,000","4,522,000","7,688,000","-8,690,000","822,000","5,368,000","6,653,000","-8,097,000","-6,901,000","10,586,000","8,663,000","-6,538,000","7,349,000","11,861,000","-4,685,000","-3,450,000","1,828,000","7,626,000","6,680,000","3,889,000","571,000","4,638,000","2,976,000","3,697,000","-2,968,000","5,260,000","6,119,000","2,931,000","-427,000","3,927,000","4,381,000","5,368,000","-14,000","3,490,000","2,365,000","3,786,000","-17,735,000","2,229,000","1,565,000",,"-9,000",,,,,,,
EarningsFromEquityInterestNetOfTax,"239,000","918,000","-992,000","283,000","30,000","396,000","354,000","-96,000","-36,000","-157,000","-125,000","-62,000","-70,000","-273,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,070,000","13,259,000","-8,056,000","-6,483,000","9,115,000","11,652,000","-13,833,000","-983,000","14,273,000","8,538,000","-12,793,000","-11,580,000","17,013,000","12,331,000","-6,776,000","12,356,000","15,949,000","-3,665,000","-5,040,000","2,111,000","11,131,000","8,836,000","4,357,000","1,800,000","6,977,000","4,165,000","4,600,000","-2,844,000","5,599,000","7,839,000","2,198,000","-1,325,000","6,129,000","9,638,000","6,801,000","-666,000","3,547,000","3,520,000","5,914,000","17,103,000","2,460,000","-5,640,000","694,000","-9,314,000","-606,000","-6,217,000","-6,217,000","-5,798,000","-5,797,000","-5,797,000","-5,797,000"
	NetIncome,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,070,000","13,259,000","-8,056,000","-6,483,000","9,115,000","11,652,000","-13,833,000","-983,000","14,273,000","8,538,000","-12,793,000","-11,580,000","17,013,000","12,331,000","-6,776,000","12,356,000","15,949,000","-3,665,000","-5,040,000","2,269,000","11,975,000","9,511,000","4,357,000","1,800,000","6,977,000","4,165,000","4,600,000","-2,844,000","5,599,000","7,839,000","2,198,000","-1,325,000","6,129,000","9,638,000","6,801,000","-666,000","3,547,000","3,520,000","5,914,000","17,103,000","2,460,000","1,388,000","694,000","-4,347,000","6,279,000","966,000","966,000","339,000","340,000","340,000","340,000"
		NetIncomeIncludingNoncontrollingInterests,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,043,000","13,189,000","-8,159,000","-6,603,000","8,882,000","10,899,000","-13,637,000","-334,000","13,665,000","7,884,000","-12,664,000","-12,575,000","16,529,000","11,961,000","-6,589,000","11,952,000","15,512,000","-4,251,000","-5,098,000","1,251,000","11,420,000","9,320,000","4,544,000","1,193,000","6,686,000","3,880,000","4,349,000","-3,462,000","5,264,000","7,710,000","2,152,000","-1,737,000","6,093,000","9,589,000","6,942,000","-713,000","3,563,000","3,385,000","5,495,000","17,103,000","2,460,000","1,388,000","694,000","-4,347,000","6,279,000","966,000","966,000","339,000","340,000","340,000","340,000"
			NetIncomeContinuousOperations,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,043,000","13,189,000","-8,159,000","-6,603,000","8,882,000","10,899,000","-13,637,000","-334,000","13,665,000","7,884,000","-12,664,000","-12,575,000","16,529,000","11,961,000","-6,589,000","11,952,000","15,512,000","-4,251,000","-5,098,000","1,251,000","11,420,000","9,320,000","4,544,000","1,193,000","6,686,000","3,880,000","4,349,000","-3,462,000","5,264,000","7,710,000","2,152,000","-1,737,000","6,093,000","9,589,000","6,942,000","-713,000","3,563,000","3,520,000","5,914,000","17,103,000","2,460,000","1,388,000","694,000","-4,347,000","6,279,000","966,000","966,000","339,000","340,000","340,000","340,000"
		MinorityInterests,,,,,,,,,,,,,"0","0","0","0","0","27,000","70,000","103,000","120,000","233,000","753,000","-196,000","-649,000","608,000","654,000","-129,000","995,000","484,000","370,000","-187,000","404,000","437,000","586,000","58,000","1,018,000","555,000","191,000","-187,000","607,000","291,000","285,000","251,000","618,000","335,000","129,000","46,000","412,000","36,000","49,000","-141,000","47,000","-16,000","135,000","419,000",,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"7,028,000",,"4,967,000","6,885,000","7,183,000","7,183,000","6,137,000","6,137,000","6,137,000","6,137,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,000","844,000","675,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,070,000","13,259,000","-8,056,000","-6,483,000","9,115,000","11,652,000","-13,833,000","-983,000","14,273,000","8,538,000","-12,793,000","-11,580,000","17,013,000","12,331,000","-6,776,000","12,356,000","15,949,000","-3,665,000","-5,040,000","4,096,000","11,131,000","8,836,000","4,357,000","1,800,000","6,977,000","4,165,000","4,600,000","-2,844,000","5,599,000","7,839,000","2,198,000","-1,325,000","6,129,000","9,638,000","6,801,000","-666,000","3,547,000","3,520,000","5,914,000","17,103,000","2,460,000","-5,640,000","694,000","-9,314,000","-606,000","-6,217,000","-6,217,000","-5,798,000","-5,797,000","-5,797,000","-5,797,000"
BasicEPS,,"1.03","1.01","-0.141","0.26","0.59","0.61","0.32","0.12","0.22","0.52","-0.25","0.08","0.47","0.61","-0.22",,"0.33","0.34","-0.21","-0.17","0.24","0.31","-0.36","-0.03","0.38","0.23","-0.34",,"0.46","0.33","-0.18","0.32","0.4","-0.09","-0.13",,"0.31","0.24","0.11","0.05","0.18","0.11","0.12",,"0.17","0.24","0.07",,"0.2","0.33","0.24",,"0.12","0.12","0.21",,"0.09","-0.98","-0.49",,,"0.48","0.48",,"0.17","0.17","0.17"
DilutedEPS,,"1.02","1","-0.15","0.25","0.57","0.6","0.3","0.12","0.22","0.52","-0.25","0.08","0.44","0.59","-0.22",,"0.32","0.33","-0.21","-0.17","0.23","0.3","-0.36","-0.03","0.37","0.23","-0.34",,"0.45","0.33","-0.18","0.32","0.4","-0.09","-0.13",,"0.31","0.24","0.11","0.05","0.18","0.11","0.12",,"0.16","0.23","0.07",,"0.2","0.32","0.24",,"0.12","0.12","0.2",,"0.09","-0.98","-0.49",,,"0.48","0.48",,"0.17","0.17","0.17"
BasicAverageShares,,"41,823,564","41,525,736","41,776,861","40,413,235","40,286,109","40,160,362","39,985,417","39,637,347","39,539,791","39,450,017","39,288,557","39,135,413","39,008,990","38,816,669","38,434,049",,"39,644,074","39,347,244","39,108,172","38,757,312","38,376,984","38,104,909","37,938,705","37,768,812","37,692,826","37,559,999","37,433,493",,"37,211,634","37,096,480","37,695,681","38,540,464","39,596,798","39,977,228","37,868,928",,"36,283,353","36,118,519","36,029,252","35,952,162","35,876,629","35,755,685","35,629,836",,"30,958,807","30,565,683","30,343,696",,"29,951,327","29,648,674","29,378,074",,"28,863,137","28,749,126","28,487,440",,"27,449,893","5,777,767","5,777,767",,,"2,001,661","2,001,661",,"1,977,195","1,977,195","1,977,195"
DilutedAverageShares,,"42,136,042","41,963,399","41,776,861","42,251,633","41,690,509","41,102,425","42,189,673","41,166,794","39,938,898","39,973,933","39,288,557","41,667,000","41,753,323","40,325,260","38,434,049",,"40,766,203","40,685,667","39,108,172","38,757,312","39,328,127","39,007,276","37,938,705","37,768,812","38,999,871","37,680,879","37,433,493",,"37,408,911","37,160,829","37,695,681","38,742,379","39,596,798","39,977,228","37,868,928",,"36,283,353","36,118,519","36,029,252","35,973,316","35,913,576","35,976,779","35,954,075",,"31,758,313","31,128,286","30,805,106",,"30,352,974","29,974,642","29,948,550",,"29,466,247","29,682,250","29,499,102",,"28,780,389","5,777,767","5,777,767",,,"2,001,661","2,001,661",,"1,977,195","1,977,195","1,977,195"
TotalOperatingIncomeAsReported,"131,919,000","60,594,000","56,915,000","-6,977,000","21,387,000","38,553,000","38,452,000","12,064,000","7,041,000","14,499,000","30,305,000","-19,388,000","2,681,000","23,267,000","33,290,000","-13,752,000","9,876,000","19,717,000","13,714,000","-17,762,000","4,712,000","12,763,000","18,323,000","-22,669,000","509,000","19,134,000","14,727,000","-20,456,000","-16,319,000","27,430,000","20,473,000","-13,158,000","12,841,000","27,385,000","-8,908,000","-8,464,000","1,421,000","19,352,000","16,272,000","8,661,000","2,031,000","11,589,000","7,092,000","8,267,000","-6,193,000","10,831,000","14,195,000","5,380,000","-1,875,000","10,381,000","14,294,000","12,667,000","-263,000","7,414,000","6,014,000","9,174,000","-720,000","4,380,000","3,342,000",,"-4,191,000",,,,,,,
TotalExpenses,"1,497,046,000","361,128,000","352,592,000","407,203,000","376,123,000","353,592,000","337,693,000","358,896,000","261,890,000","242,655,000","227,254,000","276,509,000","253,633,000","229,985,000","221,582,000","265,066,000","228,998,000","213,147,000","203,497,000","246,547,000","211,046,000","209,770,000","202,767,000","251,807,000","220,810,000","202,206,000","194,084,000","241,686,000","251,973,000","217,193,000","210,831,000","249,870,000","219,205,000","207,837,000","232,827,000","236,830,000","201,666,000","198,657,000","189,756,000","212,435,000","168,371,000","166,586,000","159,408,000","185,063,000","134,460,000","119,462,000","114,807,000","129,491,000","90,196,000","86,246,000","78,903,000","93,658,000","72,429,000","69,750,000","71,604,000","79,451,000","57,195,000","51,636,000","51,049,000",,"39,817,000",,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,070,000","13,259,000","-8,056,000","-6,483,000","9,115,000","11,652,000","-13,833,000","-983,000","14,273,000","8,538,000","-12,793,000","-11,580,000","17,013,000","12,331,000","-6,776,000","12,356,000","15,949,000","-3,665,000","-5,040,000","2,269,000","11,975,000","9,511,000","4,357,000","1,800,000","6,977,000","4,165,000","4,600,000","-2,844,000","5,599,000","7,839,000","2,198,000","-1,325,000","6,129,000","9,638,000","6,801,000","-666,000","3,547,000","3,520,000","5,914,000","17,103,000","2,460,000","1,388,000","694,000","-4,347,000","6,279,000","966,000","966,000","339,000","340,000","340,000","340,000"
NormalizedIncome,"89,535,000","42,919,000","42,004,000","-5,883,000","10,495,000","23,789,000","24,501,000","12,666,000","4,888,000","8,754,000","20,594,000","-9,730,000","3,317,000","18,462,000","23,712,000","-8,282,000","9,347,000","13,070,000","13,259,000","-8,056,000","-6,483,000","9,115,000","11,652,000","-13,833,000","-983,000","14,273,000","8,538,000","-12,793,000","-11,580,000","17,013,000","12,331,000","-6,776,000","12,356,000","15,949,000","-3,665,000","-5,040,000","2,269,000","11,975,000","9,511,000","4,357,000","1,800,000","6,977,000","4,165,000","4,600,000","-2,844,000","5,599,000","7,839,000","2,198,000","-1,325,000","6,129,000","9,638,000","6,801,000","-666,000","3,547,000","3,520,000","5,914,000","17,103,000","2,460,000","1,388,000","694,000","-4,347,000","6,279,000","966,000","966,000","339,000","340,000","340,000","340,000"
InterestIncome,,,,,,,,,,,,"910,000",,,,"509,000",,"261,000","39,000","235,000",,,,"342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,"2,373,000","1,875,000","1,993,000",,,,,,,,,,,,,,,,,,,,,"21,000","101,000",,,,"315,000",,,,"12,000","28,000","84,000",,"306,000","272,000",,"267,000","265,000","236,000","221,000",,"307,000","366,000","297,000","289,000","361,000","324,000",,,,,,,,,,,,,,,,,
NetInterestIncome,"-11,718,000","-2,373,000","-1,875,000","-1,993,000","-5,477,000","-5,371,000","-5,024,000","-2,107,000","-577,000","-76,000","441,000","910,000","1,214,000","754,000","-504,000","509,000","430,000","261,000","39,000","235,000","561,000","641,000","264,000","342,000","-21,000","-101,000","-190,000","-305,000","-3,157,000","-315,000","151,000","31,000","56,000","-12,000","-28,000","-84,000","1,658,000","-306,000","-272,000","-228,000","-267,000","-265,000","-236,000","-221,000","-237,000","-307,000","-366,000","-297,000","-289,000","-361,000","-324,000","-357,000","-464,000","-361,000",,,,,,,,,,,,,,
EBIT,"131,919,000","60,594,000","60,799,000","-7,066,000","21,387,000","38,553,000","38,452,000","12,064,000","7,041,000","14,499,000","30,305,000","-19,388,000","2,681,000","23,267,000","33,290,000","-13,752,000","9,876,000","19,717,000","13,714,000","-17,762,000","4,712,000","12,763,000","18,323,000","-22,669,000","509,000","19,134,000","14,727,000","-20,456,000","-16,319,000","27,430,000","20,473,000","-13,158,000","12,841,000","27,385,000","-8,908,000","-8,464,000","1,421,000","19,352,000","16,272,000","8,661,000","2,031,000","11,589,000","7,092,000","8,267,000","-6,193,000","10,831,000","14,195,000","5,380,000","-1,875,000","10,381,000","14,294,000","12,667,000","-263,000","7,414,000","6,014,000","9,174,000","-720,000","4,380,000","3,342,000","27,196,000","-4,191,000","-61,365,000","35,139,000","35,139,000","-85,831,000","29,226,000","29,226,000","29,226,000"
EBITDA,"230,422,000"
ReconciledCostOfRevenue,"1,063,566,000","266,883,000","261,950,000","273,824,000","260,909,000","253,128,000","246,754,000","241,069,000","177,436,000","178,968,000","167,470,000","169,358,000","175,863,000","168,260,000","160,329,000","158,985,000","157,087,000","148,878,000","139,163,000","147,367,000","139,244,000","136,431,000","137,542,000","144,099,000","143,136,000","134,755,000","129,616,000","139,003,000","166,899,000","148,985,000","145,029,000","146,842,000","142,054,000","140,592,000","153,672,000","132,902,000","129,193,000","127,759,000","122,799,000","118,648,000","102,589,000","105,955,000","100,877,000","107,579,000","78,107,000","77,727,000","76,195,000","75,082,000","55,868,000","56,479,000","51,589,000","58,093,000","44,375,000","47,868,000","50,312,000","54,421,000","32,462,000","32,062,000","31,980,000",,"20,961,000",,,,,,,
ReconciledDepreciation,"98,503,000","24,137,000","25,180,000","24,147,000","25,039,000","23,600,000","23,161,000","18,277,000","19,301,000","18,414,000","17,230,000","17,146,000","18,141,000","17,038,000","17,710,000","18,511,000","17,648,000","18,426,000","18,550,000","20,636,000","17,955,000","19,950,000","18,695,000","17,680,000","17,603,000","17,587,000","16,470,000","16,565,000","31,528,000","17,764,000","17,629,000","16,880,000","16,776,000","18,017,000","34,524,000","16,950,000","17,561,000","16,282,000","16,233,000","15,661,000","15,721,000","14,644,000","14,676,000","12,992,000","12,471,000","10,951,000","10,120,000","9,392,000","7,396,000","6,052,000","6,080,000","6,233,000","5,921,000","5,941,000","4,527,000","4,446,000","3,709,000","3,679,000",,,"2,786,000",,,,"1,412,000",,,
