name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TaxProvision,"6,835,000","1,291,000","1,750,000","1,968,000","1,825,000","1,500,000","2,995,000","648,000","2,018,000"
NetIncomeCommonStockholders,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
	NetIncome,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
		NetIncomeIncludingNoncontrollingInterests,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
			NetIncomeContinuousOperations,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
DilutedNIAvailtoComStockholders,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
BasicEPS,,"-0.07","-0.05","-0.054","-0.045","-0.034",,"-0.03","-0.058"
DilutedEPS,,"-0.07","-0.05","-0.054","-0.045","-0.034",,"-0.03","-0.058"
BasicAverageShares,,"481,144,118","433,345,289","481,121,695","481,121,695","481,121,695",,"481,121,695","481,121,695"
DilutedAverageShares,,"481,144,118","433,345,289","481,121,695","481,121,695","481,121,695",,"481,121,695","481,121,695"
TotalOperatingIncomeAsReported,"-65,152,000","-27,446,000","-4,727,000","-17,538,000","-15,441,000","-6,858,000","-4,262,000","-5,089,000","-6,590,000"
TotalExpenses,"604,032,000","164,802,000","149,379,000","151,596,000","138,255,000","124,145,000","119,746,000","123,596,000","131,748,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
NormalizedIncome,"-96,611,600","-31,389,000","-16,316,930","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-20,968,180"
InterestExpense,"24,132,000","2,592,000","6,356,000","7,546,000","7,638,000","7,533,000","7,862,000","8,151,000","8,828,000"
NetInterestIncome,"-27,115,000","-2,912,000","-7,139,000","-8,484,000","-8,579,000","-8,476,000","-8,808,000","-9,099,000","-9,779,000"
EBIT,"-69,940,000","-27,506,000","-13,437,000","-16,612,000","-12,384,000","-7,528,000","-5,794,000","-5,576,000","-17,155,000"
EBITDA,"61,322,000"
ReconciledCostOfRevenue,"123,138,000","36,090,000","30,975,000","30,623,000","25,450,000","23,168,000","21,521,000","17,560,000","42,485,000"
ReconciledDepreciation,"131,262,000","32,264,000","32,751,000","32,769,000","33,478,000","33,712,000","33,823,000","35,819,000","13,468,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-100,907,000","-31,389,000","-21,543,000","-26,126,000","-21,847,000","-16,561,000","-16,651,000","-14,375,000","-28,001,000"
TotalUnusualItemsExcludingGoodwill,"-7,159,000",,"-7,159,000","0","0",,"0","0","-9,634,000"
TotalUnusualItems,"-7,159,000",,"-7,159,000","0","0",,"0","0","-9,634,000"
NormalizedEBITDA,"68,481,000","4,758,000","26,473,000","16,157,000","21,094,000","26,184,000","28,029,000","30,243,000","5,947,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"-2,863,600","0","-1,932,930","0","0","0","0","0","-2,601,180"
