name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"538,880,000","137,356,000","144,652,000","134,058,000","122,814,000","117,287,000","115,484,000","118,507,000","125,158,000"
	OperatingRevenue,"538,880,000","137,356,000","144,652,000","134,058,000","122,814,000","117,287,000","115,484,000","118,507,000","125,158,000"
CostOfRevenue,"203,803,000","56,200,000","50,969,000","50,635,000","45,999,000","43,845,000","41,916,000","39,888,000","42,485,000"
GrossProfit,"335,077,000","81,156,000","93,683,000","83,423,000","76,815,000","73,442,000","73,568,000","78,619,000","82,673,000"
OperatingExpense,"400,229,000","108,602,000","98,410,000","100,961,000","92,256,000","80,300,000","77,830,000","83,708,000","89,263,000"
	SellingGeneralAndAdministration,"243,273,000","65,042,000","61,042,000","62,519,000","54,670,000","45,591,000","45,528,000","49,247,000","52,920,000"
		GeneralAndAdministrativeExpense,"96,403,000","24,951,000","24,495,000","25,358,000","21,600,000","16,754,000","16,683,000","20,243,000","20,446,000"
			OtherGandA,"96,403,000","24,951,000","24,495,000","25,358,000","21,600,000","16,754,000","16,683,000","20,243,000","20,446,000"
		SellingAndMarketingExpense,"146,870,000","40,091,000","36,547,000","37,161,000","33,070,000","28,837,000","28,845,000","29,004,000","32,474,000"
	ResearchAndDevelopment,"106,359,000","31,406,000","24,611,000","25,685,000","24,657,000","21,674,000","18,874,000","20,970,000","22,875,000"
	DepreciationAmortizationDepletionIncomeStatement,"50,597,000","12,154,000","12,757,000","12,757,000","12,929,000","13,035,000","13,428,000","13,491,000","13,468,000"
		DepreciationAndAmortizationInIncomeStatement,"50,597,000","12,154,000","12,757,000","12,757,000","12,929,000","13,035,000","13,428,000","13,491,000","13,468,000"
			Amortization,"50,597,000","12,154,000","12,757,000","12,757,000","12,929,000","13,035,000","13,428,000","13,491,000","13,468,000"
				AmortizationOfIntangiblesIncomeStatement,"50,597,000","12,154,000","12,757,000","12,757,000","12,929,000","13,035,000","13,428,000","13,491,000","13,468,000"
OperatingIncome,"-65,152,000","-27,446,000","-4,727,000","-17,538,000","-15,441,000","-6,858,000","-4,262,000","-5,089,000","-6,590,000"
NetNonOperatingInterestIncomeExpense,"-27,115,000","-2,912,000","-7,139,000","-8,484,000","-8,579,000","-8,476,000","-8,808,000","-9,099,000","-9,779,000"
	InterestExpenseNonOperating,"24,132,000","2,592,000","6,356,000","7,546,000","7,638,000","7,533,000","7,862,000","8,151,000","8,828,000"
	TotalOtherFinanceCost,"2,983,000","320,000","783,000","938,000","941,000","943,000","946,000","948,000","951,000"
OtherIncomeExpense,"-1,805,000","260,000","-7,927,000","1,864,000","3,998,000","273,000","-586,000","461,000","-9,614,000"
	SpecialIncomeCharges,,,"-7,159,000","0","0",,"0","0","-9,634,000"
		OtherSpecialCharges,,,"7,159,000",,,,,,
		GainOnSaleOfBusiness,,,"0","0","0",,"0","0","-9,634,000"
		GainOnSaleOfPPE,,,"0","0","0",,"0","0","-9,634,000"
	OtherNonOperatingIncomeExpenses,"5,354,000","260,000","-768,000","1,864,000","3,998,000","273,000","-586,000","461,000","20,000"
PretaxIncome,"-94,072,000","-30,098,000","-19,793,000","-24,158,000","-20,022,000","-15,061,000","-13,656,000","-13,727,000","-25,983,000"
