name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"831,644,000","-1,627,000","194,855,000","318,082,000","320,334,000","59,150,000","7,104,000","649,352,000","186,231,000","-299,031,000","-206,930,000","793,703,000","76,857,000","107,438,000","-200,382,000","531,886,000","71,844,000","118,395,000","52,428,000","251,297,000","413,937,000","-46,087,000","77,507,000","362,899,000","260,050,000","113,151,000","78,055,000","278,029,000","153,802,000","49,960,000","282,642,000","174,916,000","79,713,000","-31,391,000","137,387,000","160,147,000","96,117,000","85,245,000","67,089,000","226,389,000","201,965,000","11,424,000","-6,426,000","262,136,000","15,911,000","33,310,000","-179,345,000","114,886,000","130,230,000","-51,908,000","-34,573,000","112,958,000","93,597,000","24,341,000","-12,565,000","63,217,000","88,743,000","38,984,000","-35,717,000","117,124,000","-33,391,000","10,062,000","43,668,000"
	CashFlowFromContinuingOperatingActivities,"783,643,000","-47,213,000","194,855,000","265,550,000","370,451,000","20,367,000","-4,230,000","649,352,000","186,231,000","-299,031,000","-206,930,000","793,703,000","76,857,000","107,438,000","-200,382,000","531,886,000","71,844,000","118,395,000","52,428,000","251,297,000","413,937,000","-46,087,000","77,507,000","362,899,000","260,050,000","113,151,000","78,055,000","278,029,000","153,802,000","49,960,000","282,642,000","174,916,000","79,713,000","-31,391,000","137,387,000","160,147,000","96,117,000","85,245,000","67,089,000","226,389,000","201,965,000","11,424,000","-6,426,000","262,136,000","15,911,000","33,310,000","-179,345,000","114,886,000","130,230,000","-51,908,000","-30,346,000","117,292,000","94,739,000","19,401,000","-15,681,000","64,085,000","88,743,000","38,984,000","-35,717,000","117,124,000","-33,391,000","10,062,000","43,668,000"
		NetIncomeFromContinuingOperations,"234,470,000","48,513,000","61,277,000","50,085,000","74,595,000","45,278,000","33,022,000","-223,991,000","79,234,000","-223,978,000","53,094,000","-447,983,000","105,388,000","93,519,000","65,086,000","105,327,000","75,142,000","-107,755,000","124,413,000","103,784,000","136,074,000","115,840,000","65,778,000","12,887,000","84,394,000","66,594,000","-403,000","26,477,000","-247,000","-17,133,000","-80,330,000","64,635,000","69,092,000","42,496,000","56,541,000","78,227,000","71,215,000","54,776,000","38,978,000","-224,868,000","69,855,000","49,656,000","48,424,000","88,416,000",,,"62,083,000","69,188,000","68,635,000","61,654,000","49,867,000","54,272,000","51,121,000","43,398,000","40,905,000","43,450,000","38,454,000","35,829,000","29,493,000","29,392,000","24,187,000","21,198,000","25,520,000"
		OperatingGainsLosses,"65,425,000","-39,706,000","37,775,000","-20,220,000","87,576,000","-23,765,000","-7,923,000","-74,746,000","49,362,000","-14,105,000","1,277,000","-29,902,000","-18,774,000","-16,470,000","-24,562,000","-23,295,000","-32,987,000","10,070,000","-45,738,000","-24,850,000","-58,797,000","-15,642,000","-36,858,000","-39,973,000","8,458,000","-16,900,000","-46,340,000","-46,682,000","1,931,000","-42,656,000","17,169,000","-31,236,000","3,651,000","-5,584,000","-45,549,000","6,900,000","-22,210,000","-17,703,000","-7,367,000","3,143,000","-5,284,000","-12,988,000","2,615,000","-50,104,000","1,493,000","36,653,000","-3,484,000","8,532,000","-11,160,000","92,000","1,287,000","-14,567,000","990,000","-378,000","-7,605,000","-3,041,000","-731,000","2,369,000","-626,000","7,933,000","1,844,000","3,963,000","-14,081,000"
			GainLossOnSaleOfBusiness,,,,,,"38,783,000","11,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-19,836,000","14,308,000","280,000","-9,410,000","-25,014,000","-16,258,000","7,954,000","-72,537,000","47,536,000","-22,995,000","16,077,000","-18,919,000","2,385,000","9,493,000","-12,058,000","1,417,000","-22,273,000","-11,396,000","-16,018,000","7,065,000","7,661,000","6,668,000","-15,387,000","-18,733,000","26,971,000","20,580,000","-54,312,000","-16,765,000","29,707,000","-18,028,000","-14,546,000","-22,727,000","9,547,000","1,852,000","-9,466,000","13,364,000","-18,116,000","-9,857,000","-1,452,000","9,165,000","-4,854,000","1,684,000","3,740,000","-44,466,000","-1,380,000","41,664,000","-3,069,000","15,257,000","-8,811,000","2,548,000","2,425,000","-16,272,000","6,248,000",,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-32,239,000","-11,919,000","-4,600,000","-10,810,000","-4,910,000","-7,507,000","-15,877,000","-19,195,000","2,539,000","8,177,000","-14,800,000","-13,960,000","-28,563,000","-25,963,000","-12,504,000","-25,512,000","-12,863,000","-13,038,000","-29,720,000","-31,915,000","-66,458,000","-21,738,000","-21,471,000","-21,240,000","-18,513,000","-39,016,000","-25,263,000","-29,917,000","-27,776,000","-24,628,000","-23,924,000","-8,509,000","-5,896,000","-7,436,000","-36,083,000","-6,464,000","-4,094,000","-7,846,000","-5,915,000","-6,022,000","-430,000","-14,672,000","-1,125,000","-5,638,000","2,873,000","-5,011,000","-415,000","-6,725,000","-2,349,000","-2,456,000","-1,138,000","12,925,000","-6,154,000",,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-7,818,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"180,748,000","43,803,000","41,373,000","47,112,000","48,460,000","41,305,000","39,523,000","55,936,000","55,749,000","67,816,000","57,875,000","67,701,000","64,768,000","65,556,000","63,160,000","67,429,000","66,658,000","70,648,000","62,835,000","72,653,000","67,112,000","71,950,000","66,916,000","83,270,000","97,261,000","107,181,000","111,018,000","148,121,000","134,700,000","214,322,000","102,122,000","24,924,000","24,328,000","23,944,000","22,198,000","23,035,000","23,532,000","23,937,000","23,902,000","26,081,000","26,085,000","25,260,000","25,548,000","25,061,000","28,091,000","27,311,000","29,843,000","21,154,000","17,241,000","18,164,000","22,340,000","23,330,000","21,653,000","20,039,000","19,095,000","22,674,000","18,738,000","9,773,000","11,567,000","14,146,000","12,008,000","12,002,000","6,970,000"
			DepreciationAndAmortization,"180,748,000","43,803,000","41,373,000","47,112,000","48,460,000","41,305,000","39,523,000","55,936,000","55,749,000","67,816,000","57,875,000","67,701,000","64,768,000","65,556,000","63,160,000","67,429,000","66,658,000","70,648,000","62,835,000","72,653,000","67,112,000","71,950,000","66,916,000","83,270,000","97,261,000","107,181,000","111,018,000","148,121,000","134,700,000","214,322,000","102,122,000","24,924,000","24,328,000","23,944,000","22,198,000","23,035,000","23,532,000","23,937,000","23,902,000",,,,"25,548,000",,,,"29,843,000","21,154,000","17,241,000","18,164,000","22,340,000","23,330,000","21,653,000","20,039,000","19,095,000","22,674,000","18,738,000","9,773,000","11,567,000","14,146,000","12,008,000","12,002,000","6,970,000"
		AssetImpairmentCharge,"9,380,000","0","0","0","9,380,000","0","95,814,000","247,184,000","0",,,"615,400,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
