name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993
OperatingCashFlow,"2,475,166,000","462,211,000","1,055,110,000","413,179,000","544,666,000","533,317,000","795,940,000","366,710,000","313,697,000","422,721,000","619,934,000","358,894,000","614,345,000","353,606,000","670,269,000","513,480,000","507,649,000","495,321,000","379,416,000","293,105,000","373,801,000","269,090,000","429,586,000","390,422,000","302,128,000","229,478,000","311,903,000","361,157,000","294,650,000","39,270,000","415,071,000","334,232,000","45,924,000","490,383,000","273,221,000","233,265,000","316,783,000","471,498,000","228,084,000","110,249,000","226,525,000","426,085,000","330,353,000","154,020,000","227,818,000","647,781,000","74,011,000","168,904,000","32,410,000","558,717,000","181,757,000","195,085,000","284,994,000","790,858,000","-2,721,000","-56,407,000","-335,710,000","870,515,000","88,204,000","-21,932,000","89,173,000","874,215,000","28,176,000","57,011,000","-67,699,000","855,902,000","-418,698,000","-184,577,000","-92,798,000","516,414,000","-81,429,000","-191,285,000","27,809,000","449,714,000","-128,160,000","-171,362,000","-318,303,000","621,907,000","105,876,000","120,627,000","220,725,000","365,053,000","183,118,000","-32,079,000","-105,099,000","359,411,000","-183,644,000","-128,876,000","-28,570,000","245,903,000","-10,471,000","-42,389,000","124,952,000","78,616,000","-29,576,000","-25,689,000","184,567,000","208,026,000","-20,378,000","-700,000","83,200,000","72,900,000","-3,300,000","-28,100,000","102,300,000","32,600,000","-1,700,000","3,100,000","60,700,000","56,800,000","-11,100,000","-600,000","22,100,000","71,300,000","-12,500,000"
	CashFlowFromContinuingOperatingActivities,"2,475,166,000","462,211,000","1,055,110,000","413,179,000","544,666,000","533,317,000","795,940,000","366,710,000","313,697,000","422,721,000","619,934,000","358,894,000","614,345,000","353,606,000","670,269,000","513,480,000","507,649,000","495,321,000","379,416,000","293,105,000","373,801,000","269,090,000","429,586,000","390,422,000","302,128,000","229,478,000","311,903,000","361,157,000","294,650,000","39,270,000","415,071,000","334,232,000","45,924,000","490,383,000","273,221,000","233,265,000","316,783,000","471,498,000","228,084,000","110,249,000","226,525,000","426,085,000","330,353,000","154,020,000","227,818,000","647,781,000","74,011,000","168,904,000","32,410,000","558,717,000","181,757,000","195,085,000","284,994,000","790,858,000","-2,721,000","-56,407,000","-335,710,000","870,515,000","88,204,000","-21,932,000","89,173,000","874,215,000","28,176,000","57,011,000","-67,699,000","855,902,000","-418,698,000","-184,577,000","-92,798,000","516,414,000","-81,429,000","-191,285,000","27,809,000","449,714,000","-128,160,000","-171,362,000","-41,214,000","336,533,000","62,087,000","120,627,000","220,725,000","365,053,000","183,118,000","-32,079,000","-105,099,000","359,411,000","-183,644,000","-128,876,000","-28,570,000","245,903,000","-10,471,000","-42,389,000","124,952,000","78,616,000","-29,576,000","-25,689,000","184,567,000","208,026,000","-20,378,000","-700,000","83,200,000","72,900,000","-3,300,000","-28,100,000","102,300,000","32,600,000","-1,700,000","3,100,000","60,700,000","56,800,000","-11,100,000","-600,000","22,100,000","71,300,000","-12,500,000"
		NetIncomeFromContinuingOperations,"1,504,701,000","391,171,000","379,373,000","392,018,000","342,139,000","386,176,000","308,029,000","312,316,000","134,321,000","-141,857,000","320,251,000","309,155,000","311,963,000","337,208,000","292,888,000","313,916,000","282,179,000","266,049,000","64,812,000","166,531,000","175,991,000","186,185,000","194,465,000","194,216,000","179,859,000","174,959,000","-28,216,000","160,838,000","150,880,000","95,693,000","201,565,000","114,281,000","140,751,000","206,511,000","184,063,000","147,698,000","79,495,000","165,705,000","182,358,000","164,988,000","149,205,000","233,462,000","264,752,000","160,880,000",,,"147,935,000","120,301,000","86,374,000","186,720,000","143,997,000","102,308,000","81,350,000","163,549,000","68,174,000","58,033,000","41,865,000","143,837,000","102,924,000","13,914,000","35,203,000","152,880,000","74,625,000","24,400,000","77,795,000","129,492,000","229,495,000","184,534,000","24,852,000","107,664,000","98,397,000","20,839,000","17,789,000","105,153,000","61,542,000","4,595,000","22,548,000","125,607,000","27,276,000","20,719,000","35,383,000","72,598,000","-5,689,000","18,787,000","23,608,000","64,859,000","45,337,000","10,086,000","27,162,000","60,907,000","15,730,000","2,379,000","21,196,000","68,532,000","14,250,000","-11,497,000","26,936,000","73,836,000","12,520,000","-4,900,000","13,800,000","38,200,000","12,200,000","-5,900,000","11,700,000","38,600,000","8,400,000","-2,300,000","9,000,000","28,300,000","7,800,000","-3,700,000","5,700,000","26,400,000","7,800,000"
		OperatingGainsLosses,"-125,540,000","-36,340,000","-34,907,000","-28,573,000","-25,720,000","-33,320,000","-35,240,000","-38,046,000","-25,328,000","-44,627,000","-39,366,000","-31,484,000","-27,900,000","-55,791,000","-39,195,000","-37,282,000","-33,369,000","-48,669,000","-37,052,000","-37,938,000","-36,558,000","-44,575,000","-35,974,000","-38,801,000","-28,826,000","-34,081,000","-33,665,000","-28,745,000","-27,100,000","-26,605,000","-35,511,000","52,366,000","-21,192,000","-23,433,000","11,649,000","-16,660,000","87,080,000","-25,896,000","-146,117,000","-4,665,000","2,209,000","18,813,000","5,667,000","6,403,000","-1,637,000","-3,975,000","62,709,000","-84,550,000","-3,368,000","1,668,000","-992,000","-2,572,000","-4,904,000","3,301,000","-70,083,000","109,192,000","69,355,000","65,204,000","59,878,000","42,855,000","56,924,000","45,510,000","-78,962,000","-1,079,000","46,854,000","43,412,000","-246,210,000","-91,353,000","3,244,000","5,804,000","7,866,000","1,288,000","1,170,000","4,328,000","6,347,000","2,854,000","17,300,000","-7,394,000","16,734,000","-13,816,000","-73,422,000","17,468,000","78,065,000","-2,518,000","-1,690,000","-5,770,000","-64,550,000","-555,000","-1,764,000","-25,973,000","-1,760,000","-3,000,000",,,,"343,000","-2,920,000",,,"0","100,000","100,000","100,000","-6,800,000","0","1,100,000","200,000","500,000","0","300,000","600,000","1,600,000","-100,000","700,000","-1,300,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1,739,000","-2,639,000","10,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-125,540,000","-36,340,000","-34,907,000","-28,573,000","-25,720,000","-33,320,000","-35,240,000","-38,046,000","-25,328,000","-44,627,000","-39,366,000","-37,576,000","-34,118,000","-43,481,000","-42,313,000","-39,313,000","-36,570,000","-40,187,000","-40,293,000","-40,058,000","-39,363,000","-39,564,000","-39,249,000","-35,155,000","-32,372,000","-32,914,000","-32,095,000","-32,244,000","-30,040,000","-30,921,000","-34,256,000","52,347,000","-25,435,000","-33,659,000","-30,773,000","-27,468,000","-26,421,000","-25,855,000","-123,640,000","-5,085,000","3,442,000","2,259,000",,,"-1,849,000","-4,485,000",,"1,465,000","-3,640,000","882,000","58,119,000","-20,054,000","-14,188,000","-21,222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,"3,260,000","-12,250,000","3,371,000","2,194,000","3,297,000","-8,393,000","3,261,000","2,394,000","3,442,000","-5,018,000","3,373,000","2,098,000","3,133,000","3,039,000","4,669,000","2,773,000","3,062,000","4,310,000","3,811,000","1,553,000","4,227,000","8,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"618,439,000","153,858,000","153,118,000","154,542,000","156,921,000","157,120,000","152,648,000","153,245,000","140,416,000","132,353,000","125,983,000","121,430,000","114,964,000","114,158,000","110,649,000","107,383,000","106,288,000","104,237,000","103,769,000","102,298,000","100,849,000","99,419,000","99,310,000","98,550,000","99,247,000","94,478,000","93,379,000","88,299,000","86,987,000","85,955,000","80,555,000","74,588,000","72,127,000","78,768,000","108,034,000","94,267,000","91,855,000","90,221,000","86,415,000","81,434,000","84,586,000","83,417,000","78,087,000","75,986,000","78,824,000","79,391,000","76,717,000","77,233,000","75,511,000","77,856,000","73,298,000","72,318,000","71,249,000","72,126,000","64,498,000","60,249,000","59,701,000","59,479,000","59,506,000","56,364,000","55,644,000","56,450,000","56,654,000","55,469,000","53,994,000","69,426,000","48,342,000","31,391,000","52,165,000","51,496,000","48,452,000","47,307,000","46,226,000","46,740,000","40,620,000","40,105,000","39,709,000","40,427,000","18,373,000","45,321,000","45,547,000","40,723,000","43,443,000","40,166,000","37,524,000","37,287,000","36,427,000","36,068,000","37,161,000","34,327,000","32,547,000","33,162,000","33,607,000","31,797,000","31,138,000","26,300,000","28,301,000","29,539,000","17,513,000",,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"618,439,000","153,858,000","153,118,000","154,542,000","156,921,000","157,120,000","152,648,000","153,245,000","140,416,000","132,353,000","125,983,000","121,430,000","114,964,000","114,158,000","110,649,000","107,383,000","106,288,000","104,237,000","103,769,000","102,298,000","100,849,000","99,419,000","99,310,000","98,550,000","99,247,000","94,478,000","93,379,000","88,299,000","86,987,000","85,955,000","80,555,000","74,588,000","72,127,000","78,768,000","108,034,000","94,267,000","91,855,000","90,221,000","86,415,000","81,434,000","84,586,000","83,417,000","78,087,000","75,986,000","78,824,000","79,391,000","76,717,000","77,233,000","75,511,000","77,856,000","73,298,000","72,318,000","71,249,000","72,126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
