name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
MarketCap,"9,232,492,074","11,416,222,440","15,412,372,200","10,155,941,120","8,838,981,360","9,592,005,460","4,767,791,490","3,810,113,860","2,415,710,700","1,425,345,350","2,948,881,320","2,381,906,025","1,949,140,140","1,541,954,005","1,255,500,980","1,684,162,633","2,096,453,389","2,274,050,364","2,460,991,014","2,026,443,126","1,724,756,240","1,674,104,400","1,223,573,637","1,283,802,380","1,246,938,750","1,240,984,780","1,215,764,080","1,385,505,560","1,275,345,840","657,241,790","674,812,620","534,824,850","733,668,320","891,527,000","698,062,650","571,982,880","579,587,651","567,694,789","540,791,280","501,877,852","458,280,960","408,672,626","197,484,537","122,943,620","207,986,700","274,821,120","190,634,930","220,868,160","232,065,600","304,633,350","139,572,480","157,483,196","150,067,836","72,852,753","55,275,839","216,250,976","191,558,248","261,638,371","257,761,217","384,102,176","571,527,216","524,656,773","582,117,627","497,232,275","664,717,605","741,440,904","697,692,299","729,034,583","528,901,041"
EnterpriseValue,"12,806,725,074","14,775,370,440","18,066,042,200","12,559,765,120","10,942,971,360","11,073,303,460","6,314,622,490","5,319,031,860","4,111,550,700","3,001,123,350","4,563,202,320","4,083,043,025","3,790,678,140","3,093,121,005","3,062,636,980","3,639,180,633","4,027,207,389","4,000,937,364","4,302,891,014","3,920,253,126","3,663,026,240","3,461,707,400","3,161,525,637","3,215,973,380","3,170,339,750","3,127,592,780","3,141,762,080","1,754,222,560","1,647,394,840","1,023,372,790","990,963,620","854,224,850","1,024,857,320","1,190,802,000","1,001,693,650","900,474,880","823,450,651","797,217,789","770,314,280","694,938,852","626,476,960","559,348,626","313,633,537","239,092,620","313,960,700","366,296,120","256,502,930","268,569,160","276,605,600","348,954,350","354,657,480","360,360,196","337,146,836","289,518,753","267,610,839","424,277,976","395,613,248","459,070,371","439,453,217","558,577,176","776,001,216","750,598,773","835,592,627","790,804,275","958,289,605","1,028,184,904","1,003,727,299","1,035,069,583","889,942,041"
PeRatio,"4.767","7.611","11.645","10.105","12.474","17.432","22.179","18.429","12.47","6.437","12.769","10.497","9.016","7.58","11.606","22.242","35.863","58.353","28.671","11.836","10.566","11.732","9.795",,,,,"181.143","91.714","37.056","36.158","21.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.146","11.638","8.414","7.46","5.382","7.194","7.996","11.073","11.57","8.394"
ForwardPeRatio,"5.189","7.868","16.313","11.351","10.152","18.484","13.699","13.423","16.287","5.316","11.765","11.062","10.04","8.013",,"6.583","10.101","11.534","15.504","12.407","14.327","14.684","10.299","10.46","14.706","8.11","11.136","9.794","14.104","13.333","19.646","9.009","13.055","14.815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,"2.007","1.602",,"3.292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.49","0.66","0.893","0.58","0.548","0.639","0.616","0.512","0.326","0.197","0.405","0.321","0.257","0.201","0.165","0.229","0.295","0.326","0.368","0.309","0.27","0.266","0.196","0.219","0.26","0.326","0.446","0.758","0.794","0.418","0.434","0.348","0.478","0.589","0.487","0.435","0.488","0.522","0.498","0.548","0.539","0.516","0.264","0.164","0.293","0.384","0.258","0.251","0.214","0.231","0.222","0.226","0.188","0.078","0.053","0.182","0.145","0.176","0.158","0.207","0.281","0.259","0.27","0.225","0.301","0.321","0.277","0.29","0.21"
PbRatio,"1.798","2.377","2.79","1.852","1.773","8.321","4.731","4.16","2.898","1.728","3.785","3.383","3.089","2.586","2.332","3.65","5.231","6.045","6.007","5.534","5.316","5.407","4.075","7.591","9.31","8.318","7.818","28.779","37.537","16.349","19.151","21.785","58.255","58.012","128.038",,"15.682","11.806","11.244","7.046","5.559","4.039","1.688","1.051","1.639","1.967","1.195","1.21","1.153","1.393","2.973","4.254","2.877","0.996","0.539","1.285","1.031","1.158","1.067","1.418","2.206","2.217","2.491","2.282","3.032","3.925","4.718","4.883","4.424"
EnterprisesValueRevenueRatio,"0.598","2.601","3.898","2.28","1.962","2.653","2.495","2.317","2.113","1.679","2.587","2.061","1.99","1.896","1.686","1.718","1.927","2.353","2.419","2.086","1.987","2.258","2.044","1.842","1.89","2.239","2.158","1.375","3.569","2.759","2.498","1.964","2.403","3.443","2.714","2.235","2.068","2.494","2.679","2.382","2.304","2.55","1.628","1.101","1.521","2.25","1.744","1.489","1.308","2.162","2.304","1.908","1.921","1.768","1.589","1.472","1.288","1.697","1.454","1.349","1.668","1.826","1.905","1.388","1.492","1.747","1.774","1.607","1.439"
EnterprisesValueEBITDARatio,"3.63","15.143","23.534","12.85","13.552","28.966","25.969","31.44","26.067","33.218","44.129","26.511","27.181","32.4","26.472","24.775","31.14","53.372","49.46","35.092","31.711","54.2","42.857","28.763","29.635","58.383","49.523","28.251","84.18","269.806","67.179","47.52","52.844","160.572","65.56","40.234","52.439","200.105","256.174","541.651","559.854","-186.948","-65.436","-95.18","-69.399","-31.564","-18.395","-28.456","-31.915","-21.473","-22.983","-64.93","-43.729","-18.232","-5.049","-27.658","-17.548","-36.617","-28.186","-95.745","32.645","54.36","38.979","19.322","16.38","23.394","23.004","17.263","16.32"
