name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990
OperatingCashFlow,"8,316,000,000","1,345,000,000","2,443,000,000","2,277,000,000","2,251,000,000","1,988,000,000","-3,583,000,000","2,717,000,000","8,723,000,000","1,375,000,000","2,505,000,000","2,126,000,000","1,997,000,000","974,000,000","2,175,000,000","1,721,000,000","1,565,000,000","1,300,000,000","1,734,000,000","1,008,000,000","1,404,000,000","1,280,000,000","1,699,000,000","1,206,000,000","1,349,000,000","1,399,000,000","1,558,000,000","1,101,000,000","1,057,000,000","1,018,000,000","1,627,000,000","1,128,000,000","1,250,000,000","443,000,000","1,226,000,000","900,000,000","814,000,000","740,000,000","1,263,000,000","655,000,000","1,460,000,000","797,000,000","1,387,000,000","880,000,000","748,000,000","918,000,000","474,000,000","1,260,000,000","450,000,000","901,000,000","432,000,000","1,041,000,000","707,000,000","567,000,000","533,000,000","840,000,000","197,000,000","227,000,000","411,000,000","579,000,000","54,000,000","352,000,000","421,000,000","653,000,000","406,000,000","365,000,000","630,000,000","943,000,000","763,000,000","823,000,000","539,000,000","1,056,000,000","682,000,000","772,000,000","806,000,000","285,000,000","320,000,000","755,000,000","786,000,000","740,000,000","615,000,000","609,000,000","592,000,000","-163,000,000","546,000,000","438,000,000","433,000,000","421,000,000","264,000,000","429,000,000","417,000,000","405,000,000","89,000,000","312,000,000","349,000,000","560,000,000","319,000,000","688,000,000","-94,000,000","731,000,000","282,000,000","564,000,000","713,000,000","856,000,000","470,000,000","582,000,000","738,000,000","651,000,000","446,000,000","419,000,000","316,000,000","293,000,000","325,000,000","367,000,000","862,000,000","403,600,000","30,300,000","2,100,000","27,900,000","13,500,000","21,000,000","4,400,000","9,900,000","6,100,000","4,400,000","5,400,000","300,000","3,000,000"
	CashFlowFromContinuingOperatingActivities,"8,316,000,000","1,345,000,000","2,443,000,000","2,277,000,000","2,251,000,000","1,988,000,000","-3,583,000,000","2,717,000,000","8,723,000,000","1,375,000,000","2,505,000,000","2,126,000,000","1,997,000,000","974,000,000","2,175,000,000","1,721,000,000","1,565,000,000","1,300,000,000","1,734,000,000","1,008,000,000","1,404,000,000","1,280,000,000","1,699,000,000","1,206,000,000","1,349,000,000","1,399,000,000","1,558,000,000","1,101,000,000","1,057,000,000","1,018,000,000","1,627,000,000","1,128,000,000","1,250,000,000","443,000,000","1,226,000,000","900,000,000","814,000,000","740,000,000","1,263,000,000","655,000,000","1,460,000,000","797,000,000","1,387,000,000","880,000,000","748,000,000","918,000,000","474,000,000","1,260,000,000","450,000,000","901,000,000","432,000,000","1,041,000,000","707,000,000","567,000,000","533,000,000","840,000,000","197,000,000","227,000,000","411,000,000","579,000,000","54,000,000","352,000,000","421,000,000","653,000,000","406,000,000","365,000,000","630,000,000","943,000,000","763,000,000","823,000,000","539,000,000","1,056,000,000","682,000,000","772,000,000","806,000,000","285,000,000","320,000,000","755,000,000","786,000,000","740,000,000","615,000,000","609,000,000","592,000,000","-163,000,000","546,000,000","438,000,000","433,000,000","421,000,000","264,000,000","429,000,000","417,000,000","405,000,000","89,000,000","312,000,000","349,000,000","560,000,000","319,000,000","688,000,000","-94,000,000","731,000,000","282,000,000","564,000,000","713,000,000","856,000,000","470,000,000","582,000,000","738,000,000","651,000,000","446,000,000","419,000,000","316,000,000","293,000,000","325,000,000","367,000,000","862,000,000","403,600,000","30,300,000","2,100,000","27,900,000","13,500,000","21,000,000","4,400,000","9,900,000","6,100,000","4,400,000","5,400,000","300,000","3,000,000"
		NetIncomeFromContinuingOperations,"7,606,000,000","1,465,000,000","2,005,000,000","2,472,000,000","1,664,000,000","1,580,000,000","1,694,000,000","779,000,000","1,216,000,000","698,000,000","1,273,000,000","764,000,000","927,000,000","1,181,000,000","1,245,000,000","896,000,000","966,000,000","1,282,000,000","641,000,000","530,000,000","795,000,000","777,000,000","1,085,000,000","745,000,000","791,000,000","811,000,000","738,000,000","573,000,000","665,000,000","720,000,000","676,000,000","611,000,000","632,000,000","454,000,000","554,000,000","467,000,000","537,000,000","438,000,000","427,000,000","455,000,000","485,000,000","639,000,000","2,042,000,000","146,000,000","320,000,000","334,000,000","394,000,000","325,000,000","378,000,000","476,000,000","304,000,000","274,000,000","365,000,000","432,000,000",,"86,000,000",,,,,,,,,,,,,,,"322,000,000","227,000,000","352,000,000","345,000,000","317,000,000","306,000,000","240,000,000","469,000,000","-102,000,000","200,000,000","350,000,000","385,000,000","41,000,000","256,000,000","263,000,000","326,000,000","21,000,000","174,000,000","-272,000,000","296,000,000","91,000,000","138,000,000","106,000,000","322,000,000","111,000,000","146,000,000","78,000,000","197,000,000","-862,000,000","97,000,000","412,000,000","479,000,000","414,000,000","311,000,000","364,000,000","416,000,000","251,000,000","274,000,000","144,000,000","292,000,000","299,000,000","176,000,000","205,000,000","137,000,000","460,000,000","110,900,000","9,700,000","10,400,000","9,900,000","5,300,000","5,700,000","5,000,000","4,100,000","4,100,000","3,500,000","3,500,000","2,700,000","3,000,000"
		OperatingGainsLosses,"-1,616,000,000","-10,000,000","-563,000,000","-1,047,000,000","4,000,000","-2,000,000","1,000,000","-14,000,000","27,000,000","288,000,000","-1,000,000","211,000,000","-18,000,000","1,000,000","-8,000,000","3,000,000","-9,000,000","-405,000,000","2,000,000","32,000,000","-2,000,000","-1,000,000","-15,000,000","1,000,000","-6,000,000","1,000,000","17,000,000","2,000,000","130,000,000","-9,000,000","100,000,000","12,000,000","215,000,000","-21,000,000","-3,000,000","1,000,000","-4,000,000","33,000,000","-11,000,000","-7,000,000","2,000,000","1,000,000","-1,667,000,000","408,000,000","75,000,000","1,000,000","-6,000,000",,,,"7,000,000","-9,000,000","48,000,000","-31,000,000","-7,000,000","-132,000,000","93,000,000","-51,000,000","-139,000,000","-316,000,000","-11,000,000","-5,000,000","-159,000,000","-41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"201,000,000","375,000,000","195,000,000",,"1,126,000,000","124,000,000","365,000,000",,,,,,"32,000,000","21,000,000","10,000,000",,"163,000,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-1,628,000,000","-10,000,000","-563,000,000","-1,047,000,000","-8,000,000","-2,000,000","1,000,000","-14,000,000","27,000,000","-7,000,000","-1,000,000","0","-18,000,000","1,000,000","-8,000,000","-6,000,000","-9,000,000","-405,000,000","2,000,000","-7,000,000","-2,000,000","-1,000,000","-15,000,000","-3,000,000","-6,000,000","1,000,000","7,000,000","2,000,000","5,000,000","-9,000,000","-9,000,000","12,000,000","-11,000,000","-21,000,000","-3,000,000","1,000,000","-4,000,000","16,000,000",,,,,,,,,,,,,,,,,"-7,000,000","-50,000,000","11,000,000","-51,000,000","-139,000,000","-316,000,000","-11,000,000","-5,000,000","-159,000,000","-41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,888,000,000","732,000,000","728,000,000","716,000,000","712,000,000","697,000,000","662,000,000","694,000,000","691,000,000","674,000,000","694,000,000","647,000,000","636,000,000","619,000,000","581,000,000","582,000,000","562,000,000","553,000,000","550,000,000","539,000,000","521,000,000","521,000,000","503,000,000","495,000,000","489,000,000","479,000,000","480,000,000","482,000,000","469,000,000","473,000,000","459,000,000","460,000,000","454,000,000","447,000,000","461,000,000","443,000,000","425,000,000","424,000,000","425,000,000","417,000,000","420,000,000","417,000,000","387,000,000","362,000,000","358,000,000","358,000,000","359,000,000","352,000,000","355,000,000","355,000,000","358,000,000","354,000,000","360,000,000","353,000,000","354,000,000","350,000,000","355,000,000","357,000,000","354,000,000","356,000,000","361,000,000","355,000,000","346,000,000","348,000,000","352,000,000","345,000,000","336,000,000","337,000,000","364,000,000","337,000,000","318,000,000","314,000,000","315,000,000","303,000,000","290,000,000","283,000,000","278,000,000","261,000,000","258,000,000","253,000,000","255,000,000","244,000,000","274,000,000","255,000,000","262,000,000","257,000,000","255,000,000","257,000,000","265,000,000","256,000,000","1,930,000,000","-262,000,000","-278,000,000","-296,000,000","2,179,000,000","-312,000,000","-311,000,000","-309,000,000","2,161,000,000","-310,000,000","-313,000,000","-300,000,000","2,004,000,000","-302,000,000","-279,000,000","-268,000,000","1,711,000,000","-251,000,000","-302,000,000","-177,000,000","1,049,000,000","-152,000,000","-144,000,000","-144,000,000","-377,000,000","-191,200,000","-15,600,000","-15,200,000","-11,800,000","-9,600,000","-8,600,000","-8,300,000","-6,300,000","-6,300,000","-5,000,000","-4,900,000","-4,500,000","-3,200,000"
			DepreciationAndAmortization,"2,888,000,000","732,000,000","728,000,000","716,000,000","712,000,000","697,000,000","662,000,000","694,000,000","691,000,000","674,000,000","694,000,000","647,000,000","636,000,000","619,000,000","581,000,000","582,000,000","562,000,000","553,000,000","550,000,000","539,000,000","521,000,000","521,000,000","503,000,000","495,000,000","489,000,000","479,000,000","480,000,000","482,000,000","469,000,000","473,000,000","459,000,000","460,000,000","454,000,000","447,000,000","461,000,000","443,000,000","425,000,000","424,000,000","425,000,000","417,000,000","420,000,000","417,000,000","387,000,000","362,000,000","358,000,000","358,000,000","359,000,000","352,000,000","355,000,000","355,000,000","358,000,000","354,000,000","360,000,000","353,000,000","354,000,000","350,000,000","355,000,000","357,000,000","354,000,000","356,000,000","361,000,000","355,000,000","346,000,000","348,000,000","352,000,000","345,000,000","336,000,000","337,000,000","364,000,000","337,000,000","318,000,000","314,000,000","315,000,000","303,000,000","290,000,000","283,000,000","278,000,000","261,000,000","258,000,000","253,000,000","255,000,000","244,000,000","274,000,000","255,000,000","262,000,000","257,000,000","255,000,000","257,000,000","265,000,000","256,000,000","1,930,000,000","-262,000,000","-278,000,000","-296,000,000","2,179,000,000","-312,000,000","-311,000,000","-309,000,000","2,161,000,000","-310,000,000","-313,000,000","-300,000,000","2,004,000,000","-302,000,000","-279,000,000","-268,000,000","1,711,000,000","-251,000,000","-302,000,000","-177,000,000","1,049,000,000","-152,000,000","-144,000,000","-144,000,000","-377,000,000","-191,200,000","-15,600,000","-15,200,000","-11,800,000","-9,600,000","-8,600,000","-8,300,000","-6,300,000","-6,300,000","-5,000,000","-4,900,000","-4,500,000","-3,200,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-262,000,000","-278,000,000","-296,000,000",,"-312,000,000","-311,000,000","-309,000,000",,"-310,000,000","-313,000,000","-300,000,000",,"-302,000,000","-279,000,000","-268,000,000",,"-251,000,000","-302,000,000","-177,000,000",,"-152,000,000","-144,000,000","-144,000,000","-377,000,000","-191,200,000","-15,600,000","-15,200,000","-11,800,000","-9,600,000","-8,600,000","-8,300,000","-6,300,000","-6,300,000","-5,000,000","-4,900,000","-4,500,000","-3,200,000"
		DeferredTax,"-130,000,000","346,000,000","-255,000,000","183,000,000","-404,000,000","406,000,000","155,000,000","-586,000,000","351,000,000","121,000,000","199,000,000","24,000,000","-242,000,000","269,000,000","74,000,000","-118,000,000","-128,000,000","246,000,000","442,000,000","-276,000,000","-25,000,000","292,000,000","115,000,000","-59,000,000","-293,000,000","360,000,000","-12,000,000","-47,000,000","-539,000,000","438,000,000","-22,000,000","33,000,000","-238,000,000","144,000,000","-15,000,000","-25,000,000","-167,000,000","350,000,000",,,,,,,,,,,,,,,"-458,000,000","41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-372,000,000","331,000,000",,,,,,,,,,"-48,000,000","82,000,000","-19,000,000","34,000,000","238,000,000","-244,000,000","-13,000,000","49,000,000","-4,000,000","-20,000,000","-64,000,000","16,000,000",,,,,,,,,,"600,000","-200,000","400,000","0"
			DeferredIncomeTax,"-130,000,000","346,000,000","-255,000,000","183,000,000","-404,000,000","406,000,000","155,000,000","-586,000,000","351,000,000","121,000,000","199,000,000","24,000,000","-242,000,000","269,000,000","74,000,000","-118,000,000","-128,000,000","246,000,000","442,000,000","-276,000,000","-25,000,000","292,000,000","115,000,000","-59,000,000","-293,000,000","360,000,000","-12,000,000","-47,000,000","-539,000,000","438,000,000","-22,000,000","33,000,000","-238,000,000","144,000,000","-15,000,000","-25,000,000","-167,000,000","350,000,000",,,,,,,,,,,,,,,"-458,000,000","41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-372,000,000","331,000,000",,,,,,,,,,"-48,000,000","82,000,000","-19,000,000","34,000,000","238,000,000","-244,000,000","-13,000,000","49,000,000","-4,000,000","-20,000,000","-64,000,000","16,000,000",,,,,,,,,,"600,000","-200,000","400,000","0"
