name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
OperatingCashFlow,"596,232,000","126,509,000","90,366,000","197,053,000","182,304,000","128,476,000","137,363,000","175,904,000","159,174,000","181,808,000","144,012,000","206,086,000","150,345,000","193,552,000","197,858,000","204,305,000","182,051,000","184,755,000","189,957,000","213,065,000","162,564,000","175,340,000","189,312,000","204,070,000","170,476,000","133,118,000","203,871,000","183,343,000","172,507,000","142,296,000","186,395,000","169,865,000","138,234,000","81,967,000","158,926,000","147,995,000","126,230,000","80,662,000","144,806,000","148,555,000","113,399,000","101,604,000","131,879,000","121,494,000","101,076,000","91,229,000","103,139,000","86,391,000","75,309,000","77,920,000","73,992,000","58,616,000","46,239,000","39,208,000","57,918,000","58,945,000","55,804,000","36,949,000","41,994,000","47,661,000","38,200,000","36,951,000","46,838,000","18,008,000","37,279,000","35,618,000","34,473,000","32,736,000","21,183,000","17,559,000","13,509,000","11,379,000","10,586,000","10,197,000","8,428,000","5,605,000","3,431,000","2,887,000","2,687,000","1,493,000","2,753,000","1,914,000","3,345,000","2,110,000","1,729,000","-4,584,000","-10,914,000","2,307,000","1,714,000","2,805,000","3,000,000","1,900,000"
	CashFlowFromContinuingOperatingActivities,"596,232,000","126,509,000","90,366,000","197,053,000","182,304,000","128,476,000","137,363,000","175,904,000","159,174,000","181,808,000","144,012,000","206,086,000","150,345,000","193,552,000","197,858,000","204,305,000","182,051,000","184,755,000","189,957,000","213,065,000","162,564,000","175,340,000","189,312,000","204,070,000","170,476,000","133,118,000","203,871,000","183,343,000","172,507,000","142,296,000","186,395,000","169,865,000","138,234,000","81,967,000","158,926,000","147,995,000","126,230,000","80,662,000","144,806,000","148,555,000","113,399,000","101,604,000","131,879,000","121,494,000","101,076,000","91,229,000","103,139,000","86,391,000","75,309,000","77,920,000","73,992,000","58,616,000","46,239,000","39,208,000","57,918,000","58,945,000","55,804,000","36,949,000","41,994,000","47,661,000","38,200,000","36,951,000","46,838,000","18,008,000","37,279,000","35,618,000","34,473,000","32,736,000","21,183,000","17,559,000","13,509,000","11,379,000","10,586,000","10,197,000","8,428,000","5,605,000","3,431,000","2,887,000","2,687,000","1,493,000","2,753,000","1,914,000","3,345,000","2,110,000","1,729,000","-4,584,000","-10,914,000","2,307,000","1,714,000","2,805,000","3,000,000","1,900,000"
		NetIncomeFromContinuingOperations,"350,117,000","56,236,000","93,559,000","110,718,000","89,604,000","43,241,000","87,678,000","77,663,000","69,872,000","61,379,000","98,527,000","94,837,000","85,905,000","116,087,000","130,905,000","132,881,000","122,743,000","109,636,000","88,429,000","135,743,000","97,662,000","93,138,000","94,218,000","108,935,000","91,789,000","75,415,000","89,716,000","97,037,000","93,172,000","85,729,000","89,076,000","94,021,000","79,473,000","69,641,000","68,048,000","76,231,000","68,178,000","63,412,000","69,493,000",,,,,,,"55,575,000","55,663,000","48,235,000","40,495,000","33,144,000","29,279,000","28,350,000","22,776,000","18,986,000","21,423,000","19,701,000","19,134,000","17,745,000","17,751,000","12,882,000","21,809,000","19,956,000","22,353,000","17,752,000","16,965,000","16,067,000","15,221,000","15,651,000","13,977,000","12,112,000","9,993,000","15,781,000","7,416,000","5,955,000","3,801,000","1,353,000","1,399,000","815,000","520,000","-423,000","-4,346,000","-1,770,000","-2,071,000","-11,507,000","-1,611,000","-8,742,000","-8,930,000","1,416,000","3,845,000","4,189,000","4,200,000","2,400,000"
		OperatingGainsLosses,,,,,,,,,,,,"500,000","559,000","4,000","43,000","-331,000","12,000","3,000","49,000","24,000","-456,000","-37,000","30,000","671,000","-9,000","4,000","27,000","351,000","-46,000","-30,000","7,000","-16,000","-59,000","-61,000","-59,000","3,000","27,000","-243,000","26,000","-6,000","95,000","-122,000","579,000","40,000","-21,000","30,000","-212,000","-8,000","-104,000","-14,000","1,000","-29,000",,,"-2,000","40,000","49,000","-16,000","-15,000","151,000","-4,000","-6,000","-1,000","277,000","-10,711,000","5,353,000","5,527,000","5,441,000","8,474,000","12,840,000","12,104,000","-7,256,000","-286,000","748,000","497,000","494,000","505,000","-67,000","434,000","1,273,000","4,888,000","2,044,000","2,237,000","4,411,000","954,000","7,863,000","7,614,000","3,976,000","4,613,000","489,000","300,000","100,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000","-122,000","579,000",,,,,,,,"-519,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-104,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"119,037,000","29,538,000","30,260,000","30,439,000","28,800,000","28,525,000","27,660,000","26,520,000","26,225,000","24,133,000","18,979,000","21,862,000","18,399,000","14,245,000","14,001,000","15,410,000","14,032,000","14,869,000","15,180,000","15,545,000","15,325,000","15,391,000","14,887,000","14,492,000","14,437,000","14,084,000","13,763,000","13,358,000","12,971,000","13,212,000","13,042,000","12,066,000","11,377,000","11,241,000","11,437,000","10,300,000","9,792,000","9,979,000","9,934,000","10,152,000","10,052,000","9,113,000","5,822,000","5,172,000","5,179,000","5,286,000","5,250,000","5,910,000","5,835,000","6,094,000","5,994,000","5,975,000","6,244,000","7,712,000","6,476,000","6,261,000","6,036,000","5,836,000","5,490,000","4,547,000","3,904,000","3,800,000","3,611,000","3,593,000","2,975,000","2,621,000","2,396,000","1,934,000","1,602,000","1,679,000","1,582,000","1,787,000","1,246,000","1,147,000","1,185,000","1,290,000","1,258,000","1,280,000","1,417,000","1,469,000","1,510,000","1,508,000","1,568,000","1,808,000","1,609,000","2,893,000","1,663,000","1,463,000","1,116,000","983,000","900,000","900,000"
			DepreciationAndAmortization,"119,037,000","29,538,000","30,260,000","30,439,000","28,800,000","28,525,000","27,660,000","26,520,000","26,225,000","24,133,000","18,979,000","21,862,000","18,399,000","14,245,000","14,001,000","15,410,000","14,032,000","14,869,000","15,180,000","15,545,000","15,325,000","15,391,000","14,887,000","14,492,000","14,437,000","14,084,000","13,763,000","13,358,000","12,971,000","13,212,000","13,042,000","12,066,000","11,377,000","11,241,000","11,437,000","10,300,000","9,792,000","9,979,000","9,934,000","10,152,000","10,052,000","9,113,000","5,822,000","5,172,000","5,179,000","5,286,000","5,250,000","5,910,000","5,835,000","6,094,000","5,994,000","5,975,000","6,244,000","7,712,000","6,476,000","6,261,000","6,036,000","5,836,000","5,490,000","4,547,000","3,904,000","3,800,000","3,611,000","3,593,000","2,975,000","2,621,000","2,396,000","1,934,000","1,602,000","1,679,000","1,582,000","1,787,000","1,246,000","1,147,000","1,185,000","1,290,000","1,258,000","1,280,000","1,417,000","1,469,000","1,510,000","1,508,000","1,568,000","1,808,000","1,609,000","2,893,000","1,663,000","1,463,000","1,116,000","983,000","900,000","900,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,787,000","1,246,000","1,147,000","1,175,000","1,284,000","1,252,000","1,275,000","1,351,000","1,379,000","1,404,000","1,394,000","1,435,000","1,598,000","1,365,000",,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","10,000","6,000","6,000","5,000","66,000","90,000","106,000","114,000","133,000","210,000","244,000",,,,,,,
